dz_2011,total,married,single
S01009000,927,582,345
S01009001,653,433,220
S01009002,735,448,287
S01009003,819,507,312
S01009004,670,379,291
S01009005,805,439,366
S01009006,1095,582,513
S01009007,709,347,362
S01009008,780,432,348
S01009009,381,107,274
S01009010,1114,670,444
S01009011,956,616,340
S01009012,722,455,267
S01009013,854,525,329
S01009014,673,287,386
S01009015,511,240,271
S01009016,436,225,211
S01009017,588,281,307
S01009018,601,300,301
S01009019,726,376,350
S01009020,833,404,429
S01009021,634,319,315
S01009022,788,353,435
S01009023,810,430,380
S01009024,1066,535,531
S01009025,761,383,378
S01009026,956,473,483
S01009027,769,396,373
S01009028,544,290,254
S01009029,713,353,360
S01009030,866,425,441
S01009031,656,329,327
S01009032,559,300,259
S01009033,745,390,355
S01009034,558,322,236
S01009035,760,428,332
S01009036,814,426,388
S01009037,798,407,391
S01009038,868,468,400
S01009039,778,321,457
S01009040,721,241,480
S01009041,998,342,656
S01009042,724,291,433
S01009043,1042,448,594
S01009044,905,382,523
S01009045,931,410,521
S01009046,710,394,316
S01009047,648,363,285
S01009048,686,405,281
S01009049,641,357,284
S01009050,815,425,390
S01009051,859,417,442
S01009052,759,382,377
S01009053,424,110,314
S01009054,584,276,308
S01009055,693,395,298
S01009056,432,183,249
S01009057,614,183,431
S01009058,879,376,503
S01009059,700,361,339
S01009060,966,535,431
S01009061,763,406,357
S01009062,723,349,374
S01009063,614,361,253
S01009064,563,253,310
S01009065,1328,595,733
S01009066,594,277,317
S01009067,494,328,166
S01009068,732,341,391
S01009069,742,466,276
S01009070,770,444,326
S01009071,540,309,231
S01009072,984,635,349
S01009073,703,342,361
S01009074,842,385,457
S01009075,587,303,284
S01009076,933,524,409
S01009077,755,429,326
S01009078,454,273,181
S01009079,1109,478,631
S01009080,1622,810,812
S01009081,1234,682,552
S01009082,1348,700,648
S01009083,625,319,306
S01009084,3082,1889,1193
S01009085,977,612,365
S01009086,1313,796,517
S01009087,1223,716,507
S01009088,997,628,369
S01009089,642,285,357
S01009090,376,170,206
S01009091,1323,857,466
S01009092,872,461,411
S01009093,792,343,449
S01009094,735,525,210
S01009095,1105,557,548
S01009096,879,440,439
S01009097,1389,786,603
S01009098,426,287,139
S01009099,708,338,370
S01009100,1029,398,631
S01009101,854,398,456
S01009102,797,305,492
S01009103,551,338,213
S01009104,650,312,338
S01009105,639,317,322
S01009106,658,323,335
S01009107,988,549,439
S01009108,755,462,293
S01009109,805,529,276
S01009110,664,340,324
S01009111,865,451,414
S01009112,470,317,153
S01009113,545,307,238
S01009114,716,412,304
S01009115,789,377,412
S01009116,681,393,288
S01009117,600,268,332
S01009118,471,305,166
S01009119,735,368,367
S01009120,609,308,301
S01009121,918,407,511
S01009122,1117,628,489
S01009123,300,160,140
S01009124,725,421,304
S01009125,802,412,390
S01009126,646,232,414
S01009127,534,187,347
S01009128,811,211,600
S01009129,488,175,313
S01009130,565,244,321
S01009131,701,228,473
S01009132,740,369,371
S01009133,626,246,380
S01009134,838,404,434
S01009135,447,185,262
S01009136,901,511,390
S01009137,1107,687,420
S01009138,834,429,405
S01009139,495,131,364
S01009140,616,221,395
S01009141,578,124,454
S01009142,747,217,530
S01009143,501,156,345
S01009144,1173,540,633
S01009145,1505,701,804
S01009146,1003,417,586
S01009147,1309,565,744
S01009148,611,286,325
S01009149,744,366,378
S01009150,745,278,467
S01009151,766,331,435
S01009152,796,239,557
S01009153,681,224,457
S01009154,852,406,446
S01009155,572,293,279
S01009156,1110,714,396
S01009157,756,380,376
S01009158,708,314,394
S01009159,496,158,338
S01009160,583,218,365
S01009161,762,231,531
S01009162,643,194,449
S01009163,494,207,287
S01009164,788,383,405
S01009165,591,225,366
S01009166,770,279,491
S01009167,582,275,307
S01009168,949,546,403
S01009169,791,323,468
S01009170,529,241,288
S01009171,1384,753,631
S01009172,860,501,359
S01009173,1138,769,369
S01009174,68,46,22
S01009175,1314,912,402
S01009176,1131,787,344
S01009177,648,282,366
S01009178,638,249,389
S01009179,681,351,330
S01009180,805,386,419
S01009181,1165,639,526
S01009182,949,539,410
S01009183,828,498,330
S01009184,983,470,513
S01009185,896,441,455
S01009186,797,433,364
S01009187,893,562,331
S01009188,1115,575,540
S01009189,1171,665,506
S01009190,1322,512,810
S01009191,545,385,160
S01009192,1171,428,743
S01009193,606,305,301
S01009194,780,507,273
S01009195,1277,479,798
S01009196,584,293,291
S01009197,1569,1043,526
S01009198,705,417,288
S01009199,695,420,275
S01009200,1076,682,394
S01009201,562,312,250
S01009202,451,306,145
S01009203,485,213,272
S01009204,855,401,454
S01009205,975,569,406
S01009206,896,487,409
S01009207,792,505,287
S01009208,540,323,217
S01009209,1131,603,528
S01009210,734,368,366
S01009211,587,250,337
S01009212,744,367,377
S01009213,746,281,465
S01009214,1025,540,485
S01009215,915,432,483
S01009216,911,428,483
S01009217,679,231,448
S01009218,964,501,463
S01009219,635,271,364
S01009220,528,218,310
S01009221,506,229,277
S01009222,518,230,288
S01009223,463,239,224
S01009224,837,356,481
S01009225,642,303,339
S01009226,1036,404,632
S01009227,580,233,347
S01009228,645,229,416
S01009229,784,393,391
S01009230,750,352,398
S01009231,810,420,390
S01009232,557,146,411
S01009233,654,316,338
S01009234,923,312,611
S01009235,759,317,442
S01009236,625,351,274
S01009237,643,351,292
S01009238,844,401,443
S01009239,702,274,428
S01009240,541,108,433
S01009241,721,262,459
S01009242,776,465,311
S01009243,928,528,400
S01009244,694,482,212
S01009245,711,406,305
S01009246,860,437,423
S01009247,1010,484,526
S01009248,589,354,235
S01009249,879,369,510
S01009250,637,313,324
S01009251,462,273,189
S01009252,359,237,122
S01009253,615,296,319
S01009254,763,310,453
S01009255,664,203,461
S01009256,535,318,217
S01009257,598,269,329
S01009258,1266,715,551
S01009259,880,551,329
S01009260,1707,819,888
S01009261,678,265,413
S01009262,673,278,395
S01009263,972,479,493
S01009264,666,350,316
S01009265,671,310,361
S01009266,916,484,432
S01009267,715,320,395
S01009268,774,393,381
S01009269,1234,626,608
S01009270,627,260,367
S01009271,744,466,278
S01009272,704,325,379
S01009273,790,495,295
S01009274,751,418,333
S01009275,563,279,284
S01009276,882,556,326
S01009277,635,438,197
S01009278,672,402,270
S01009279,880,511,369
S01009280,698,272,426
S01009281,744,305,439
S01009282,1108,643,465
S01009283,482,259,223
S01009284,650,390,260
S01009285,705,408,297
S01009286,840,491,349
S01009287,706,472,234
S01009288,808,477,331
S01009289,762,460,302
S01009290,538,363,175
S01009291,986,617,369
S01009292,425,182,243
S01009293,785,423,362
S01009294,790,503,287
S01009295,621,401,220
S01009296,830,465,365
S01009297,1306,808,498
S01009298,1078,350,728
S01009299,928,393,535
S01009300,530,163,367
S01009301,909,231,678
S01009302,736,198,538
S01009303,666,357,309
S01009304,975,447,528
S01009305,895,341,554
S01009306,1091,357,734
S01009307,1158,369,789
S01009308,965,253,712
S01009309,625,220,405
S01009310,804,465,339
S01009311,797,372,425
S01009312,852,322,530
S01009313,561,202,359
S01009314,751,441,310
S01009315,593,259,334
S01009316,772,441,331
S01009317,763,472,291
S01009318,790,505,285
S01009319,835,540,295
S01009320,769,419,350
S01009321,872,569,303
S01009322,725,444,281
S01009323,1160,643,517
S01009324,506,217,289
S01009325,766,467,299
S01009326,446,153,293
S01009327,562,319,243
S01009328,877,579,298
S01009330,118,30,88
S01009331,923,609,314
S01009332,704,438,266
S01009333,724,277,447
S01009334,511,182,329
S01009335,634,287,347
S01009336,518,156,362
S01009337,719,275,444
S01009338,1503,777,726
S01009339,874,274,600
S01009340,709,287,422
S01009341,799,320,479
S01009342,710,289,421
S01009343,453,199,254
S01009344,627,302,325
S01009345,961,466,495
S01009346,4342,2611,1731
S01009347,4495,2699,1796
S01009348,4428,2656,1772
S01009349,763,487,276
S01009350,131,69,62
S01009351,86,45,41
S01009352,63,44,19
S01009353,4668,2812,1856
S01009354,5105,3098,2007
S01009355,867,540,327
S01009356,828,504,324
S01009357,525,346,179
S01009358,360,259,101
S01009359,918,584,334
S01009360,704,378,326
S01009361,731,429,302
S01009362,1008,637,371
S01009363,786,377,409
S01009364,694,361,333
S01009365,679,333,346
S01009366,728,340,388
S01009367,611,267,344
S01009368,771,423,348
S01009369,812,415,397
S01009370,737,367,370
S01009371,438,213,225
S01009372,531,250,281
S01009373,765,273,492
S01009374,853,377,476
S01009375,631,288,343
S01009376,733,343,390
S01009377,1016,341,675
S01009378,968,429,539
S01009379,688,368,320
S01009380,607,311,296
S01009381,618,270,348
S01009382,1218,478,740
S01009383,843,326,517
S01009384,466,273,193
S01009385,600,330,270
S01009386,896,383,513
S01009387,746,375,371
S01009388,915,275,640
S01009389,877,422,455
S01009390,558,374,184
S01009391,632,388,244
S01009392,405,270,135
S01009393,738,476,262
S01009394,792,383,409
S01009395,863,613,250
S01009396,613,429,184
S01009397,597,358,239
S01009398,1001,568,433
S01009399,851,519,332
S01009400,782,424,358
S01009401,790,501,289
S01009402,685,451,234
S01009403,580,350,230
S01009404,497,209,288
S01009405,613,358,255
S01009406,822,352,470
S01009407,427,230,197
S01009408,688,395,293
S01009409,655,330,325
S01009410,698,303,395
S01009411,1090,519,571
S01009412,712,306,406
S01009413,1085,542,543
S01009414,662,369,293
S01009415,1013,409,604
S01009416,520,341,179
S01009417,1131,673,458
S01009418,1138,529,609
S01009419,1582,849,733
S01009420,573,182,391
S01009421,553,235,318
S01009422,1728,960,768
S01009423,1016,620,396
S01009424,632,368,264
S01009425,734,352,382
S01009426,852,314,538
S01009427,504,178,326
S01009428,566,239,327
S01009429,698,289,409
S01009430,604,245,359
S01009431,1592,835,757
S01009432,857,368,489
S01009433,632,254,378
S01009434,444,200,244
S01009435,763,296,467
S01009436,651,277,374
S01009437,779,338,441
S01009438,921,425,496
S01009439,911,429,482
S01009440,730,295,435
S01009441,722,271,451
S01009442,1025,587,438
S01009443,2096,1206,890
S01009444,722,478,244
S01009445,896,474,422
S01009446,1271,526,745
S01009447,645,281,364
S01009448,614,322,292
S01009449,556,272,284
S01009450,547,166,381
S01009451,981,413,568
S01009452,698,236,462
S01009453,891,345,546
S01009454,880,501,379
S01009455,1143,679,464
S01009456,727,305,422
S01009457,658,380,278
S01009458,568,246,322
S01009459,906,349,557
S01009460,650,189,461
S01009461,563,350,213
S01009462,968,562,406
S01009463,866,504,362
S01009464,691,401,290
S01009465,978,564,414
S01009466,687,415,272
S01009467,720,433,287
S01009468,638,270,368
S01009469,692,343,349
S01009470,1302,799,503
S01009471,595,199,396
S01009472,948,374,574
S01009473,863,267,596
S01009474,685,264,421
S01009475,201,129,72
S01009476,1003,649,354
S01009477,942,375,567
S01009478,851,257,594
S01009479,932,349,583
S01009480,999,508,491
S01009481,801,273,528
S01009482,566,191,375
S01009483,614,217,397
S01009484,1076,466,610
S01009485,654,297,357
S01009486,692,355,337
S01009487,1004,485,519
S01009488,759,426,333
S01009489,730,285,445
S01009490,655,228,427
S01009491,594,265,329
S01009492,732,356,376
S01009493,1596,1055,541
S01009494,953,590,363
S01009495,727,432,295
S01009496,660,318,342
S01009497,931,484,447
S01009498,554,375,179
S01009499,665,359,306
S01009500,688,229,459
S01009501,656,279,377
S01009502,789,342,447
S01009503,808,360,448
S01009504,644,240,404
S01009505,699,201,498
S01009506,893,319,574
S01009507,844,393,451
S01009508,928,341,587
S01009509,869,338,531
S01009510,689,422,267
S01009511,779,500,279
S01009512,817,527,290
S01009513,778,517,261
S01009514,695,452,243
S01009515,690,342,348
S01009516,965,506,459
S01009517,77,36,41
S01009518,1608,948,660
S01009519,768,450,318
S01009520,2179,1298,881
S01009521,769,371,398
S01009522,929,417,512
S01009523,622,246,376
S01009524,683,257,426
S01009525,447,165,282
S01009526,576,191,385
S01009527,749,258,491
S01009528,729,240,489
S01009529,923,406,517
S01009530,794,450,344
S01009531,771,305,466
S01009532,863,353,510
S01009533,790,238,552
S01009534,651,169,482
S01009535,715,205,510
S01009536,417,175,242
S01009537,502,213,289
S01009538,873,273,600
S01009539,832,418,414
S01009540,854,289,565
S01009541,1032,557,475
S01009542,855,350,505
S01009543,821,439,382
S01009544,861,458,403
S01009545,888,452,436
S01009546,623,279,344
S01009547,815,408,407
S01009548,845,398,447
S01009549,1080,603,477
S01009550,462,250,212
S01009551,530,263,267
S01009552,1470,808,662
S01009553,880,336,544
S01009554,678,287,391
S01009555,760,342,418
S01009556,727,311,416
S01009557,751,271,480
S01009558,513,207,306
S01009559,962,380,582
S01009560,651,239,412
S01009561,507,184,323
S01009562,919,428,491
S01009563,749,359,390
S01009564,566,302,264
S01009565,457,211,246
S01009566,1307,712,595
S01009567,770,328,442
S01009568,700,316,384
S01009569,828,419,409
S01009570,531,219,312
S01009571,612,195,417
S01009572,842,307,535
S01009573,585,245,340
S01009574,1216,559,657
S01009575,673,298,375
S01009576,1098,667,431
S01009577,746,446,300
S01009578,858,381,477
S01009579,236,111,125
S01009580,915,570,345
S01009581,646,348,298
S01009582,458,206,252
S01009583,623,281,342
S01009584,432,240,192
S01009585,986,512,474
S01009586,930,466,464
S01009587,869,364,505
S01009588,897,396,501
S01009589,924,444,480
S01009590,722,489,233
S01009591,805,467,338
S01009592,902,589,313
S01009593,573,362,211
S01009594,496,320,176
S01009595,644,355,289
S01009596,838,385,453
S01009597,805,290,515
S01009598,540,177,363
S01009599,948,437,511
S01009600,812,298,514
S01009601,708,283,425
S01009602,614,427,187
S01009603,588,339,249
S01009604,605,313,292
S01009605,810,433,377
S01009606,629,331,298
S01009607,445,316,129
S01009608,489,207,282
S01009609,885,494,391
S01009610,897,435,462
S01009611,368,253,115
S01009612,506,241,265
S01009613,568,375,193
S01009614,535,334,201
S01009615,537,331,206
S01009616,1376,768,608
S01009617,664,393,271
S01009618,797,338,459
S01009619,611,249,362
S01009620,767,301,466
S01009621,655,269,386
S01009622,669,176,493
S01009623,606,274,332
S01009624,733,334,399
S01009625,1292,652,640
S01009626,642,253,389
S01009627,747,334,413
S01009628,551,267,284
S01009629,1263,625,638
S01009630,632,249,383
S01009631,653,191,462
S01009632,548,157,391
S01009633,548,202,346
S01009634,664,274,390
S01009635,1023,411,612
S01009636,752,200,552
S01009637,792,335,457
S01009638,555,229,326
S01009639,878,473,405
S01009640,732,259,473
S01009641,759,282,477
S01009642,863,339,524
S01009643,633,389,244
S01009644,464,223,241
S01009645,726,320,406
S01009646,583,293,290
S01009647,512,170,342
S01009648,1054,502,552
S01009649,1220,631,589
S01009650,692,442,250
S01009651,790,453,337
S01009652,962,551,411
S01009653,663,435,228
S01009654,475,224,251
S01009655,799,352,447
S01009656,692,274,418
S01009657,810,424,386
S01009658,952,508,444
S01009659,524,237,287
S01009660,820,412,408
S01009661,1455,910,545
S01009662,722,408,314
S01009663,650,340,310
S01009664,926,576,350
S01009665,1133,651,482
S01009666,975,562,413
S01009667,437,282,155
S01009668,463,276,187
S01009669,517,299,218
S01009670,651,345,306
S01009671,770,408,362
S01009672,1012,544,468
S01009673,742,374,368
S01009674,952,565,387
S01009675,748,436,312
S01009676,1116,641,475
S01009677,625,358,267
S01009678,509,276,233
S01009679,972,454,518
S01009680,1048,497,551
S01009681,673,295,378
S01009682,710,452,258
S01009683,759,363,396
S01009684,1176,688,488
S01009685,938,474,464
S01009686,1121,459,662
S01009687,837,471,366
S01009688,955,386,569
S01009689,519,176,343
S01009690,663,270,393
S01009691,626,366,260
S01009692,1065,608,457
S01009693,734,453,281
S01009694,1043,635,408
S01009695,792,510,282
S01009696,845,510,335
S01009697,668,388,280
S01009698,590,357,233
S01009699,494,286,208
S01009700,551,294,257
S01009701,682,393,289
S01009702,518,299,219
S01009703,704,366,338
S01009704,906,529,377
S01009705,618,294,324
S01009706,661,318,343
S01009707,404,202,202
S01009708,634,362,272
S01009709,693,379,314
S01009710,521,279,242
S01009711,830,374,456
S01009712,566,308,258
S01009713,775,404,371
S01009714,802,447,355
S01009715,564,286,278
S01009716,1106,565,541
S01009717,1332,339,993
S01009718,780,244,536
S01009719,839,367,472
S01009720,777,299,478
S01009721,651,64,587
S01009722,1078,141,937
S01009723,1040,132,908
S01009724,1004,195,809
S01009725,1007,192,815
S01009726,1026,96,930
S01009727,1300,696,604
S01009728,640,380,260
S01009729,840,534,306
S01009730,1430,740,690
S01009731,877,470,407
S01009732,3055,331,2724
S01009733,595,347,248
S01009734,1609,699,910
S01009735,1213,450,763
S01009736,3136,171,2965
S01009737,636,436,200
S01009738,371,184,187
S01009739,572,369,203
S01009740,652,321,331
S01009741,704,280,424
S01009742,418,275,143
S01009743,1002,658,344
S01009744,698,445,253
S01009745,956,619,337
S01009746,663,412,251
S01009747,830,390,440
S01009748,588,388,200
S01009749,815,454,361
S01009750,621,280,341
S01009751,872,382,490
S01009752,736,469,267
S01009753,719,398,321
S01009754,1290,625,665
S01009755,547,293,254
S01009756,739,460,279
S01009757,656,455,201
S01009758,864,376,488
S01009759,873,216,657
S01009760,852,275,577
S01009761,1758,1031,727
S01009762,835,278,557
S01009763,346,200,146
S01009764,902,346,556
S01009765,852,349,503
S01009766,675,333,342
S01009767,1602,907,695
S01009768,588,247,341
S01009769,1175,502,673
S01009770,661,390,271
S01009771,671,401,270
S01009772,1520,916,604
S01009773,132,54,78
S01009774,70,44,26
S01009775,682,188,494
S01009776,881,224,657
S01009777,477,107,370
S01009778,941,310,631
S01009779,645,165,480
S01009780,980,310,670
S01009781,633,161,472
S01009782,772,296,476
S01009783,566,159,407
S01009784,744,232,512
S01009785,899,249,650
S01009786,880,205,675
S01009787,700,193,507
S01009788,1047,401,646
S01009789,961,333,628
S01009790,807,302,505
S01009791,599,179,420
S01009792,342,196,146
S01009793,816,380,436
S01009794,371,225,146
S01009795,779,453,326
S01009796,1532,749,783
S01009797,762,413,349
S01009798,823,395,428
S01009799,1125,309,816
S01009800,968,328,640
S01009801,965,318,647
S01009802,772,253,519
S01009803,870,274,596
S01009804,1278,591,687
S01009805,743,235,508
S01009806,1045,311,734
S01009807,740,264,476
S01009808,1106,295,811
S01009809,858,283,575
S01009810,767,229,538
S01009811,1075,336,739
S01009812,723,218,505
S01009813,862,248,614
S01009814,940,387,553
S01009815,824,290,534
S01009816,901,357,544
S01009817,724,275,449
S01009818,852,477,375
S01009819,866,398,468
S01009820,790,342,448
S01009821,617,302,315
S01009822,614,248,366
S01009823,854,264,590
S01009824,844,301,543
S01009825,1062,361,701
S01009826,609,196,413
S01009827,695,243,452
S01009828,1038,345,693
S01009829,912,279,633
S01009830,729,281,448
S01009831,905,344,561
S01009832,900,340,560
S01009833,524,229,295
S01009834,910,296,614
S01009835,486,104,382
S01009836,815,359,456
S01009837,881,289,592
S01009838,635,158,477
S01009839,894,121,773
S01009840,848,301,547
S01009841,979,202,777
S01009842,775,237,538
S01009843,590,143,447
S01009844,600,113,487
S01009845,1074,223,851
S01009846,810,253,557
S01009847,588,123,465
S01009848,738,253,485
S01009849,910,238,672
S01009850,861,277,584
S01009851,931,303,628
S01009852,495,200,295
S01009853,765,251,514
S01009854,764,278,486
S01009855,645,264,381
S01009856,548,161,387
S01009857,732,301,431
S01009858,822,326,496
S01009859,934,208,726
S01009860,938,200,738
S01009861,1192,273,919
S01009862,961,219,742
S01009863,844,229,615
S01009864,733,154,579
S01009865,493,116,377
S01009866,898,281,617
S01009867,1132,246,886
S01009868,974,251,723
S01009869,736,222,514
S01009870,758,194,564
S01009871,853,280,573
S01009872,687,238,449
S01009873,788,338,450
S01009874,868,351,517
S01009875,674,262,412
S01009876,827,259,568
S01009877,761,370,391
S01009878,542,252,290
S01009879,829,498,331
S01009880,920,484,436
S01009881,710,291,419
S01009882,1213,359,854
S01009883,948,363,585
S01009884,772,335,437
S01009885,663,317,346
S01009886,626,251,375
S01009887,897,272,625
S01009888,602,262,340
S01009889,908,334,574
S01009890,624,211,413
S01009891,635,198,437
S01009892,1013,305,708
S01009893,790,226,564
S01009894,832,220,612
S01009895,745,242,503
S01009896,987,264,723
S01009897,1059,412,647
S01009898,796,308,488
S01009899,910,237,673
S01009900,1024,247,777
S01009901,905,254,651
S01009902,984,295,689
S01009903,832,335,497
S01009904,696,182,514
S01009905,622,187,435
S01009906,557,172,385
S01009907,1156,221,935
S01009908,1124,369,755
S01009909,814,203,611
S01009910,713,204,509
S01009911,1041,449,592
S01009912,893,418,475
S01009913,809,488,321
S01009914,819,443,376
S01009915,752,366,386
S01009916,997,579,418
S01009917,721,354,367
S01009918,714,407,307
S01009919,1034,287,747
S01009920,994,244,750
S01009921,714,141,573
S01009922,1163,282,881
S01009923,872,210,662
S01009924,985,228,757
S01009925,1025,244,781
S01009926,862,245,617
S01009927,542,164,378
S01009928,821,291,530
S01009929,483,232,251
S01009930,929,236,693
S01009931,795,170,625
S01009932,924,261,663
S01009933,1391,373,1018
S01009934,1169,522,647
S01009935,670,129,541
S01009936,954,320,634
S01009937,621,164,457
S01009938,865,256,609
S01009939,919,180,739
S01009940,678,184,494
S01009941,961,503,458
S01009942,933,310,623
S01009943,1029,300,729
S01009944,884,380,504
S01009945,881,248,633
S01009946,816,288,528
S01009947,699,285,414
S01009948,1015,372,643
S01009949,783,305,478
S01009950,593,355,238
S01009951,694,436,258
S01009952,877,443,434
S01009953,1098,553,545
S01009954,582,317,265
S01009955,962,438,524
S01009956,710,259,451
S01009957,1055,599,456
S01009958,957,562,395
S01009959,756,425,331
S01009960,1127,506,621
S01009961,580,230,350
S01009962,949,266,683
S01009963,969,540,429
S01009964,1027,492,535
S01009965,783,477,306
S01009966,979,576,403
S01009967,862,425,437
S01009968,523,288,235
S01009969,1128,565,563
S01009970,835,196,639
S01009971,1226,434,792
S01009972,744,303,441
S01009973,656,282,374
S01009974,730,187,543
S01009975,704,148,556
S01009976,612,134,478
S01009977,953,182,771
S01009978,1062,241,821
S01009979,856,227,629
S01009980,603,121,482
S01009981,762,177,585
S01009982,767,245,522
S01009983,499,83,416
S01009984,797,237,560
S01009985,467,97,370
S01009986,571,143,428
S01009987,747,235,512
S01009988,597,145,452
S01009989,851,307,544
S01009990,805,309,496
S01009991,816,325,491
S01009992,748,189,559
S01009993,659,269,390
S01009994,532,214,318
S01009995,535,206,329
S01009996,702,281,421
S01009997,524,205,319
S01009998,779,429,350
S01009999,723,411,312
S01010000,681,273,408
S01010001,617,268,349
S01010002,1090,464,626
S01010003,792,426,366
S01010004,770,429,341
S01010005,886,165,721
S01010006,1175,224,951
S01010007,805,400,405
S01010008,689,180,509
S01010009,607,103,504
S01010010,1204,658,546
S01010011,795,159,636
S01010012,1251,665,586
S01010013,879,256,623
S01010014,1131,383,748
S01010015,911,268,643
S01010016,611,247,364
S01010017,782,242,540
S01010018,991,269,722
S01010019,961,209,752
S01010020,846,271,575
S01010021,624,158,466
S01010022,855,214,641
S01010023,1183,231,952
S01010024,679,168,511
S01010025,790,145,645
S01010026,1538,353,1185
S01010027,1635,331,1304
S01010028,658,141,517
S01010029,468,116,352
S01010030,805,199,606
S01010031,1000,162,838
S01010032,1477,202,1275
S01010033,949,288,661
S01010034,1308,195,1113
S01010035,857,128,729
S01010036,1522,228,1294
S01010037,900,245,655
S01010038,1206,271,935
S01010039,999,122,877
S01010040,820,220,600
S01010041,967,132,835
S01010042,1296,248,1048
S01010043,877,185,692
S01010044,1269,305,964
S01010045,649,154,495
S01010046,939,212,727
S01010047,883,192,691
S01010048,1147,307,840
S01010049,844,176,668
S01010050,807,141,666
S01010051,700,145,555
S01010052,555,105,450
S01010053,700,182,518
S01010054,571,131,440
S01010055,1144,256,888
S01010056,474,100,374
S01010057,445,99,346
S01010058,796,166,630
S01010059,641,124,517
S01010060,836,199,637
S01010061,683,234,449
S01010062,646,201,445
S01010063,967,194,773
S01010064,635,205,430
S01010065,709,210,499
S01010066,608,158,450
S01010067,845,172,673
S01010068,624,176,448
S01010069,928,457,471
S01010070,556,298,258
S01010071,768,296,472
S01010072,956,464,492
S01010073,878,452,426
S01010074,973,482,491
S01010075,674,280,394
S01010076,702,291,411
S01010077,605,211,394
S01010078,558,303,255
S01010079,793,500,293
S01010080,713,422,291
S01010081,965,565,400
S01010082,742,328,414
S01010083,860,347,513
S01010084,945,348,597
S01010085,948,518,430
S01010086,868,294,574
S01010087,506,332,174
S01010088,1154,634,520
S01010089,916,343,573
S01010090,941,425,516
S01010091,1376,750,626
S01010092,967,356,611
S01010093,803,350,453
S01010094,1004,524,480
S01010095,1018,571,447
S01010096,761,380,381
S01010097,603,316,287
S01010098,600,344,256
S01010099,806,446,360
S01010100,766,402,364
S01010101,942,464,478
S01010102,599,328,271
S01010103,701,372,329
S01010104,794,403,391
S01010105,631,137,494
S01010106,507,160,347
S01010107,831,208,623
S01010108,623,231,392
S01010109,1789,741,1048
S01010110,884,224,660
S01010111,886,203,683
S01010112,882,180,702
S01010113,395,116,279
S01010114,688,182,506
S01010115,486,224,262
S01010116,1115,405,710
S01010117,1079,570,509
S01010118,597,95,502
S01010119,389,105,284
S01010120,772,178,594
S01010121,628,141,487
S01010122,436,101,335
S01010123,535,129,406
S01010124,572,181,391
S01010125,695,199,496
S01010126,530,225,305
S01010127,584,182,402
S01010128,545,101,444
S01010129,782,169,613
S01010130,759,256,503
S01010131,992,493,499
S01010132,927,261,666
S01010133,790,211,579
S01010134,1055,294,761
S01010135,979,340,639
S01010136,899,358,541
S01010137,1150,321,829
S01010138,885,177,708
S01010139,1064,330,734
S01010140,802,217,585
S01010141,885,187,698
S01010142,554,178,376
S01010143,701,250,451
S01010144,575,141,434
S01010145,650,212,438
S01010146,1041,234,807
S01010147,899,185,714
S01010148,1136,313,823
S01010149,636,181,455
S01010150,776,257,519
S01010151,814,262,552
S01010152,827,315,512
S01010153,910,294,616
S01010154,854,285,569
S01010155,730,256,474
S01010156,876,272,604
S01010157,803,257,546
S01010158,790,276,514
S01010159,628,233,395
S01010160,648,185,463
S01010161,695,243,452
S01010162,823,150,673
S01010163,985,298,687
S01010164,696,214,482
S01010165,490,122,368
S01010166,1220,455,765
S01010167,786,246,540
S01010168,485,132,353
S01010169,666,186,480
S01010170,718,226,492
S01010171,1213,337,876
S01010172,692,153,539
S01010173,927,360,567
S01010174,1404,299,1105
S01010175,384,133,251
S01010176,824,257,567
S01010177,571,155,416
S01010178,803,196,607
S01010179,1313,430,883
S01010180,696,242,454
S01010181,839,275,564
S01010182,946,473,473
S01010183,1234,550,684
S01010184,517,141,376
S01010185,562,158,404
S01010186,523,283,240
S01010187,691,269,422
S01010188,1563,733,830
S01010189,739,439,300
S01010190,240,81,159
S01010191,531,279,252
S01010192,781,456,325
S01010193,770,320,450
S01010194,603,200,403
S01010195,848,324,524
S01010196,703,239,464
S01010197,634,183,451
S01010198,941,298,643
S01010199,530,132,398
S01010200,580,219,361
S01010201,765,341,424
S01010202,535,95,440
S01010203,582,265,317
S01010204,943,249,694
S01010205,568,172,396
S01010206,341,114,227
S01010207,547,182,365
S01010208,915,212,703
S01010209,860,243,617
S01010210,902,335,567
S01010211,768,197,571
S01010212,1034,273,761
S01010213,949,300,649
S01010214,800,370,430
S01010215,881,190,691
S01010216,863,161,702
S01010217,803,178,625
S01010218,1017,203,814
S01010219,602,157,445
S01010220,527,136,391
S01010221,561,102,459
S01010222,632,149,483
S01010223,583,120,463
S01010224,1068,236,832
S01010225,779,251,528
S01010226,591,200,391
S01010227,645,249,396
S01010228,615,169,446
S01010229,892,270,622
S01010230,1149,292,857
S01010231,782,193,589
S01010232,664,204,460
S01010233,1215,359,856
S01010234,986,233,753
S01010235,837,132,705
S01010236,652,167,485
S01010237,900,220,680
S01010238,956,210,746
S01010239,891,163,728
S01010240,996,233,763
S01010241,936,187,749
S01010242,1002,183,819
S01010243,1127,182,945
S01010244,872,149,723
S01010245,930,175,755
S01010246,889,164,725
S01010247,833,311,522
S01010248,885,175,710
S01010249,921,155,766
S01010250,1007,190,817
S01010251,666,141,525
