dz_2011,total,married,single
S01009023,769,418,351
S01009024,1019,511,508
S01009025,797,409,388
S01009026,923,465,458
S01009027,685,364,321
S01009028,484,274,210
S01009029,623,331,292
S01009030,808,428,380
S01009031,643,340,303
S01009032,541,269,272
S01009033,696,345,351
S01009034,523,290,233
S01009035,678,410,268
S01009036,661,400,261
S01009037,544,304,240
S01009038,743,394,349
S01009039,867,397,470
S01009040,791,293,498
S01009041,877,364,513
S01009042,713,311,402
S01009043,1055,529,526
S01009044,964,447,517
S01009045,913,461,452
S01009046,647,384,263
S01009047,556,302,254
S01009048,598,342,256
S01009049,584,306,278
S01009050,744,370,374
S01009051,710,350,360
S01009052,769,424,345
S01009053,452,147,305
S01009054,574,307,267
S01009055,637,400,237
S01009056,432,207,225
S01009057,563,194,369
S01009058,740,338,402
S01009059,406,179,227
S01009060,380,171,209
S01009061,812,444,368
S01009062,807,418,389
S01009063,584,372,212
S01009064,581,297,284
S01009065,947,355,592
S01009066,624,320,304
S01009067,345,258,87
S01009068,714,393,321
S01009069,730,500,230
S01009070,812,491,321
S01009071,459,248,211
S01009072,284,169,115
S01009073,713,364,349
S01009074,852,411,441
S01009075,579,315,264
S01009076,944,556,388
S01009077,627,375,252
S01009078,314,186,128
S01009079,999,416,583
S01009080,1257,624,633
S01009081,882,513,369
S01009082,911,433,478
S01009083,584,302,282
S01009084,836,412,424
S01009085,221,145,76
S01009086,565,295,270
S01009087,532,290,242
S01009088,1156,568,588
S01009089,343,230,113
S01009090,111,82,29
S01009091,137,100,37
S01009092,819,488,331
S01009093,699,367,332
S01009094,771,524,247
S01009095,1329,578,751
S01009096,387,184,203
S01009097,670,442,228
S01009098,459,312,147
S01009099,744,362,382
S01009100,1057,458,599
S01009101,860,438,422
S01009102,827,366,461
S01009103,541,379,162
S01009104,667,336,331
S01009105,551,294,257
S01009106,677,404,273
S01009107,768,469,299
S01009108,755,513,242
S01009109,825,599,226
S01009110,727,401,326
S01009111,888,497,391
S01009112,509,339,170
S01009113,559,350,209
S01009114,587,363,224
S01009115,669,351,318
S01009116,704,415,289
S01009117,550,254,296
S01009118,434,326,108
S01009119,723,372,351
S01009120,553,321,232
S01009121,859,434,425
S01009122,772,424,348
S01009123,242,146,96
S01009124,429,253,176
S01009125,649,338,311
S01009126,596,242,354
S01009127,474,201,273
S01009128,847,251,596
S01009129,501,220,281
S01009130,339,127,212
S01009131,747,288,459
S01009132,715,416,299
S01009133,625,276,349
S01009134,835,452,383
S01009135,466,240,226
S01009136,300,101,199
S01009137,250,113,137
S01009138,814,416,398
S01009139,563,170,393
S01009140,566,215,351
S01009141,524,133,391
S01009142,589,199,390
S01009143,449,182,267
S01009144,549,329,220
S01009145,1003,558,445
S01009146,853,411,442
S01009147,791,394,397
S01009148,606,292,314
S01009149,497,232,265
S01009150,719,293,426
S01009151,590,349,241
S01009152,756,264,492
S01009153,651,262,389
S01009154,715,415,300
S01009155,523,271,252
S01009156,773,451,322
S01009157,805,453,352
S01009158,755,374,381
S01009159,528,209,319
S01009160,532,199,333
S01009161,750,303,447
S01009162,615,221,394
S01009163,458,217,241
S01009164,832,473,359
S01009165,553,250,303
S01009166,746,342,404
S01009167,627,331,296
S01009168,866,564,302
S01009169,770,350,420
S01009170,553,291,262
S01009171,659,342,317
S01009172,589,379,210
S01009173,711,496,215
S01009174,66,45,21
S01009175,720,539,181
S01009176,735,526,209
S01009177,679,292,387
S01009178,646,294,352
S01009179,775,422,353
S01009180,834,414,420
S01009181,923,564,359
S01009182,909,566,343
S01009183,794,571,223
S01009184,965,487,478
S01009185,892,458,434
S01009186,690,419,271
S01009187,668,410,258
S01009188,855,449,406
S01009189,877,491,386
S01009190,717,272,445
S01009191,135,98,37
S01009192,796,348,448
S01009193,291,184,107
S01009194,795,532,263
S01009195,787,307,480
S01009196,613,377,236
S01009197,757,493,264
S01009198,707,455,252
S01009199,585,339,246
S01009200,762,477,285
S01009201,584,345,239
S01009202,459,325,134
S01009203,491,237,254
S01009204,780,425,355
S01009205,1024,636,388
S01009206,911,531,380
S01009207,841,502,339
S01009208,588,349,239
S01009209,1001,568,433
S01009210,754,443,311
S01009211,592,308,284
S01009212,768,421,347
S01009213,605,295,310
S01009214,999,579,420
S01009215,970,517,453
S01009216,913,494,419
S01009217,600,262,338
S01009218,1005,600,405
S01009219,559,305,254
S01009220,512,242,270
S01009221,486,230,256
S01009222,552,301,251
S01009223,436,234,202
S01009224,804,380,424
S01009225,679,350,329
S01009226,1026,460,566
S01009227,608,260,348
S01009228,666,251,415
S01009229,772,417,355
S01009230,749,378,371
S01009231,850,510,340
S01009232,549,178,371
S01009233,705,406,299
S01009234,816,357,459
S01009235,682,296,386
S01009236,596,381,215
S01009237,591,372,219
S01009238,903,507,396
S01009239,706,334,372
S01009240,585,183,402
S01009241,761,308,453
S01009242,805,528,277
S01009243,1026,621,405
S01009244,678,492,186
S01009245,736,463,273
S01009246,896,473,423
S01009247,1015,538,477
S01009248,643,439,204
S01009249,905,425,480
S01009250,638,353,285
S01009251,489,301,188
S01009252,351,253,98
S01009253,631,352,279
S01009254,812,393,419
S01009255,561,210,351
S01009256,517,286,231
S01009257,505,244,261
S01009258,672,426,246
S01009259,661,425,236
S01009260,944,495,449
S01009261,691,323,368
S01009262,669,326,343
S01009263,369,197,172
S01009264,655,397,258
S01009265,603,354,249
S01009266,873,523,350
S01009267,713,342,371
S01009268,570,293,277
S01009269,881,405,476
S01009270,640,262,378
S01009271,715,505,210
S01009272,704,350,354
S01009273,778,504,274
S01009274,800,489,311
S01009275,561,309,252
S01009276,876,570,306
S01009277,613,416,197
S01009278,321,190,131
S01009279,490,252,238
S01009280,727,359,368
S01009281,686,313,373
S01009282,754,435,319
S01009283,449,260,189
S01009284,585,415,170
S01009285,733,486,247
S01009286,796,523,273
S01009287,733,482,251
S01009288,753,481,272
S01009289,753,491,262
S01009290,571,394,177
S01009291,951,645,306
S01009292,398,225,173
S01009293,528,282,246
S01009294,526,329,197
S01009295,660,447,213
S01009296,737,461,276
S01009297,819,528,291
S01009298,1026,415,611
S01009299,849,369,480
S01009300,524,198,326
S01009301,886,271,615
S01009302,785,248,537
S01009303,702,386,316
S01009304,1050,558,492
S01009305,843,370,473
S01009306,983,352,631
S01009307,1055,335,720
S01009308,697,171,526
S01009309,519,199,320
S01009310,747,494,253
S01009311,785,402,383
S01009312,837,342,495
S01009313,571,267,304
S01009314,759,474,285
S01009315,565,263,302
S01009316,706,461,245
S01009317,813,524,289
S01009318,802,548,254
S01009319,851,588,263
S01009320,724,431,293
S01009321,446,299,147
S01009322,587,362,225
S01009323,812,465,347
S01009324,549,272,277
S01009325,455,295,160
S01009326,325,127,198
S01009327,579,397,182
S01009328,78,53,25
S01009330,112,37,75
S01009331,179,139,40
S01009332,703,434,269
S01009333,773,317,456
S01009334,515,236,279
S01009335,668,321,347
S01009336,481,205,276
S01009337,709,335,374
S01009338,613,242,371
S01009339,800,331,469
S01009340,806,398,408
S01009341,847,432,415
S01009342,771,382,389
S01009343,480,283,197
S01009344,620,344,276
S01009345,998,577,421
S01009346,121,84,37
S01009347,235,150,85
S01009348,183,122,61
S01009349,99,51,48
S01009350,141,84,57
S01009351,62,38,24
S01009352,57,44,13
S01009353,289,212,77
S01009354,220,135,85
S01009355,827,578,249
S01009356,866,577,289
S01009357,367,242,125
S01009358,246,187,59
S01009359,191,128,63
S01009360,679,414,265
S01009361,710,459,251
S01009362,968,670,298
S01009363,844,438,406
S01009364,638,390,248
S01009365,582,320,262
S01009366,787,397,390
S01009367,619,325,294
S01009368,635,372,263
S01009369,819,458,361
S01009370,738,403,335
S01009371,437,258,179
S01009372,476,268,208
S01009373,778,330,448
S01009374,757,368,389
S01009375,604,320,284
S01009376,758,386,372
S01009377,582,272,310
S01009378,726,382,344
S01009379,123,62,61
S01009380,520,313,207
S01009381,552,312,240
S01009382,1104,495,609
S01009383,844,389,455
S01009384,471,306,165
S01009385,608,361,247
S01009386,853,442,411
S01009387,763,431,332
S01009388,884,302,582
S01009389,797,415,382
S01009390,534,399,135
S01009391,603,436,167
S01009392,383,261,122
S01009393,641,435,206
S01009394,708,371,337
S01009395,922,663,259
S01009396,634,459,175
S01009397,603,361,242
S01009398,1008,569,439
S01009399,889,568,321
S01009400,790,493,297
S01009401,837,583,254
S01009402,707,480,227
S01009403,620,432,188
S01009404,550,282,268
S01009405,581,372,209
S01009406,820,421,399
S01009407,406,237,169
S01009408,409,247,162
S01009409,738,422,316
S01009410,663,314,349
S01009411,1122,590,532
S01009412,762,381,381
S01009413,1082,603,479
S01009414,694,399,295
S01009415,947,440,507
S01009416,499,363,136
S01009417,317,214,103
S01009418,1010,518,492
S01009419,788,436,352
S01009420,577,231,346
S01009421,526,232,294
S01009422,933,557,376
S01009423,210,142,68
S01009424,609,380,229
S01009425,704,404,300
S01009426,851,346,505
S01009427,519,209,310
S01009428,476,249,227
S01009429,720,317,403
S01009430,610,282,328
S01009431,806,408,398
S01009432,847,445,402
S01009433,667,317,350
S01009434,455,245,210
S01009435,787,360,427
S01009436,478,237,241
S01009437,721,347,374
S01009438,912,468,444
S01009439,944,488,456
S01009440,746,383,363
S01009441,732,336,396
S01009442,572,367,205
S01009443,736,410,326
S01009444,630,455,175
S01009445,841,486,355
S01009446,822,336,486
S01009447,639,312,327
S01009448,535,335,200
S01009449,583,336,247
S01009450,538,205,333
S01009451,1016,452,564
S01009452,692,284,408
S01009453,826,398,428
S01009454,912,533,379
S01009455,1150,699,451
S01009456,746,353,393
S01009457,665,396,269
S01009458,541,265,276
S01009459,857,340,517
S01009460,599,223,376
S01009461,132,70,62
S01009462,545,296,249
S01009463,879,552,327
S01009464,717,431,286
S01009465,494,295,199
S01009466,683,431,252
S01009467,699,445,254
S01009468,603,291,312
S01009469,690,377,313
S01009470,700,440,260
S01009471,689,285,404
S01009472,920,421,499
S01009473,671,253,418
S01009474,637,266,371
S01009475,160,112,48
S01009476,356,232,124
S01009477,911,396,515
S01009478,787,265,522
S01009479,752,327,425
S01009480,883,491,392
S01009481,743,328,415
S01009482,597,168,429
S01009483,625,228,397
S01009484,1116,533,583
S01009485,651,345,306
S01009486,673,376,297
S01009487,1029,548,481
S01009488,775,472,303
S01009489,710,288,422
S01009490,672,284,388
S01009491,569,282,287
S01009492,720,438,282
S01009493,1066,722,344
S01009494,974,626,348
S01009495,720,475,245
S01009496,692,390,302
S01009497,886,546,340
S01009498,557,413,144
S01009499,670,403,267
S01009500,705,295,410
S01009501,680,318,362
S01009502,830,415,415
S01009503,865,485,380
S01009504,641,270,371
S01009505,693,267,426
S01009506,931,380,551
S01009507,558,284,274
S01009508,844,364,480
S01009509,814,384,430
S01009510,713,505,208
S01009511,825,578,247
S01009512,888,590,298
S01009513,693,507,186
S01009514,752,530,222
S01009515,712,364,348
S01009516,987,563,424
S01009517,74,35,39
S01009518,237,143,94
S01009519,595,344,251
S01009520,789,471,318
S01009521,660,342,318
S01009522,745,324,421
S01009523,672,279,393
S01009524,619,211,408
S01009525,475,217,258
S01009526,364,146,218
S01009527,663,260,403
S01009528,693,240,453
S01009529,919,463,456
S01009530,746,481,265
S01009531,921,389,532
S01009532,906,421,485
S01009533,765,303,462
S01009534,598,197,401
S01009535,713,228,485
S01009536,416,206,210
S01009537,515,244,271
S01009538,914,329,585
S01009539,865,465,400
S01009540,886,367,519
S01009541,957,532,425
S01009542,713,321,392
S01009543,725,397,328
S01009544,793,393,400
S01009545,674,364,310
S01009546,602,271,331
S01009547,686,362,324
S01009548,840,435,405
S01009549,866,500,366
S01009550,523,344,179
S01009551,568,354,214
S01009552,1123,625,498
S01009553,913,437,476
S01009554,701,336,365
S01009555,780,408,372
S01009556,820,385,435
S01009557,762,346,416
S01009558,528,233,295
S01009559,1013,501,512
S01009560,671,282,389
S01009561,585,268,317
S01009562,944,523,421
S01009563,774,452,322
S01009564,587,362,225
S01009565,481,293,188
S01009566,879,516,363
S01009567,844,423,421
S01009568,736,416,320
S01009569,868,517,351
S01009570,519,281,238
S01009571,592,255,337
S01009572,862,383,479
S01009573,597,265,332
S01009574,882,477,405
S01009575,695,359,336
S01009576,579,397,182
S01009577,717,478,239
S01009578,849,428,421
S01009579,253,148,105
S01009580,529,343,186
S01009581,664,398,266
S01009582,476,243,233
S01009583,649,327,322
S01009584,300,221,79
S01009585,1035,621,414
S01009586,947,527,420
S01009587,844,421,423
S01009588,919,480,439
S01009589,913,501,412
S01009590,508,330,178
S01009591,749,499,250
S01009592,721,485,236
S01009593,485,309,176
S01009594,505,362,143
S01009595,316,179,137
S01009596,859,438,421
S01009597,805,315,490
S01009598,539,225,314
S01009599,1040,530,510
S01009600,790,319,471
S01009601,718,340,378
S01009602,545,367,178
S01009603,627,366,261
S01009604,668,357,311
S01009605,801,421,380
S01009606,233,119,114
S01009607,411,302,109
S01009608,487,253,234
S01009609,825,476,349
S01009610,899,469,430
S01009611,375,258,117
S01009612,449,247,202
S01009613,427,289,138
S01009614,514,313,201
S01009615,514,331,183
S01009616,952,549,403
S01009617,567,366,201
S01009618,828,389,439
S01009619,632,279,353
S01009620,813,397,416
S01009621,797,346,451
S01009622,737,253,484
S01009623,676,345,331
S01009624,807,430,377
S01009625,1014,540,474
S01009626,613,284,329
S01009627,737,390,347
S01009628,563,291,272
S01009629,915,465,450
S01009630,626,314,312
S01009631,688,265,423
S01009632,602,238,364
S01009633,539,226,313
S01009634,650,316,334
S01009635,1067,497,570
S01009636,782,293,489
S01009637,702,321,381
S01009638,510,250,260
S01009639,825,486,339
S01009640,648,280,368
S01009641,740,304,436
S01009642,835,402,433
S01009643,174,98,76
S01009644,472,269,203
S01009645,736,390,346
S01009646,596,339,257
S01009647,526,221,305
S01009648,902,520,382
S01009649,823,444,379
S01009650,677,470,207
S01009651,786,494,292
S01009652,957,565,392
S01009653,674,446,228
S01009654,465,250,215
S01009655,803,446,357
S01009656,733,335,398
S01009657,782,450,332
S01009658,802,434,368
S01009659,561,287,274
S01009660,710,399,311
S01009661,715,432,283
S01009662,688,407,281
S01009663,635,377,258
S01009664,862,535,327
S01009665,1014,612,402
S01009666,946,590,356
S01009667,337,235,102
S01009668,375,218,157
S01009669,488,311,177
S01009670,663,411,252
S01009671,627,399,228
S01009672,947,508,439
S01009673,704,400,304
S01009674,876,547,329
S01009675,737,498,239
S01009676,1160,714,446
S01009677,574,334,240
S01009678,515,286,229
S01009679,826,422,404
S01009680,837,460,377
S01009681,772,353,419
S01009682,660,420,240
S01009683,743,419,324
S01009684,727,469,258
S01009685,977,455,522
S01009686,882,388,494
S01009687,848,503,345
S01009688,961,404,557
S01009689,455,146,309
S01009690,627,315,312
S01009691,461,293,168
S01009692,1008,604,404
S01009693,631,452,179
S01009694,932,629,303
S01009695,852,509,343
S01009696,854,532,322
S01009697,677,425,252
S01009698,564,360,204
S01009699,616,365,251
S01009700,567,341,226
S01009701,797,459,338
S01009702,466,297,169
S01009703,810,452,358
S01009704,1020,611,409
S01009705,627,326,301
S01009706,698,355,343
S01009707,504,274,230
S01009708,573,359,214
S01009709,734,392,342
S01009710,384,222,162
S01009711,809,394,415
S01009712,551,328,223
S01009713,732,415,317
S01009714,732,459,273
S01009715,670,405,265
S01009716,1077,616,461
S01009717,926,401,525
S01009718,767,323,444
S01009719,853,456,397
S01009720,768,385,383
S01009721,829,44,785
S01009722,1001,190,811
S01009723,763,146,617
S01009724,946,293,653
S01009725,847,256,591
S01009726,870,114,756
S01009727,860,438,422
S01009728,665,433,232
S01009729,885,596,289
S01009730,868,542,326
S01009731,802,493,309
S01009732,1352,355,997
S01009733,953,308,645
S01009734,1523,680,843
S01009735,699,447,252
S01009736,1603,206,1397
S01009737,573,386,187
S01009738,438,254,184
S01009739,346,272,74
S01009740,626,364,262
S01009741,707,317,390
S01009742,397,262,135
S01009743,979,619,360
S01009744,603,396,207
S01009745,705,452,253
S01009746,649,423,226
S01009747,772,414,358
S01009748,637,446,191
S01009749,768,474,294
S01009750,557,268,289
S01009751,844,438,406
S01009752,672,396,276
S01009753,606,360,246
S01009754,1170,627,543
S01009755,547,308,239
S01009756,664,435,229
S01009757,577,393,184
S01009758,917,459,458
S01009759,834,191,643
S01009760,776,260,516
S01009761,804,422,382
S01009762,719,250,469
S01009763,328,213,115
S01009764,718,255,463
S01009765,776,358,418
S01009766,788,365,423
S01009767,622,226,396
S01009768,375,107,268
S01009769,800,277,523
S01009770,647,418,229
S01009771,661,430,231
S01009772,623,319,304
S01009773,120,70,50
S01009774,81,44,37
S01009775,703,232,471
S01009776,741,216,525
S01009777,517,163,354
S01009778,1000,388,612
S01009779,564,176,388
S01009780,628,205,423
S01009781,700,245,455
S01009782,331,144,187
S01009783,346,147,199
S01009784,762,260,502
S01009785,852,313,539
S01009786,873,248,625
S01009787,757,272,485
S01009788,1114,507,607
S01009789,961,418,543
S01009790,802,355,447
S01009791,596,229,367
S01009792,189,105,84
S01009793,767,426,341
S01009794,305,179,126
S01009795,646,414,232
S01009796,639,304,335
S01009797,462,273,189
S01009798,719,401,318
S01009799,1091,333,758
S01009800,968,364,604
S01009801,987,358,629
S01009802,699,253,446
S01009803,691,210,481
S01009804,367,108,259
S01009805,628,222,406
S01009806,991,358,633
S01009807,741,337,404
S01009808,1042,276,766
S01009809,874,376,498
S01009810,778,283,495
S01009811,1076,426,650
S01009812,764,327,437
S01009813,874,224,650
S01009814,944,436,508
S01009815,854,368,486
S01009816,874,411,463
S01009817,718,325,393
S01009818,805,523,282
S01009819,955,485,470
S01009820,839,404,435
S01009821,698,387,311
S01009822,691,241,450
S01009823,937,353,584
S01009824,598,197,401
S01009825,974,374,600
S01009826,649,247,402
S01009827,722,270,452
S01009828,1042,386,656
S01009829,995,399,596
S01009830,777,355,422
S01009831,967,500,467
S01009832,915,417,498
S01009833,532,263,269
S01009834,519,157,362
S01009835,489,163,326
S01009836,641,276,365
S01009837,707,282,425
S01009838,664,237,427
S01009839,870,164,706
S01009840,865,391,474
S01009841,937,163,774
S01009842,742,220,522
S01009843,487,108,379
S01009844,577,117,460
S01009845,859,169,690
S01009846,825,278,547
S01009847,491,134,357
S01009848,739,312,427
S01009849,997,363,634
S01009850,847,305,542
S01009851,928,360,568
S01009852,489,223,266
S01009853,797,349,448
S01009854,593,193,400
S01009855,623,300,323
S01009856,523,209,314
S01009857,691,324,367
S01009858,820,347,473
S01009859,940,231,709
S01009860,825,235,590
S01009861,1225,288,937
S01009862,915,191,724
S01009863,872,174,698
S01009864,768,199,569
S01009865,567,167,400
S01009866,833,333,500
S01009867,909,222,687
S01009868,907,275,632
S01009869,826,291,535
S01009870,824,231,593
S01009871,920,323,597
S01009872,731,233,498
S01009873,782,354,428
S01009874,849,378,471
S01009875,396,130,266
S01009876,761,261,500
S01009877,692,368,324
S01009878,590,254,336
S01009879,913,504,409
S01009880,915,486,429
S01009881,559,291,268
S01009882,489,157,332
S01009883,641,304,337
S01009884,723,287,436
S01009885,661,286,375
S01009886,594,280,314
S01009887,799,226,573
S01009888,615,251,364
S01009889,909,326,583
S01009890,618,194,424
S01009891,632,201,431
S01009892,918,296,622
S01009893,830,258,572
S01009894,834,212,622
S01009895,763,218,545
S01009896,981,290,691
S01009897,1090,388,702
S01009898,756,262,494
S01009899,968,283,685
S01009900,988,258,730
S01009901,868,246,622
S01009902,980,347,633
S01009903,923,384,539
S01009904,659,191,468
S01009905,584,186,398
S01009906,552,167,385
S01009907,1055,207,848
S01009908,1009,288,721
S01009909,759,172,587
S01009910,672,176,496
S01009911,1043,482,561
S01009912,835,408,427
S01009913,702,416,286
S01009914,769,441,328
S01009915,757,366,391
S01009916,970,557,413
S01009917,683,376,307
S01009918,806,461,345
S01009919,968,302,666
S01009920,984,323,661
S01009921,737,170,567
S01009922,1113,303,810
S01009923,914,230,684
S01009924,936,218,718
S01009925,997,231,766
S01009926,795,252,543
S01009927,500,176,324
S01009928,674,203,471
S01009929,481,189,292
S01009930,858,261,597
S01009931,780,196,584
S01009932,737,223,514
S01009933,1042,241,801
S01009934,714,382,332
S01009935,645,163,482
S01009936,1002,360,642
S01009937,643,194,449
S01009938,924,361,563
S01009939,845,209,636
S01009940,741,255,486
S01009941,901,488,413
S01009942,874,366,508
S01009943,1017,380,637
S01009944,845,372,473
S01009945,944,339,605
S01009946,814,321,493
S01009947,736,324,412
S01009948,991,392,599
S01009949,839,347,492
S01009950,603,379,224
S01009951,729,453,276
S01009952,890,434,456
S01009953,974,517,457
S01009954,632,338,294
S01009955,968,470,498
S01009956,733,354,379
S01009957,1114,618,496
S01009958,1052,617,435
S01009959,747,451,296
S01009960,986,498,488
S01009961,583,306,277
S01009962,894,292,602
S01009963,1067,671,396
S01009964,1014,515,499
S01009965,825,541,284
S01009966,1029,642,387
S01009967,881,448,433
S01009968,529,343,186
S01009969,1044,579,465
S01009970,887,300,587
S01009971,824,262,562
S01009972,635,276,359
S01009973,257,74,183
S01009974,703,242,461
S01009975,671,225,446
S01009976,566,163,403
S01009977,726,177,549
S01009978,673,198,475
S01009979,653,206,447
S01009980,412,95,317
S01009981,556,142,414
S01009982,480,142,338
S01009983,437,101,336
S01009984,715,269,446
S01009985,435,119,316
S01009986,528,130,398
S01009987,714,288,426
S01009988,564,183,381
S01009989,893,422,471
S01009990,806,388,418
S01009991,780,375,405
S01009992,864,302,562
S01009993,642,313,329
S01009994,574,291,283
S01009995,488,257,231
S01009996,688,338,350
S01009997,546,252,294
S01009998,803,477,326
S01009999,736,457,279
S01010000,723,352,371
S01010001,593,323,270
S01010002,1137,550,587
S01010003,813,469,344
S01010004,776,466,310
S01010005,884,210,674
S01010006,1101,255,846
S01010007,773,416,357
S01010008,486,146,340
S01010009,616,118,498
S01010010,1226,680,546
S01010011,778,199,579
S01010012,1333,767,566
S01010013,884,273,611
S01010014,1119,362,757
S01010015,764,215,549
S01010016,629,298,331
S01010017,763,310,453
S01010018,807,272,535
S01010019,984,317,667
S01010020,842,351,491
S01010021,569,135,434
S01010022,269,71,198
S01010023,841,207,634
S01010024,476,135,341
S01010025,583,138,445
S01010026,636,179,457
S01010027,863,243,620
S01010028,417,119,298
S01010029,537,212,325
S01010030,390,89,301
S01010031,573,89,484
S01010032,443,105,338
S01010033,760,232,528
S01010034,901,239,662
S01010035,582,92,490
S01010036,333,75,258
S01010037,887,254,633
S01010038,1104,274,830
S01010039,501,59,442
S01010040,492,130,362
S01010041,760,108,652
S01010042,455,119,336
S01010043,775,231,544
S01010044,1002,316,686
S01010045,705,198,507
S01010046,910,271,639
S01010047,905,257,648
S01010048,995,283,712
S01010049,721,155,566
S01010050,655,162,493
S01010051,687,193,494
S01010052,489,112,377
S01010053,437,143,294
S01010054,595,104,491
S01010055,964,261,703
S01010056,382,65,317
S01010057,343,100,243
S01010058,709,194,515
S01010059,580,165,415
S01010060,817,271,546
S01010061,375,143,232
S01010062,675,238,437
S01010063,938,213,725
S01010064,604,269,335
S01010065,757,298,459
S01010066,579,202,377
S01010067,616,150,466
S01010068,334,115,219
S01010069,870,472,398
S01010070,548,337,211
S01010071,737,346,391
S01010072,949,460,489
S01010073,905,514,391
S01010074,917,473,444
S01010075,782,361,421
S01010076,762,366,396
S01010077,662,262,400
S01010078,586,338,248
S01010079,797,531,266
S01010080,755,487,268
S01010081,1005,637,368
S01010082,614,324,290
S01010083,929,460,469
S01010084,992,425,567
S01010085,1073,627,446
S01010086,922,402,520
S01010087,584,375,209
S01010088,179,106,73
S01010089,770,345,425
S01010090,851,451,400
S01010091,562,303,259
S01010092,997,416,581
S01010093,739,398,341
S01010094,1069,617,452
S01010095,1033,643,390
S01010096,667,373,294
S01010097,614,359,255
S01010098,617,394,223
S01010099,856,530,326
S01010100,825,487,338
S01010101,986,541,445
S01010102,545,348,197
S01010103,645,399,246
S01010104,592,401,191
S01010105,630,156,474
S01010106,560,220,340
S01010107,812,311,501
S01010108,682,295,387
S01010109,936,298,638
S01010110,938,287,651
S01010111,805,175,630
S01010112,625,165,460
S01010113,434,145,289
S01010114,584,181,403
S01010115,513,264,249
S01010116,623,285,338
S01010117,182,59,123
S01010118,562,124,438
S01010119,227,43,184
S01010120,577,122,455
S01010121,496,120,376
S01010122,414,95,319
S01010123,441,99,342
S01010124,578,266,312
S01010125,411,121,290
S01010126,505,228,277
S01010127,473,172,301
S01010128,576,155,421
S01010129,654,169,485
S01010130,633,245,388
S01010131,998,551,447
S01010132,858,324,534
S01010133,801,266,535
S01010134,1152,440,712
S01010135,1026,435,591
S01010136,900,453,447
S01010137,1148,394,754
S01010138,932,248,684
S01010139,1014,393,621
S01010140,837,298,539
S01010141,960,288,672
S01010142,559,219,340
S01010143,732,321,411
S01010144,597,162,435
S01010145,577,241,336
S01010146,883,274,609
S01010147,709,183,526
S01010148,742,233,509
S01010149,376,124,252
S01010150,940,398,542
S01010151,946,380,566
S01010152,752,327,425
S01010153,899,361,538
S01010154,1012,397,615
S01010155,670,286,384
S01010156,605,220,385
S01010157,670,242,428
S01010158,820,342,478
S01010159,644,264,380
S01010160,518,88,430
S01010161,641,246,395
S01010162,757,219,538
S01010163,633,250,383
S01010164,656,245,411
S01010165,506,183,323
S01010166,943,383,560
S01010167,840,319,521
S01010168,382,134,248
S01010169,649,207,442
S01010170,833,337,496
S01010171,740,188,552
S01010172,678,203,475
S01010173,969,414,555
S01010174,1057,339,718
S01010175,392,167,225
S01010176,926,349,577
S01010177,523,148,375
S01010178,627,205,422
S01010179,986,327,659
S01010180,351,106,245
S01010181,914,323,591
S01010182,968,537,431
S01010183,671,252,419
S01010184,533,183,350
S01010185,581,214,367
S01010186,557,327,230
S01010187,675,348,327
S01010188,931,483,448
S01010189,653,398,255
S01010190,228,97,131
S01010191,547,379,168
S01010192,659,392,267
S01010193,765,420,345
S01010194,666,306,360
S01010195,830,393,437
S01010196,689,252,437
S01010197,760,291,469
S01010198,1019,404,615
S01010199,519,171,348
S01010200,610,273,337
S01010201,686,354,332
S01010202,558,119,439
S01010203,494,242,252
S01010204,845,321,524
S01010205,611,212,399
S01010206,417,53,364
S01010207,506,109,397
S01010208,922,300,622
S01010209,755,253,502
S01010210,888,380,508
S01010211,751,246,505
S01010212,880,267,613
S01010213,918,360,558
S01010214,871,442,429
S01010215,842,251,591
S01010216,812,208,604
S01010217,758,228,530
S01010218,902,211,691
S01010219,647,179,468
S01010220,308,60,248
S01010221,391,87,304
S01010222,625,207,418
S01010223,597,176,421
S01010224,814,205,609
S01010225,602,231,371
S01010226,630,173,457
S01010227,842,252,590
S01010228,597,204,393
S01010229,756,239,517
S01010230,1006,215,791
S01010231,577,143,434
S01010232,508,164,344
S01010233,1170,299,871
S01010234,813,276,537
S01010235,177,38,139
S01010236,678,190,488
S01010237,912,284,628
S01010238,877,253,624
S01010239,873,236,637
S01010240,1044,295,749
S01010241,898,234,664
S01010242,966,217,749
S01010243,1083,200,883
S01010244,835,209,626
S01010245,797,179,618
S01010246,818,176,642
S01010247,734,347,387
S01010248,862,219,643
S01010249,937,251,686
S01010250,818,204,614
S01010251,217,71,146
S01010252,497,131,366
S01010253,691,179,512
S01010254,830,252,578
S01010255,717,154,563
S01010256,939,231,708
S01010257,1606,113,1493
S01010258,1027,110,917
S01010259,1544,272,1272
S01010260,1333,119,1214
S01010261,1952,317,1635
S01010262,1122,261,861
S01010263,624,75,549
S01010264,713,77,636
S01010265,382,50,332
S01010266,694,164,530
S01010267,734,41,693
S01010268,936,145,791
S01010269,900,186,714
S01010270,1116,279,837
S01010271,706,119,587
S01010272,325,55,270
S01010273,238,37,201
S01010274,237,49,188
S01010275,271,52,219
S01010276,116,23,93
S01010277,506,142,364
S01010278,1111,277,834
S01010279,581,98,483
S01010280,777,136,641
S01010281,533,93,440
S01010282,957,149,808
S01010283,674,116,558
S01010284,1120,177,943
S01010285,1085,182,903
