dz_2011,total,religious,nonreligious
S01008942,1226,759,467
S01008943,884,640,244
S01008944,1013,705,308
S01008945,1091,692,399
S01008946,912,623,289
S01008947,1141,789,352
S01008948,1028,671,357
S01008949,1379,805,574
S01008950,1067,594,473
S01008951,1022,613,409
S01008952,1428,753,675
S01008953,1142,632,510
S01008954,974,588,386
S01008955,878,482,396
S01008956,1250,650,600
S01008957,1130,643,487
S01008958,821,467,354
S01008959,1022,566,456
S01008960,1021,628,393
S01008961,963,551,412
S01008962,616,381,235
S01008963,964,627,337
S01008964,740,496,244
S01008965,742,514,228
S01008966,907,613,294
S01008967,1148,751,397
S01008968,1135,717,418
S01008969,1088,684,404
S01008970,1144,669,475
S01008971,697,421,276
S01008972,1539,1000,539
S01008973,812,502,310
S01008974,939,558,381
S01008975,903,589,314
S01008976,747,450,297
S01008977,835,504,331
S01008978,719,400,319
S01008979,853,402,451
S01008980,834,424,410
S01008981,808,522,286
S01008982,922,438,484
S01008983,844,377,467
S01008984,518,262,256
S01008985,794,455,339
S01008986,958,580,378
S01008987,1013,661,352
S01008988,1058,643,415
S01008989,1031,567,464
S01008990,1170,639,531
S01008991,1220,716,504
S01008992,440,252,188
S01008993,1284,759,525
S01008994,1043,578,465
S01008995,1122,599,523
S01008996,703,387,316
S01008997,1088,635,453
S01008998,1197,603,594
S01008999,970,592,378
S01009000,1117,708,409
S01009001,888,528,360
S01009002,941,560,381
S01009003,1035,561,474
S01009004,853,469,384
S01009005,1020,582,438
S01009006,1368,797,571
S01009007,891,505,386
S01009008,916,576,340
S01009009,476,228,248
S01009010,1378,785,593
S01009011,1195,735,460
S01009012,875,476,399
S01009013,1036,611,425
S01009014,841,750,91
S01009015,643,572,71
S01009016,530,478,52
S01009017,721,639,82
S01009018,745,630,115
S01009019,886,739,147
S01009020,1027,813,214
S01009021,731,606,125
S01009022,888,697,191
S01009023,936,801,135
S01009024,1246,1096,150
S01009025,918,733,185
S01009026,1108,887,221
S01009027,884,663,221
S01009028,620,499,121
S01009029,835,687,148
S01009030,1028,824,204
S01009031,761,650,111
S01009032,660,536,124
S01009033,895,722,173
S01009034,709,615,94
S01009035,930,764,166
S01009036,1074,814,260
S01009037,1025,833,192
S01009038,1090,879,211
S01009039,939,753,186
S01009040,833,675,158
S01009041,1139,865,274
S01009042,849,671,178
S01009043,1215,1000,215
S01009044,1060,894,166
S01009045,1105,927,178
S01009046,872,717,155
S01009047,805,645,160
S01009048,837,679,158
S01009049,780,599,181
S01009050,992,657,335
S01009051,1101,729,372
S01009052,914,647,267
S01009053,532,307,225
S01009054,700,480,220
S01009055,807,567,240
S01009056,554,395,159
S01009057,732,512,220
S01009058,1029,702,327
S01009059,901,581,320
S01009060,1214,784,430
S01009061,941,644,297
S01009062,849,599,250
S01009063,733,483,250
S01009064,691,446,245
S01009065,1699,1093,606
S01009066,693,489,204
S01009067,645,427,218
S01009068,895,591,304
S01009069,882,618,264
S01009070,927,634,293
S01009071,658,386,272
S01009072,1355,826,529
S01009073,848,585,263
S01009074,1025,684,341
S01009075,694,471,223
S01009076,1126,676,450
S01009077,949,615,334
S01009078,565,366,199
S01009079,1352,865,487
S01009080,2007,1281,726
S01009081,1505,1010,495
S01009082,1708,1110,598
S01009083,774,475,299
S01009084,4234,2632,1602
S01009085,1352,806,546
S01009086,1781,1102,679
S01009087,1637,1016,621
S01009088,1220,816,404
S01009089,839,481,358
S01009090,462,281,181
S01009091,1887,1134,753
S01009092,1047,624,423
S01009093,1014,527,487
S01009094,878,644,234
S01009095,1323,902,421
S01009096,1129,685,444
S01009097,1834,1092,742
S01009098,527,337,190
S01009099,807,527,280
S01009100,1224,739,485
S01009101,1045,602,443
S01009102,1086,464,622
S01009103,656,464,192
S01009104,775,452,323
S01009105,796,485,311
S01009106,791,488,303
S01009107,1277,758,519
S01009108,874,594,280
S01009109,956,656,300
S01009110,805,507,298
S01009111,1056,648,408
S01009112,560,369,191
S01009113,632,409,223
S01009114,902,544,358
S01009115,979,582,397
S01009116,788,493,295
S01009117,765,421,344
S01009118,632,369,263
S01009119,917,438,479
S01009120,737,421,316
S01009121,1083,528,555
S01009122,1421,833,588
S01009123,400,246,154
S01009124,992,575,417
S01009125,947,638,309
S01009126,805,424,381
S01009127,718,369,349
S01009128,941,513,428
S01009129,621,313,308
S01009130,733,396,337
S01009131,790,522,268
S01009132,962,558,404
S01009133,742,435,307
S01009134,1006,652,354
S01009135,565,334,231
S01009136,1170,800,370
S01009137,1510,993,517
S01009138,1001,631,370
S01009139,578,319,259
S01009140,700,435,265
S01009141,636,357,279
S01009142,835,484,351
S01009143,600,347,253
S01009144,1435,855,580
S01009145,1831,1122,709
S01009146,1210,678,532
S01009147,1639,931,708
S01009148,762,423,339
S01009149,867,531,336
S01009150,747,614,133
S01009151,890,603,287
S01009152,841,542,299
S01009153,762,427,335
S01009154,972,657,315
S01009155,708,435,273
S01009156,1424,897,527
S01009157,921,573,348
S01009158,848,507,341
S01009159,659,369,290
S01009160,674,395,279
S01009161,884,529,355
S01009162,709,424,285
S01009163,548,373,175
S01009164,974,530,444
S01009165,720,375,345
S01009166,959,525,434
S01009167,750,421,329
S01009168,1081,744,337
S01009169,890,603,287
S01009170,677,355,322
S01009171,1877,1065,812
S01009172,1036,623,413
S01009173,1471,924,547
S01009174,93,65,28
S01009175,1784,1102,682
S01009176,1456,957,499
S01009177,817,415,402
S01009178,845,475,370
S01009179,855,477,378
S01009180,984,589,395
S01009181,1450,895,555
S01009182,1171,761,410
S01009183,1028,660,368
S01009184,1228,759,469
S01009185,1136,722,414
S01009186,979,587,392
S01009187,1121,667,454
S01009188,1390,835,555
S01009189,1562,879,683
S01009190,1557,756,801
S01009191,801,488,313
S01009192,1345,724,621
S01009193,734,474,260
S01009194,914,619,295
S01009195,1511,797,714
S01009196,693,439,254
S01009197,2143,1228,915
S01009198,825,526,299
S01009199,858,557,301
S01009200,1387,903,484
S01009201,679,399,280
S01009202,582,370,212
S01009203,633,354,279
S01009204,1106,607,499
S01009205,1145,676,469
S01009206,1039,627,412
S01009207,875,612,263
S01009208,631,428,203
S01009209,1298,869,429
S01009210,861,548,313
S01009211,749,404,345
S01009212,897,533,364
S01009213,894,542,352
S01009214,1237,769,468
S01009215,1099,635,464
S01009216,1086,634,452
S01009217,851,449,402
S01009218,1125,711,414
S01009219,736,422,314
S01009220,648,369,279
S01009221,634,348,286
S01009222,664,349,315
S01009223,556,346,210
S01009224,994,557,437
S01009225,749,477,272
S01009226,1201,674,527
S01009227,645,390,255
S01009228,772,428,344
S01009229,917,617,300
S01009230,890,549,341
S01009231,958,643,315
S01009232,684,315,369
S01009233,763,460,303
S01009234,1193,609,584
S01009235,921,517,404
S01009236,720,535,185
S01009237,747,518,229
S01009238,1010,602,408
S01009239,867,446,421
S01009240,672,358,314
S01009241,895,450,445
S01009242,886,612,274
S01009243,1187,653,534
S01009244,814,553,261
S01009245,830,545,285
S01009246,1033,647,386
S01009247,1224,661,563
S01009248,688,469,219
S01009249,1108,566,542
S01009250,770,449,321
S01009251,553,339,214
S01009252,478,341,137
S01009253,733,466,267
S01009254,951,558,393
S01009255,769,445,324
S01009256,634,411,223
S01009257,684,436,248
S01009258,1552,868,684
S01009259,1080,671,409
S01009260,2083,1140,943
S01009261,795,464,331
S01009262,849,474,375
S01009263,1224,640,584
S01009264,778,478,300
S01009265,791,483,308
S01009266,1098,681,417
S01009267,840,502,338
S01009268,1002,480,522
S01009269,1607,894,713
S01009270,735,423,312
S01009271,885,501,384
S01009272,896,435,461
S01009273,922,580,342
S01009274,910,545,365
S01009275,665,389,276
S01009276,1029,622,407
S01009277,756,463,293
S01009278,836,512,324
S01009279,1089,637,452
S01009280,898,459,439
S01009281,933,541,392
S01009282,1358,843,515
S01009283,602,306,296
S01009284,822,431,391
S01009285,906,531,375
S01009286,975,588,387
S01009287,846,540,306
S01009288,969,563,406
S01009289,871,528,343
S01009290,646,425,221
S01009291,1185,701,484
S01009292,511,208,303
S01009293,1000,530,470
S01009294,993,563,430
S01009295,710,402,308
S01009296,991,518,473
S01009297,1622,800,822
S01009298,1238,661,577
S01009299,1124,577,547
S01009300,605,293,312
S01009301,1057,488,569
S01009302,903,376,527
S01009303,787,491,296
S01009304,1191,644,547
S01009305,1015,569,446
S01009306,1314,625,689
S01009307,1302,667,635
S01009308,1120,552,568
S01009309,734,354,380
S01009310,932,535,397
S01009311,1009,458,551
S01009312,991,496,495
S01009313,666,337,329
S01009314,907,498,409
S01009315,703,345,358
S01009316,947,540,407
S01009317,910,552,358
S01009318,951,598,353
S01009319,981,630,351
S01009320,965,530,435
S01009321,1099,626,473
S01009322,864,486,378
S01009323,1402,798,604
S01009324,590,316,274
S01009325,978,537,441
S01009326,575,315,260
S01009327,655,407,248
S01009328,1256,626,630
S01009330,130,59,71
S01009331,1321,670,651
S01009332,857,517,340
S01009333,893,354,539
S01009334,636,295,341
S01009335,772,375,397
S01009336,658,296,362
S01009337,938,379,559
S01009338,1981,959,1022
S01009339,1139,454,685
S01009340,872,408,464
S01009341,939,453,486
S01009342,853,431,422
S01009343,574,298,276
S01009344,763,374,389
S01009345,1214,595,619
S01009346,6248,3086,3162
S01009347,6415,3188,3227
S01009348,6345,3133,3212
S01009349,1037,484,553
S01009350,177,105,72
S01009351,97,47,50
S01009352,75,49,26
S01009353,6695,3322,3373
S01009354,7285,3570,3715
S01009355,1021,602,419
S01009356,963,571,392
S01009357,678,399,279
S01009358,455,280,175
S01009359,1243,612,631
S01009360,835,478,357
S01009361,856,509,347
S01009362,1176,689,487
S01009363,952,490,462
S01009364,860,464,396
S01009365,825,452,373
S01009366,881,466,415
S01009367,749,371,378
S01009368,1028,491,537
S01009369,961,508,453
S01009370,838,452,386
S01009371,526,275,251
S01009372,642,281,361
S01009373,958,424,534
S01009374,993,560,433
S01009375,797,366,431
S01009376,867,459,408
S01009377,1284,719,565
S01009378,1261,588,673
S01009379,981,433,548
S01009380,743,411,332
S01009381,724,345,379
S01009382,1386,745,641
S01009383,994,487,507
S01009384,564,329,235
S01009385,738,386,352
S01009386,1155,544,611
S01009387,949,457,492
S01009388,1232,495,737
S01009389,986,574,412
S01009390,777,411,366
S01009391,873,447,426
S01009392,578,300,278
S01009393,950,544,406
S01009394,943,559,384
S01009395,1040,689,351
S01009396,736,428,308
S01009397,703,412,291
S01009398,1209,728,481
S01009399,1004,603,401
S01009400,920,542,378
S01009401,953,550,403
S01009402,809,493,316
S01009403,751,391,360
S01009404,609,290,319
S01009405,749,384,365
S01009406,974,512,462
S01009407,508,268,240
S01009408,842,431,411
S01009409,782,374,408
S01009410,877,380,497
S01009411,1368,608,760
S01009412,848,410,438
S01009413,1267,611,656
S01009414,802,368,434
S01009415,1190,588,602
S01009416,610,356,254
S01009417,1474,687,787
S01009418,1327,700,627
S01009419,2054,895,1159
S01009420,763,332,431
S01009421,722,322,400
S01009422,2191,1028,1163
S01009423,1337,614,723
S01009424,723,459,264
S01009425,840,470,370
S01009426,1029,550,479
S01009427,608,306,302
S01009428,699,404,295
S01009429,827,489,338
S01009430,737,381,356
S01009431,2056,984,1072
S01009432,1101,533,568
S01009433,826,406,420
S01009434,543,270,273
S01009435,998,480,518
S01009436,828,360,468
S01009437,936,464,472
S01009438,1144,596,548
S01009439,1132,565,567
S01009440,887,435,452
S01009441,938,408,530
S01009442,1303,695,608
S01009443,2808,1427,1381
S01009444,893,569,324
S01009445,1068,596,472
S01009446,1603,766,837
S01009447,764,400,364
S01009448,720,391,329
S01009449,678,357,321
S01009450,676,290,386
S01009451,1276,592,684
S01009452,828,417,411
S01009453,1046,555,491
S01009454,1115,638,477
S01009455,1384,852,532
S01009456,852,405,447
S01009457,785,525,260
S01009458,687,398,289
S01009459,1092,553,539
S01009460,856,346,510
S01009461,778,397,381
S01009462,1285,663,622
S01009463,1050,586,464
S01009464,842,450,392
S01009465,1299,691,608
S01009466,800,481,319
S01009467,864,518,346
S01009468,748,415,333
S01009469,812,465,347
S01009470,1649,1010,639
S01009471,659,389,270
S01009472,1204,632,572
S01009473,1041,514,527
S01009474,900,423,477
S01009475,276,147,129
S01009476,1346,813,533
S01009477,1096,675,421
S01009478,964,489,475
S01009479,1063,618,445
S01009480,1155,671,484
S01009481,922,496,426
S01009482,642,368,274
S01009483,724,369,355
S01009484,1213,768,445
S01009485,786,421,365
S01009486,799,472,327
S01009487,1179,613,566
S01009488,971,508,463
S01009489,877,418,459
S01009490,853,339,514
S01009491,698,371,327
S01009492,881,393,488
S01009493,1983,1324,659
S01009494,1224,669,555
S01009495,871,481,390
S01009496,785,380,405
S01009497,1136,568,568
S01009498,643,420,223
S01009499,796,417,379
S01009500,857,338,519
S01009501,783,358,425
S01009502,971,403,568
S01009503,976,442,534
S01009504,840,352,488
S01009505,951,363,588
S01009506,1133,510,623
S01009507,1122,481,641
S01009508,1197,460,737
S01009509,1100,516,584
S01009510,808,497,311
S01009511,906,523,383
S01009512,996,572,424
S01009513,913,577,336
S01009514,846,473,373
S01009515,833,400,433
S01009516,1147,675,472
S01009517,81,38,43
S01009518,2193,1085,1108
S01009519,899,471,428
S01009520,2932,1482,1450
S01009521,985,484,501
S01009522,1271,553,718
S01009523,754,365,389
S01009524,862,441,421
S01009525,532,286,246
S01009526,650,329,321
S01009527,850,467,383
S01009528,798,484,314
S01009529,1083,542,541
S01009530,918,565,353
S01009531,917,469,448
S01009532,975,515,460
S01009533,933,472,461
S01009534,856,351,505
S01009535,898,373,525
S01009536,559,244,315
S01009537,599,298,301
S01009538,1021,541,480
S01009539,980,543,437
S01009540,969,464,505
S01009541,1239,679,560
S01009542,1073,438,635
S01009543,935,508,427
S01009544,1019,563,456
S01009545,1114,550,564
S01009546,746,373,373
S01009547,979,496,483
S01009548,1027,508,519
S01009549,1312,721,591
S01009550,569,262,307
S01009551,675,323,352
S01009552,1774,915,859
S01009553,1051,501,550
S01009554,819,407,412
S01009555,883,481,402
S01009556,918,401,517
S01009557,960,419,541
S01009558,673,281,392
S01009559,1220,524,696
S01009560,814,392,422
S01009561,634,314,320
S01009562,1121,551,570
S01009563,931,455,476
S01009564,681,378,303
S01009565,588,269,319
S01009566,1700,768,932
S01009567,959,457,502
S01009568,882,434,448
S01009569,1019,514,505
S01009570,669,309,360
S01009571,769,366,403
S01009572,1030,453,577
S01009573,743,360,383
S01009574,1493,799,694
S01009575,827,389,438
S01009576,1370,637,733
S01009577,878,492,386
S01009578,1064,477,587
S01009579,284,147,137
S01009580,1161,539,622
S01009581,758,350,408
S01009582,592,243,349
S01009583,812,339,473
S01009584,537,282,255
S01009585,1216,558,658
S01009586,1103,565,538
S01009587,997,561,436
S01009588,1062,581,481
S01009589,1169,560,609
S01009590,898,526,372
S01009591,906,513,393
S01009592,1088,611,477
S01009593,690,398,292
S01009594,623,339,284
S01009595,824,427,397
S01009596,1014,484,530
S01009597,1117,449,668
S01009598,721,291,430
S01009599,1177,532,645
S01009600,996,516,480
S01009601,884,438,446
S01009602,770,437,333
S01009603,696,408,288
S01009604,689,395,294
S01009605,961,514,447
S01009606,823,391,432
S01009607,528,296,232
S01009608,606,304,302
S01009609,1084,561,523
S01009610,1054,593,461
S01009611,432,276,156
S01009612,597,302,295
S01009613,684,390,294
S01009614,649,394,255
S01009615,641,366,275
S01009616,1713,850,863
S01009617,784,411,373
S01009618,953,461,492
S01009619,732,405,327
S01009620,934,506,428
S01009621,777,422,355
S01009622,836,364,472
S01009623,742,371,371
S01009624,876,445,431
S01009625,1672,730,942
S01009626,838,372,466
S01009627,944,429,515
S01009628,620,395,225
S01009629,1666,698,968
S01009630,811,319,492
S01009631,754,362,392
S01009632,667,291,376
S01009633,756,311,445
S01009634,761,411,350
S01009635,1209,610,599
S01009636,904,394,510
S01009637,952,493,459
S01009638,781,319,462
S01009639,1025,610,415
S01009640,845,454,391
S01009641,861,492,369
S01009642,1014,534,480
S01009643,837,378,459
S01009644,562,276,286
S01009645,879,466,413
S01009646,730,341,389
S01009647,595,314,281
S01009648,1280,643,637
S01009649,1486,813,673
S01009650,773,535,238
S01009651,918,557,361
S01009652,1090,725,365
S01009653,781,521,260
S01009654,583,338,245
S01009655,986,515,471
S01009656,811,485,326
S01009657,951,538,413
S01009658,1193,632,561
S01009659,607,324,283
S01009660,1052,524,528
S01009661,1812,985,827
S01009662,885,466,419
S01009663,775,417,358
S01009664,1125,669,456
S01009665,1366,846,520
S01009666,1170,721,449
S01009667,523,351,172
S01009668,589,338,251
S01009669,590,358,232
S01009670,777,476,301
S01009671,924,506,418
S01009672,1252,727,525
S01009673,895,537,358
S01009674,1140,683,457
S01009675,882,525,357
S01009676,1366,821,545
S01009677,782,441,341
S01009678,591,375,216
S01009679,1170,677,493
S01009680,1278,717,561
S01009681,796,486,310
S01009682,856,561,295
S01009683,865,557,308
S01009684,1466,851,615
S01009685,1104,657,447
S01009686,1355,755,600
S01009687,1039,646,393
S01009688,1216,665,551
S01009689,605,350,255
S01009690,793,426,367
S01009691,760,492,268
S01009692,1236,821,415
S01009693,900,571,329
S01009694,1197,870,327
S01009695,967,597,370
S01009696,1019,621,398
S01009697,798,490,308
S01009698,697,437,260
S01009699,562,394,168
S01009700,649,431,218
S01009701,767,576,191
S01009702,631,426,205
S01009703,834,542,292
S01009704,1068,686,382
S01009705,732,487,245
S01009706,804,546,258
S01009707,477,258,219
S01009708,752,507,245
S01009709,796,560,236
S01009710,660,433,227
S01009711,997,649,348
S01009712,663,428,235
S01009713,890,584,306
S01009714,922,608,314
S01009715,638,388,250
S01009716,1242,831,411
S01009717,1511,868,643
S01009718,908,543,365
S01009719,960,618,342
S01009720,872,578,294
S01009721,668,366,302
S01009722,1134,646,488
S01009723,1057,584,473
S01009724,1093,654,439
S01009725,1063,596,467
S01009726,1042,604,438
S01009727,1596,951,645
S01009728,727,492,235
S01009729,936,654,282
S01009730,1716,1073,643
S01009731,971,697,274
S01009732,3142,1816,1326
S01009733,696,443,253
S01009734,1829,1116,713
S01009735,1314,831,483
S01009736,3181,1808,1373
S01009737,782,486,296
S01009738,420,242,178
S01009739,764,490,274
S01009740,770,514,256
S01009741,946,551,395
S01009742,495,318,177
S01009743,1186,703,483
S01009744,829,556,273
S01009745,1168,789,379
S01009746,802,466,336
S01009747,989,586,403
S01009748,703,461,242
S01009749,954,582,372
S01009750,752,422,330
S01009751,1046,594,452
S01009752,888,501,387
S01009753,854,493,361
S01009754,1548,865,683
S01009755,673,370,303
S01009756,879,496,383
S01009757,804,466,338
S01009758,1018,749,269
S01009759,1183,843,340
S01009760,1113,827,286
S01009761,2442,1843,599
S01009762,1058,788,270
S01009763,432,314,118
S01009764,1201,846,355
S01009765,1128,862,266
S01009766,836,570,266
S01009767,2253,1713,540
S01009768,786,523,263
S01009769,1472,1056,416
S01009770,830,645,185
S01009771,888,727,161
S01009772,2167,1633,534
S01009773,161,102,59
S01009774,97,70,27
S01009775,802,563,239
S01009776,1191,760,431
S01009777,590,385,205
S01009778,1079,807,272
S01009779,810,555,255
S01009780,1331,869,462
S01009781,799,528,271
S01009782,1067,668,399
S01009783,741,456,285
S01009784,951,664,287
S01009785,1096,763,333
S01009786,1134,739,395
S01009787,867,600,267
S01009788,1201,938,263
S01009789,1145,864,281
S01009790,981,713,268
S01009791,775,535,240
S01009792,423,341,82
S01009793,943,711,232
S01009794,483,331,152
S01009795,990,777,213
S01009796,1903,1476,427
S01009797,928,662,266
S01009798,1025,709,316
S01009799,1467,985,482
S01009800,1233,809,424
S01009801,1255,835,420
S01009802,1022,676,346
S01009803,1132,789,343
S01009804,1650,1227,423
S01009805,962,699,263
S01009806,1201,949,252
S01009807,920,659,261
S01009808,1421,1091,330
S01009809,1037,681,356
S01009810,977,669,308
S01009811,1264,909,355
S01009812,856,614,242
S01009813,1102,803,299
S01009814,1118,824,294
S01009815,998,673,325
S01009816,1097,747,350
S01009817,837,648,189
S01009818,926,748,178
S01009819,1011,804,207
S01009820,958,710,248
S01009821,755,593,162
S01009822,802,546,256
S01009823,1068,755,313
S01009824,1132,774,358
S01009825,1300,961,339
S01009826,774,561,213
S01009827,854,632,222
S01009828,1264,938,326
S01009829,1137,761,376
S01009830,918,630,288
S01009831,1164,787,377
S01009832,1085,776,309
S01009833,624,456,168
S01009834,1187,819,368
S01009835,608,424,184
S01009836,961,740,221
S01009837,1024,791,233
S01009838,757,539,218
S01009839,1062,682,380
S01009840,965,724,241
S01009841,1163,856,307
S01009842,960,669,291
S01009843,745,541,204
S01009844,704,505,199
S01009845,1299,917,382
S01009846,983,684,299
S01009847,754,483,271
S01009848,866,669,197
S01009849,1005,733,272
S01009850,984,734,250
S01009851,1052,748,304
S01009852,608,475,133
S01009853,939,637,302
S01009854,982,712,270
S01009855,754,543,211
S01009856,635,492,143
S01009857,907,649,258
S01009858,987,732,255
S01009859,1109,848,261
S01009860,1085,775,310
S01009861,1484,1079,405
S01009862,1109,814,295
S01009863,969,661,308
S01009864,820,519,301
S01009865,549,355,194
S01009866,1002,748,254
S01009867,1201,773,428
S01009868,1104,772,332
S01009869,846,582,264
S01009870,889,679,210
S01009871,984,766,218
S01009872,818,576,242
S01009873,913,692,221
S01009874,1048,767,281
S01009875,896,728,168
S01009876,1091,800,291
S01009877,896,659,237
S01009878,705,598,107
S01009879,1025,721,304
S01009880,1169,990,179
S01009881,921,761,160
S01009882,1439,1007,432
S01009883,1226,934,292
S01009884,996,699,297
S01009885,899,717,182
S01009886,813,662,151
S01009887,1147,918,229
S01009888,809,657,152
S01009889,1146,930,216
S01009890,753,545,208
S01009891,734,538,196
S01009892,1159,842,317
S01009893,976,694,282
S01009894,991,752,239
S01009895,888,688,200
S01009896,1229,970,259
S01009897,1245,945,300
S01009898,982,814,168
S01009899,1020,587,433
S01009900,1161,626,535
S01009901,1054,568,486
S01009902,1111,830,281
S01009903,1040,730,310
S01009904,784,444,340
S01009905,749,497,252
S01009906,667,457,210
S01009907,1239,755,484
S01009908,1320,779,541
S01009909,899,533,366
S01009910,857,481,376
S01009911,1235,795,440
S01009912,1073,728,345
S01009913,980,794,186
S01009914,984,739,245
S01009915,861,606,255
S01009916,1257,1056,201
S01009917,858,580,278
S01009918,889,570,319
S01009919,1194,807,387
S01009920,1087,647,440
S01009921,753,414,339
S01009922,1260,700,560
S01009923,955,537,418
S01009924,1099,685,414
S01009925,1170,651,519
S01009926,997,582,415
S01009927,614,361,253
S01009928,914,584,330
S01009929,562,341,221
S01009930,1034,566,468
S01009931,856,444,412
S01009932,1030,652,378
S01009933,1651,1144,507
S01009934,1446,1052,394
S01009935,714,486,228
S01009936,1119,715,404
S01009937,781,612,169
S01009938,1004,695,309
S01009939,1185,861,324
S01009940,837,575,262
S01009941,1261,1037,224
S01009942,1148,831,317
S01009943,1266,854,412
S01009944,1089,787,302
S01009945,1065,719,346
S01009946,984,691,293
S01009947,863,599,264
S01009948,1260,952,308
S01009949,963,669,294
S01009950,727,575,152
S01009951,858,664,194
S01009952,1080,744,336
S01009953,1319,981,338
S01009954,725,552,173
S01009955,1150,817,333
S01009956,862,641,221
S01009957,1291,867,424
S01009958,1162,735,427
S01009959,913,691,222
S01009960,1337,965,372
S01009961,674,509,165
S01009962,1062,745,317
S01009963,1135,836,299
S01009964,1253,850,403
S01009965,923,758,165
S01009966,1164,923,241
S01009967,984,711,273
S01009968,608,507,101
S01009969,1358,1019,339
S01009970,1064,748,316
S01009971,1582,1093,489
S01009972,937,676,261
S01009973,829,602,227
S01009974,916,663,253
S01009975,908,600,308
S01009976,782,521,261
S01009977,1099,774,325
S01009978,1343,967,376
S01009979,1048,788,260
S01009980,707,552,155
S01009981,984,720,264
S01009982,1030,746,284
S01009983,663,452,211
S01009984,1048,726,322
S01009985,615,429,186
S01009986,699,512,187
S01009987,880,710,170
S01009988,665,491,174
S01009989,1022,733,289
S01009990,975,698,277
S01009991,1042,742,300
S01009992,945,719,226
S01009993,826,560,266
S01009994,725,502,223
S01009995,653,443,210
S01009996,918,606,312
S01009997,648,458,190
S01009998,934,789,145
S01009999,886,705,181
S01010000,860,596,264
S01010001,798,584,214
S01010002,1343,1027,316
S01010003,969,735,234
S01010004,924,760,164
S01010005,963,676,287
S01010006,1261,800,461
S01010007,959,648,311
S01010008,765,525,240
S01010009,640,382,258
S01010010,1466,1122,344
S01010011,828,510,318
S01010012,1511,1223,288
S01010013,970,618,352
S01010014,1278,785,493
S01010015,1038,598,440
S01010016,724,580,144
S01010017,968,741,227
S01010018,1180,905,275
S01010019,1164,860,304
S01010020,993,819,174
S01010021,806,627,179
S01010022,1040,784,256
S01010023,1409,1113,296
S01010024,806,591,215
S01010025,891,599,292
S01010026,1788,1291,497
S01010027,1894,1259,635
S01010028,763,592,171
S01010029,535,453,82
S01010030,950,636,314
S01010031,1039,570,469
S01010032,1550,1033,517
S01010033,1132,833,299
S01010034,1422,1001,421
S01010035,973,720,253
S01010036,1588,875,713
S01010037,1022,811,211
S01010038,1382,980,402
S01010039,1033,561,472
S01010040,907,596,311
S01010041,994,538,456
S01010042,1448,919,529
S01010043,1034,695,339
S01010044,1450,987,463
S01010045,824,617,207
S01010046,1130,800,330
S01010047,1083,861,222
S01010048,1370,1080,290
S01010049,1078,845,233
S01010050,993,704,289
S01010051,808,616,192
S01010052,648,507,141
S01010053,859,679,180
S01010054,764,579,185
S01010055,1342,972,370
S01010056,599,471,128
S01010057,553,403,150
S01010058,996,717,279
S01010059,759,528,231
S01010060,986,733,253
S01010061,822,600,222
S01010062,807,599,208
S01010063,1132,797,335
S01010064,773,554,219
S01010065,839,619,220
S01010066,753,542,211
S01010067,1066,760,306
S01010068,742,552,190
S01010069,1082,860,222
S01010070,665,523,142
S01010071,925,702,223
S01010072,1097,886,211
S01010073,1023,831,192
S01010074,1128,912,216
S01010075,781,601,180
S01010076,859,650,209
S01010077,719,568,151
S01010078,692,535,157
S01010079,923,731,192
S01010080,803,666,137
S01010081,1104,895,209
S01010082,860,661,199
S01010083,1035,808,227
S01010084,1110,864,246
S01010085,1093,847,246
S01010086,1027,806,221
S01010087,573,485,88
S01010088,1545,1115,430
S01010089,1074,820,254
S01010090,1169,917,252
S01010091,1813,1342,471
S01010092,1144,866,278
S01010093,951,705,246
S01010094,1191,893,298
S01010095,1218,937,281
S01010096,927,682,245
S01010097,735,554,181
S01010098,727,554,173
S01010099,948,748,200
S01010100,886,659,227
S01010101,1080,862,218
S01010102,742,549,193
S01010103,888,668,220
S01010104,1039,747,292
S01010105,803,581,222
S01010106,629,433,196
S01010107,1016,690,326
S01010108,733,586,147
S01010109,2300,1605,695
S01010110,1066,796,270
S01010111,1163,835,328
S01010112,1139,785,354
S01010113,551,380,171
S01010114,873,627,246
S01010115,632,469,163
S01010116,1428,972,456
S01010117,1442,969,473
S01010118,850,575,275
S01010119,543,344,199
S01010120,1045,713,332
S01010121,802,545,257
S01010122,547,416,131
S01010123,733,517,216
S01010124,723,489,234
S01010125,932,680,252
S01010126,657,485,172
S01010127,694,539,155
S01010128,758,518,240
S01010129,1039,732,307
S01010130,978,700,278
S01010131,1144,907,237
S01010132,1142,861,281
S01010133,924,713,211
S01010134,1244,941,303
S01010135,1166,917,249
S01010136,1076,821,255
S01010137,1297,1019,278
S01010138,994,796,198
S01010139,1229,926,303
S01010140,989,695,294
S01010141,1065,776,289
S01010142,644,506,138
S01010143,829,670,159
S01010144,700,468,232
S01010145,778,582,196
S01010146,1267,928,339
S01010147,1136,789,347
S01010148,1420,1037,383
S01010149,780,550,230
S01010150,870,687,183
S01010151,940,782,158
S01010152,954,743,211
S01010153,1043,841,202
S01010154,962,797,165
S01010155,821,674,147
S01010156,1064,826,238
S01010157,981,759,222
S01010158,913,710,203
S01010159,735,568,167
S01010160,822,654,168
S01010161,893,669,224
S01010162,1079,796,283
S01010163,1301,975,326
