dz_2011,total,employed,nonemployed
S01011525,765,516,249
S01011526,781,475,306
S01011527,756,431,325
S01011528,719,400,319
S01011529,772,411,361
S01011530,947,544,403
S01011531,1309,880,429
S01011532,928,708,220
S01011533,475,231,244
S01011534,553,327,226
S01011535,640,268,372
S01011536,555,383,172
S01011537,665,457,208
S01011538,588,370,218
S01011539,791,399,392
S01011540,1495,1037,458
S01011541,748,422,326
S01011542,806,468,338
S01011543,677,364,313
S01011544,602,324,278
S01011545,660,371,289
S01011546,546,416,130
S01011547,345,255,90
S01011548,592,351,241
S01011549,705,434,271
S01011550,762,470,292
S01011551,654,407,247
S01011552,780,477,303
S01011553,911,650,261
S01011554,1497,994,503
S01011555,587,343,244
S01011556,505,285,220
S01011557,750,459,291
S01011558,655,382,273
S01011559,545,280,265
S01011560,797,426,371
S01011561,602,298,304
S01011562,765,422,343
S01011563,817,387,430
S01011564,711,468,243
S01011565,801,502,299
S01011566,673,362,311
S01011567,637,375,262
S01011568,612,390,222
S01011569,650,363,287
S01011570,712,424,288
S01011571,683,376,307
S01011572,672,380,292
S01011573,783,535,248
S01011574,769,527,242
S01011575,615,401,214
S01011576,638,272,366
S01011577,495,308,187
S01011578,1634,1042,592
S01011579,698,444,254
S01011580,1005,551,454
S01011581,694,383,311
S01011582,1768,1250,518
S01011583,667,406,261
S01011584,636,383,253
S01011585,866,514,352
S01011586,530,308,222
S01011587,549,314,235
S01011588,698,391,307
S01011589,762,429,333
S01011590,1591,1058,533
S01011591,719,384,335
S01011592,1348,888,460
S01011593,536,327,209
S01011594,478,265,213
S01011595,675,458,217
S01011596,987,634,353
S01011597,584,392,192
S01011598,788,355,433
S01011599,706,434,272
S01011600,561,324,237
S01011601,644,471,173
S01011602,511,297,214
S01011603,720,373,347
S01011604,460,252,208
S01011605,622,360,262
S01011606,725,578,147
S01011607,977,757,220
S01011608,905,651,254
S01011609,722,337,385
S01011610,691,374,317
S01011611,870,629,241
S01011612,223,145,78
S01011613,753,472,281
S01011614,429,283,146
S01011615,977,669,308
S01011616,369,183,186
S01011617,744,406,338
S01011618,557,324,233
S01011619,683,490,193
S01011620,700,540,160
S01011621,669,434,235
S01011622,126,74,52
S01011623,1366,943,423
S01011624,678,451,227
S01011625,428,258,170
S01011626,802,556,246
S01011627,516,414,102
S01011628,989,660,329
S01011629,586,324,262
S01011630,549,299,250
S01011631,596,283,313
S01011632,712,421,291
S01011633,788,421,367
S01011634,563,289,274
S01011635,618,327,291
S01011636,627,311,316
S01011637,573,310,263
S01011638,576,322,254
S01011639,503,261,242
S01011640,779,428,351
S01011641,751,503,248
S01011642,664,414,250
S01011643,618,403,215
S01011644,606,395,211
S01011645,448,260,188
S01011646,684,423,261
S01011647,824,573,251
S01011648,308,163,145
S01011649,629,469,160
S01011650,1182,812,370
S01011651,693,424,269
S01011652,612,398,214
S01011653,822,453,369
S01011654,788,412,376
S01011655,646,334,312
S01011656,548,262,286
S01011657,472,223,249
S01011658,672,383,289
S01011659,732,405,327
S01011660,880,539,341
S01011661,904,495,409
S01011662,945,721,224
S01011663,840,443,397
S01011664,789,365,424
S01011665,872,444,428
S01011666,743,349,394
S01011667,768,421,347
S01011668,1184,628,556
S01011669,642,377,265
S01011670,567,336,231
S01011671,547,323,224
S01011672,583,313,270
S01011673,697,384,313
S01011674,1222,714,508
S01011675,1097,692,405
S01011676,570,297,273
S01011677,110,58,52
S01011678,352,164,188
S01011679,1032,623,409
S01011680,907,497,410
S01011681,615,378,237
S01011682,1247,838,409
S01011683,981,660,321
S01011684,611,382,229
S01011685,630,464,166
S01011686,734,497,237
S01011687,704,415,289
S01011688,865,578,287
S01011689,697,489,208
S01011690,1190,829,361
S01011691,341,231,110
S01011692,947,507,440
S01011693,1247,894,353
S01011694,477,355,122
S01011695,2473,1866,607
S01011696,551,428,123
S01011697,762,545,217
S01011698,505,294,211
S01011699,707,450,257
S01011700,670,388,282
S01011701,909,635,274
S01011702,731,447,284
S01011703,700,472,228
S01011704,1113,884,229
S01011705,1265,903,362
S01011706,752,438,314
S01011707,548,336,212
S01011708,862,489,373
S01011709,846,510,336
S01011710,545,310,235
S01011711,843,442,401
S01011712,422,269,153
S01011713,895,560,335
S01011714,921,741,180
S01011715,800,505,295
S01011716,745,534,211
S01011717,629,402,227
S01011718,702,565,137
S01011719,1468,1138,330
S01011720,525,343,182
S01011721,593,342,251
S01011722,985,527,458
S01011723,1561,1098,463
S01011724,519,372,147
S01011725,489,378,111
S01011726,418,318,100
S01011727,1057,811,246
S01011728,717,469,248
S01011729,834,455,379
S01011730,713,442,271
S01011731,826,515,311
S01011732,745,475,270
S01011733,650,396,254
S01011734,691,418,273
S01011735,576,333,243
S01011736,847,527,320
S01011737,663,354,309
S01011738,819,472,347
S01011739,531,332,199
S01011740,532,261,271
S01011741,721,378,343
S01011742,636,377,259
S01011743,595,382,213
S01011744,603,353,250
S01011745,735,425,310
S01011746,597,328,269
S01011747,773,403,370
S01011748,745,436,309
S01011749,647,339,308
S01011750,642,353,289
S01011751,862,502,360
S01011752,817,566,251
S01011753,602,365,237
S01011754,688,399,289
S01011755,728,463,265
S01011756,851,505,346
S01011757,681,402,279
S01011758,479,302,177
S01011759,677,389,288
S01011760,697,415,282
S01011761,568,349,219
S01011762,652,363,289
S01011763,603,368,235
S01011764,326,192,134
S01011765,942,669,273
S01011766,560,395,165
S01011767,930,569,361
S01011768,727,437,290
S01011769,590,301,289
S01011770,669,387,282
S01011771,522,373,149
S01011772,848,554,294
S01011773,439,344,95
S01011774,678,470,208
S01011775,627,502,125
S01011776,830,619,211
S01011777,460,338,122
S01011778,465,336,129
S01011779,595,400,195
S01011780,709,490,219
S01011781,682,475,207
S01011782,707,473,234
S01011783,464,298,166
S01011784,615,368,247
S01011785,775,481,294
S01011786,155,116,39
S01011787,827,441,386
S01011788,862,629,233
S01011789,2222,1602,620
S01011790,967,578,389
S01011791,629,346,283
S01011792,638,344,294
S01011793,577,345,232
S01011794,749,404,345
S01011795,797,470,327
S01011796,641,362,279
S01011797,872,571,301
S01011798,411,235,176
S01011799,746,450,296
S01011800,501,322,179
S01011801,498,240,258
S01011802,494,280,214
S01011803,684,426,258
S01011804,737,489,248
S01011805,683,450,233
S01011806,970,664,306
S01011807,831,596,235
S01011808,726,523,203
S01011809,556,395,161
S01011810,981,688,293
S01011811,849,589,260
S01011812,843,569,274
S01011813,708,510,198
S01011814,517,389,128
S01011815,579,425,154
S01011816,533,381,152
S01011817,550,416,134
S01011818,1196,864,332
S01011819,952,673,279
S01011820,706,476,230
S01011821,511,340,171
S01011822,699,511,188
S01011823,456,319,137
S01011824,743,537,206
S01011825,409,277,132
S01011826,562,409,153
S01011827,477,248,229
S01011828,692,476,216
S01011829,429,322,107
S01011830,628,401,227
S01011831,792,466,326
S01011832,628,435,193
S01011833,712,438,274
S01011834,577,397,180
S01011835,516,371,145
S01011836,882,543,339
S01011837,700,454,246
S01011838,938,601,337
S01011839,812,534,278
S01011840,939,635,304
S01011841,1126,743,383
S01011842,970,609,361
S01011843,919,601,318
S01011844,725,480,245
S01011845,614,396,218
S01011846,648,437,211
S01011847,327,216,111
S01011848,620,431,189
S01011849,597,437,160
S01011850,828,516,312
S01011851,639,429,210
S01011852,702,478,224
S01011853,698,480,218
S01011854,769,498,271
S01011855,915,631,284
S01011856,476,277,199
S01011857,1087,788,299
S01011858,741,422,319
S01011859,754,417,337
S01011860,692,474,218
S01011861,634,401,233
S01011862,743,411,332
S01011863,715,424,291
S01011864,568,343,225
S01011865,466,287,179
S01011866,890,591,299
S01011867,885,586,299
S01011868,704,472,232
S01011869,769,503,266
S01011870,633,399,234
S01011871,859,591,268
S01011872,782,544,238
S01011873,608,428,180
S01011874,632,448,184
S01011875,785,510,275
S01011876,773,532,241
S01011877,578,380,198
S01011878,1171,672,499
S01011879,594,389,205
S01011880,917,618,299
S01011881,592,424,168
S01011882,679,435,244
S01011883,1393,794,599
S01011884,578,408,170
S01011885,536,409,127
S01011886,978,661,317
S01011887,525,354,171
S01011888,942,600,342
S01011889,704,444,260
S01011890,660,461,199
S01011891,1049,358,691
S01011892,929,708,221
S01011893,823,560,263
S01011894,777,534,243
S01011895,831,515,316
S01011896,698,475,223
S01011897,781,508,273
S01011898,775,514,261
S01011899,762,479,283
S01011900,549,377,172
S01011901,814,557,257
S01011902,846,530,316
S01011903,660,416,244
S01011904,654,440,214
S01011905,643,460,183
S01011906,255,164,91
S01011907,655,496,159
S01011908,441,322,119
S01011909,646,550,96
S01011910,865,520,345
S01011911,520,347,173
S01011912,592,404,188
S01011913,628,421,207
S01011914,669,413,256
S01011915,663,426,237
S01011916,673,424,249
S01011917,444,277,167
S01011918,657,382,275
S01011919,897,524,373
S01011920,518,339,179
S01011921,419,264,155
S01011922,667,441,226
S01011923,768,470,298
S01011924,696,469,227
S01011925,658,504,154
S01011926,607,389,218
S01011927,468,278,190
S01011928,629,392,237
S01011929,531,346,185
S01011930,529,338,191
S01011931,499,288,211
S01011932,264,142,122
S01011933,1276,869,407
S01011934,692,431,261
S01011935,859,577,282
S01011936,554,376,178
S01011937,542,365,177
S01011938,393,260,133
S01011939,853,539,314
S01011940,760,518,242
S01011941,944,647,297
S01011942,735,480,255
S01011943,1199,685,514
S01011944,393,233,160
S01011945,1104,619,485
S01011946,656,366,290
S01011947,435,263,172
S01011948,789,469,320
S01011949,646,355,291
S01011950,644,359,285
S01011951,585,372,213
S01011952,677,452,225
S01011953,642,423,219
S01011954,415,261,154
S01011955,799,522,277
S01011956,774,546,228
S01011957,851,565,286
S01011958,1505,975,530
S01011959,665,413,252
S01011960,879,645,234
S01011961,865,626,239
S01011962,794,567,227
S01011963,562,375,187
S01011964,839,566,273
S01011965,697,420,277
S01011966,600,378,222
S01011967,909,548,361
S01011968,1030,672,358
S01011969,1206,777,429
S01011970,1331,869,462
S01011971,459,321,138
S01011972,1330,876,454
S01011973,463,312,151
S01011974,666,449,217
S01011975,352,219,133
S01011976,732,461,271
S01011977,996,606,390
S01011978,872,525,347
S01011979,917,596,321
S01011980,391,258,133
S01011981,868,623,245
S01011982,1105,772,333
S01011983,883,587,296
S01011984,468,290,178
S01011985,526,356,170
S01011986,738,446,292
S01011987,858,507,351
S01011988,554,310,244
S01011989,616,401,215
S01011990,527,302,225
S01011991,700,444,256
S01011992,773,500,273
S01011993,752,486,266
S01011994,617,306,311
S01011995,753,558,195
S01011996,537,352,185
S01011997,877,578,299
S01011998,685,470,215
S01011999,477,346,131
S01012000,421,295,126
S01012001,659,479,180
S01012002,537,345,192
S01012003,644,415,229
S01012004,1243,840,403
S01012005,1095,758,337
S01012006,802,451,351
S01012007,708,464,244
S01012008,1005,692,313
S01012009,557,419,138
S01012010,1085,720,365
S01012011,1074,735,339
S01012012,477,279,198
S01012013,580,392,188
S01012014,1309,918,391
S01012015,947,666,281
S01012016,667,473,194
S01012017,442,266,176
S01012018,657,446,211
S01012019,666,458,208
S01012020,737,444,293
S01012021,639,386,253
S01012022,813,516,297
S01012023,521,338,183
S01012024,866,601,265
S01012025,524,345,179
S01012026,661,457,204
S01012027,1528,1028,500
S01012028,841,528,313
S01012029,1011,640,371
S01012030,1021,656,365
S01012031,418,251,167
S01012032,273,185,88
S01012033,712,418,294
S01012034,724,454,270
S01012035,866,517,349
S01012036,887,511,376
S01012037,883,479,404
S01012038,848,387,461
S01012039,821,420,401
S01012040,524,342,182
S01012041,899,533,366
S01012042,920,495,425
S01012043,658,352,306
S01012044,731,325,406
S01012045,950,533,417
S01012046,613,292,321
S01012047,790,422,368
S01012048,564,294,270
S01012049,588,365,223
S01012050,902,597,305
S01012051,365,216,149
S01012052,727,457,270
S01012053,706,373,333
S01012054,855,419,436
S01012055,671,381,290
S01012056,673,383,290
S01012057,576,367,209
S01012058,690,416,274
S01012059,716,399,317
S01012060,680,380,300
S01012061,1183,771,412
S01012062,799,547,252
S01012063,509,357,152
S01012064,619,243,376
S01012065,450,155,295
S01012066,619,349,270
S01012067,505,226,279
S01012068,600,265,335
S01012069,493,204,289
S01012070,898,323,575
S01012071,917,424,493
S01012072,923,497,426
S01012073,575,381,194
S01012074,494,356,138
S01012075,781,533,248
S01012076,709,464,245
S01012077,800,434,366
S01012078,673,450,223
S01012079,906,517,389
S01012080,741,418,323
S01012081,542,276,266
S01012082,737,406,331
S01012083,785,394,391
S01012084,523,360,163
S01012085,618,398,220
S01012086,670,372,298
S01012087,566,341,225
S01012088,473,330,143
S01012089,648,432,216
S01012090,857,529,328
S01012091,619,399,220
S01012092,507,331,176
S01012093,435,278,157
S01012094,658,429,229
S01012095,1104,640,464
S01012096,667,352,315
S01012097,489,294,195
S01012098,738,435,303
S01012099,720,386,334
S01012100,1206,748,458
S01012101,715,456,259
S01012102,642,353,289
S01012103,814,544,270
S01012104,676,484,192
S01012105,1196,841,355
S01012106,936,662,274
S01012107,510,310,200
S01012108,715,365,350
S01012109,941,526,415
S01012110,661,386,275
S01012111,979,519,460
S01012112,748,421,327
S01012113,1005,502,503
S01012114,1147,684,463
S01012115,553,345,208
S01012116,495,304,191
S01012117,495,407,88
S01012118,789,615,174
S01012119,705,435,270
S01012120,435,242,193
S01012121,665,348,317
S01012122,687,393,294
S01012123,553,348,205
S01012124,524,329,195
S01012125,797,376,421
S01012126,747,539,208
S01012127,1042,653,389
S01012128,589,346,243
S01012129,750,477,273
S01012130,891,467,424
S01012131,1289,603,686
S01012132,674,321,353
S01012133,976,493,483
S01012134,1029,603,426
S01012135,936,447,489
S01012136,759,365,394
S01012137,648,327,321
S01012138,801,507,294
S01012139,818,490,328
S01012140,654,408,246
S01012141,942,583,359
S01012142,693,421,272
S01012143,963,587,376
S01012144,743,477,266
S01012145,813,505,308
S01012146,817,446,371
S01012147,763,387,376
S01012148,540,250,290
S01012149,691,410,281
S01012150,553,283,270
S01012151,721,378,343
S01012152,778,378,400
S01012153,610,333,277
S01012154,618,295,323
S01012155,716,396,320
S01012156,944,527,417
S01012157,822,528,294
S01012158,1301,845,456
S01012159,411,239,172
S01012160,749,460,289
S01012161,376,209,167
S01012162,724,417,307
S01012163,655,412,243
S01012164,899,695,204
S01012165,670,356,314
S01012166,633,382,251
S01012167,555,316,239
S01012168,755,466,289
S01012169,639,351,288
S01012170,945,571,374
S01012171,898,524,374
S01012172,710,399,311
S01012173,560,331,229
S01012174,795,555,240
S01012175,811,571,240
S01012176,1131,739,392
S01012177,688,442,246
S01012178,776,498,278
S01012179,547,311,236
S01012180,513,281,232
S01012181,894,502,392
S01012182,1087,743,344
S01012183,1720,1186,534
S01012184,680,478,202
S01012185,668,372,296
S01012186,637,339,298
S01012187,673,374,299
S01012188,482,300,182
S01012189,619,417,202
S01012190,583,450,133
S01012191,843,536,307
S01012192,363,216,147
S01012193,569,444,125
S01012194,657,473,184
S01012195,682,458,224
S01012196,424,319,105
S01012197,778,461,317
S01012198,814,513,301
S01012199,683,400,283
S01012200,486,281,205
S01012201,806,494,312
S01012202,431,268,163
S01012203,767,495,272
S01012204,646,452,194
S01012205,716,495,221
S01012206,749,552,197
S01012207,870,531,339
S01012208,984,612,372
S01012209,755,443,312
S01012210,527,303,224
S01012211,876,549,327
S01012212,912,565,347
S01012213,856,509,347
S01012214,595,375,220
S01012215,809,528,281
S01012216,1025,677,348
S01012217,410,217,193
S01012218,415,202,213
S01012219,672,326,346
S01012220,727,362,365
S01012221,534,279,255
S01012222,920,505,415
S01012223,567,305,262
S01012224,731,449,282
S01012225,923,541,382
S01012226,607,373,234
S01012227,687,415,272
S01012228,604,385,219
S01012229,662,467,195
S01012230,812,562,250
S01012231,619,415,204
S01012232,872,599,273
S01012233,714,453,261
S01012234,1154,786,368
S01012235,699,432,267
S01012236,647,424,223
S01012237,642,388,254
S01012238,455,265,190
S01012239,444,240,204
S01012240,616,334,282
S01012241,523,309,214
S01012242,649,394,255
S01012243,672,417,255
S01012244,799,551,248
S01012245,970,639,331
S01012246,752,529,223
S01012247,553,378,175
S01012248,706,502,204
S01012249,749,517,232
S01012250,637,458,179
S01012251,781,511,270
S01012252,841,574,267
S01012253,740,478,262
S01012254,674,448,226
S01012255,627,398,229
S01012256,1029,697,332
S01012257,888,586,302
S01012258,1253,823,430
S01012259,601,358,243
S01012260,1057,685,372
S01012261,925,638,287
S01012262,1393,960,433
S01012263,612,411,201
S01012264,339,201,138
S01012265,853,540,313
S01012266,921,581,340
S01012267,830,553,277
S01012268,1146,751,395
S01012269,711,484,227
S01012270,650,430,220
S01012271,1161,811,350
S01012272,652,463,189
S01012273,782,490,292
S01012274,920,641,279
S01012275,681,405,276
S01012276,1159,777,382
S01012277,1020,693,327
S01012278,925,538,387
S01012279,931,577,354
S01012280,837,534,303
S01012281,709,483,226
S01012282,926,445,481
S01012283,753,502,251
S01012284,569,325,244
S01012285,470,287,183
S01012286,987,562,425
S01012287,1053,462,591
S01012288,846,455,391
S01012289,894,526,368
S01012290,446,295,151
S01012291,614,431,183
S01012292,928,554,374
S01012293,787,550,237
S01012294,794,528,266
S01012295,538,385,153
S01012296,845,641,204
S01012297,822,620,202
S01012298,1020,741,279
S01012299,475,350,125
S01012300,931,597,334
S01012301,774,511,263
S01012302,586,383,203
S01012303,730,498,232
S01012304,894,603,291
S01012305,670,394,276
S01012306,607,389,218
S01012307,664,421,243
S01012308,745,514,231
S01012309,705,449,256
S01012310,1199,758,441
S01012311,680,382,298
S01012312,793,503,290
S01012313,667,429,238
S01012314,674,416,258
S01012315,604,345,259
S01012316,501,282,219
S01012317,349,203,146
S01012318,602,372,230
S01012319,831,601,230
S01012320,618,398,220
S01012321,905,534,371
S01012322,885,563,322
S01012323,1087,661,426
S01012324,800,509,291
S01012325,640,344,296
S01012326,684,391,293
S01012327,679,431,248
S01012328,608,353,255
S01012329,727,458,269
S01012330,498,301,197
S01012331,826,548,278
S01012332,924,632,292
S01012333,1007,669,338
S01012334,667,418,249
S01012335,1406,1005,401
S01012336,587,367,220
S01012337,696,407,289
S01012338,602,369,233
S01012339,717,429,288
S01012340,770,501,269
S01012341,740,532,208
S01012342,714,467,247
S01012343,841,558,283
S01012344,857,559,298
S01012345,585,395,190
S01012346,984,644,340
S01012347,483,301,182
S01012348,873,565,308
S01012349,875,557,318
S01012350,869,524,345
S01012351,730,464,266
S01012352,909,588,321
S01012353,625,406,219
S01012354,767,478,289
S01012355,911,621,290
S01012356,863,553,310
S01012357,786,511,275
S01012358,668,425,243
S01012359,667,362,305
S01012360,561,304,257
S01012361,622,332,290
S01012362,859,465,394
S01012363,883,477,406
S01012364,636,395,241
S01012365,896,602,294
S01012366,814,505,309
S01012367,807,497,310
S01012368,640,397,243
S01012369,831,506,325
S01012370,1041,649,392
S01012371,824,470,354
S01012372,857,515,342
S01012373,958,578,380
S01012374,659,455,204
S01012375,953,608,345
S01012376,731,483,248
S01012377,543,361,182
S01012378,539,347,192
S01012379,457,276,181
S01012380,1084,724,360
S01012381,752,459,293
S01012382,817,555,262
S01012383,771,491,280
S01012384,411,259,152
S01012385,609,423,186
S01012386,853,520,333
S01012387,692,517,175
S01012388,516,396,120
S01012389,713,542,171
S01012390,583,430,153
S01012391,1053,806,247
S01012392,628,459,169
S01012393,985,744,241
S01012394,718,523,195
S01012395,606,459,147
S01012396,655,474,181
S01012397,636,444,192
S01012398,817,645,172
S01012399,623,459,164
S01012400,720,539,181
S01012401,731,551,180
S01012402,335,272,63
S01012403,793,633,160
S01012404,984,731,253
S01012405,529,415,114
S01012406,536,386,150
S01012407,785,611,174
S01012408,599,438,161
S01012409,825,618,207
S01012410,1009,763,246
S01012411,1034,759,275
S01012412,487,351,136
S01012413,741,508,233
S01012414,522,340,182
S01012415,566,372,194
S01012416,408,273,135
S01012417,469,258,211
S01012418,610,368,242
S01012419,803,476,327
S01012420,810,498,312
S01012421,768,453,315
S01012422,956,576,380
S01012423,785,473,312
S01012424,671,412,259
S01012425,433,185,248
S01012426,436,202,234
S01012427,556,277,279
S01012428,640,366,274
S01012429,407,201,206
S01012430,771,446,325
S01012431,789,450,339
S01012432,575,282,293
S01012433,591,337,254
S01012434,607,356,251
S01012435,676,389,287
S01012436,654,364,290
S01012437,627,365,262
S01012438,773,439,334
S01012439,688,375,313
S01012440,699,464,235
S01012441,756,489,267
S01012442,749,468,281
S01012443,571,385,186
S01012444,1106,623,483
S01012445,83,49,34
S01012446,517,332,185
S01012447,741,486,255
S01012448,667,421,246
S01012449,536,358,178
S01012450,755,479,276
S01012451,623,300,323
S01012452,512,317,195
S01012453,719,431,288
S01012454,756,419,337
S01012455,430,228,202
S01012456,702,367,335
S01012457,1019,552,467
S01012458,631,359,272
S01012459,643,442,201
S01012460,619,361,258
S01012461,419,281,138
S01012462,622,345,277
S01012463,677,345,332
S01012464,476,275,201
S01012465,682,358,324
S01012466,761,434,327
S01012467,889,511,378
S01012468,628,392,236
S01012469,767,443,324
S01012470,683,397,286
S01012471,605,357,248
S01012472,570,306,264
S01012473,530,332,198
S01012474,603,332,271
S01012475,511,300,211
S01012476,809,472,337
S01012477,618,404,214
S01012478,607,396,211
S01012479,788,525,263
S01012480,640,387,253
S01012481,671,391,280
S01012482,612,325,287
S01012483,698,352,346
S01012484,829,507,322
S01012485,855,475,380
S01012486,494,252,242
S01012487,476,297,179
S01012488,693,418,275
S01012489,937,464,473
S01012490,958,483,475
S01012491,549,272,277
S01012492,760,285,475
S01012493,535,236,299
S01012494,1120,581,539
S01012495,830,444,386
S01012496,571,298,273
S01012497,465,219,246
S01012498,663,299,364
S01012499,903,521,382
S01012500,418,207,211
S01012501,663,302,361
S01012502,756,347,409
S01012503,467,230,237
S01012504,499,261,238
S01012505,844,445,399
S01012506,360,204,156
S01012507,730,415,315
S01012508,612,378,234
S01012509,401,251,150
S01012510,804,551,253
S01012511,637,396,241
S01012512,627,364,263
S01012513,423,298,125
S01012514,596,475,121
S01012515,572,315,257
S01012516,466,256,210
S01012517,774,490,284
S01012518,660,400,260
S01012519,560,359,201
S01012520,564,345,219
S01012521,571,361,210
S01012522,720,434,286
S01012523,777,486,291
S01012524,717,431,286
S01012525,743,456,287
S01012526,704,413,291
S01012527,448,270,178
S01012528,616,386,230
S01012529,634,376,258
S01012530,768,472,296
S01012531,836,537,299
S01012532,873,582,291
S01012533,679,416,263
S01012534,675,390,285
S01012535,690,406,284
S01012536,627,368,259
S01012537,850,414,436
S01012538,885,511,374
S01012539,592,375,217
S01012540,759,415,344
S01012541,898,584,314
S01012542,971,556,415
S01012543,522,343,179
S01012544,680,419,261
S01012545,435,261,174
S01012546,709,412,297
S01012547,565,290,275
S01012548,785,488,297
S01012549,596,351,245
S01012550,756,452,304
S01012551,878,594,284
S01012552,745,456,289
S01012553,636,428,208
S01012554,669,441,228
S01012555,416,264,152
S01012556,437,270,167
S01012557,589,340,249
S01012558,570,342,228
S01012559,745,389,356
S01012560,776,409,367
S01012561,838,455,383
S01012562,835,462,373
S01012563,573,290,283
S01012564,654,375,279
S01012565,696,395,301
S01012566,593,364,229
S01012567,870,495,375
S01012568,757,396,361
S01012569,615,339,276
S01012570,593,387,206
S01012571,624,393,231
S01012572,450,285,165
S01012573,633,434,199
S01012574,969,655,314
S01012575,584,398,186
S01012576,846,584,262
S01012577,727,502,225
S01012578,1030,638,392
S01012579,601,398,203
S01012580,588,409,179
S01012581,938,517,421
S01012582,772,539,233
S01012583,525,341,184
S01012584,555,350,205
S01012585,1162,752,410
S01012586,751,441,310
S01012587,779,538,241
S01012588,575,398,177
S01012589,601,368,233
S01012590,821,461,360
S01012591,897,464,433
S01012592,534,362,172
S01012593,920,676,244
S01012594,517,294,223
S01012595,634,371,263
S01012596,566,328,238
S01012597,264,137,127
S01012598,588,410,178
S01012599,545,333,212
S01012600,571,385,186
S01012601,691,494,197
S01012602,508,283,225
S01012603,531,291,240
S01012604,663,378,285
S01012605,684,412,272
S01012606,250,197,53
S01012607,596,371,225
S01012608,783,465,318
S01012609,709,413,296
S01012610,934,529,405
S01012611,719,428,291
S01012612,903,488,415
S01012613,935,556,379
S01012614,862,505,357
S01012615,772,515,257
S01012616,751,473,278
S01012617,602,490,112
S01012618,535,367,168
S01012619,547,316,231
S01012620,720,431,289
S01012621,680,404,276
S01012622,624,382,242
S01012623,662,399,263
S01012624,571,353,218
S01012625,527,340,187
S01012626,671,409,262
S01012627,500,278,222
S01012628,1119,748,371
S01012629,238,155,83
S01012630,614,344,270
S01012631,812,483,329
S01012632,551,370,181
S01012633,775,455,320
S01012634,1004,601,403
S01012635,1529,1010,519
S01012636,1140,857,283
S01012637,796,434,362
S01012638,747,418,329
S01012639,1015,593,422
S01012640,1046,542,504
S01012641,678,387,291
S01012642,1235,690,545
S01012643,413,236,177
S01012644,511,297,214
S01012645,955,608,347
S01012646,926,627,299
S01012647,853,657,196
S01012648,514,293,221
S01012649,655,384,271
S01012650,631,406,225
S01012651,617,335,282
S01012652,828,561,267
S01012653,756,441,315
S01012654,688,448,240
S01012655,996,586,410
S01012656,697,394,303
S01012657,714,466,248
S01012658,747,464,283
S01012659,557,421,136
S01012660,542,310,232
S01012661,722,455,267
S01012662,723,410,313
S01012663,707,428,279
S01012664,771,498,273
S01012665,590,287,303
S01012666,572,288,284
S01012667,519,267,252
S01012668,812,459,353
S01012669,789,477,312
S01012670,545,331,214
S01012671,1040,648,392
S01012672,639,313,326
S01012673,714,385,329
S01012674,531,232,299
S01012675,806,457,349
S01012676,747,479,268
S01012677,439,241,198
S01012678,553,400,153
S01012679,594,367,227
S01012680,406,294,112
S01012681,619,387,232
S01012682,593,363,230
S01012683,689,421,268
S01012684,326,204,122
S01012685,875,540,335
S01012686,928,618,310
S01012687,1000,598,402
S01012688,653,407,246
S01012689,434,276,158
S01012690,391,254,137
S01012691,763,498,265
S01012692,773,455,318
S01012693,662,448,214
S01012694,464,296,168
S01012695,612,400,212
S01012696,702,391,311
S01012697,380,260,120
S01012698,763,520,243
S01012699,786,530,256
S01012700,665,421,244
S01012701,883,538,345
S01012702,532,356,176
S01012703,541,367,174
S01012704,563,327,236
S01012705,574,440,134
S01012706,752,443,309
S01012707,699,490,209
S01012708,688,366,322
S01012709,464,253,211
S01012710,717,410,307
S01012711,879,474,405
S01012712,652,376,276
S01012713,788,469,319
S01012714,484,282,202
S01012715,766,450,316
S01012716,814,476,338
S01012717,888,521,367
S01012718,726,463,263
S01012719,939,552,387
S01012720,742,470,272
S01012721,498,290,208
S01012722,844,422,422
S01012723,617,327,290
S01012724,551,351,200
S01012725,854,554,300
S01012726,674,408,266
S01012727,697,362,335
S01012728,730,360,370
S01012729,723,452,271
S01012730,428,250,178
S01012731,571,340,231
S01012732,593,341,252
S01012733,2492,1981,511
S01012734,70,37,33
S01012735,435,240,195
S01012736,944,637,307
S01012737,965,664,301
S01012738,474,283,191
S01012739,88,65,23
S01012740,76,45,31
S01012741,471,357,114
S01012742,712,473,239
S01012743,746,514,232
S01012744,556,412,144
S01012745,689,404,285
S01012746,872,611,261
S01012747,874,517,357
S01012748,591,305,286
S01012749,645,330,315
S01012750,588,322,266
S01012751,938,536,402
S01012752,638,393,245
S01012753,371,191,180
S01012754,707,390,317
S01012755,490,233,257
S01012756,1324,897,427
S01012757,359,201,158
S01012758,518,287,231
S01012759,604,322,282
S01012760,696,352,344
S01012761,780,450,330
S01012762,632,389,243
S01012763,499,280,219
S01012764,748,444,304
S01012765,449,251,198
S01012766,503,279,224
S01012767,620,402,218
S01012768,692,468,224
S01012769,786,567,219
S01012770,628,381,247
S01012771,640,381,259
S01012772,886,492,394
S01012773,924,528,396
S01012774,676,440,236
S01012775,509,295,214
S01012776,637,360,277
S01012777,837,595,242
S01012778,864,495,369
S01012779,736,435,301
S01012780,664,377,287
S01012781,514,324,190
S01012782,611,316,295
S01012783,701,384,317
S01012784,803,517,286
S01012785,543,277,266
