dz_2011,total,good,not_good
S01008924,994,902,92
S01008925,836,779,57
S01008926,368,338,30
S01008927,71,70,1
S01008928,448,357,91
S01008929,1535,1283,252
S01008930,1244,1078,166
S01008931,864,771,93
S01008932,436,393,43
S01008933,660,584,76
S01008934,526,453,73
S01008935,1062,984,78
S01008936,661,633,28
S01008937,721,665,56
S01008938,1007,959,48
S01008939,841,797,44
S01008940,758,725,33
S01008941,824,790,34
S01008942,1248,1193,55
S01008943,813,784,29
S01008944,991,945,46
S01008945,1147,1107,40
S01008946,746,711,35
S01008947,1166,1125,41
S01008948,1070,961,109
S01008949,1337,1187,150
S01008950,1000,888,112
S01008951,1117,963,154
S01008952,1606,1436,170
S01008953,1180,1043,137
S01008954,972,807,165
S01008955,888,826,62
S01008956,1374,1264,110
S01008957,1177,1099,78
S01008958,744,677,67
S01008959,1051,975,76
S01008960,424,412,12
S01008961,1030,971,59
S01008962,744,704,40
S01008963,932,890,42
S01008964,773,737,36
S01008965,762,724,38
S01008966,934,890,44
S01008967,1134,1079,55
S01008968,1412,1360,52
S01008969,1050,983,67
S01008970,1125,1060,65
S01008971,715,688,27
S01008972,1533,1377,156
S01008973,746,624,122
S01008974,865,789,76
S01008975,864,730,134
S01008976,715,677,38
S01008977,839,789,50
S01008978,724,672,52
S01008979,831,782,49
S01008980,792,761,31
S01008981,829,771,58
S01008982,928,875,53
S01008983,886,823,63
S01008984,519,490,29
S01008985,826,787,39
S01008986,956,904,52
S01008987,1062,989,73
S01008988,871,800,71
S01008989,1059,1005,54
S01008990,1218,1145,73
S01008991,1251,1218,33
S01008992,447,402,45
S01008993,1081,1016,65
S01008994,1002,943,59
S01008995,1074,1026,48
S01008996,783,721,62
S01008997,902,843,59
S01008998,959,910,49
S01008999,1015,926,89
S01009000,1163,1118,45
S01009001,744,710,34
S01009002,789,728,61
S01009003,920,862,58
S01009004,894,846,48
S01009005,972,924,48
S01009006,1413,1314,99
S01009007,927,849,78
S01009008,983,935,48
S01009009,579,516,63
S01009010,1421,1372,49
S01009011,1338,1301,37
S01009012,993,954,39
S01009013,1155,1103,52
S01009014,804,729,75
S01009015,540,494,46
S01009016,560,527,33
S01009017,725,678,47
S01009018,777,718,59
S01009019,935,880,55
S01009020,951,889,62
S01009021,736,688,48
S01009022,921,866,55
S01009023,958,881,77
S01009024,1238,1142,96
S01009025,965,878,87
S01009026,1100,990,110
S01009027,834,749,85
S01009028,596,543,53
S01009029,768,703,65
S01009030,994,912,82
S01009031,798,734,64
S01009032,631,573,58
S01009033,816,723,93
S01009034,644,592,52
S01009035,867,803,64
S01009036,871,781,90
S01009037,683,626,57
S01009038,928,848,80
S01009039,1103,1011,92
S01009040,919,749,170
S01009041,1031,924,107
S01009042,881,801,80
S01009043,1270,1143,127
S01009044,1127,1005,122
S01009045,1105,1003,102
S01009046,782,729,53
S01009047,691,642,49
S01009048,745,693,52
S01009049,706,642,64
S01009050,860,798,62
S01009051,878,802,76
S01009052,907,816,91
S01009053,602,524,78
S01009054,713,635,78
S01009055,735,667,68
S01009056,604,548,56
S01009057,733,644,89
S01009058,895,764,131
S01009059,500,433,67
S01009060,456,369,87
S01009061,1021,919,102
S01009062,990,900,90
S01009063,704,647,57
S01009064,728,671,57
S01009065,1225,1062,163
S01009066,774,688,86
S01009067,480,454,26
S01009068,935,849,86
S01009069,920,869,51
S01009070,1014,942,72
S01009071,558,503,55
S01009072,344,308,36
S01009073,887,721,166
S01009074,1097,902,195
S01009075,709,638,71
S01009076,1217,1136,81
S01009077,796,733,63
S01009078,386,357,29
S01009079,1207,1036,171
S01009080,1560,1331,229
S01009081,1060,892,168
S01009082,1149,969,180
S01009083,722,642,80
S01009084,1030,899,131
S01009085,277,252,25
S01009086,709,627,82
S01009087,704,620,84
S01009088,1374,1233,141
S01009089,463,436,27
S01009090,154,151,3
S01009091,211,205,6
S01009092,991,858,133
S01009093,944,856,88
S01009094,923,876,47
S01009095,1548,1385,163
S01009096,467,418,49
S01009097,909,859,50
S01009098,578,547,31
S01009099,905,812,93
S01009100,1253,1093,160
S01009101,1088,958,130
S01009102,1158,1040,118
S01009103,694,655,39
S01009104,839,742,97
S01009105,683,607,76
S01009106,851,772,79
S01009107,965,881,84
S01009108,951,894,57
S01009109,1109,1047,62
S01009110,881,808,73
S01009111,1140,1073,67
S01009112,620,580,40
S01009113,665,608,57
S01009114,791,740,51
S01009115,877,814,63
S01009116,900,834,66
S01009117,705,638,67
S01009118,661,639,22
S01009119,972,872,100
S01009120,746,682,64
S01009121,1056,912,144
S01009122,977,875,102
S01009123,340,310,30
S01009124,561,512,49
S01009125,822,706,116
S01009126,742,628,114
S01009127,595,523,72
S01009128,1011,839,172
S01009129,683,589,94
S01009130,430,372,58
S01009131,878,731,147
S01009132,939,888,51
S01009133,762,658,104
S01009134,1024,911,113
S01009135,619,588,31
S01009136,328,279,49
S01009137,302,252,50
S01009138,995,933,62
S01009139,675,586,89
S01009140,673,594,79
S01009141,586,481,105
S01009142,674,568,106
S01009143,553,461,92
S01009144,691,635,56
S01009145,1193,1029,164
S01009146,1059,884,175
S01009147,995,855,140
S01009148,799,714,85
S01009149,563,482,81
S01009150,724,523,201
S01009151,679,596,83
S01009152,805,653,152
S01009153,735,662,73
S01009154,818,773,45
S01009155,623,538,85
S01009156,924,819,105
S01009157,981,893,88
S01009158,890,815,75
S01009159,687,573,114
S01009160,610,467,143
S01009161,887,762,125
S01009162,712,611,101
S01009163,521,465,56
S01009164,1057,922,135
S01009165,739,657,82
S01009166,962,797,165
S01009167,857,742,115
S01009168,1007,934,73
S01009169,920,779,141
S01009170,710,639,71
S01009171,845,773,72
S01009172,721,679,42
S01009173,883,851,32
S01009174,88,87,1
S01009175,987,962,25
S01009176,883,839,44
S01009177,895,825,70
S01009178,883,793,90
S01009179,986,886,100
S01009180,1017,889,128
S01009181,1216,1110,106
S01009182,1186,1092,94
S01009183,1124,1076,48
S01009184,1230,1083,147
S01009185,1118,969,149
S01009186,893,804,89
S01009187,840,772,68
S01009188,1105,975,130
S01009189,1127,998,129
S01009190,826,780,46
S01009191,189,181,8
S01009192,948,892,56
S01009193,380,355,25
S01009194,960,896,64
S01009195,923,865,58
S01009196,754,683,71
S01009197,963,909,54
S01009198,876,823,53
S01009199,736,678,58
S01009200,951,871,80
S01009201,779,721,58
S01009202,606,577,29
S01009203,666,558,108
S01009204,1065,938,127
S01009205,1291,1238,53
S01009206,1138,1084,54
S01009207,968,920,48
S01009208,722,663,59
S01009209,1143,1041,102
S01009210,907,816,91
S01009211,785,716,69
S01009212,947,802,145
S01009213,790,714,76
S01009214,1253,1128,125
S01009215,1155,1011,144
S01009216,1138,1018,120
S01009217,796,683,113
S01009218,1216,1100,116
S01009219,679,595,84
S01009220,629,581,48
S01009221,599,520,79
S01009222,710,623,87
S01009223,510,431,79
S01009224,975,806,169
S01009225,812,691,121
S01009226,1198,981,217
S01009227,686,574,112
S01009228,797,683,114
S01009229,918,837,81
S01009230,898,846,52
S01009231,1022,951,71
S01009232,700,603,97
S01009233,819,712,107
S01009234,1049,935,114
S01009235,847,762,85
S01009236,712,664,48
S01009237,722,681,41
S01009238,1092,982,110
S01009239,913,831,82
S01009240,701,602,99
S01009241,1013,889,124
S01009242,986,912,74
S01009243,1298,1203,95
S01009244,876,847,29
S01009245,892,825,67
S01009246,1058,935,123
S01009247,1246,1104,142
S01009248,799,745,54
S01009249,1133,990,143
S01009250,793,706,87
S01009251,627,571,56
S01009252,477,468,9
S01009253,741,625,116
S01009254,1026,873,153
S01009255,649,559,90
S01009256,627,576,51
S01009257,575,487,88
S01009258,792,722,70
S01009259,787,721,66
S01009260,1175,1082,93
S01009261,840,730,110
S01009262,814,704,110
S01009263,431,370,61
S01009264,818,754,64
S01009265,755,691,64
S01009266,1051,933,118
S01009267,822,730,92
S01009268,724,642,82
S01009269,1180,1057,123
S01009270,764,665,99
S01009271,916,869,47
S01009272,949,839,110
S01009273,939,863,76
S01009274,987,884,103
S01009275,694,631,63
S01009276,1062,1006,56
S01009277,746,702,44
S01009278,389,355,34
S01009279,591,525,66
S01009280,939,774,165
S01009281,899,753,146
S01009282,948,877,71
S01009283,602,541,61
S01009284,805,765,40
S01009285,961,917,44
S01009286,972,924,48
S01009287,888,828,60
S01009288,869,815,54
S01009289,929,875,54
S01009290,673,622,51
S01009291,1204,1156,48
S01009292,531,478,53
S01009293,661,601,60
S01009294,654,604,50
S01009295,830,795,35
S01009296,953,873,80
S01009297,1004,958,46
S01009298,1208,1033,175
S01009299,1008,923,85
S01009300,615,565,50
S01009301,1093,982,111
S01009302,970,821,149
S01009303,835,734,101
S01009304,1306,1176,130
S01009305,974,888,86
S01009306,1121,1029,92
S01009307,1216,1130,86
S01009308,809,728,81
S01009309,604,542,62
S01009310,956,907,49
S01009311,1033,905,128
S01009312,1002,932,70
S01009313,683,611,72
S01009314,988,936,52
S01009315,697,594,103
S01009316,917,889,28
S01009317,1030,970,60
S01009318,1052,993,59
S01009319,1006,933,73
S01009320,881,814,67
S01009321,558,533,25
S01009322,710,663,47
S01009323,968,881,87
S01009324,652,591,61
S01009325,546,520,26
S01009326,371,270,101
S01009327,675,592,83
S01009328,102,98,4
S01009330,157,137,20
S01009331,250,243,7
S01009332,862,789,73
S01009333,998,906,92
S01009334,647,563,84
S01009335,865,759,106
S01009336,616,536,80
S01009337,986,870,116
S01009338,778,684,94
S01009339,1011,894,117
S01009340,1066,971,95
S01009341,1072,959,113
S01009342,954,865,89
S01009343,596,551,45
S01009344,785,705,80
S01009345,1287,1191,96
S01009346,164,158,6
S01009347,293,269,24
S01009348,239,228,11
S01009349,126,121,5
S01009350,186,169,17
S01009351,75,70,5
S01009352,76,75,1
S01009353,397,387,10
S01009354,290,279,11
S01009355,1010,966,44
S01009356,1059,1008,51
S01009357,482,463,19
S01009358,334,323,11
S01009359,255,246,9
S01009360,821,765,56
S01009361,891,833,58
S01009362,1239,1186,53
S01009363,1044,943,101
S01009364,854,792,62
S01009365,733,678,55
S01009366,925,829,96
S01009367,801,704,97
S01009368,834,775,59
S01009369,1057,967,90
S01009370,928,857,71
S01009371,551,491,60
S01009372,653,594,59
S01009373,976,860,116
S01009374,922,824,98
S01009375,777,707,70
S01009376,920,810,110
S01009377,846,787,59
S01009378,1092,1024,68
S01009379,221,205,16
S01009380,709,677,32
S01009381,692,646,46
S01009382,1322,1153,169
S01009383,987,885,102
S01009384,579,542,37
S01009385,758,708,50
S01009386,1126,1007,119
S01009387,986,908,78
S01009388,1220,1091,129
S01009389,960,882,78
S01009390,783,769,14
S01009391,828,808,20
S01009392,521,507,14
S01009393,831,780,51
S01009394,809,770,39
S01009395,1133,1072,61
S01009396,779,749,30
S01009397,741,706,35
S01009398,1223,1158,65
S01009399,1128,1068,60
S01009400,1002,914,88
S01009401,1060,996,64
S01009402,846,781,65
S01009403,844,796,48
S01009404,718,629,89
S01009405,752,677,75
S01009406,1015,920,95
S01009407,492,448,44
S01009408,494,445,49
S01009409,911,799,112
S01009410,909,814,95
S01009411,1440,1277,163
S01009412,922,819,103
S01009413,1302,1166,136
S01009414,835,758,77
S01009415,1130,1010,120
S01009416,665,623,42
S01009417,400,353,47
S01009418,1196,1041,155
S01009419,1026,926,100
S01009420,829,743,86
S01009421,709,620,89
S01009422,1156,1051,105
S01009423,264,241,23
S01009424,745,650,95
S01009425,853,757,96
S01009426,1053,895,158
S01009427,622,525,97
S01009428,624,528,96
S01009429,924,775,149
S01009430,728,604,124
S01009431,998,859,139
S01009432,1159,1015,144
S01009433,924,814,110
S01009434,575,474,101
S01009435,1072,938,134
S01009436,615,540,75
S01009437,915,786,129
S01009438,1120,941,179
S01009439,1192,1010,182
S01009440,944,830,114
S01009441,940,808,132
S01009442,704,629,75
S01009443,913,808,105
S01009444,801,753,48
S01009445,1036,906,130
S01009446,1011,866,145
S01009447,786,676,110
S01009448,655,571,84
S01009449,707,596,111
S01009450,697,605,92
S01009451,1274,1080,194
S01009452,861,723,138
S01009453,1010,852,158
S01009454,1157,1093,64
S01009455,1419,1315,104
S01009456,881,753,128
S01009457,798,724,74
S01009458,638,562,76
S01009459,1002,883,119
S01009460,793,700,93
S01009461,181,163,18
S01009462,682,604,78
S01009463,1118,1034,84
S01009464,897,831,66
S01009465,648,599,49
S01009466,840,781,59
S01009467,849,791,58
S01009468,725,645,80
S01009469,815,712,103
S01009470,854,789,65
S01009471,797,678,119
S01009472,1175,1063,112
S01009473,776,684,92
S01009474,810,715,95
S01009475,203,196,7
S01009476,435,416,19
S01009477,1095,1025,70
S01009478,920,827,93
S01009479,887,813,74
S01009480,1061,981,80
S01009481,865,789,76
S01009482,684,612,72
S01009483,743,692,51
S01009484,1269,1145,124
S01009485,790,677,113
S01009486,771,667,104
S01009487,1226,1073,153
S01009488,978,905,73
S01009489,867,759,108
S01009490,895,782,113
S01009491,637,527,110
S01009492,943,839,104
S01009493,1250,1184,66
S01009494,1255,1199,56
S01009495,941,902,39
S01009496,849,766,83
S01009497,1101,1026,75
S01009498,662,627,35
S01009499,834,771,63
S01009500,869,779,90
S01009501,836,732,104
S01009502,1078,969,109
S01009503,1068,977,91
S01009504,888,806,82
S01009505,920,814,106
S01009506,1215,1076,139
S01009507,789,718,71
S01009508,1181,1061,120
S01009509,1056,929,127
S01009510,888,847,41
S01009511,1020,976,44
S01009512,1089,1035,54
S01009513,863,820,43
S01009514,960,919,41
S01009515,869,766,103
S01009516,1194,1083,111
S01009517,81,73,8
S01009518,285,259,26
S01009519,777,720,57
S01009520,990,919,71
S01009521,907,771,136
S01009522,1028,904,124
S01009523,893,786,107
S01009524,782,672,110
S01009525,595,532,63
S01009526,407,387,20
S01009527,774,699,75
S01009528,739,640,99
S01009529,1164,1063,101
S01009530,897,832,65
S01009531,1094,957,137
S01009532,1059,900,159
S01009533,876,722,154
S01009534,751,629,122
S01009535,899,781,118
S01009536,567,511,56
S01009537,604,536,68
S01009538,1064,915,149
S01009539,1091,964,127
S01009540,1080,958,122
S01009541,1143,1019,124
S01009542,879,759,120
S01009543,849,746,103
S01009544,932,811,121
S01009545,800,708,92
S01009546,750,656,94
S01009547,828,738,90
S01009548,1015,918,97
S01009549,1066,975,91
S01009550,669,630,39
S01009551,728,669,59
S01009552,1345,1217,128
S01009553,1126,1009,117
S01009554,863,783,80
S01009555,939,860,79
S01009556,1075,997,78
S01009557,1019,928,91
S01009558,752,680,72
S01009559,1303,1180,123
S01009560,861,775,86
S01009561,783,695,88
S01009562,1169,1062,107
S01009563,937,838,99
S01009564,719,660,59
S01009565,640,575,65
S01009566,1098,1015,83
S01009567,1076,995,81
S01009568,939,844,95
S01009569,1080,991,89
S01009570,639,562,77
S01009571,794,704,90
S01009572,1083,952,131
S01009573,754,635,119
S01009574,1058,934,124
S01009575,878,766,112
S01009576,670,629,41
S01009577,921,826,95
S01009578,1130,1020,110
S01009579,321,294,27
S01009580,626,604,22
S01009581,810,747,63
S01009582,578,542,36
S01009583,853,777,76
S01009584,353,329,24
S01009585,1320,1195,125
S01009586,1145,1020,125
S01009587,979,858,121
S01009588,1133,1006,127
S01009589,1184,1089,95
S01009590,584,505,79
S01009591,886,836,50
S01009592,840,762,78
S01009593,634,601,33
S01009594,670,652,18
S01009595,405,362,43
S01009596,1125,1027,98
S01009597,1193,1070,123
S01009598,778,678,100
S01009599,1306,1178,128
S01009600,1053,926,127
S01009601,938,841,97
S01009602,713,694,19
S01009603,833,768,65
S01009604,834,752,82
S01009605,1020,911,109
S01009606,280,266,14
S01009607,506,476,30
S01009608,610,552,58
S01009609,1009,942,67
S01009610,1056,949,107
S01009611,478,434,44
S01009612,569,500,69
S01009613,523,487,36
S01009614,631,569,62
S01009615,629,573,56
S01009616,1221,1109,112
S01009617,766,721,45
S01009618,1013,874,139
S01009619,776,671,105
S01009620,975,822,153
S01009621,975,854,121
S01009622,953,818,135
S01009623,843,737,106
S01009624,1008,878,130
S01009625,1295,1126,169
S01009626,842,719,123
S01009627,978,850,128
S01009628,645,515,130
S01009629,1228,1069,159
S01009630,851,726,125
S01009631,814,690,124
S01009632,742,604,138
S01009633,747,638,109
S01009634,781,668,113
S01009635,1315,1173,142
S01009636,974,851,123
S01009637,870,743,127
S01009638,719,623,96
S01009639,1010,888,122
S01009640,749,628,121
S01009641,843,716,127
S01009642,1036,924,112
S01009643,215,178,37
S01009644,603,544,59
S01009645,920,804,116
S01009646,773,681,92
S01009647,659,551,108
S01009648,1197,1080,117
S01009649,1079,946,133
S01009650,787,723,64
S01009651,968,887,81
S01009652,1132,1038,94
S01009653,842,788,54
S01009654,596,540,56
S01009655,1044,926,118
S01009656,875,737,138
S01009657,935,828,107
S01009658,1024,915,109
S01009659,705,633,72
S01009660,941,824,117
S01009661,899,803,96
S01009662,849,785,64
S01009663,773,708,65
S01009664,1062,992,70
S01009665,1230,1122,108
S01009666,1191,1092,99
S01009667,409,385,24
S01009668,458,434,24
S01009669,594,556,38
S01009670,875,808,67
S01009671,820,762,58
S01009672,1206,1095,111
S01009673,861,772,89
S01009674,1088,1008,80
S01009675,960,910,50
S01009676,1463,1383,80
S01009677,683,633,50
S01009678,604,560,44
S01009679,1014,918,96
S01009680,1054,975,79
S01009681,946,777,169
S01009682,753,695,58
S01009683,895,833,62
S01009684,930,883,47
S01009685,1209,1002,207
S01009686,1098,991,107
S01009687,1047,950,97
S01009688,1251,1114,137
S01009689,550,500,50
S01009690,769,708,61
S01009691,606,576,30
S01009692,1183,1098,85
S01009693,815,781,34
S01009694,1161,1082,79
S01009695,1044,988,56
S01009696,1057,987,70
S01009697,801,750,51
S01009698,687,634,53
S01009699,733,668,65
S01009700,699,623,76
S01009701,944,876,68
S01009702,608,561,47
S01009703,991,895,96
S01009704,1297,1208,89
S01009705,785,724,61
S01009706,885,804,81
S01009707,642,593,49
S01009708,696,620,76
S01009709,865,795,70
S01009710,483,459,24
S01009711,998,885,113
S01009712,676,618,58
S01009713,904,825,79
S01009714,898,818,80
S01009715,819,761,58
S01009716,1255,1176,79
S01009717,1184,1076,108
S01009718,952,886,66
S01009719,1024,936,88
S01009720,861,760,101
S01009721,842,814,28
S01009722,1117,1055,62
S01009723,796,719,77
S01009724,1083,982,101
S01009725,942,893,49
S01009726,906,856,50
S01009727,1049,1011,38
S01009728,827,787,40
S01009729,1039,980,59
S01009730,1011,951,60
S01009731,906,849,57
S01009732,1450,1382,68
S01009733,1067,1023,44
S01009734,1809,1735,74
S01009735,823,773,50
S01009736,1641,1558,83
S01009737,781,730,51
S01009738,524,498,26
S01009739,470,453,17
S01009740,755,697,58
S01009741,963,932,31
S01009742,492,466,26
S01009743,1203,1119,84
S01009744,721,686,35
S01009745,881,832,49
S01009746,795,750,45
S01009747,947,853,94
S01009748,792,742,50
S01009749,980,895,85
S01009750,739,671,68
S01009751,1056,955,101
S01009752,835,784,51
S01009753,736,672,64
S01009754,1430,1328,102
S01009755,691,636,55
S01009756,862,810,52
S01009757,773,724,49
S01009758,1130,1017,113
S01009759,1211,1046,165
S01009760,1052,877,175
S01009761,1003,880,123
S01009762,976,819,157
S01009763,451,434,17
S01009764,952,816,136
S01009765,1031,898,133
S01009766,996,886,110
S01009767,801,666,135
S01009768,514,418,96
S01009769,1001,809,192
S01009770,874,814,60
S01009771,896,852,44
S01009772,799,709,90
S01009773,156,143,13
S01009774,108,106,2
S01009775,928,732,196
S01009776,1053,882,171
S01009777,673,569,104
S01009778,1141,855,286
S01009779,716,557,159
S01009780,936,756,180
S01009781,863,670,193
S01009782,542,488,54
S01009783,516,450,66
S01009784,1052,878,174
S01009785,1067,878,189
S01009786,1141,907,234
S01009787,964,763,201
S01009788,1300,1045,255
S01009789,1157,920,237
S01009790,940,757,183
S01009791,810,654,156
S01009792,239,217,22
S01009793,914,810,104
S01009794,368,355,13
S01009795,855,809,46
S01009796,746,602,144
S01009797,572,528,44
S01009798,970,888,82
S01009799,1535,1262,273
S01009800,1306,1078,228
S01009801,1325,1098,227
S01009802,957,815,142
S01009803,893,713,180
S01009804,414,288,126
S01009805,800,647,153
S01009806,1173,967,206
S01009807,942,827,115
S01009808,1317,1046,271
S01009809,1133,990,143
S01009810,920,738,182
S01009811,1263,985,278
S01009812,914,745,169
S01009813,1128,944,184
S01009814,1134,976,158
S01009815,1059,945,114
S01009816,1181,1076,105
S01009817,856,726,130
S01009818,925,833,92
S01009819,1145,1022,123
S01009820,1018,877,141
S01009821,862,788,74
S01009822,933,814,119
S01009823,1157,905,252
S01009824,843,673,170
S01009825,1214,1009,205
S01009826,824,682,142
S01009827,900,737,163
S01009828,1283,1030,253
S01009829,1241,1091,150
S01009830,1007,884,123
S01009831,1264,1166,98
S01009832,1090,928,162
S01009833,660,569,91
S01009834,693,578,115
S01009835,623,478,145
S01009836,756,629,127
S01009837,805,641,164
S01009838,777,646,131
S01009839,1081,920,161
S01009840,1025,818,207
S01009841,1165,926,239
S01009842,959,755,204
S01009843,560,414,146
S01009844,730,569,161
S01009845,1046,841,205
S01009846,1050,851,199
S01009847,571,470,101
S01009848,902,723,179
S01009849,1087,844,243
S01009850,966,780,186
S01009851,1060,827,233
S01009852,582,473,109
S01009853,935,785,150
S01009854,789,626,163
S01009855,758,643,115
S01009856,584,476,108
S01009857,826,683,143
S01009858,965,788,177
S01009859,1140,828,312
S01009860,988,750,238
S01009861,1571,1235,336
S01009862,1079,888,191
S01009863,987,851,136
S01009864,973,828,145
S01009865,655,548,107
S01009866,986,811,175
S01009867,992,828,164
S01009868,1086,984,102
S01009869,1043,944,99
S01009870,1012,837,175
S01009871,1048,836,212
S01009872,884,796,88
S01009873,926,817,109
S01009874,1036,892,144
S01009875,561,475,86
S01009876,983,825,158
S01009877,843,779,64
S01009878,832,750,82
S01009879,1177,1092,85
S01009880,1160,1051,109
S01009881,824,749,75
S01009882,570,500,70
S01009883,865,784,81
S01009884,961,878,83
S01009885,920,781,139
S01009886,798,704,94
S01009887,973,816,157
S01009888,821,719,102
S01009889,1132,984,148
S01009890,758,636,122
S01009891,696,572,124
S01009892,1081,886,195
S01009893,1003,856,147
S01009894,996,809,187
S01009895,932,759,173
S01009896,1258,978,280
S01009897,1275,1085,190
S01009898,894,678,216
S01009899,1074,945,129
S01009900,1127,1040,87
S01009901,999,912,87
S01009902,1100,902,198
S01009903,1155,1040,115
S01009904,756,676,80
S01009905,718,640,78
S01009906,701,629,72
S01009907,1161,1014,147
S01009908,1178,1089,89
S01009909,852,770,82
S01009910,798,732,66
S01009911,1251,1133,118
S01009912,1015,916,99
S01009913,913,866,47
S01009914,947,890,57
S01009915,908,858,50
S01009916,1224,1122,102
S01009917,816,748,68
S01009918,994,884,110
S01009919,1078,905,173
S01009920,1097,971,126
S01009921,805,733,72
S01009922,1207,1092,115
S01009923,1014,892,122
S01009924,1084,992,92
S01009925,1138,1054,84
S01009926,906,813,93
S01009927,553,479,74
S01009928,752,639,113
S01009929,578,534,44
S01009930,976,882,94
S01009931,839,785,54
S01009932,811,726,85
S01009933,1212,978,234
S01009934,889,810,79
S01009935,687,501,186
S01009936,1167,977,190
S01009937,776,586,190
S01009938,1057,832,225
S01009939,1121,933,188
S01009940,926,691,235
S01009941,1176,1073,103
S01009942,1119,925,194
S01009943,1332,1061,271
S01009944,1053,914,139
S01009945,1137,929,208
S01009946,1008,851,157
S01009947,928,816,112
S01009948,1247,1066,181
S01009949,1041,916,125
S01009950,788,738,50
S01009951,931,885,46
S01009952,1106,1016,90
S01009953,1212,1110,102
S01009954,838,786,52
S01009955,1167,1039,128
S01009956,887,746,141
S01009957,1372,1282,90
S01009958,1276,1206,70
S01009959,895,842,53
S01009960,1206,1106,100
S01009961,722,644,78
S01009962,999,885,114
S01009963,1274,1185,89
S01009964,1240,1117,123
S01009965,1028,968,60
S01009966,1262,1179,83
S01009967,1046,963,83
S01009968,661,601,60
S01009969,1277,1142,135
S01009970,1117,872,245
S01009971,1042,813,229
S01009972,761,618,143
S01009973,300,239,61
S01009974,927,738,189
S01009975,835,637,198
S01009976,749,612,137
S01009977,889,652,237
S01009978,906,755,151
S01009979,806,636,170
S01009980,527,399,128
S01009981,787,640,147
S01009982,692,581,111
S01009983,680,565,115
S01009984,988,844,144
S01009985,652,544,108
S01009986,693,545,148
S01009987,850,671,179
S01009988,671,518,153
S01009989,1108,996,112
S01009990,1045,952,93
S01009991,1030,944,86
S01009992,1057,826,231
S01009993,859,817,42
S01009994,763,707,56
S01009995,679,629,50
S01009996,925,835,90
S01009997,707,656,51
S01009998,968,884,84
S01009999,951,888,63
S01010000,981,911,70
S01010001,798,717,81
S01010002,1474,1361,113
S01010003,1044,976,68
S01010004,963,894,69
S01010005,980,845,135
S01010006,1210,1025,185
S01010007,952,881,71
S01010008,562,492,70
S01010009,699,616,83
S01010010,1509,1389,120
S01010011,831,691,140
S01010012,1711,1605,106
S01010013,1018,909,109
S01010014,1306,1136,170
S01010015,892,825,67
S01010016,777,635,142
S01010017,988,833,155
S01010018,977,780,197
S01010019,1241,979,262
S01010020,1014,845,169
S01010021,783,600,183
S01010022,298,222,76
S01010023,950,692,258
S01010024,626,509,117
S01010025,696,525,171
S01010026,783,571,212
S01010027,970,812,158
S01010028,478,348,130
S01010029,619,487,132
S01010030,458,377,81
S01010031,597,547,50
S01010032,481,398,83
S01010033,926,750,176
S01010034,1012,784,228
S01010035,650,486,164
S01010036,367,338,29
S01010037,1016,722,294
S01010038,1272,913,359
S01010039,510,445,65
S01010040,539,439,100
S01010041,780,634,146
S01010042,526,426,100
S01010043,975,800,175
S01010044,1156,873,283
S01010045,875,657,218
S01010046,1101,845,256
S01010047,1115,810,305
S01010048,1223,892,331
S01010049,891,664,227
S01010050,822,617,205
S01010051,797,603,194
S01010052,598,438,160
S01010053,542,397,145
S01010054,788,604,184
S01010055,1161,929,232
S01010056,530,416,114
S01010057,452,350,102
S01010058,964,809,155
S01010059,706,603,103
S01010060,986,790,196
S01010061,450,365,85
S01010062,812,634,178
S01010063,1197,901,296
S01010064,833,713,120
S01010065,927,717,210
S01010066,792,640,152
S01010067,946,754,192
S01010068,363,258,105
S01010069,1119,1004,115
S01010070,752,694,58
S01010071,921,767,154
S01010072,1129,958,171
S01010073,1071,907,164
S01010074,1104,949,155
S01010075,919,729,190
S01010076,969,821,148
S01010077,819,648,171
S01010078,779,719,60
S01010079,1017,928,89
S01010080,914,826,88
S01010081,1262,1152,110
S01010082,727,643,84
S01010083,1144,961,183
S01010084,1210,951,259
S01010085,1310,1156,154
S01010086,1125,896,229
S01010087,697,636,61
S01010088,252,224,28
S01010089,916,738,178
S01010090,1096,987,109
S01010091,747,661,86
S01010092,1176,907,269
S01010093,937,832,105
S01010094,1352,1222,130
S01010095,1345,1243,102
S01010096,862,801,61
S01010097,784,709,75
S01010098,784,712,72
S01010099,1070,997,73
S01010100,1030,903,127
S01010101,1200,1049,151
S01010102,784,748,36
S01010103,902,848,54
S01010104,846,780,66
S01010105,902,738,164
S01010106,758,651,107
S01010107,1073,913,160
S01010108,838,678,160
S01010109,1199,976,223
S01010110,1194,936,258
S01010111,1197,991,206
S01010112,918,760,158
S01010113,611,513,98
S01010114,739,583,156
S01010115,731,658,73
S01010116,905,814,91
S01010117,245,221,24
S01010118,818,659,159
S01010119,328,258,70
S01010120,878,743,135
S01010121,699,582,117
S01010122,625,512,113
S01010123,611,498,113
S01010124,795,720,75
S01010125,560,457,103
S01010126,701,620,81
S01010127,552,408,144
S01010128,822,685,137
S01010129,870,690,180
S01010130,824,646,178
S01010131,1214,994,220
S01010132,1027,791,236
S01010133,1003,768,235
S01010134,1345,1069,276
S01010135,1203,907,296
S01010136,1071,908,163
S01010137,1294,966,328
S01010138,1069,757,312
S01010139,1196,969,227
S01010140,1039,902,137
S01010141,1206,908,298
S01010142,709,612,97
S01010143,832,621,211
