dz_2011,total,pensioner,nonpensioner
S01011576,420,74,346
S01011577,281,20,261
S01011578,853,74,779
S01011579,355,91,264
S01011580,618,99,519
S01011581,476,138,338
S01011582,930,128,802
S01011583,485,124,361
S01011584,385,78,307
S01011585,553,109,444
S01011586,297,56,241
S01011587,297,47,250
S01011588,363,65,298
S01011589,413,99,314
S01011590,776,85,691
S01011591,393,60,333
S01011592,727,75,652
S01011593,325,86,239
S01011594,303,85,218
S01011595,427,69,358
S01011596,615,113,502
S01011597,354,55,299
S01011598,638,81,557
S01011599,434,103,331
S01011600,392,111,281
S01011601,316,24,292
S01011602,318,70,248
S01011603,528,167,361
S01011604,293,71,222
S01011605,376,114,262
S01011606,342,9,333
S01011607,477,24,453
S01011608,441,32,409
S01011609,479,61,418
S01011610,412,64,348
S01011611,428,36,392
S01011612,99,2,97
S01011613,374,75,299
S01011614,230,42,188
S01011615,507,47,460
S01011616,247,56,191
S01011617,453,93,360
S01011618,337,66,271
S01011619,355,30,325
S01011620,344,21,323
S01011621,336,44,292
S01011622,65,17,48
S01011623,743,112,631
S01011624,400,66,334
S01011625,240,39,201
S01011626,385,47,338
S01011627,260,13,247
S01011628,479,82,397
S01011629,313,48,265
S01011630,298,63,235
S01011631,330,30,300
S01011632,413,53,360
S01011633,474,100,374
S01011634,330,49,281
S01011635,348,58,290
S01011636,341,52,289
S01011637,324,56,268
S01011638,390,106,284
S01011639,299,63,236
S01011640,416,59,357
S01011641,375,74,301
S01011642,382,82,300
S01011643,413,132,281
S01011644,405,143,262
S01011645,289,97,192
S01011646,330,70,260
S01011647,390,38,352
S01011648,188,29,159
S01011649,374,49,325
S01011650,673,107,566
S01011651,446,113,333
S01011652,311,44,267
S01011653,434,78,356
S01011654,564,146,418
S01011655,471,108,363
S01011656,327,32,295
S01011657,330,42,288
S01011658,399,92,307
S01011659,430,99,331
S01011660,469,105,364
S01011661,502,91,411
S01011662,455,42,413
S01011663,492,41,451
S01011664,408,74,334
S01011665,557,118,439
S01011666,532,142,390
S01011667,484,103,381
S01011668,678,103,575
S01011669,392,114,278
S01011670,362,72,290
S01011671,353,105,248
S01011672,350,91,259
S01011673,391,68,323
S01011674,672,114,558
S01011675,599,87,512
S01011676,350,77,273
S01011677,62,10,52
S01011678,222,47,175
S01011679,543,62,481
S01011680,531,118,413
S01011681,345,63,282
S01011682,633,54,579
S01011683,500,56,444
S01011684,335,75,260
S01011685,320,32,288
S01011686,385,66,319
S01011687,418,81,337
S01011688,440,58,382
S01011689,351,39,312
S01011690,633,85,548
S01011691,175,28,147
S01011692,525,109,416
S01011693,702,94,608
S01011694,263,17,246
S01011695,1226,77,1149
S01011696,292,23,269
S01011697,421,58,363
S01011698,271,55,216
S01011699,387,81,306
S01011700,400,102,298
S01011701,532,96,436
S01011702,427,102,325
S01011703,373,78,295
S01011704,571,40,531
S01011705,661,61,600
S01011706,450,123,327
S01011707,283,68,215
S01011708,519,122,397
S01011709,443,87,356
S01011710,295,39,256
S01011711,532,119,413
S01011712,294,53,241
S01011713,516,121,395
S01011714,469,18,451
S01011715,506,104,402
S01011716,389,41,348
S01011717,315,68,247
S01011718,360,17,343
S01011719,658,24,634
S01011720,256,43,213
S01011721,333,75,258
S01011722,572,152,420
S01011723,782,93,689
S01011724,261,5,256
S01011725,219,15,204
S01011726,208,13,195
S01011727,496,23,473
S01011728,393,60,333
S01011729,505,111,394
S01011730,431,114,317
S01011731,443,105,338
S01011732,360,79,281
S01011733,352,86,266
S01011734,393,106,287
S01011735,288,75,213
S01011736,467,84,383
S01011737,369,82,287
S01011738,495,62,433
S01011739,296,64,232
S01011740,327,57,270
S01011741,477,86,391
S01011742,382,94,288
S01011743,379,94,285
S01011744,462,135,327
S01011745,542,208,334
S01011746,386,115,271
S01011747,453,69,384
S01011748,464,56,408
S01011749,423,27,396
S01011750,398,99,299
S01011751,614,70,544
S01011752,544,83,461
S01011753,366,87,279
S01011754,419,121,298
S01011755,456,56,400
S01011756,513,69,444
S01011757,434,93,341
S01011758,252,37,215
S01011759,371,84,287
S01011760,411,85,326
S01011761,326,44,282
S01011762,441,91,350
S01011763,350,75,275
S01011764,136,17,119
S01011765,452,47,405
S01011766,287,42,245
S01011767,574,132,442
S01011768,433,56,377
S01011769,424,111,313
S01011770,451,113,338
S01011771,238,23,215
S01011772,390,68,322
S01011773,200,12,188
S01011774,354,27,327
S01011775,296,16,280
S01011776,362,14,348
S01011777,264,33,231
S01011778,261,45,216
S01011779,324,77,247
S01011780,315,36,279
S01011781,356,56,300
S01011782,334,55,279
S01011783,213,30,183
S01011784,349,62,287
S01011785,459,117,342
S01011786,65,1,64
S01011787,531,111,420
S01011788,382,29,353
S01011789,1067,108,959
S01011790,521,75,446
S01011791,391,88,303
S01011792,515,205,310
S01011793,368,100,268
S01011794,472,97,375
S01011795,462,76,386
S01011796,435,108,327
S01011797,418,83,335
S01011798,242,48,194
S01011799,379,76,303
S01011800,281,70,211
S01011801,287,33,254
S01011802,361,104,257
S01011803,348,60,288
S01011804,505,123,382
S01011805,461,131,330
S01011806,578,157,421
S01011807,444,100,344
S01011808,432,104,328
S01011809,302,61,241
S01011810,545,108,437
S01011811,478,116,362
S01011812,486,115,371
S01011813,382,80,302
S01011814,297,77,220
S01011815,313,56,257
S01011816,285,65,220
S01011817,294,64,230
S01011818,699,154,545
S01011819,622,158,464
S01011820,434,116,318
S01011821,321,61,260
S01011822,510,122,388
S01011823,290,66,224
S01011824,436,76,360
S01011825,275,68,207
S01011826,356,75,281
S01011827,329,105,224
S01011828,411,103,308
S01011829,250,48,202
S01011830,392,101,291
S01011831,510,164,346
S01011832,405,124,281
S01011833,360,82,278
S01011834,307,58,249
S01011835,278,48,230
S01011836,479,118,361
S01011837,362,72,290
S01011838,487,111,376
S01011839,487,133,354
S01011840,513,102,411
S01011841,721,196,525
S01011842,615,176,439
S01011843,495,116,379
S01011844,421,110,311
S01011845,382,105,277
S01011846,385,93,292
S01011847,178,37,141
S01011848,352,85,267
S01011849,352,66,286
S01011850,483,114,369
S01011851,368,80,288
S01011852,460,143,317
S01011853,405,79,326
S01011854,473,150,323
S01011855,527,143,384
S01011856,304,124,180
S01011857,583,150,433
S01011858,503,195,308
S01011859,559,234,325
S01011860,319,89,230
S01011861,389,102,287
S01011862,454,168,286
S01011863,412,133,279
S01011864,344,112,232
S01011865,314,111,203
S01011866,538,149,389
S01011867,599,186,413
S01011868,475,128,347
S01011869,542,143,399
S01011870,380,74,306
S01011871,474,76,398
S01011872,436,86,350
S01011873,339,46,293
S01011874,357,65,292
S01011875,506,159,347
S01011876,447,93,354
S01011877,361,107,254
S01011878,529,111,418
S01011879,314,63,251
S01011880,488,87,401
S01011881,388,109,279
S01011882,450,167,283
S01011883,625,148,477
S01011884,311,47,264
S01011885,303,55,248
S01011886,545,111,434
S01011887,290,63,227
S01011888,593,113,480
S01011889,474,156,318
S01011890,418,96,322
S01011891,378,93,285
S01011892,616,85,531
S01011893,585,135,450
S01011894,437,76,361
S01011895,536,174,362
S01011896,478,144,334
S01011897,480,147,333
S01011898,398,83,315
S01011899,441,130,311
S01011900,293,75,218
S01011901,491,120,371
S01011902,507,178,329
S01011903,406,148,258
S01011904,368,101,267
S01011905,339,83,256
S01011906,161,51,110
S01011907,378,69,309
S01011908,233,36,197
S01011909,342,11,331
S01011910,587,127,460
S01011911,324,88,236
S01011912,383,74,309
S01011913,414,66,348
S01011914,410,51,359
S01011915,376,76,300
S01011916,367,72,295
S01011917,281,59,222
S01011918,414,48,366
S01011919,496,62,434
S01011920,325,72,253
S01011921,285,62,223
S01011922,403,64,339
S01011923,451,71,380
S01011924,424,87,337
S01011925,337,25,312
S01011926,376,66,310
S01011927,285,53,232
S01011928,379,78,301
S01011929,319,90,229
S01011930,333,77,256
S01011931,278,34,244
S01011932,142,19,123
S01011933,830,89,741
S01011934,443,117,326
S01011935,567,96,471
S01011936,380,58,322
S01011937,408,87,321
S01011938,282,64,218
S01011939,600,75,525
S01011940,575,78,497
S01011941,687,84,603
S01011942,625,139,486
S01011943,914,195,719
S01011944,218,60,158
S01011945,575,169,406
S01011946,465,162,303
S01011947,260,95,165
S01011948,527,193,334
S01011949,445,177,268
S01011950,431,182,249
S01011951,377,133,244
S01011952,385,98,287
S01011953,405,127,278
S01011954,283,99,184
S01011955,529,166,363
S01011956,424,86,338
S01011957,398,89,309
S01011958,858,210,648
S01011959,365,88,277
S01011960,476,72,404
S01011961,502,87,415
S01011962,413,71,342
S01011963,342,90,252
S01011964,493,123,370
S01011965,458,160,298
S01011966,351,96,255
S01011967,420,84,336
S01011968,664,166,498
S01011969,733,174,559
S01011970,800,188,612
S01011971,280,72,208
S01011972,786,200,586
S01011973,272,71,201
S01011974,358,84,274
S01011975,199,47,152
S01011976,452,130,322
S01011977,567,143,424
S01011978,589,207,382
S01011979,501,142,359
S01011980,230,53,177
S01011981,488,114,374
S01011982,619,144,475
S01011983,542,171,371
S01011984,315,90,225
S01011985,293,85,208
S01011986,461,91,370
S01011987,500,125,375
S01011988,326,112,214
S01011989,379,116,263
S01011990,364,150,214
S01011991,421,120,301
S01011992,535,170,365
S01011993,541,175,366
S01011994,358,136,222
S01011995,399,66,333
S01011996,333,89,244
S01011997,561,134,427
S01011998,389,89,300
S01011999,291,67,224
S01012000,244,56,188
S01012001,403,96,307
S01012002,334,113,221
S01012003,381,105,276
S01012004,727,198,529
S01012005,593,125,468
S01012006,340,67,273
S01012007,450,143,307
S01012008,632,182,450
S01012009,300,75,225
S01012010,657,220,437
S01012011,692,226,466
S01012012,320,130,190
S01012013,357,97,260
S01012014,833,226,607
S01012015,604,170,434
S01012016,360,87,273
S01012017,252,65,187
S01012018,374,94,280
S01012019,394,66,328
S01012020,489,134,355
S01012021,340,70,270
S01012022,471,71,400
S01012023,283,63,220
S01012024,484,84,400
S01012025,288,65,223
S01012026,348,58,290
S01012027,720,91,629
S01012028,440,92,348
S01012029,526,85,441
S01012030,512,103,409
S01012031,231,76,155
S01012032,142,31,111
S01012033,435,127,308
S01012034,447,100,347
S01012035,532,127,405
S01012036,536,145,391
S01012037,546,110,436
S01012038,519,55,464
S01012039,453,110,343
S01012040,255,36,219
S01012041,528,116,412
S01012042,489,125,364
S01012043,380,44,336
S01012044,519,153,366
S01012045,659,119,540
S01012046,445,127,318
S01012047,611,194,417
S01012048,433,116,317
S01012049,391,78,313
S01012050,478,54,424
S01012051,255,84,171
S01012052,497,140,357
S01012053,491,103,388
S01012054,596,71,525
S01012055,493,146,347
S01012056,394,122,272
S01012057,316,87,229
S01012058,416,111,305
S01012059,467,110,357
S01012060,466,136,330
S01012061,643,111,532
S01012062,420,59,361
S01012063,297,18,279
S01012064,366,26,340
S01012065,289,22,267
S01012066,382,25,357
S01012067,319,30,289
S01012068,385,55,330
S01012069,375,53,322
S01012070,603,118,485
S01012071,785,140,645
S01012072,740,128,612
S01012073,335,39,296
S01012074,297,42,255
S01012075,445,81,364
S01012076,501,120,381
S01012077,511,81,430
S01012078,367,30,337
S01012079,627,133,494
S01012080,487,72,415
S01012081,387,58,329
S01012082,495,88,407
S01012083,562,125,437
S01012084,274,63,211
S01012085,345,87,258
S01012086,448,93,355
S01012087,394,115,279
S01012088,256,24,232
S01012089,357,63,294
S01012090,433,97,336
S01012091,367,82,285
S01012092,269,63,206
S01012093,295,72,223
S01012094,355,91,264
S01012095,545,83,462
S01012096,388,97,291
S01012097,279,62,217
S01012098,431,88,343
S01012099,425,89,336
S01012100,722,161,561
S01012101,371,94,277
S01012102,424,50,374
S01012103,482,62,420
S01012104,345,46,299
S01012105,671,121,550
S01012106,575,93,482
S01012107,279,56,223
S01012108,697,308,389
S01012109,744,82,662
S01012110,541,152,389
S01012111,673,164,509
S01012112,579,234,345
S01012113,568,185,383
S01012114,567,127,440
S01012115,362,110,252
S01012116,320,101,219
S01012117,260,23,237
S01012118,393,32,361
S01012119,349,73,276
S01012120,256,46,210
S01012121,404,93,311
S01012122,365,83,282
S01012123,314,57,257
S01012124,353,59,294
S01012125,664,124,540
S01012126,477,30,447
S01012127,760,57,703
S01012128,431,32,399
S01012129,602,104,498
S01012130,770,234,536
S01012131,904,128,776
S01012132,547,99,448
S01012133,558,41,517
S01012134,738,209,529
S01012135,732,101,631
S01012136,573,39,534
S01012137,575,157,418
S01012138,550,120,430
S01012139,574,159,415
S01012140,377,104,273
S01012141,511,137,374
S01012142,395,125,270
S01012143,554,179,375
S01012144,449,146,303
S01012145,436,120,316
S01012146,651,150,501
S01012147,537,122,415
S01012148,364,61,303
S01012149,380,47,333
S01012150,359,92,267
S01012151,523,159,364
S01012152,479,73,406
S01012153,453,45,408
S01012154,502,78,424
S01012155,551,89,462
S01012156,691,129,562
S01012157,547,93,454
S01012158,760,72,688
S01012159,229,65,164
S01012160,409,86,323
S01012161,240,33,207
S01012162,428,32,396
S01012163,421,47,374
S01012164,488,32,456
S01012165,452,58,394
S01012166,394,48,346
S01012167,388,82,306
S01012168,477,135,342
S01012169,429,109,320
S01012170,670,206,464
S01012171,576,146,430
S01012172,460,119,341
S01012173,334,124,210
S01012174,429,85,344
S01012175,467,64,403
S01012176,577,80,497
S01012177,335,53,282
S01012178,400,74,326
S01012179,379,128,251
S01012180,339,120,219
S01012181,669,216,453
S01012182,644,103,541
S01012183,1105,96,1009
S01012184,451,37,414
S01012185,553,56,497
S01012186,430,116,314
S01012187,471,108,363
S01012188,298,94,204
S01012189,348,62,286
S01012190,311,27,284
S01012191,411,83,328
S01012192,174,45,129
S01012193,249,20,229
S01012194,273,18,255
S01012195,360,82,278
S01012196,211,20,191
S01012197,473,120,353
S01012198,499,100,399
S01012199,375,79,296
S01012200,278,59,219
S01012201,460,94,366
S01012202,241,56,185
S01012203,386,84,302
S01012204,270,22,248
S01012205,358,40,318
S01012206,363,45,318
S01012207,521,140,381
S01012208,599,135,464
S01012209,459,109,350
S01012210,385,145,240
S01012211,503,112,391
S01012212,461,92,369
S01012213,426,86,340
S01012214,338,101,237
S01012215,385,71,314
S01012216,511,99,412
S01012217,267,35,232
S01012218,292,65,227
S01012219,446,134,312
S01012220,531,119,412
S01012221,379,129,250
S01012222,614,160,454
S01012223,399,121,278
S01012224,461,113,348
S01012225,551,121,430
S01012226,320,60,260
S01012227,356,63,293
S01012228,291,46,245
S01012229,385,61,324
S01012230,454,90,364
S01012231,289,40,249
S01012232,433,71,362
S01012233,341,59,282
S01012234,563,76,487
S01012235,362,87,275
S01012236,380,88,292
S01012237,350,88,262
S01012238,309,74,235
S01012239,274,56,218
S01012240,391,119,272
S01012241,301,72,229
S01012242,338,79,259
S01012243,364,84,280
S01012244,403,74,329
S01012245,564,149,415
S01012246,401,62,339
S01012247,303,68,235
S01012248,383,66,317
S01012249,429,82,347
S01012250,367,84,283
S01012251,539,142,397
S01012252,537,121,416
S01012253,563,160,403
S01012254,432,113,319
S01012255,475,179,296
S01012256,556,94,462
S01012257,515,128,387
S01012258,730,167,563
S01012259,388,149,239
S01012260,632,154,478
S01012261,512,95,417
S01012262,786,132,654
S01012263,403,80,323
S01012264,222,59,163
S01012265,525,129,396
S01012266,620,193,427
S01012267,479,94,385
S01012268,657,134,523
S01012269,461,145,316
S01012270,395,84,311
S01012271,624,88,536
S01012272,381,82,299
S01012273,424,100,324
S01012274,566,82,484
S01012275,450,64,386
S01012276,767,128,639
S01012277,639,91,548
S01012278,713,182,531
S01012279,628,92,536
S01012280,488,100,388
S01012281,490,115,375
S01012282,521,193,328
S01012283,437,83,354
S01012284,436,126,310
S01012285,308,93,215
S01012286,590,92,498
S01012287,599,113,486
S01012288,550,106,444
S01012289,580,176,404
S01012290,328,109,219
S01012291,371,64,307
S01012292,630,221,409
S01012293,442,65,377
S01012294,447,62,385
S01012295,280,20,260
S01012296,462,50,412
S01012297,447,58,389
S01012298,591,121,470
S01012299,257,44,213
S01012300,558,155,403
S01012301,441,86,355
S01012302,321,60,261
S01012303,410,90,320
S01012304,522,117,405
S01012305,431,141,290
S01012306,440,152,288
S01012307,451,117,334
S01012308,408,88,320
S01012309,440,128,312
S01012310,702,175,527
S01012311,415,138,277
S01012312,439,92,347
S01012313,384,86,298
S01012314,414,108,306
S01012315,447,148,299
S01012316,353,108,245
S01012317,222,63,159
S01012318,329,51,278
S01012319,485,101,384
S01012320,349,89,260
S01012321,551,142,409
S01012322,551,147,404
S01012323,632,164,468
S01012324,469,104,365
S01012325,437,173,264
S01012326,496,160,336
S01012327,433,135,298
S01012328,408,144,264
S01012329,446,121,325
S01012330,321,99,222
S01012331,537,171,366
S01012332,537,115,422
S01012333,613,155,458
S01012334,411,128,283
S01012335,786,148,638
S01012336,451,161,290
S01012337,520,183,337
S01012338,480,181,299
S01012339,561,201,360
S01012340,523,160,363
S01012341,404,72,332
S01012342,437,119,318
S01012343,498,104,394
S01012344,541,123,418
S01012345,357,91,266
S01012346,575,142,433
S01012347,327,123,204
S01012348,531,139,392
S01012349,503,133,370
S01012350,535,141,394
S01012351,464,117,347
S01012352,552,146,406
S01012353,488,140,348
S01012354,518,179,339
S01012355,468,89,379
S01012356,532,148,384
S01012357,427,100,327
S01012358,376,91,285
S01012359,422,91,331
S01012360,324,49,275
S01012361,371,72,299
S01012362,477,66,411
S01012363,709,216,493
S01012364,487,136,351
S01012365,573,157,416
S01012366,609,193,416
S01012367,492,139,353
S01012368,367,101,266
S01012369,506,148,358
S01012370,708,213,495
S01012371,619,186,433
S01012372,663,198,465
S01012373,608,155,453
S01012374,402,92,310
S01012375,595,147,448
S01012376,407,75,332
S01012377,324,80,244
S01012378,299,67,232
S01012379,263,65,198
S01012380,687,133,554
S01012381,560,209,351
S01012382,489,126,363
S01012383,540,183,357
S01012384,307,101,206
S01012385,370,62,308
S01012386,521,90,431
S01012387,407,96,311
S01012388,306,62,244
S01012389,388,54,334
S01012390,307,49,258
S01012391,593,73,520
S01012392,353,55,298
S01012393,558,90,468
S01012394,426,66,360
S01012395,379,100,279
S01012396,428,102,326
S01012397,418,128,290
S01012398,532,106,426
S01012399,393,101,292
S01012400,441,86,355
S01012401,469,63,406
S01012402,184,19,165
S01012403,437,75,362
S01012404,589,105,484
S01012405,274,41,233
S01012406,303,65,238
S01012407,432,85,347
S01012408,336,73,263
S01012409,483,108,375
S01012410,543,81,462
S01012411,593,100,493
S01012412,281,58,223
S01012413,450,131,319
S01012414,341,104,237
S01012415,278,69,209
S01012416,216,65,151
S01012417,299,99,200
S01012418,343,91,252
S01012419,438,120,318
S01012420,469,112,357
S01012421,471,135,336
S01012422,579,138,441
S01012423,443,98,345
S01012424,414,100,314
S01012425,307,85,222
S01012426,286,67,219
S01012427,336,76,260
S01012428,368,90,278
S01012429,286,94,192
S01012430,491,148,343
S01012431,505,177,328
S01012432,395,148,247
S01012433,422,161,261
S01012434,394,87,307
S01012435,446,94,352
S01012436,410,82,328
S01012437,362,92,270
S01012438,429,70,359
S01012439,414,95,319
S01012440,378,78,300
S01012441,419,97,322
S01012442,423,80,343
S01012443,313,68,245
S01012444,538,133,405
S01012445,39,16,23
S01012446,321,69,252
S01012447,404,97,307
S01012448,361,61,300
S01012449,302,57,245
S01012450,368,66,302
S01012451,397,175,222
S01012452,365,146,219
S01012453,413,138,275
S01012454,462,169,293
S01012455,246,79,167
S01012456,385,119,266
S01012457,561,152,409
S01012458,358,116,242
S01012459,336,73,263
S01012460,331,101,230
S01012461,276,74,202
S01012462,449,130,319
S01012463,329,52,277
S01012464,255,19,236
S01012465,312,47,265
S01012466,453,133,320
S01012467,574,174,400
S01012468,359,95,264
S01012469,466,145,321
S01012470,492,149,343
S01012471,352,126,226
S01012472,359,143,216
S01012473,276,65,211
S01012474,430,154,276
S01012475,344,122,222
S01012476,495,137,358
S01012477,337,74,263
S01012478,368,94,274
S01012479,393,74,319
S01012480,460,68,392
S01012481,419,67,352
S01012482,466,208,258
S01012483,570,145,425
S01012484,515,143,372
S01012485,610,227,383
S01012486,352,163,189
S01012487,306,58,248
S01012488,483,137,346
S01012489,656,79,577
S01012490,731,141,590
S01012491,389,44,345
S01012492,623,145,478
S01012493,478,228,250
S01012494,642,157,485
S01012495,539,120,419
S01012496,314,79,235
S01012497,310,88,222
S01012498,385,63,322
S01012499,501,74,427
S01012500,263,52,211
S01012501,401,61,340
S01012502,471,49,422
S01012503,308,76,232
S01012504,323,65,258
S01012505,547,132,415
S01012506,241,78,163
S01012507,482,117,365
S01012508,446,108,338
S01012509,256,78,178
S01012510,457,88,369
S01012511,388,88,300
S01012512,403,92,311
S01012513,234,39,195
S01012514,335,26,309
S01012515,404,122,282
S01012516,301,86,215
S01012517,482,96,386
S01012518,452,149,303
S01012519,416,132,284
S01012520,345,118,227
S01012521,383,104,279
S01012522,396,114,282
S01012523,488,170,318
S01012524,520,216,304
S01012525,473,141,332
S01012526,421,160,261
S01012527,285,90,195
S01012528,337,59,278
S01012529,403,110,293
S01012530,499,182,317
S01012531,500,122,378
S01012532,481,102,379
S01012533,456,124,332
S01012534,440,134,306
S01012535,408,101,307
S01012536,341,74,267
S01012537,477,102,375
S01012538,527,111,416
S01012539,356,93,263
S01012540,440,100,340
S01012541,495,86,409
S01012542,512,135,377
S01012543,276,48,228
S01012544,388,79,309
S01012545,270,71,199
S01012546,384,91,293
S01012547,312,95,217
S01012548,465,130,335
S01012549,372,91,281
S01012550,416,99,317
S01012551,436,94,342
S01012552,386,98,288
S01012553,360,45,315
S01012554,341,67,274
S01012555,211,33,178
S01012556,221,57,164
S01012557,322,88,234
S01012558,344,57,287
S01012559,600,221,379
S01012560,527,187,340
S01012561,578,207,371
S01012562,701,212,489
S01012563,331,126,205
S01012564,397,143,254
S01012565,491,200,291
S01012566,485,132,353
S01012567,621,148,473
S01012568,457,155,302
S01012569,354,124,230
S01012570,314,59,255
S01012571,362,72,290
S01012572,244,49,195
S01012573,325,49,276
S01012574,536,114,422
S01012575,346,79,267
S01012576,527,131,396
S01012577,437,107,330
S01012578,682,237,445
S01012579,330,51,279
S01012580,325,50,275
S01012581,486,88,398
S01012582,417,70,347
S01012583,326,61,265
S01012584,331,85,246
S01012585,708,153,555
S01012586,313,43,270
S01012587,387,58,329
S01012588,310,53,257
S01012589,337,68,269
S01012590,503,135,368
S01012591,556,149,407
S01012592,266,37,229
S01012593,473,56,417
S01012594,293,74,219
S01012595,370,88,282
S01012596,347,61,286
S01012597,170,37,133
S01012598,332,73,259
S01012599,356,93,263
S01012600,308,41,267
S01012601,357,56,301
S01012602,388,117,271
S01012603,337,78,259
S01012604,369,82,287
S01012605,388,93,295
S01012606,106,2,104
S01012607,312,55,257
S01012608,458,111,347
S01012609,439,100,339
S01012610,561,90,471
S01012611,382,82,300
S01012612,478,118,360
S01012613,517,83,434
S01012614,494,110,384
S01012615,441,108,333
S01012616,419,91,328
S01012617,294,28,266
S01012618,266,32,234
S01012619,382,107,275
S01012620,425,140,285
S01012621,421,138,283
S01012622,390,98,292
S01012623,417,84,333
S01012624,359,85,274
S01012625,343,67,276
S01012626,347,67,280
S01012627,283,55,228
S01012628,545,76,469
S01012629,144,40,104
S01012630,508,197,311
S01012631,497,67,430
S01012632,304,53,251
S01012633,458,114,344
S01012634,596,142,454
S01012635,791,131,660
S01012636,599,73,526
S01012637,471,96,375
S01012638,479,140,339
S01012639,672,245,427
S01012640,610,115,495
S01012641,484,176,308
S01012642,750,146,604
S01012643,238,42,196
S01012644,345,107,238
S01012645,598,154,444
S01012646,535,99,436
S01012647,438,29,409
S01012648,293,55,238
S01012649,363,86,277
S01012650,342,66,276
S01012651,380,95,285
S01012652,431,88,343
S01012653,405,48,357
S01012654,401,74,327
S01012655,567,116,451
S01012656,465,125,340
S01012657,406,86,320
S01012658,424,109,315
S01012659,298,40,258
S01012660,338,92,246
S01012661,415,84,331
S01012662,438,110,328
S01012663,422,113,309
S01012664,520,130,390
S01012665,397,95,302
S01012666,377,104,273
S01012667,324,76,248
S01012668,506,106,400
S01012669,417,110,307
S01012670,295,86,209
S01012671,562,110,452
S01012672,403,81,322
S01012673,394,63,331
S01012674,320,57,263
S01012675,476,80,396
S01012676,387,62,325
S01012677,256,53,203
S01012678,268,32,236
S01012679,372,99,273
S01012680,210,37,173
S01012681,370,81,289
S01012682,365,127,238
S01012683,405,51,354
S01012684,177,31,146
S01012685,488,79,409
S01012686,568,120,448
S01012687,561,188,373
S01012688,483,138,345
S01012689,226,50,176
S01012690,202,39,163
S01012691,402,85,317
S01012692,443,114,329
S01012693,321,45,276
S01012694,261,56,205
S01012695,306,53,253
S01012696,272,47,225
S01012697,197,38,159
S01012698,427,93,334
S01012699,429,91,338
S01012700,341,69,272
S01012701,501,132,369
S01012702,292,50,242
S01012703,270,24,246
S01012704,329,56,273
S01012705,257,18,239
S01012706,421,75,346
S01012707,322,47,275
S01012708,431,92,339
S01012709,310,92,218
S01012710,474,107,367
S01012711,611,121,490
S01012712,358,117,241
S01012713,510,166,344
S01012714,285,93,192
S01012715,539,122,417
S01012716,472,138,334
S01012717,685,222,463
S01012718,489,107,382
S01012719,666,124,542
S01012720,546,77,469
S01012721,312,95,217
S01012722,605,110,495
S01012723,434,98,336
S01012724,412,109,303
S01012725,607,115,492
S01012726,411,113,298
S01012727,396,74,322
S01012728,448,54,394
S01012729,392,74,318
S01012730,266,37,229
S01012731,335,71,264
S01012732,332,53,279
S01012733,1203,25,1178
S01012734,44,9,35
S01012735,251,56,195
S01012736,501,63,438
S01012737,517,64,453
S01012738,255,44,211
S01012739,50,9,41
S01012740,40,3,37
S01012741,272,31,241
S01012742,359,74,285
S01012743,416,97,319
S01012744,277,28,249
S01012745,406,102,304
S01012746,465,76,389
S01012747,481,94,387
S01012748,369,62,307
S01012749,387,48,339
S01012750,336,39,297
S01012751,651,157,494
S01012752,375,45,330
S01012753,235,37,198
S01012754,417,83,334
S01012755,327,82,245
S01012756,759,154,605
S01012757,236,57,179
S01012758,321,63,258
S01012759,383,78,305
S01012760,424,71,353
S01012761,478,89,389
S01012762,347,88,259
S01012763,287,62,225
S01012764,424,79,345
S01012765,267,65,202
S01012766,318,63,255
S01012767,328,80,248
S01012768,344,54,290
S01012769,361,23,338
S01012770,408,103,305
S01012771,406,93,313
S01012772,480,88,392
S01012773,568,125,443
S01012774,408,55,353
S01012775,326,78,248
S01012776,383,66,317
S01012777,481,70,411
S01012778,488,57,431
S01012779,425,29,396
S01012780,443,90,353
S01012781,300,56,244
S01012782,408,76,332
S01012783,445,59,386
S01012784,533,87,446
S01012785,388,79,309
S01012786,685,107,578
S01012787,271,37,234
S01012788,409,51,358
S01012789,462,88,374
S01012790,405,85,320
S01012791,379,129,250
S01012792,551,150,401
S01012793,495,111,384
S01012794,259,57,202
S01012795,523,95,428
S01012796,389,50,339
S01012797,299,23,276
S01012798,546,177,369
S01012799,548,167,381
S01012800,487,127,360
S01012801,303,136,167
S01012802,259,34,225
S01012803,315,53,262
S01012804,396,85,311
S01012805,440,86,354
S01012806,378,60,318
S01012807,492,48,444
S01012808,475,146,329
S01012809,483,132,351
S01012810,481,118,363
S01012811,379,109,270
S01012812,402,73,329
S01012813,416,115,301
S01012814,365,34,331
S01012815,510,33,477
S01012816,369,60,309
S01012817,164,6,158
S01012818,325,20,305
S01012819,523,110,413
S01012820,892,28,864
S01012821,626,35,591
S01012822,438,68,370
S01012823,255,6,249
S01012824,551,65,486
S01012825,632,75,557
S01012826,637,44,593
S01012827,574,36,538
S01012828,833,30,803
S01012829,362,58,304
S01012830,313,71,242
S01012831,383,127,256
S01012832,215,35,180
S01012833,449,68,381
S01012834,353,61,292
S01012835,447,98,349
S01012836,203,3,200
S01012837,557,48,509
S01012838,534,44,490
S01012839,300,40,260
S01012840,367,17,350
S01012841,303,52,251
S01012842,446,57,389
S01012843,426,100,326
S01012844,335,47,288
S01012845,421,101,320
