"output_area","All people in households","Owned","Owned: Owned outright","Owned: Owned with a mortgage or loan","Owned: Shared ownership (part owned and part rented)","Social rented","Social rented: Rented from council (Local authority)","Social rented: Other social rented","Private rented","Private rented: Private landlord or letting agency","Private rented: Employer of a household member","Private rented: Relative or friend of a household member","Private rented: Other","Living rent free"
"S00089349",97,93,57,36,0,0,0,0,4,2,0,2,0,0
"S00089350",123,114,51,62,1,0,0,0,8,8,0,0,0,1
"S00089351",175,132,47,85,0,4,4,0,39,39,0,0,0,0
"S00089352",154,136,93,43,0,0,0,0,17,17,0,0,0,1
"S00089353",111,108,54,54,0,0,0,0,2,2,0,0,0,1
"S00089354",89,78,37,41,0,0,0,0,7,5,0,2,0,4
"S00089355",165,159,66,93,0,0,0,0,4,4,0,0,0,2
"S00089356",61,40,14,26,0,12,12,0,9,9,0,0,0,0
"S00089357",118,72,33,37,2,22,22,0,23,18,0,5,0,1
"S00089358",85,43,25,18,0,30,28,2,7,5,0,2,0,5
"S00089359",129,84,24,60,0,31,28,3,10,10,0,0,0,4
"S00089360",113,54,19,35,0,46,46,0,13,7,0,6,0,0
"S00089361",151,91,39,48,4,50,26,24,7,3,0,4,0,3
"S00089362",102,47,22,25,0,5,2,3,48,18,0,0,30,2
"S00089363",60,51,14,37,0,1,1,0,6,6,0,0,0,2
"S00089364",96,31,11,20,0,2,1,1,60,60,0,0,0,3
"S00089365",132,30,3,27,0,1,0,1,98,96,0,2,0,3
"S00089366",105,45,11,34,0,7,7,0,53,51,0,2,0,0
"S00089367",102,55,25,28,2,26,20,6,20,20,0,0,0,1
"S00089368",58,30,5,18,7,0,0,0,28,26,0,2,0,0
"S00089369",120,37,6,24,7,4,2,2,73,67,0,6,0,6
"S00089370",107,29,13,15,1,43,41,2,32,30,0,2,0,3
"S00089371",121,63,30,33,0,32,31,1,25,23,0,2,0,1
"S00089372",63,39,19,20,0,11,11,0,12,8,0,4,0,1
"S00089373",97,52,23,29,0,0,0,0,45,38,0,7,0,0
"S00089374",55,51,16,35,0,2,2,0,1,0,0,1,0,1
"S00089375",137,135,72,63,0,0,0,0,2,2,0,0,0,0
"S00089376",135,128,80,48,0,0,0,0,6,6,0,0,0,1
"S00089377",82,71,38,33,0,4,2,2,6,6,0,0,0,1
"S00089378",103,89,50,39,0,0,0,0,11,11,0,0,0,3
"S00089379",169,162,100,62,0,0,0,0,6,3,0,3,0,1
"S00089380",156,151,59,92,0,0,0,0,5,5,0,0,0,0
"S00089381",108,91,51,40,0,0,0,0,9,9,0,0,0,8
"S00089382",126,115,68,47,0,2,2,0,7,7,0,0,0,2
"S00089383",108,104,71,33,0,0,0,0,4,4,0,0,0,0
"S00089384",106,89,28,61,0,0,0,0,17,14,0,3,0,0
"S00089385",138,107,54,53,0,2,2,0,28,22,4,2,0,1
"S00089386",170,141,101,40,0,0,0,0,25,25,0,0,0,4
"S00089387",158,145,100,45,0,0,0,0,13,13,0,0,0,0
"S00089388",159,152,49,103,0,1,1,0,5,3,2,0,0,1
"S00089389",98,97,61,36,0,1,1,0,0,0,0,0,0,0
"S00089390",93,59,33,26,0,16,16,0,16,7,0,2,7,2
"S00089391",101,40,26,14,0,48,48,0,10,10,0,0,0,3
"S00089392",85,11,10,1,0,74,71,3,0,0,0,0,0,0
"S00089393",86,10,8,2,0,58,58,0,18,17,0,1,0,0
"S00089394",68,15,8,7,0,52,50,2,1,1,0,0,0,0
"S00089395",111,54,31,23,0,55,52,3,0,0,0,0,0,2
"S00089396",72,14,2,12,0,48,47,1,9,9,0,0,0,1
"S00089397",101,74,34,40,0,13,13,0,14,14,0,0,0,0
"S00089398",96,88,63,25,0,3,3,0,5,5,0,0,0,0
"S00089399",51,3,3,0,0,45,45,0,2,0,0,2,0,1
"S00089400",98,80,38,42,0,0,0,0,17,17,0,0,0,1
"S00089401",73,38,22,16,0,28,28,0,7,7,0,0,0,0
"S00089402",84,57,20,37,0,18,18,0,9,4,0,5,0,0
"S00089403",98,84,53,31,0,0,0,0,13,11,2,0,0,1
"S00089404",95,95,67,28,0,0,0,0,0,0,0,0,0,0
"S00089405",112,94,57,37,0,3,3,0,15,15,0,0,0,0
"S00089406",145,137,60,77,0,5,5,0,3,3,0,0,0,0
"S00089407",128,69,31,38,0,34,33,1,24,15,3,6,0,1
"S00089408",104,95,39,56,0,1,0,1,5,1,0,4,0,3
"S00089409",117,95,35,60,0,3,3,0,19,17,0,2,0,0
"S00089410",121,120,46,74,0,0,0,0,0,0,0,0,0,1
"S00089411",98,91,42,49,0,0,0,0,7,7,0,0,0,0
"S00089412",190,181,99,82,0,0,0,0,9,9,0,0,0,0
"S00089413",188,171,72,99,0,0,0,0,11,11,0,0,0,6
"S00089414",63,51,25,26,0,11,11,0,1,1,0,0,0,0
"S00089415",97,72,21,51,0,22,22,0,2,2,0,0,0,1
"S00089416",151,126,71,55,0,8,8,0,17,17,0,0,0,0
"S00089417",133,117,61,56,0,3,3,0,13,13,0,0,0,0
"S00089418",149,124,63,61,0,0,0,0,23,23,0,0,0,2
"S00089419",118,84,29,55,0,9,9,0,25,25,0,0,0,0
"S00089420",142,123,53,70,0,0,0,0,19,19,0,0,0,0
"S00089421",171,157,56,101,0,2,2,0,12,12,0,0,0,0
"S00089422",88,76,46,30,0,0,0,0,12,11,0,1,0,0
"S00089423",163,155,63,92,0,0,0,0,8,8,0,0,0,0
"S00089424",144,118,59,59,0,5,5,0,17,17,0,0,0,4
"S00089425",182,145,68,77,0,0,0,0,37,35,2,0,0,0
"S00089426",189,130,34,96,0,0,0,0,59,59,0,0,0,0
"S00089427",79,75,36,39,0,1,1,0,3,3,0,0,0,0
"S00089428",83,59,20,39,0,3,3,0,18,15,0,3,0,3
"S00089429",135,124,63,61,0,0,0,0,11,11,0,0,0,0
"S00089430",126,118,77,41,0,2,2,0,6,3,0,3,0,0
"S00089431",78,49,18,31,0,1,1,0,28,23,3,2,0,0
"S00089432",61,44,37,7,0,0,0,0,12,12,0,0,0,5
"S00089433",74,50,26,24,0,2,2,0,20,14,0,6,0,2
"S00089434",80,67,43,24,0,0,0,0,7,7,0,0,0,6
"S00089435",120,105,53,52,0,0,0,0,15,15,0,0,0,0
"S00089436",117,115,57,58,0,0,0,0,2,2,0,0,0,0
"S00089437",142,126,75,51,0,0,0,0,16,13,3,0,0,0
"S00089438",154,136,80,56,0,5,5,0,10,10,0,0,0,3
"S00089439",112,107,71,36,0,0,0,0,5,5,0,0,0,0
"S00089440",59,48,31,17,0,0,0,0,8,8,0,0,0,3
"S00089441",83,19,9,10,0,56,56,0,7,5,0,2,0,1
"S00089442",106,96,58,38,0,0,0,0,8,5,0,3,0,2
"S00089443",63,39,18,21,0,3,3,0,19,16,0,3,0,2
"S00089444",132,47,9,38,0,2,2,0,79,78,0,1,0,4
"S00089445",145,44,6,38,0,2,2,0,96,80,0,16,0,3
"S00089446",109,36,9,21,6,7,7,0,66,47,0,19,0,0
"S00089447",92,42,3,36,3,0,0,0,45,41,0,4,0,5
"S00089448",104,35,1,30,4,10,10,0,57,50,0,7,0,2
"S00089449",141,35,7,28,0,32,29,3,74,66,0,8,0,0
"S00089450",94,13,8,5,0,71,66,5,10,10,0,0,0,0
"S00089451",91,21,3,18,0,49,48,1,20,14,5,1,0,1
"S00089452",99,12,3,9,0,79,48,31,6,6,0,0,0,2
"S00089453",110,22,5,17,0,47,7,40,37,32,0,4,1,4
"S00089454",76,32,18,14,0,36,5,31,8,8,0,0,0,0
"S00089455",93,21,7,14,0,60,34,26,10,8,0,2,0,2
"S00089456",128,55,29,26,0,34,34,0,35,30,0,5,0,4
"S00089457",85,30,7,23,0,7,6,1,46,37,0,9,0,2
"S00089458",79,25,4,21,0,10,9,1,43,41,0,0,2,1
"S00089459",61,24,3,21,0,0,0,0,33,31,0,2,0,4
"S00089460",84,4,3,1,0,78,77,1,2,0,0,1,1,0
"S00089461",104,31,15,15,1,29,29,0,42,39,0,3,0,2
"S00089462",87,21,5,16,0,17,17,0,49,47,0,2,0,0
"S00089463",132,42,5,37,0,20,19,1,68,57,0,11,0,2
"S00089464",133,74,17,52,5,4,4,0,53,43,0,10,0,2
"S00089465",84,44,10,34,0,1,0,1,36,24,0,12,0,3
"S00089466",56,20,2,16,2,4,4,0,29,27,0,2,0,3
"S00089467",82,24,1,21,2,22,4,18,33,25,0,6,2,3
"S00089468",68,7,0,5,2,29,29,0,32,29,0,3,0,0
"S00089469",114,39,4,23,12,35,10,25,39,31,0,8,0,1
"S00089470",72,31,10,21,0,3,3,0,36,32,0,4,0,2
"S00089471",73,24,10,14,0,1,1,0,48,45,0,3,0,0
"S00089472",83,20,5,15,0,51,51,0,8,8,0,0,0,4
"S00089473",94,44,4,40,0,23,23,0,25,25,0,0,0,2
"S00089474",129,19,5,12,2,52,44,8,58,55,2,1,0,0
"S00089475",70,30,15,15,0,3,3,0,34,34,0,0,0,3
"S00089476",59,25,9,16,0,12,12,0,22,20,0,2,0,0
"S00089477",104,32,8,24,0,2,2,0,70,57,0,13,0,0
"S00089478",100,26,2,20,4,1,1,0,68,62,0,6,0,5
"S00089479",71,18,5,13,0,3,1,2,50,39,0,11,0,0
"S00089480",68,22,9,13,0,0,0,0,46,40,0,6,0,0
"S00089481",123,32,9,23,0,0,0,0,83,72,0,11,0,8
"S00089482",72,42,11,31,0,4,4,0,26,25,0,1,0,0
"S00089483",87,31,15,16,0,2,2,0,54,48,0,6,0,0
"S00089484",109,21,4,17,0,61,58,3,26,17,0,9,0,1
"S00089485",65,17,1,16,0,6,6,0,42,40,0,2,0,0
"S00089486",101,49,32,17,0,35,33,2,13,12,0,0,1,4
"S00089487",80,37,15,21,1,18,18,0,17,17,0,0,0,8
"S00089488",88,45,25,20,0,22,22,0,20,18,0,2,0,1
"S00089489",131,38,11,27,0,1,1,0,90,80,0,10,0,2
"S00089490",135,39,14,25,0,36,34,2,58,48,0,10,0,2
"S00089491",78,45,12,31,2,4,1,3,27,23,0,4,0,2
"S00089492",71,26,8,18,0,39,38,1,6,6,0,0,0,0
"S00089493",72,22,7,10,5,33,32,1,15,15,0,0,0,2
"S00089494",74,12,9,3,0,55,53,2,7,2,3,2,0,0
"S00089495",69,15,11,4,0,29,28,1,25,25,0,0,0,0
"S00089496",68,15,8,7,0,38,38,0,15,15,0,0,0,0
"S00089497",155,64,24,33,7,3,3,0,85,72,2,9,2,3
"S00089498",124,23,4,17,2,97,97,0,4,4,0,0,0,0
"S00089499",71,13,6,7,0,58,58,0,0,0,0,0,0,0
"S00089500",91,32,8,24,0,35,35,0,24,20,0,4,0,0
"S00089501",146,9,1,8,0,122,122,0,13,13,0,0,0,2
"S00089502",135,24,8,16,0,99,94,5,10,10,0,0,0,2
"S00089503",62,1,1,0,0,61,60,1,0,0,0,0,0,0
"S00089504",59,3,3,0,0,56,56,0,0,0,0,0,0,0
"S00089505",64,0,0,0,0,64,64,0,0,0,0,0,0,0
"S00089506",88,8,8,0,0,72,72,0,8,8,0,0,0,0
"S00089507",93,11,7,4,0,73,71,2,7,3,4,0,0,2
"S00089508",107,28,12,16,0,77,77,0,0,0,0,0,0,2
"S00089509",51,9,1,8,0,35,1,34,7,4,0,3,0,0
"S00089510",128,11,3,8,0,112,110,2,5,3,0,2,0,0
"S00089511",88,13,2,11,0,63,55,8,12,10,0,2,0,0
"S00089512",58,5,2,0,3,50,10,40,3,3,0,0,0,0
"S00089513",126,34,10,24,0,75,74,1,17,15,0,2,0,0
"S00089514",103,5,2,3,0,91,84,7,7,7,0,0,0,0
"S00089515",125,47,28,19,0,32,3,29,37,32,5,0,0,9
"S00089516",107,34,7,23,4,45,15,30,21,12,7,2,0,7
"S00089517",73,11,6,5,0,31,31,0,31,26,1,0,4,0
"S00089518",171,52,44,6,2,111,109,2,6,4,0,2,0,2
"S00089519",116,92,61,31,0,20,20,0,0,0,0,0,0,4
"S00089520",91,86,49,37,0,0,0,0,1,0,0,1,0,4
"S00089521",131,121,63,52,6,0,0,0,10,8,0,2,0,0
"S00089522",116,101,37,64,0,0,0,0,14,11,0,3,0,1
"S00089523",101,56,26,30,0,29,27,2,16,14,0,2,0,0
"S00089524",99,61,25,36,0,17,17,0,17,16,0,1,0,4
"S00089525",78,45,27,16,2,18,18,0,15,15,0,0,0,0
"S00089526",109,9,4,5,0,94,94,0,5,5,0,0,0,1
"S00089527",107,29,15,14,0,78,78,0,0,0,0,0,0,0
"S00089528",91,45,26,19,0,36,34,2,10,10,0,0,0,0
"S00089529",118,51,21,26,4,36,36,0,28,23,3,2,0,3
"S00089530",67,42,11,31,0,13,13,0,12,10,0,2,0,0
"S00089531",82,42,17,25,0,24,24,0,15,13,0,2,0,1
"S00089532",110,64,22,42,0,28,28,0,17,16,0,1,0,1
"S00089533",79,31,10,21,0,31,31,0,17,12,0,5,0,0
"S00089534",120,61,33,28,0,36,36,0,23,23,0,0,0,0
"S00089535",86,32,14,18,0,32,32,0,21,20,0,1,0,1
"S00089536",114,54,26,28,0,50,50,0,10,10,0,0,0,0
"S00089537",76,49,13,34,2,17,17,0,10,10,0,0,0,0
"S00089538",88,45,19,23,3,18,18,0,11,11,0,0,0,14
"S00089539",79,27,5,22,0,45,45,0,7,5,0,2,0,0
"S00089540",97,35,4,31,0,56,54,2,6,6,0,0,0,0
"S00089541",96,46,19,27,0,31,31,0,19,19,0,0,0,0
"S00089542",124,89,10,79,0,2,1,1,27,23,0,4,0,6
"S00089543",80,5,5,0,0,67,67,0,8,5,0,3,0,0
"S00089544",102,18,2,14,2,67,61,6,17,17,0,0,0,0
"S00089545",62,0,0,0,0,62,60,2,0,0,0,0,0,0
"S00089546",107,29,17,12,0,67,67,0,11,8,0,3,0,0
"S00089547",143,78,23,55,0,58,58,0,7,5,0,2,0,0
"S00089548",161,41,4,34,3,84,65,19,35,31,0,1,3,1
"S00089549",98,35,7,27,1,52,52,0,7,5,0,2,0,4
"S00089550",101,48,16,32,0,43,43,0,10,10,0,0,0,0
"S00089551",76,23,5,18,0,44,43,1,9,9,0,0,0,0
"S00089552",77,18,1,17,0,4,2,2,54,52,0,2,0,1
"S00089553",54,36,11,24,1,2,2,0,16,16,0,0,0,0
"S00089554",69,17,4,13,0,37,35,2,15,15,0,0,0,0
"S00089555",141,94,50,44,0,23,23,0,24,18,0,6,0,0
"S00089556",80,72,21,51,0,3,1,2,5,5,0,0,0,0
"S00089557",138,19,5,14,0,79,2,77,37,32,2,3,0,3
"S00089558",125,67,24,43,0,41,13,28,17,9,0,8,0,0
"S00089559",154,80,23,54,3,43,43,0,30,27,0,2,1,1
"S00089560",78,41,10,31,0,13,0,13,18,12,0,6,0,6
"S00089561",89,46,16,30,0,11,11,0,31,31,0,0,0,1
"S00089562",111,53,16,37,0,34,34,0,23,19,0,1,3,1
"S00089563",76,38,18,20,0,20,20,0,18,16,0,2,0,0
"S00089564",98,42,21,21,0,21,21,0,35,28,0,7,0,0
"S00089565",147,82,24,58,0,34,31,3,31,30,0,1,0,0
"S00089566",140,75,27,48,0,24,24,0,38,32,0,6,0,3
"S00089567",174,22,0,19,3,148,148,0,2,2,0,0,0,2
"S00089568",177,41,13,28,0,110,107,3,26,26,0,0,0,0
"S00089569",111,19,7,12,0,83,83,0,9,9,0,0,0,0
"S00089570",137,18,8,10,0,100,100,0,19,19,0,0,0,0
"S00089571",150,83,27,56,0,5,5,0,62,56,0,6,0,0
"S00089572",76,66,28,38,0,0,0,0,10,10,0,0,0,0
"S00089573",103,51,14,37,0,26,26,0,26,22,0,4,0,0
"S00089574",80,28,2,24,2,14,14,0,38,31,0,7,0,0
"S00089575",72,59,25,34,0,0,0,0,13,11,0,2,0,0
"S00089576",126,96,22,74,0,2,2,0,28,26,0,2,0,0
"S00089577",89,7,0,7,0,77,71,6,5,5,0,0,0,0
"S00089578",109,4,3,1,0,95,95,0,10,10,0,0,0,0
"S00089579",88,4,0,4,0,72,69,3,12,9,0,3,0,0
"S00089580",109,0,0,0,0,105,105,0,4,4,0,0,0,0
"S00089581",89,9,0,9,0,76,75,1,4,4,0,0,0,0
"S00089582",120,5,2,3,0,107,107,0,8,2,0,6,0,0
"S00089583",134,28,12,16,0,97,88,9,8,8,0,0,0,1
"S00089584",66,6,0,6,0,54,54,0,6,6,0,0,0,0
"S00089585",131,70,32,38,0,37,2,35,24,19,0,5,0,0
"S00089586",108,12,10,2,0,80,75,5,16,16,0,0,0,0
"S00089587",69,27,15,12,0,25,7,18,17,14,0,3,0,0
"S00089588",88,76,57,19,0,4,4,0,8,8,0,0,0,0
"S00089589",87,85,45,40,0,2,2,0,0,0,0,0,0,0
"S00089590",107,79,31,48,0,9,9,0,16,14,0,2,0,3
"S00089591",120,32,20,12,0,69,69,0,19,19,0,0,0,0
"S00089592",95,5,1,4,0,81,81,0,9,9,0,0,0,0
"S00089593",120,48,19,29,0,67,67,0,5,0,5,0,0,0
"S00089594",82,7,0,3,4,73,73,0,2,2,0,0,0,0
"S00089595",143,60,20,40,0,60,60,0,23,23,0,0,0,0
"S00089596",100,83,33,46,4,4,4,0,12,12,0,0,0,1
"S00089597",128,12,4,8,0,116,110,6,0,0,0,0,0,0
"S00089598",58,1,0,1,0,52,51,1,5,5,0,0,0,0
"S00089599",130,13,3,10,0,105,104,1,12,8,0,4,0,0
"S00089600",53,3,0,3,0,46,46,0,4,4,0,0,0,0
"S00089601",71,22,7,15,0,35,35,0,14,8,0,6,0,0
"S00089602",123,19,8,11,0,97,97,0,7,7,0,0,0,0
"S00089603",91,36,24,12,0,40,40,0,15,15,0,0,0,0
"S00089604",75,19,6,13,0,50,50,0,6,3,0,3,0,0
"S00089605",139,47,15,30,2,83,83,0,9,8,0,1,0,0
"S00089606",125,31,13,18,0,81,70,11,13,11,0,2,0,0
"S00089607",148,15,6,9,0,53,53,0,80,15,51,0,14,0
"S00089608",61,10,5,5,0,50,50,0,0,0,0,0,0,1
"S00089609",105,3,0,3,0,84,84,0,18,4,0,0,14,0
"S00089610",134,25,10,15,0,101,45,56,8,8,0,0,0,0
"S00089611",85,25,13,12,0,58,57,1,2,2,0,0,0,0
"S00089612",93,7,4,1,2,86,86,0,0,0,0,0,0,0
"S00089613",62,35,16,19,0,8,8,0,19,19,0,0,0,0
"S00089614",175,35,12,19,4,138,134,4,2,0,0,2,0,0
"S00089615",122,41,4,37,0,81,81,0,0,0,0,0,0,0
"S00089616",125,11,3,3,5,105,101,4,9,6,0,0,3,0
"S00089617",156,3,0,3,0,149,149,0,4,4,0,0,0,0
"S00089618",118,2,0,0,2,111,106,5,5,4,0,0,1,0
"S00089619",132,9,6,3,0,120,119,1,3,3,0,0,0,0
"S00089620",153,25,8,3,14,128,128,0,0,0,0,0,0,0
"S00089621",51,4,4,0,0,47,47,0,0,0,0,0,0,0
"S00089622",84,46,21,25,0,30,26,4,7,7,0,0,0,1
"S00089623",104,53,21,32,0,44,39,5,7,7,0,0,0,0
"S00089624",75,38,22,16,0,4,4,0,31,21,0,7,3,2
"S00089625",112,62,26,33,3,13,13,0,36,33,0,3,0,1
"S00089626",157,58,14,34,10,1,1,0,98,76,0,21,1,0
"S00089627",70,27,11,16,0,4,4,0,38,35,0,3,0,1
"S00089628",112,38,11,27,0,12,12,0,59,54,0,5,0,3
"S00089629",169,13,0,13,0,117,116,1,39,31,0,4,4,0
"S00089630",107,19,2,17,0,69,69,0,19,19,0,0,0,0
"S00089631",115,7,0,7,0,87,80,7,19,19,0,0,0,2
"S00089632",111,12,11,1,0,80,80,0,19,19,0,0,0,0
"S00089633",174,40,8,29,3,81,75,6,52,50,0,2,0,1
"S00089634",105,66,47,19,0,4,4,0,35,32,0,3,0,0
"S00089635",60,10,2,8,0,7,2,5,41,34,1,6,0,2
"S00089636",124,88,50,38,0,4,4,0,30,23,0,7,0,2
"S00089637",60,17,6,11,0,6,6,0,33,29,0,1,3,4
"S00089638",101,44,15,29,0,6,6,0,50,43,2,5,0,1
"S00089639",94,30,9,21,0,9,9,0,53,44,3,6,0,2
"S00089640",122,57,24,33,0,5,5,0,50,43,2,4,1,10
"S00089641",61,10,2,8,0,16,13,3,33,29,0,4,0,2
"S00089642",68,11,4,7,0,7,7,0,50,50,0,0,0,0
"S00089643",132,28,10,14,4,43,41,2,58,54,0,4,0,3
"S00089644",181,30,4,21,5,121,121,0,27,27,0,0,0,3
"S00089645",160,18,7,11,0,107,105,2,34,30,0,4,0,1
"S00089646",131,51,24,25,2,40,40,0,38,31,0,7,0,2
"S00089647",148,32,14,18,0,0,0,0,113,108,0,5,0,3
"S00089648",66,24,8,13,3,0,0,0,42,32,3,7,0,0
"S00089649",103,37,20,17,0,39,39,0,27,25,0,2,0,0
"S00089650",134,42,19,19,4,12,12,0,77,63,7,7,0,3
"S00089651",135,39,22,17,0,9,9,0,83,33,37,6,7,4
"S00089652",145,44,18,26,0,0,0,0,95,89,0,6,0,6
"S00089653",114,20,5,12,3,12,5,7,75,64,0,9,2,7
"S00089654",103,34,21,11,2,0,0,0,68,61,0,4,3,1
"S00089655",84,19,7,12,0,0,0,0,65,62,3,0,0,0
"S00089656",85,6,2,4,0,2,0,2,74,44,19,5,6,3
"S00089657",73,47,14,33,0,0,0,0,22,19,0,3,0,4
"S00089658",121,44,18,26,0,4,4,0,71,63,0,8,0,2
"S00089659",90,41,12,23,6,1,1,0,47,47,0,0,0,1
"S00089660",117,33,10,23,0,22,2,20,62,56,0,6,0,0
"S00089661",126,20,3,17,0,38,28,10,63,59,2,2,0,5
"S00089662",95,42,20,22,0,15,15,0,34,34,0,0,0,4
"S00089663",117,31,6,25,0,24,24,0,62,56,0,6,0,0
"S00089664",68,22,14,5,3,35,34,1,11,8,0,2,1,0
"S00089665",102,38,10,28,0,0,0,0,54,46,0,8,0,10
"S00089666",90,45,11,34,0,1,1,0,42,38,0,4,0,2
"S00089667",60,21,7,14,0,21,2,19,18,17,0,1,0,0
"S00089668",89,28,13,15,0,37,36,1,23,21,0,2,0,1
"S00089669",134,35,3,28,4,5,3,2,88,88,0,0,0,6
"S00089670",74,9,4,5,0,9,0,9,56,54,0,2,0,0
"S00089671",83,37,8,29,0,9,9,0,37,31,0,5,1,0
"S00089672",116,4,1,3,0,109,1,108,3,3,0,0,0,0
"S00089673",100,7,2,4,1,87,84,3,6,6,0,0,0,0
"S00089674",138,37,4,33,0,27,3,24,74,59,0,15,0,0
"S00089675",136,58,19,39,0,1,0,1,74,66,0,8,0,3
"S00089676",70,20,4,16,0,19,17,2,27,20,0,6,1,4
"S00089677",120,52,4,46,2,0,0,0,65,58,0,7,0,3
"S00089678",69,25,3,20,2,2,2,0,42,39,0,3,0,0
"S00089679",138,45,13,32,0,16,11,5,77,73,0,4,0,0
"S00089680",118,49,15,34,0,24,9,15,43,42,0,1,0,2
"S00089681",145,67,22,45,0,7,5,2,71,64,0,7,0,0
"S00089682",64,23,6,15,2,0,0,0,41,41,0,0,0,0
"S00089683",78,35,16,19,0,4,4,0,37,30,0,7,0,2
"S00089684",77,47,12,35,0,3,2,1,27,24,2,1,0,0
"S00089685",120,46,13,33,0,22,11,11,50,49,0,1,0,2
"S00089686",63,34,14,20,0,3,3,0,26,15,0,11,0,0
"S00089687",80,26,9,15,2,7,3,4,47,43,0,4,0,0
"S00089688",99,44,18,23,3,11,10,1,44,40,0,4,0,0
"S00089689",58,35,17,18,0,15,15,0,8,8,0,0,0,0
"S00089690",151,120,68,52,0,2,2,0,28,18,0,10,0,1
"S00089691",130,75,36,39,0,39,36,3,15,15,0,0,0,1
"S00089692",59,42,24,18,0,0,0,0,17,13,0,4,0,0
"S00089693",65,43,18,21,4,4,4,0,17,16,0,1,0,1
"S00089694",116,69,13,56,0,4,4,0,40,38,0,2,0,3
"S00089695",118,89,37,52,0,3,3,0,22,20,0,2,0,4
"S00089696",138,104,25,77,2,3,3,0,27,21,0,6,0,4
"S00089697",86,64,13,49,2,3,3,0,19,19,0,0,0,0
"S00089698",103,84,42,42,0,0,0,0,19,19,0,0,0,0
"S00089699",74,33,12,21,0,2,2,0,36,20,0,16,0,3
"S00089700",120,83,33,50,0,0,0,0,36,34,0,2,0,1
"S00089701",85,57,11,46,0,1,0,1,27,24,0,3,0,0
"S00089702",73,25,3,22,0,9,0,9,39,39,0,0,0,0
"S00089703",145,132,54,78,0,0,0,0,13,13,0,0,0,0
"S00089704",115,99,49,50,0,0,0,0,16,16,0,0,0,0
"S00089705",112,100,37,63,0,3,3,0,6,6,0,0,0,3
"S00089706",136,114,34,80,0,9,4,5,13,12,0,1,0,0
"S00089707",82,15,11,4,0,65,8,57,2,1,0,0,1,0
"S00089708",57,31,11,20,0,21,21,0,5,4,0,1,0,0
"S00089709",93,91,55,36,0,0,0,0,2,0,0,2,0,0
"S00089710",132,87,40,47,0,27,25,2,17,10,0,0,7,1
"S00089711",139,82,40,42,0,38,37,1,18,9,0,9,0,1
"S00089712",113,106,65,41,0,0,0,0,6,6,0,0,0,1
"S00089713",105,101,58,43,0,0,0,0,4,3,0,1,0,0
"S00089714",154,123,70,52,1,1,0,1,25,25,0,0,0,5
"S00089715",103,90,24,66,0,0,0,0,13,13,0,0,0,0
"S00089716",80,25,12,11,2,46,1,45,8,7,0,0,1,1
"S00089717",128,109,62,47,0,1,1,0,16,15,0,1,0,2
"S00089718",168,153,45,108,0,0,0,0,15,15,0,0,0,0
"S00089719",189,155,68,87,0,0,0,0,34,29,5,0,0,0
"S00089720",167,125,48,77,0,16,16,0,26,25,0,1,0,0
"S00089721",179,103,47,56,0,0,0,0,74,25,38,2,9,2
"S00089722",95,69,32,37,0,1,1,0,25,25,0,0,0,0
"S00089723",58,33,20,13,0,0,0,0,25,25,0,0,0,0
"S00089724",86,68,30,38,0,0,0,0,18,16,0,2,0,0
"S00089725",96,68,23,45,0,0,0,0,27,23,0,2,2,1
"S00089726",121,96,40,56,0,0,0,0,23,21,0,2,0,2
"S00089727",100,70,29,41,0,5,5,0,20,16,0,4,0,5
"S00089728",92,76,30,46,0,2,0,2,13,3,3,7,0,1
"S00089729",148,114,54,60,0,0,0,0,34,34,0,0,0,0
"S00089730",78,38,11,27,0,0,0,0,36,34,0,2,0,4
"S00089731",113,101,48,53,0,0,0,0,10,10,0,0,0,2
"S00089732",158,138,75,63,0,3,3,0,13,11,0,1,1,4
"S00089733",100,56,14,42,0,15,3,12,27,26,0,1,0,2
"S00089734",94,68,29,39,0,18,1,17,8,8,0,0,0,0
"S00089735",75,41,4,37,0,0,0,0,32,30,0,2,0,2
"S00089736",84,47,16,31,0,0,0,0,33,33,0,0,0,4
"S00089737",86,45,23,22,0,2,0,2,35,28,0,7,0,4
"S00089738",71,48,25,23,0,3,0,3,16,16,0,0,0,4
"S00089739",91,79,53,26,0,8,8,0,4,4,0,0,0,0
"S00089740",124,91,44,47,0,1,1,0,31,28,0,3,0,1
"S00089741",109,92,47,45,0,2,2,0,15,15,0,0,0,0
"S00089742",172,134,50,84,0,5,5,0,33,28,0,0,5,0
"S00089743",164,131,48,83,0,0,0,0,23,23,0,0,0,10
"S00089744",81,77,47,30,0,0,0,0,4,2,0,2,0,0
"S00089745",130,104,45,59,0,1,1,0,24,24,0,0,0,1
"S00089746",121,87,37,50,0,5,5,0,24,24,0,0,0,5
"S00089747",100,77,30,44,3,7,7,0,16,16,0,0,0,0
"S00089748",115,102,20,82,0,1,1,0,10,10,0,0,0,2
"S00089749",62,48,20,25,3,1,1,0,9,9,0,0,0,4
"S00089750",103,44,15,29,0,2,0,2,56,53,3,0,0,1
"S00089751",110,69,37,32,0,0,0,0,41,41,0,0,0,0
"S00089752",108,87,38,49,0,0,0,0,21,21,0,0,0,0
"S00089753",136,113,39,74,0,2,2,0,20,20,0,0,0,1
"S00089754",124,88,18,70,0,6,6,0,29,28,0,1,0,1
"S00089755",65,51,22,29,0,0,0,0,14,14,0,0,0,0
