"output_area","ALL PEOPLE AGED 16 - 74","Number of people aged 16 - 74: Large employers and higher managers","Number of people aged 16 - 74: Higher professional occupations","Number of people aged 16 - 74: Lower managerial and professional occupations","Number of people aged 16 - 74: Intermediate occupations","Number of people aged 16 - 74: Small employers and own account workers","Number of people aged 16 - 74: Lower supervisory and technical occupations","Number of people aged 16 - 74: Semi-routine occupations","Number of people aged 16 - 74: Routine occupations","Number of people aged 16 - 74: Never worked","Number of people aged 16 - 74: Long-term unemployed","Number of people aged 16 - 74: Full-time students","Number of people aged 16 - 74: Not classifiable for other reasons"
"60QA000261",160,7.5,24.38,20.63,5.63,3.75,6.25,6.25,2.5,0.63,1.25,16.25,5
"60QA000262",82,10.98,18.29,23.17,9.76,3.66,6.1,8.54,1.22,0,0,8.54,9.76
"60QA000263",81,1.23,11.11,29.63,14.81,1.23,7.41,7.41,3.7,1.23,1.23,16.05,4.94
"60QA000264",76,2.63,19.74,26.32,11.84,3.95,2.63,6.58,3.95,2.63,1.32,10.53,7.89
"60QA000265",108,4.63,18.52,28.7,8.33,2.78,5.56,4.63,2.78,0.93,0,9.26,13.89
"60QA000266",87,5.75,14.94,31.03,8.05,2.3,5.75,2.3,1.15,1.15,0,6.9,20.69
"60QA000267",79,7.59,15.19,26.58,8.86,2.53,3.8,10.13,2.53,0,0,7.59,15.19
"60QA000268",130,7.69,13.08,30,11.54,7.69,5.38,6.92,0.77,0,0.77,7.69,8.46
"60QA000269",125,7.2,11.2,36,8,1.6,2.4,6.4,0.8,0,0,4.8,21.6
"60QA000270",98,5.1,13.27,24.49,7.14,7.14,6.12,7.14,0,2.04,2.04,8.16,17.35
"60QA000271",89,5.62,12.36,29.21,12.36,1.12,3.37,2.25,3.37,2.25,0,3.37,24.72
"60QA000272",61,0,9.84,24.59,4.92,4.92,4.92,8.2,0,3.28,0,3.28,36.07
"60QA000273",55,9.09,9.09,21.82,20,5.45,1.82,1.82,1.82,1.82,1.82,3.64,21.82
"60QA000274",120,0.83,8.33,25.83,11.67,8.33,5.83,5,6.67,0.83,0.83,4.17,21.67
"60QA000275",112,1.79,3.57,22.32,8.93,7.14,4.46,19.64,7.14,1.79,0.89,1.79,20.54
"60QA000276",124,3.23,19.35,25,9.68,7.26,7.26,3.23,1.61,1.61,0,5.65,16.13
"60QA000277",103,5.83,8.74,28.16,2.91,11.65,7.77,3.88,0.97,4.85,0,11.65,13.59
"60QA000278",83,4.82,27.71,21.69,4.82,7.23,6.02,2.41,1.2,1.2,2.41,7.23,13.25
"60QA000279",97,0,9.28,26.8,13.4,7.22,4.12,8.25,3.09,1.03,0,11.34,15.46
"60QA000280",96,10.42,13.54,18.75,6.25,7.29,7.29,2.08,1.04,1.04,1.04,8.33,22.92
"60QA000281",86,2.33,16.28,22.09,19.77,3.49,6.98,12.79,4.65,0,1.16,8.14,2.33
"60QA000282",83,4.82,21.69,27.71,6.02,3.61,4.82,9.64,3.61,1.2,0,6.02,10.84
"60QA000283",83,7.23,19.28,25.3,8.43,3.61,3.61,8.43,2.41,0,0,6.02,15.66
"60QA000284",72,4.17,18.06,22.22,4.17,6.94,2.78,9.72,2.78,0,0,15.28,13.89
"60QA000285",48,2.08,14.58,29.17,8.33,12.5,2.08,10.42,4.17,0,0,6.25,10.42
"60QA000286",114,7.02,15.79,28.07,7.89,7.89,4.39,4.39,1.75,0,0.88,15.79,6.14
"60QA000287",121,4.13,13.22,25.62,13.22,5.79,4.13,6.61,4.13,0.83,0,14.88,7.44
"60QA000288",69,1.45,13.04,37.68,17.39,0,7.25,5.8,2.9,0,0,4.35,10.14
"60QA000289",53,0,9.43,18.87,13.21,1.89,11.32,15.09,15.09,1.89,0,5.66,7.55
"60QA000290",105,3.81,19.05,32.38,4.76,4.76,5.71,6.67,4.76,0,1.9,5.71,10.48
"60QA000291",79,2.53,6.33,25.32,12.66,1.27,10.13,10.13,10.13,0,0,16.46,5.06
"60QA000292",93,2.15,10.75,43.01,11.83,1.08,5.38,4.3,7.53,0,0,8.6,5.38
"60QA000293",62,1.61,12.9,29.03,NA,6.45,9.68,12.9,11.29,1.61,1.61,8.06,4.84
"60QA000294",101,7.92,12.87,29.7,9.9,1.98,8.91,12.87,3.96,0.99,0,6.93,3.96
"60QA000295",70,1.43,15.71,32.86,22.86,4.29,4.29,7.14,4.29,0,0,5.71,1.43
"60QA000296",99,0,18.18,33.33,9.09,2.02,9.09,12.12,5.05,0,0,2.02,9.09
"60QA000297",71,8.45,14.08,30.99,9.86,5.63,8.45,5.63,4.23,0,0,5.63,7.04
"60QA000298",52,9.62,7.69,19.23,1.92,13.46,7.69,9.62,7.69,0,0,5.77,17.31
"60QA000299",72,1.39,11.11,27.78,20.83,1.39,8.33,8.33,1.39,2.78,0,12.5,4.17
"60QA000300",120,0.83,14.17,22.5,14.17,10.83,5.83,7.5,6.67,0,0,13.33,4.17
"60QA000301",9,0,0,NA,NA,0,0,11.11,11.11,22.22,0,0,55.56
"60QA000302",50,2,12,12,6,2,2,10,14,2,2,24,12
"60QA000303",137,1.46,7.3,25.55,11.68,4.38,8.03,10.22,6.57,0,0.73,7.3,16.79
"60QA000304",15,0,0,13.33,NA,0,13.33,0,6.67,0,0,0,66.67
"60QA000305",57,5.26,7.02,29.82,17.54,3.51,3.51,3.51,0,0,0,19.3,10.53
"60QA000306",58,0,10.34,34.48,15.52,1.72,6.9,13.79,1.72,0,1.72,1.72,12.07
"60QA000307",59,5.08,5.08,28.81,10.17,3.39,8.47,8.47,3.39,1.69,1.69,6.78,16.95
"60QA000308",43,0,4.65,18.6,18.6,0,2.33,13.95,4.65,0,2.33,27.91,6.98
"60QA000309",137,2.19,8.76,28.47,13.14,5.84,2.92,10.95,5.84,1.46,0,4.38,16.06
"60QA000310",105,1.9,10.48,31.43,12.38,4.76,7.62,5.71,3.81,0.95,0,11.43,9.52
"60QA000311",91,1.1,6.59,21.98,9.89,3.3,6.59,10.99,9.89,0,3.3,23.08,3.3
"60QA000312",52,5.77,1.92,15.38,7.69,3.85,1.92,1.92,3.85,1.92,1.92,1.92,51.92
"60QA000313",96,2.08,2.08,11.46,11.46,5.21,10.42,7.29,14.58,3.13,3.13,6.25,22.92
"60QA000314",96,1.04,1.04,8.33,8.33,4.17,5.21,21.88,17.71,7.29,0,3.13,21.88
"60QA000315",98,1.02,1.02,3.06,6.12,1.02,8.16,12.24,7.14,2.04,1.02,45.92,11.22
"60QA000316",74,0,4.05,12.16,12.16,2.7,13.51,20.27,10.81,1.35,2.7,4.05,16.22
"60QA000317",68,2.94,5.88,5.88,8.82,2.94,16.18,14.71,10.29,2.94,0,2.94,26.47
"60QA000318",110,3.64,4.55,12.73,8.18,1.82,10.91,17.27,10,0,0.91,13.64,16.36
"60QA000319",128,1.56,3.91,13.28,12.5,0,5.47,15.63,14.84,0,0,24.22,8.59
"60QA000320",138,0.72,0,18.84,5.07,3.62,7.25,18.12,10.87,2.17,0.72,9.42,23.19
"60QA000321",122,1.64,2.46,12.3,6.56,4.92,13.93,12.3,15.57,4.1,0.82,7.38,18.03
"60QA000322",69,0,2.9,10.14,1.45,1.45,8.7,30.43,14.49,5.8,1.45,5.8,17.39
"60QA000323",78,2.56,3.85,7.69,11.54,3.85,8.97,11.54,15.38,1.28,0,5.13,28.21
"60QA000324",46,0,0,6.52,8.7,0,6.52,13.04,17.39,0,0,2.17,45.65
"60QA000325",80,2.5,1.25,8.75,7.5,2.5,13.75,12.5,16.25,1.25,1.25,13.75,18.75
"60QA000326",91,0,3.3,18.68,7.69,6.59,4.4,12.09,16.48,5.49,0,4.4,20.88
"60QA000327",86,0,1.16,13.95,5.81,5.81,9.3,19.77,19.77,3.49,0,3.49,17.44
"60QA000328",142,0,2.11,11.27,4.93,4.93,7.75,19.01,19.72,2.11,0,16.2,11.97
"60QA000329",131,0,6.11,11.45,3.82,2.29,7.63,16.03,20.61,0.76,1.53,9.16,20.61
"60QA000330",39,2.56,0,5.13,10.26,5.13,15.38,17.95,15.38,2.56,0,7.69,17.95
"60QA000331",88,2.27,1.14,6.82,6.82,1.14,5.68,13.64,20.45,3.41,1.14,11.36,26.14
"60QA000332",63,1.59,1.59,12.7,3.17,3.17,12.7,12.7,9.52,4.76,1.59,9.52,26.98
"60QA000333",45,2.22,0,8.89,6.67,0,13.33,15.56,17.78,0,0,8.89,26.67
"60QA000334",100,0,0,13,5,3,13,18,18,4,1,8,17
"60QA000335",118,0,0.85,7.63,1.69,2.54,8.47,20.34,20.34,2.54,0.85,10.17,24.58
"60QA000336",88,3.41,1.14,13.64,9.09,6.82,7.95,12.5,14.77,2.27,1.14,2.27,25
"60QA000337",89,4.49,5.62,24.72,14.61,4.49,6.74,12.36,3.37,1.12,0,7.87,14.61
"60QA000338",106,1.89,6.6,21.7,14.15,5.66,2.83,6.6,2.83,1.89,0.94,4.72,30.19
"60QA000339",101,3.96,36.63,19.8,11.88,0.99,4.95,8.91,3.96,0.99,0,3.96,3.96
"60QA000340",83,8.43,10.84,28.92,12.05,9.64,1.2,7.23,0,0,0,4.82,16.87
"60QA000341",81,3.7,7.41,28.4,11.11,6.17,2.47,7.41,3.7,2.47,0,2.47,24.69
"60QA000342",75,5.33,18.67,26.67,9.33,4,9.33,1.33,5.33,1.33,0,5.33,13.33
"60QA000343",82,6.1,6.1,24.39,10.98,4.88,2.44,6.1,1.22,0,0,8.54,29.27
"60QA000344",114,6.14,13.16,21.93,11.4,2.63,7.89,12.28,1.75,0,0.88,3.51,18.42
"60QA000345",82,6.1,10.98,26.83,8.54,2.44,4.88,9.76,0,1.22,0,6.1,23.17
"60QA000346",74,2.7,9.46,21.62,4.05,4.05,6.76,12.16,5.41,0,0,4.05,29.73
"60QA000347",78,3.85,3.85,21.79,6.41,8.97,8.97,7.69,1.28,0,0,5.13,32.05
"60QA000348",52,5.77,13.46,7.69,11.54,5.77,1.92,9.62,3.85,0,0,0,40.38
"60QA000349",71,1.41,5.63,23.94,7.04,4.23,7.04,5.63,4.23,1.41,0,1.41,38.03
"60QA000350",76,1.32,9.21,32.89,13.16,2.63,2.63,9.21,1.32,0,0,3.95,23.68
"60QA000351",91,3.3,12.09,30.77,7.69,4.4,5.49,12.09,0,0,1.1,3.3,19.78
"60QA000352",76,5.26,6.58,23.68,9.21,6.58,5.26,7.89,1.32,0,1.32,3.95,28.95
"60QA000353",81,4.94,6.17,22.22,13.58,4.94,6.17,3.7,4.94,0,0,6.17,27.16
"60QA000354",72,2.78,5.56,25,9.72,11.11,4.17,5.56,5.56,0,0,4.17,26.39
"60QA000355",72,2.78,13.89,18.06,11.11,5.56,4.17,4.17,2.78,0,1.39,2.78,33.33
"60QA000356",117,5.13,11.11,18.8,11.11,5.98,3.42,5.98,2.56,1.71,0,5.98,28.21
"60QA000357",132,4.55,13.64,21.21,14.39,6.06,3.79,11.36,3.79,0.76,0,5.3,15.15
"60QA000358",113,1.77,23.89,23.01,8.85,2.65,4.42,5.31,1.77,2.65,0,4.42,21.24
"60QA000359",115,4.35,11.3,33.91,8.7,1.74,7.83,5.22,0.87,0.87,0,7.83,17.39
"60QA000360",72,0,9.72,22.22,15.28,4.17,6.94,5.56,2.78,2.78,0,5.56,25
"60QA000361",55,7.27,5.45,36.36,3.64,3.64,3.64,5.45,7.27,0,0,1.82,25.45
"60QA000362",75,4,13.33,29.33,6.67,0,4,13.33,2.67,1.33,0,5.33,20
"60QA000363",119,4.2,1.68,31.93,9.24,6.72,2.52,5.04,0,1.68,0,6.72,30.25
"60QA000364",117,2.56,6.84,22.22,5.98,2.56,3.42,5.13,6.84,0.85,0,5.13,38.46
"60QA000365",91,4.4,10.99,16.48,9.89,10.99,4.4,5.49,4.4,0,0,6.59,26.37
"60QA000366",40,2.5,5,25,12.5,12.5,0,2.5,2.5,2.5,0,10,25
"60QA000367",53,0,15.09,20.75,13.21,7.55,1.89,7.55,5.66,5.66,0,13.21,9.43
"60QA000368",39,2.56,0,15.38,17.95,5.13,0,10.26,17.95,0,0,5.13,25.64
"60QA000369",68,4.41,10.29,29.41,20.59,4.41,4.41,4.41,2.94,0,0,1.47,17.65
"60QA000370",113,7.08,14.16,30.09,7.08,5.31,4.42,2.65,0.88,0.88,0,7.96,19.47
"60QA000371",78,12.82,7.69,28.21,6.41,5.13,6.41,6.41,2.56,0,0,6.41,17.95
"60QA000372",76,5.26,5.26,34.21,9.21,0,3.95,6.58,5.26,0,0,9.21,21.05
"60QA000373",72,6.94,13.89,18.06,5.56,4.17,2.78,8.33,8.33,1.39,0,6.94,23.61
"60QA000374",81,6.17,8.64,33.33,17.28,4.94,7.41,1.23,0,0,0,4.94,16.05
"60QA000375",58,5.17,20.69,24.14,5.17,3.45,3.45,5.17,0,0,0,6.9,25.86
"60QA000376",112,2.68,9.82,28.57,5.36,4.46,5.36,8.04,4.46,6.25,0,8.93,16.07
"60QA000377",93,9.68,6.45,25.81,15.05,3.23,0,7.53,4.3,0,1.08,8.6,18.28
"60QA000378",66,4.55,9.09,30.3,3.03,1.52,0,6.06,1.52,0,1.52,3.03,39.39
"60QA000379",114,7.89,14.91,26.32,12.28,4.39,6.14,5.26,0.88,0.88,0.88,3.51,16.67
"60QA000380",52,0,1.92,13.46,7.69,5.77,13.46,19.23,15.38,0,0,9.62,13.46
"60QA000381",81,0,4.94,16.05,12.35,4.94,6.17,12.35,16.05,0,0,6.17,20.99
"60QA000382",70,0,0,12.86,7.14,5.71,11.43,18.57,8.57,1.43,0,7.14,27.14
"60QA000383",108,0,2.78,9.26,8.33,3.7,12.96,13.89,19.44,2.78,0,3.7,23.15
"60QA000384",83,1.2,3.61,8.43,3.61,6.02,9.64,16.87,14.46,3.61,0,3.61,28.92
"60QA000385",98,6.12,2.04,10.2,7.14,3.06,14.29,16.33,7.14,3.06,0,7.14,23.47
"60QA000386",104,3.85,18.27,29.81,8.65,2.88,2.88,9.62,2.88,0.96,0.96,4.81,14.42
"60QA000387",73,2.74,12.33,21.92,12.33,0,6.85,8.22,5.48,2.74,0,17.81,9.59
"60QA000388",90,1.11,20,32.22,5.56,3.33,4.44,12.22,5.56,0,0,14.44,1.11
"60QA000389",79,2.53,8.86,12.66,13.92,2.53,16.46,8.86,6.33,2.53,0,21.52,3.8
"60QA000390",74,2.7,0,10.81,6.76,2.7,17.57,14.86,10.81,0,0,5.41,28.38
"60QA000391",129,3.88,13.18,24.81,16.28,1.55,8.53,7.75,1.55,0,3.1,11.63,7.75
"60QA000392",75,0,1.33,12,2.67,2.67,9.33,8,9.33,5.33,0,6.67,42.67
"60QA000393",96,1.04,3.13,16.67,8.33,4.17,6.25,15.63,9.38,3.13,1.04,5.21,26.04
"60QA000394",53,1.89,0,13.21,7.55,0,9.43,15.09,13.21,1.89,0,5.66,32.08
"60QA000395",125,7.2,15.2,27.2,3.2,5.6,5.6,6.4,3.2,2.4,1.6,6.4,16
"60QA000396",99,3.03,6.06,17.17,10.1,2.02,6.06,8.08,3.03,1.01,0,6.06,37.37
"60QA000397",109,1.83,0.92,21.1,14.68,2.75,8.26,5.5,5.5,0.92,0,4.59,33.94
"60QA000398",65,0,12.31,18.46,7.69,4.62,12.31,3.08,4.62,1.54,0,3.08,32.31
"60QA000399",80,6.25,12.5,20,8.75,5,1.25,5,3.75,0,0,5,32.5
"60QA000400",141,5.67,11.35,28.37,11.35,3.55,0.71,5.67,1.42,0.71,0,7.8,23.4
"60QA000401",124,2.42,12.9,23.39,16.94,3.23,4.03,1.61,1.61,0.81,0.81,8.87,23.39
"60QA000402",86,5.81,10.47,19.77,6.98,4.65,3.49,10.47,1.16,0,0,5.81,31.4
"60QA000403",101,6.93,14.85,28.71,5.94,4.95,0.99,3.96,3.96,0.99,0,0.99,27.72
"60QA000404",97,5.15,12.37,28.87,7.22,1.03,3.09,7.22,2.06,5.15,0,9.28,18.56
"60QA000405",125,4.8,12.8,20.8,6.4,0.8,2.4,4,3.2,0.8,0,32,12
"60QA000406",74,5.41,10.81,13.51,6.76,10.81,8.11,10.81,4.05,5.41,0,8.11,16.22
"60QA000407",145,10.34,17.24,15.17,6.9,6.9,2.07,4.14,2.76,2.76,0.69,11.03,20
"60QA000408",135,2.96,14.81,15.56,11.85,6.67,1.48,8.89,2.22,1.48,0,10.37,23.7
"60QA000409",134,5.97,11.94,14.93,6.72,2.99,5.97,7.46,5.97,2.24,0.75,11.94,23.13
"60QA000410",79,5.06,15.19,26.58,10.13,1.27,5.06,8.86,5.06,1.27,0,0,21.52
"60QA000411",62,1.61,1.61,11.29,14.52,1.61,11.29,22.58,4.84,1.61,0,1.61,27.42
"60QA000412",68,2.94,0,7.35,7.35,1.47,10.29,14.71,7.35,2.94,0,2.94,42.65
"60QA000413",51,0,0,1.96,5.88,0,5.88,21.57,15.69,0,3.92,0,45.1
"60QA000414",57,0,3.51,10.53,8.77,3.51,5.26,21.05,5.26,0,0,1.75,40.35
"60QA000415",46,0,0,8.7,NA,6.52,0,10.87,6.52,6.52,2.17,0,58.7
"60QA000416",98,1.02,1.02,15.31,8.16,1.02,12.24,15.31,15.31,2.04,2.04,4.08,22.45
"60QA000417",49,0,4.08,8.16,2.04,2.04,8.16,12.24,20.41,10.2,0,2.04,30.61
"60QA000418",75,6.67,2.67,16,10.67,5.33,5.33,10.67,6.67,1.33,2.67,5.33,26.67
"60QA000419",100,12,7,17,10,5,3,8,1,0,1,14,22
"60QA000420",19,0,0,5.26,NA,0,10.53,5.26,5.26,0,0,0,73.68
"60QA000421",69,7.25,13.04,28.99,10.14,1.45,5.8,10.14,1.45,2.9,0,5.8,13.04
"60QA000422",60,1.67,3.33,15,8.33,3.33,8.33,8.33,13.33,1.67,0,8.33,28.33
"60QA000423",66,3.03,0,10.61,21.21,0,10.61,15.15,9.09,0,0,6.06,24.24
"60QA000424",72,8.33,6.94,29.17,5.56,5.56,5.56,8.33,2.78,0,1.39,9.72,16.67
"60QA000425",82,8.54,14.63,21.95,4.88,7.32,2.44,1.22,1.22,0,1.22,7.32,29.27
"60QA000426",85,3.53,12.94,21.18,3.53,10.59,4.71,7.06,2.35,1.18,1.18,11.76,20
"60QA000427",117,10.26,16.24,29.06,5.98,3.42,0.85,5.98,0.85,1.71,0,12.82,12.82
"60QA000428",85,4.71,4.71,12.94,5.88,2.35,7.06,10.59,3.53,2.35,1.18,14.12,30.59
"60QA000429",96,6.25,9.38,22.92,18.75,4.17,8.33,11.46,3.13,0,1.04,10.42,4.17
"60QA000430",82,1.22,20.73,31.71,7.32,6.1,7.32,6.1,1.22,0,1.22,2.44,14.63
"60QA000431",90,11.11,14.44,22.22,7.78,5.56,3.33,8.89,1.11,0,1.11,12.22,12.22
"60QA000432",74,8.11,13.51,17.57,16.22,5.41,5.41,0,2.7,1.35,0,17.57,12.16
"60QA000433",163,6.75,8.59,16.56,4.29,4.29,4.29,6.13,1.23,2.45,0,9.82,35.58
"60QA000434",142,7.75,14.79,23.94,7.04,5.63,4.93,4.93,2.11,2.11,0.7,12.68,13.38
"60QA000435",47,0,4.26,34.04,8.51,0,6.38,10.64,8.51,0,0,4.26,23.4
"60QA000436",78,1.28,2.56,11.54,11.54,3.85,10.26,14.1,17.95,2.56,0,7.69,16.67
"60QA000437",113,7.08,14.16,25.66,4.42,6.19,3.54,7.08,6.19,0.88,0,13.27,11.5
"60QA000438",95,5.26,12.63,21.05,8.42,3.16,7.37,11.58,2.11,2.11,1.05,7.37,17.89
"60QA000439",103,8.74,6.8,24.27,10.68,3.88,6.8,4.85,0.97,3.88,0,6.8,22.33
"60QA000440",74,4.05,5.41,45.95,1.35,2.7,6.76,6.76,0,5.41,0,5.41,16.22
"60QA000441",93,6.45,9.68,32.26,11.83,5.38,4.3,5.38,2.15,1.08,0,6.45,15.05
"60QA000442",107,10.28,16.82,28.97,6.54,2.8,2.8,5.61,0.93,0.93,0,9.35,14.95
"60QA000443",78,2.56,8.97,24.36,12.82,10.26,0,11.54,5.13,3.85,0,1.28,19.23
"60QA000444",124,6.45,13.71,24.19,7.26,6.45,4.03,7.26,0.81,0,0.81,13.71,15.32
"60QA000445",97,10.31,18.56,27.84,5.15,2.06,1.03,3.09,1.03,1.03,0,8.25,21.65
"60QA000446",152,5.26,7.24,14.47,3.29,2.63,0.66,3.95,1.32,50.66,0,1.97,8.55
"60QA000447",79,6.33,16.46,30.38,7.59,7.59,5.06,5.06,0,1.27,0,2.53,17.72
"60QA000448",99,13.13,14.14,15.15,4.04,9.09,1.01,4.04,1.01,0,0,7.07,31.31
"60QA000449",75,4,22.67,26.67,8,4,5.33,5.33,2.67,0,0,6.67,14.67
"60QA000450",49,2.04,10.2,24.49,6.12,8.16,0,8.16,2.04,8.16,2.04,8.16,20.41
"60QA000451",45,0,15.56,37.78,6.67,6.67,6.67,2.22,4.44,0,0,6.67,13.33
"60QA000452",36,2.78,16.67,22.22,5.56,8.33,5.56,2.78,5.56,0,0,2.78,27.78
"60QA000453",53,5.66,33.96,11.32,3.77,1.89,0,5.66,3.77,1.89,0,5.66,26.42
"60QA000454",100,5,14,26,6,7,1,6,1,3,0,10,21
"60QA000455",91,4.4,19.78,30.77,3.3,4.4,0,7.69,2.2,0,0,5.49,21.98
"60QA000456",104,12.5,14.42,19.23,11.54,7.69,2.88,4.81,1.92,0.96,0,8.65,15.38
"60QA000457",113,6.19,19.47,25.66,7.08,4.42,0.88,3.54,0,3.54,0,11.5,17.7
"60QA000458",81,7.41,13.58,22.22,7.41,9.88,0,4.94,0,0,1.23,11.11,22.22
"60QA000459",44,6.82,22.73,11.36,2.27,9.09,2.27,6.82,4.55,0,2.27,6.82,25
"60QA000460",58,1.72,0,6.9,6.9,0,6.9,31.03,17.24,5.17,0,8.62,15.52
"60QA000461",100,4,14,19,9,3,8,9,6,1,1,5,21
"60QA000462",63,6.35,25.4,17.46,7.94,6.35,4.76,6.35,4.76,1.59,1.59,6.35,11.11
"60QA000463",71,2.82,1.41,19.72,7.04,4.23,5.63,16.9,11.27,0,1.41,16.9,12.68
"60QA000464",79,0,0,6.33,6.33,7.59,10.13,20.25,24.05,8.86,1.27,5.06,10.13
"60QA000465",58,0,5.17,13.79,3.45,1.72,5.17,18.97,5.17,5.17,0,6.9,34.48
"60QA000466",50,0,6,28,12,6,6,4,10,8,4,6,10
"60QA000467",35,0,0,8.57,2.86,0,2.86,17.14,2.86,2.86,0,0,62.86
"60QA000468",84,1.19,5.95,17.86,5.95,2.38,9.52,16.67,9.52,0,1.19,17.86,11.9
"60QA000469",60,1.67,3.33,13.33,3.33,3.33,8.33,10,10,1.67,3.33,8.33,33.33
"60QA000470",59,3.39,5.08,15.25,6.78,1.69,8.47,5.08,16.95,5.08,0,3.39,28.81
"60QA000471",96,0,1.04,8.33,10.42,3.13,5.21,9.38,17.71,2.08,0,12.5,30.21
"60QA000472",71,0,5.63,21.13,9.86,0,8.45,8.45,5.63,2.82,1.41,26.76,9.86
"60QA000473",55,1.82,5.45,10.91,14.55,0,16.36,10.91,3.64,0,0,27.27,9.09
"60QA000474",72,1.39,4.17,19.44,13.89,1.39,6.94,9.72,6.94,0,0,36.11,0
"60QA000475",36,0,0,8.33,NA,2.78,2.78,8.33,13.89,5.56,0,0,58.33
"60QA000476",91,3.3,3.3,14.29,2.2,2.2,15.38,14.29,12.09,0,1.1,19.78,12.09
"60QA000477",61,3.28,14.75,13.11,3.28,4.92,11.48,8.2,13.11,0,0,21.31,6.56
"60QA000478",88,0,10.23,12.5,9.09,2.27,4.55,9.09,9.09,2.27,0,27.27,13.64
"60QA000479",128,0,7.03,28.13,7.03,4.69,10.16,12.5,5.47,0.78,0.78,21.09,2.34
"60QA000480",68,2.94,19.12,25,10.29,0,2.94,5.88,4.41,1.47,0,23.53,4.41
"60QA000481",110,0,5.45,15.45,7.27,0.91,10,10.91,10,10,2.73,16.36,10.91
"60QA000482",62,1.61,9.68,22.58,14.52,1.61,9.68,6.45,3.23,0,0,29.03,1.61
"60QA000483",99,2.02,0,11.11,8.08,2.02,5.05,17.17,15.15,2.02,1.01,10.1,26.26
"60QA000484",94,0,4.26,15.96,7.45,1.06,5.32,13.83,17.02,2.13,1.06,18.09,13.83
"60QA000485",58,3.45,3.45,15.52,17.24,5.17,10.34,13.79,6.9,0,0,17.24,6.9
"60QA000486",53,0,5.66,16.98,13.21,1.89,5.66,13.21,18.87,0,0,18.87,5.66
"60QA000487",84,0,5.95,14.29,7.14,3.57,15.48,15.48,7.14,1.19,0,26.19,3.57
"60QA000488",89,2.25,10.11,11.24,10.11,1.12,6.74,4.49,5.62,0,0,47.19,1.12
"60QA000489",64,0,6.25,15.63,9.38,1.56,3.13,14.06,4.69,1.56,0,40.63,3.13
"60QA000490",58,1.72,6.9,17.24,8.62,5.17,8.62,6.9,1.72,0,0,39.66,3.45
"60QA000491",71,1.41,12.68,21.13,14.08,0,2.82,8.45,5.63,0,0,32.39,1.41
"60QA000492",87,2.3,5.75,25.29,6.9,0,9.2,9.2,4.6,0,1.15,35.63,0
"60QA000493",51,3.92,0,5.88,9.8,5.88,1.96,17.65,15.69,3.92,0,3.92,31.37
"60QA000494",59,0,11.86,15.25,10.17,5.08,6.78,6.78,6.78,1.69,0,30.51,5.08
"60QA000495",74,0,1.35,2.7,1.35,1.35,2.7,12.16,9.46,1.35,1.35,1.35,64.86
"60QA000496",45,0,0,6.67,8.89,2.22,6.67,4.44,8.89,0,2.22,0,60
"60QA000497",95,0,3.16,8.42,2.11,1.05,2.11,8.42,3.16,2.11,0,42.11,27.37
"60QA000498",179,2.23,5.03,8.38,4.47,0.56,3.91,2.23,1.68,0,0,69.27,2.23
"60QA000499",108,2.78,5.56,15.74,9.26,3.7,16.67,11.11,4.63,0.93,0,20.37,9.26
"60QA000500",110,0.91,10,11.82,4.55,0,6.36,2.73,2.73,0,0,60.91,0
"60QA000501",59,0,0,3.39,1.69,0,6.78,8.47,15.25,6.78,1.69,6.78,49.15
"60QA000502",49,2.04,0,10.2,NA,0,4.08,2.04,16.33,0,0,22.45,42.86
"60QA000503",63,0,1.59,9.52,7.94,1.59,6.35,9.52,11.11,3.17,1.59,1.59,46.03
"60QA000504",45,0,4.44,6.67,NA,2.22,8.89,15.56,20,2.22,0,4.44,35.56
"60QA000505",61,0,3.28,6.56,3.28,4.92,1.64,19.67,14.75,4.92,3.28,1.64,36.07
"60QA000506",163,1.23,12.27,8.59,4.91,4.29,3.07,5.52,1.23,0.61,0,49.69,8.59
"60QA000507",97,1.03,1.03,10.31,10.31,2.06,10.31,12.37,24.74,3.09,0,11.34,13.4
"60QA000508",61,0,0,9.84,4.92,0,9.84,16.39,18.03,9.84,3.28,11.48,16.39
"60QA000509",77,5.19,2.6,3.9,3.9,6.49,5.19,10.39,15.58,5.19,0,27.27,14.29
"60QA000510",103,0.97,1.94,6.8,5.83,5.83,9.71,19.42,20.39,3.88,0,14.56,10.68
"60QA000511",97,0,3.09,4.12,6.19,2.06,8.25,23.71,25.77,7.22,2.06,6.19,11.34
"60QA000512",28,0,0,3.57,3.57,0,0,7.14,7.14,0,0,0,78.57
"60QA000513",29,0,0,NA,NA,0,3.45,6.9,0,6.9,0,0,82.76
"60QA000514",30,0,0,NA,NA,0,0,6.67,13.33,0,0,0,80
"60QA000515",69,0,2.9,8.7,8.7,4.35,8.7,24.64,18.84,1.45,0,5.8,15.94
"60QA000516",67,0,1.49,14.93,7.46,4.48,5.97,22.39,8.96,5.97,0,11.94,16.42
"60QA000517",87,2.3,2.3,3.45,8.05,1.15,10.34,24.14,21.84,2.3,1.15,6.9,16.09
"60QA000518",94,1.06,0,7.45,6.38,1.06,4.26,15.96,23.4,6.38,2.13,17.02,14.89
"60QA000519",92,1.09,2.17,6.52,4.35,4.35,8.7,21.74,18.48,7.61,2.17,11.96,10.87
