dz_2001,total,good,not_good
S01002488,647,586,61
S01002489,600,525,75
S01002490,568,524,44
S01002491,476,424,52
S01002492,942,911,31
S01002493,920,875,45
S01002494,627,605,22
S01002495,627,571,56
S01002496,1243,1186,57
S01002497,824,732,92
S01002498,631,621,10
S01002499,909,794,115
S01002500,567,510,57
S01002501,478,443,35
S01002502,822,741,81
S01002503,684,641,43
S01002504,1387,1317,70
S01002505,738,680,58
S01002506,810,776,34
S01002507,589,541,48
S01002508,869,833,36
S01002509,1149,1100,49
S01002510,958,908,50
S01002511,483,459,24
S01002512,633,599,34
S01002513,1685,1637,48
S01002514,532,501,31
S01002515,602,554,48
S01002516,787,742,45
S01002517,583,552,31
S01002518,1069,1035,34
S01002519,806,722,84
S01002520,592,549,43
S01002521,583,546,37
S01002522,733,708,25
S01002523,682,663,19
S01002524,566,540,26
S01002525,686,640,46
S01002526,527,511,16
S01002527,822,800,22
S01002528,807,773,34
S01002529,1147,1074,73
S01002530,647,606,41
S01002531,811,752,59
S01002532,693,647,46
S01002533,819,771,48
S01002534,935,859,76
S01002535,901,873,28
S01002536,626,587,39
S01002537,554,499,55
S01002538,927,897,30
S01002539,781,712,69
S01002540,555,515,40
S01002541,1917,1839,78
S01002542,684,656,28
S01002543,532,480,52
S01002544,857,818,39
S01002545,786,721,65
S01002546,796,747,49
S01002547,786,762,24
S01002548,1047,988,59
S01002549,570,549,21
S01002550,464,453,11
S01002551,551,517,34
S01002552,583,548,35
S01002553,755,719,36
S01002554,632,619,13
S01002555,740,700,40
S01002556,752,705,47
S01002557,775,725,50
S01002558,530,484,46
S01002559,612,595,17
S01002560,619,588,31
S01002561,775,734,41
S01002562,607,577,30
S01002563,1024,982,42
S01002564,560,547,13
S01002565,848,809,39
S01002566,670,648,22
S01002567,2509,2472,37
S01002568,792,758,34
S01002569,1421,1366,55
S01002570,663,628,35
S01002571,713,656,57
S01002572,564,541,23
S01002573,512,488,24
S01002574,816,759,57
S01002575,1284,1257,27
S01002576,703,684,19
S01002577,989,938,51
S01002578,736,715,21
S01002579,943,900,43
S01002580,767,719,48
S01002581,777,770,7
S01002582,691,638,53
S01002583,994,954,40
S01002584,1566,1523,43
S01002585,824,770,54
S01002586,509,481,28
S01002587,688,666,22
S01002588,705,685,20
S01002589,754,740,14
S01002590,677,652,25
S01002591,577,539,38
S01002592,853,783,70
S01002593,797,751,46
S01002594,695,687,8
S01002595,656,626,30
S01002596,681,660,21
S01002597,521,504,17
S01002598,975,931,44
S01002599,526,496,30
S01002600,1038,1018,20
S01002601,628,595,33
S01002602,519,502,17
S01002603,708,646,62
S01002604,944,905,39
S01002605,598,568,30
S01002606,581,552,29
S01002607,833,790,43
S01002608,539,526,13
S01002609,760,700,60
S01002610,838,788,50
S01002611,860,825,35
S01002612,829,803,26
S01002613,848,809,39
S01002614,912,887,25
S01002615,444,430,14
S01002616,592,580,12
S01002617,931,845,86
S01002618,856,813,43
S01002619,768,734,34
S01002620,865,805,60
S01002621,593,579,14
S01002622,8698,8599,99
S01002623,1613,1596,17
S01002624,691,678,13
S01002625,866,841,25
S01002626,753,696,57
S01002627,979,953,26
S01002628,822,794,28
S01002629,835,802,33
S01002630,687,651,36
S01002631,737,706,31
S01002632,574,546,28
S01002633,942,905,37
S01002634,793,769,24
S01002635,572,557,15
S01002636,609,592,17
S01002637,742,694,48
S01002638,743,675,68
S01002639,932,872,60
S01002640,697,669,28
S01002641,906,891,15
S01002642,646,598,48
S01002643,542,500,42
S01002644,667,638,29
S01002645,630,577,53
S01002646,650,624,26
S01002647,898,792,106
S01002648,1143,1110,33
S01002649,596,554,42
S01002650,646,625,21
S01002651,583,543,40
S01002652,650,619,31
S01002653,738,692,46
S01002654,748,690,58
S01002655,853,799,54
S01002656,725,651,74
S01002657,812,782,30
S01002658,1247,1203,44
S01002659,871,837,34
S01002660,772,727,45
S01002661,840,803,37
S01002662,1430,1375,55
S01002663,756,747,9
S01002664,847,830,17
S01002665,792,744,48
S01002666,1304,1236,68
S01002667,636,591,45
S01002668,471,445,26
S01002669,986,940,46
S01002670,619,602,17
S01002671,1018,978,40
S01002672,658,614,44
S01002673,510,489,21
S01002674,791,761,30
S01002675,903,871,32
S01002676,787,742,45
S01002677,967,888,79
S01002678,922,884,38
S01002679,971,882,89
S01002680,1094,1042,52
S01002681,713,649,64
S01002682,546,506,40
S01002683,578,555,23
S01002684,736,689,47
S01002685,845,776,69
S01002686,1683,1644,39
S01002687,1229,1178,51
S01002688,611,596,15
S01002689,826,809,17
S01002690,579,555,24
S01002691,1494,1397,97
S01002692,828,801,27
S01002693,506,493,13
S01002694,704,661,43
S01002695,627,582,45
S01002696,702,664,38
S01002697,889,850,39
S01002698,780,739,41
S01002699,511,482,29
S01002700,892,840,52
S01002701,885,853,32
S01002702,595,543,52
S01002703,1287,1228,59
S01002704,634,600,34
S01002705,665,612,53
S01002706,900,867,33
S01002707,877,821,56
S01002708,1002,944,58
S01002709,902,857,45
S01002710,801,757,44
S01002711,875,806,69
S01002712,665,617,48
S01002713,659,566,93
S01002714,939,884,55
S01002715,848,775,73
S01002716,527,514,13
S01002717,822,788,34
S01002718,853,783,70
S01002719,740,691,49
S01002720,707,684,23
S01002721,816,740,76
S01002722,846,799,47
S01002723,698,622,76
S01002724,776,718,58
S01002725,868,819,49
S01002726,744,704,40
S01002727,947,927,20
S01002728,934,871,63
S01002729,871,859,12
S01002730,832,795,37
S01002731,786,735,51
S01002732,642,623,19
S01002733,650,624,26
S01002734,1080,988,92
S01002735,1170,1094,76
S01002736,682,632,50
S01002737,724,704,20
S01002738,705,681,24
S01002739,773,734,39
S01002740,528,514,14
S01002741,922,890,32
S01002742,789,750,39
S01002743,675,617,58
S01002744,576,552,24
S01002745,601,552,49
S01002746,796,755,41
S01002747,532,501,31
S01002748,639,600,39
S01002749,695,657,38
S01002750,935,872,63
S01002751,1015,962,53
S01002752,528,480,48
S01002753,643,622,21
S01002754,578,534,44
S01002755,817,761,56
S01002756,785,727,58
S01002757,569,527,42
S01002758,677,630,47
S01002759,1042,979,63
S01002760,486,440,46
S01002761,783,711,72
S01002762,588,522,66
S01002763,823,765,58
S01002764,584,524,60
S01002765,856,780,76
S01002766,815,754,61
S01002767,975,931,44
S01002768,785,743,42
S01002769,729,696,33
S01002770,539,505,34
S01002771,735,668,67
S01002772,989,922,67
S01002773,866,803,63
S01002774,778,726,52
S01002775,756,694,62
S01002776,1020,981,39
S01002777,1023,917,106
S01002778,753,666,87
S01002779,630,577,53
S01002780,876,817,59
S01002781,883,805,78
S01002782,779,681,98
S01002783,1527,1447,80
S01002784,559,528,31
S01002785,722,677,45
S01002786,846,817,29
S01002787,673,628,45
S01002788,837,801,36
S01002789,700,683,17
S01002790,776,703,73
S01002791,632,578,54
S01002792,1975,1885,90
S01002793,705,630,75
S01002794,929,854,75
S01002795,597,582,15
S01002796,591,548,43
S01002797,771,753,18
S01002798,574,536,38
S01002799,608,557,51
S01002800,706,691,15
S01002801,923,841,82
S01002802,575,552,23
S01002803,810,760,50
S01002804,551,503,48
S01002805,872,791,81
S01002806,2516,2447,69
S01002807,672,601,71
S01002808,836,780,56
S01002809,672,608,64
S01002810,918,844,74
S01002811,965,897,68
S01002812,616,559,57
S01002813,737,680,57
S01002814,876,822,54
S01002815,704,622,82
S01002816,666,622,44
S01002817,543,499,44
S01002818,616,572,44
S01002819,774,710,64
S01002820,826,769,57
S01002821,1165,1099,66
S01002822,817,725,92
S01002823,729,669,60
S01002824,804,771,33
S01002825,777,717,60
S01002826,495,454,41
S01002827,660,614,46
S01002828,856,789,67
S01002829,797,723,74
S01002830,623,545,78
S01002831,1114,1056,58
S01002832,771,730,41
S01002833,1022,984,38
S01002834,792,726,66
S01002835,682,625,57
S01002836,523,496,27
S01002837,572,509,63
S01002838,531,463,68
S01002839,633,574,59
S01002840,681,617,64
S01002841,1161,1137,24
S01002842,558,509,49
S01002843,802,711,91
S01002844,562,526,36
S01002845,841,780,61
S01002846,1059,1013,46
S01002847,890,832,58
S01002848,812,767,45
S01002849,969,915,54
S01002850,842,766,76
S01002851,448,420,28
S01002852,1006,950,56
S01002853,456,415,41
S01002854,825,760,65
S01002855,601,539,62
S01002856,717,662,55
S01002857,537,516,21
S01002858,678,651,27
S01002859,811,744,67
S01002860,1070,1028,42
S01002861,882,845,37
S01002862,588,554,34
S01002863,737,683,54
S01002864,643,603,40
S01002865,954,912,42
S01002866,1030,953,77
S01002867,515,492,23
S01002868,743,669,74
S01002869,563,529,34
S01002870,897,835,62
S01002871,626,586,40
S01002872,663,597,66
S01002873,736,679,57
S01002874,767,718,49
S01002875,536,504,32
S01002876,686,645,41
S01002877,748,688,60
S01002878,533,507,26
S01002879,812,762,50
S01002880,510,484,26
S01002881,912,862,50
S01002882,770,691,79
S01002883,1062,971,91
S01002884,793,751,42
S01002885,1271,1217,54
S01002886,815,752,63
S01002887,596,551,45
S01002888,468,439,29
S01002889,857,804,53
S01002890,673,638,35
S01002891,743,708,35
S01002892,649,602,47
S01002893,1127,1070,57
S01002894,815,773,42
S01002895,595,553,42
S01002896,681,643,38
S01002897,586,515,71
S01002898,982,915,67
S01002899,528,516,12
S01002900,675,636,39
S01002901,788,735,53
S01002902,732,689,43
S01002903,852,782,70
S01002904,707,685,22
S01002905,735,708,27
S01002906,807,761,46
S01002907,606,569,37
S01002908,773,746,27
S01002909,763,732,31
S01002910,1037,963,74
S01002911,846,781,65
S01002912,1349,1312,37
S01002913,740,708,32
S01002914,634,576,58
S01002915,892,828,64
S01002916,728,631,97
S01002917,584,557,27
S01002918,723,673,50
S01002919,875,820,55
S01002920,569,527,42
S01002921,647,612,35
S01002922,480,449,31
S01002923,625,595,30
S01002924,649,616,33
S01002925,1445,1372,73
S01002926,765,719,46
S01002927,765,696,69
S01002928,530,511,19
S01002929,738,682,56
S01002930,560,539,21
S01002931,912,845,67
S01002932,680,655,25
S01002933,796,753,43
S01002934,837,769,68
S01002935,920,874,46
S01002936,770,743,27
S01002937,477,455,22
S01002938,789,734,55
S01002939,535,516,19
S01002940,609,560,49
S01002941,918,871,47
S01002942,430,418,12
S01002943,677,653,24
S01002944,1160,1096,64
S01002945,562,538,24
S01002946,1089,1055,34
S01002947,626,614,12
S01002948,777,748,29
S01002949,534,509,25
S01002950,771,737,34
S01002951,922,893,29
S01002952,578,548,30
S01002953,890,845,45
S01002954,833,806,27
S01002955,1125,1081,44
S01002956,758,711,47
S01002957,882,858,24
S01002958,572,548,24
S01002959,953,920,33
S01002960,623,606,17
S01002961,810,768,42
S01002962,644,606,38
S01002963,807,756,51
S01002964,638,622,16
S01002965,895,873,22
S01002966,681,627,54
S01002967,875,834,41
S01002968,1438,1371,67
S01002969,1002,964,38
S01002970,624,609,15
S01002971,1243,1199,44
S01002972,1123,1073,50
S01002973,865,820,45
S01002974,1085,1060,25
S01002975,605,578,27
S01002976,904,850,54
S01002977,708,677,31
S01002978,1062,1020,42
S01002979,723,700,23
S01002980,745,709,36
S01002981,727,702,25
S01002982,620,600,20
S01002983,797,739,58
S01002984,726,702,24
S01002985,585,569,16
S01002986,731,703,28
S01002987,1009,975,34
S01002988,702,675,27
S01002989,980,936,44
S01002990,680,668,12
S01002991,1232,1212,20
S01002992,799,778,21
S01002993,703,687,16
S01002994,1134,1112,22
S01002995,580,574,6
S01002996,2672,2649,23
S01002997,772,755,17
S01002998,817,792,25
S01002999,1042,1026,16
S01003000,672,646,26
S01003001,591,567,24
S01003002,899,845,54
S01003003,592,570,22
S01003004,420,407,13
S01003005,557,539,18
S01003006,1078,1052,26
S01003007,782,762,20
S01003008,946,935,11
S01003009,541,517,24
S01003010,698,677,21
S01003011,764,748,16
S01003012,946,923,23
S01003013,634,623,11
S01003014,665,649,16
S01003015,740,714,26
S01003016,459,447,12
S01003017,715,689,26
S01003018,852,818,34
S01003019,823,783,40
S01003020,679,646,33
S01003021,673,648,25
S01003022,954,912,42
S01003023,703,665,38
S01003024,656,624,32
S01003025,857,824,33
S01003026,848,782,66
S01003027,1030,987,43
S01003028,800,662,138
S01003029,1093,964,129
S01003030,1340,1216,124
S01003032,584,505,79
S01003033,490,430,60
S01003034,910,864,46
S01003035,1019,887,132
S01003036,926,745,181
S01003037,2167,2116,51
S01003038,888,844,44
S01003039,893,805,88
S01003040,880,765,115
S01003041,711,676,35
S01003042,615,560,55
S01003043,579,513,66
S01003044,1339,1171,168
S01003045,926,829,97
S01003046,756,699,57
S01003047,946,851,95
S01003048,497,424,73
S01003049,552,455,97
S01003050,718,686,32
S01003051,1121,1013,108
S01003052,695,597,98
S01003053,1019,940,79
S01003054,808,748,60
S01003055,841,718,123
S01003056,934,873,61
S01003057,673,642,31
S01003058,1243,1161,82
S01003059,902,873,29
S01003060,1030,934,96
S01003061,776,745,31
S01003062,827,779,48
S01003063,800,771,29
S01003064,837,708,129
S01003065,991,929,62
S01003066,802,778,24
S01003067,608,575,33
S01003068,801,768,33
S01003069,567,517,50
S01003070,799,720,79
S01003071,657,637,20
S01003072,1022,907,115
S01003073,725,692,33
S01003074,727,705,22
S01003075,744,691,53
S01003076,901,797,104
S01003077,963,870,93
S01003078,674,611,63
S01003079,925,890,35
S01003080,826,786,40
S01003081,1033,1001,32
S01003082,1164,1060,104
S01003083,1223,1104,119
S01003084,822,694,128
S01003085,975,934,41
S01003086,636,617,19
S01003087,653,632,21
S01003088,1195,1079,116
S01003089,733,705,28
S01003090,750,697,53
S01003091,575,551,24
S01003092,815,746,69
S01003093,968,873,95
S01003094,1010,954,56
S01003095,769,753,16
S01003096,702,667,35
S01003097,277,236,41
S01003098,1174,1104,70
S01003099,548,486,62
S01003100,821,769,52
S01003101,524,463,61
S01003102,733,698,35
S01003103,730,699,31
S01003104,938,793,145
S01003105,798,758,40
S01003106,733,705,28
S01003107,756,674,82
S01003108,748,698,50
S01003109,915,889,26
S01003110,760,745,15
S01003111,802,680,122
S01003112,959,921,38
S01003113,712,687,25
S01003114,843,808,35
S01003115,1065,1026,39
S01003116,874,807,67
S01003117,776,732,44
S01003118,531,475,56
S01003119,616,595,21
S01003120,1498,1455,43
S01003121,867,753,114
S01003122,724,641,83
S01003123,885,828,57
S01003124,829,805,24
S01003125,850,824,26
S01003126,157,122,35
S01003127,779,740,39
S01003128,730,652,78
S01003129,1130,1065,65
S01003130,781,744,37
S01003131,864,837,27
S01003132,768,678,90
S01003133,1355,1288,67
S01003134,748,667,81
S01003135,742,655,87
S01003136,964,931,33
S01003137,773,738,35
S01003138,1028,876,152
S01003139,1016,987,29
S01003140,963,873,90
S01003141,751,733,18
S01003142,945,825,120
S01003143,854,801,53
S01003144,896,803,93
S01003145,624,525,99
S01003146,658,631,27
S01003147,833,742,91
S01003148,686,611,75
S01003149,855,799,56
S01003150,725,633,92
S01003151,806,709,97
S01003152,914,820,94
S01003153,709,682,27
S01003154,957,898,59
S01003155,1358,1325,33
S01003156,834,800,34
S01003157,1099,1040,59
S01003158,618,549,69
S01003159,188,158,30
S01003160,664,593,71
S01003161,629,562,67
S01003162,614,527,87
S01003163,709,685,24
S01003164,823,788,35
S01003165,940,861,79
S01003166,627,613,14
S01003167,962,870,92
S01003168,831,801,30
S01003169,2517,2383,134
S01003170,985,936,49
S01003171,719,692,27
S01003172,749,724,25
S01003173,532,518,14
S01003174,814,748,66
S01003175,823,723,100
S01003176,849,806,43
S01003177,1014,969,45
S01003178,896,810,86
S01003179,719,680,39
S01003180,665,629,36
S01003181,894,789,105
S01003182,801,725,76
S01003183,667,643,24
S01003184,848,737,111
S01003185,626,537,89
S01003186,861,830,31
S01003187,1027,994,33
S01003188,976,899,77
S01003189,837,788,49
S01003190,724,612,112
S01003191,553,478,75
S01003192,779,722,57
S01003193,1691,1636,55
S01003194,725,614,111
S01003195,777,720,57
S01003196,984,954,30
S01003197,799,757,42
S01003198,968,841,127
S01003199,951,889,62
S01003200,734,660,74
S01003201,247,209,38
S01003202,1040,910,130
S01003203,876,789,87
S01003204,945,861,84
S01003205,747,629,118
S01003206,796,683,113
S01003207,815,774,41
S01003208,1249,1096,153
S01003209,572,514,58
S01003210,962,920,42
S01003211,899,821,78
S01003212,692,648,44
S01003213,552,502,50
S01003214,716,624,92
S01003215,904,837,67
S01003216,690,632,58
S01003217,707,587,120
S01003218,685,637,48
S01003219,746,662,84
S01003220,813,776,37
S01003221,918,862,56
S01003222,824,785,39
S01003223,873,749,124
S01003224,651,627,24
S01003225,668,561,107
S01003226,753,626,127
S01003227,1617,1535,82
S01003228,1260,1142,118
S01003229,910,875,35
S01003230,907,827,80
S01003231,878,765,113
S01003232,923,839,84
S01003233,923,866,57
S01003234,896,853,43
S01003235,796,710,86
S01003236,705,660,45
S01003237,915,788,127
S01003238,710,666,44
S01003239,1008,924,84
S01003240,705,671,34
S01003241,780,709,71
S01003242,1048,964,84
S01003243,865,786,79
S01003244,983,851,132
S01003245,1195,1004,191
S01003246,941,731,210
S01003247,781,692,89
S01003248,1137,996,141
S01003249,733,664,69
S01003250,608,543,65
S01003251,828,656,172
S01003252,573,539,34
S01003253,993,841,152
S01003254,550,443,107
S01003255,901,814,87
S01003256,1436,1317,119
S01003257,797,755,42
S01003258,760,726,34
S01003259,1156,1087,69
S01003260,701,665,36
S01003261,926,881,45
S01003262,700,636,64
S01003263,1028,891,137
S01003264,635,571,64
S01003265,664,602,62
S01003266,739,621,118
S01003267,967,819,148
S01003268,1719,1601,118
S01003269,908,793,115
S01003270,770,681,89
S01003271,1836,1720,116
S01003272,1610,1422,188
S01003273,703,585,118
S01003274,583,473,110
S01003275,1024,881,143
S01003276,727,688,39
S01003277,614,530,84
S01003278,840,782,58
S01003279,404,352,52
S01003280,913,834,79
S01003281,502,452,50
S01003282,755,725,30
S01003283,687,642,45
S01003284,935,829,106
S01003285,416,383,33
S01003286,984,862,122
S01003287,613,579,34
S01003288,699,673,26
S01003289,407,367,40
S01003290,848,764,84
S01003291,767,646,121
S01003292,735,696,39
S01003293,807,678,129
S01003294,734,628,106
S01003295,974,907,67
S01003296,807,698,109
S01003297,548,467,81
S01003298,1003,921,82
S01003299,451,397,54
S01003300,869,798,71
S01003301,765,681,84
S01003302,687,589,98
S01003303,2392,2324,68
S01003304,724,691,33
S01003305,753,706,47
S01003306,924,796,128
S01003307,1063,915,148
S01003308,854,759,95
S01003309,953,806,147
S01003310,744,658,86
S01003311,696,667,29
S01003312,582,526,56
S01003313,1126,973,153
S01003314,648,546,102
S01003315,711,659,52
S01003316,594,553,41
S01003317,646,600,46
S01003318,744,701,43
S01003320,530,513,17
S01003321,692,629,63
S01003322,796,732,64
S01003323,752,715,37
S01003324,449,405,44
S01003325,779,751,28
S01003326,855,765,90
S01003327,605,566,39
S01003328,1035,986,49
S01003329,809,734,75
S01003330,939,915,24
S01003331,642,525,117
S01003332,416,358,58
S01003333,919,772,147
S01003334,1006,906,100
S01003335,650,576,74
S01003336,969,827,142
S01003337,1383,1222,161
S01003338,882,804,78
S01003339,770,723,47
S01003340,995,861,134
S01003341,949,919,30
S01003342,718,626,92
S01003343,733,658,75
S01003344,479,451,28
S01003345,967,888,79
S01003346,866,755,111
S01003347,952,783,169
S01003348,1014,944,70
S01003349,1367,1230,137
S01003350,893,827,66
S01003351,1109,964,145
S01003352,1168,1013,155
S01003353,735,638,97
S01003354,612,501,111
S01003355,1054,920,134
S01003356,859,764,95
S01003357,369,328,41
S01003358,1861,1779,82
S01003359,974,937,37
S01003360,730,663,67
S01003361,713,593,120
S01003362,728,647,81
S01003363,768,647,121
S01003364,671,608,63
S01003365,734,657,77
S01003366,740,720,20
S01003367,1213,1041,172
S01003368,2295,2226,69
S01003369,625,515,110
S01003370,771,735,36
S01003371,668,643,25
S01003372,799,706,93
S01003373,2232,2080,152
S01003374,492,437,55
S01003375,961,864,97
S01003376,526,459,67
S01003377,735,622,113
S01003378,841,753,88
S01003379,678,595,83
S01003380,1291,1246,45
S01003381,728,648,80
S01003382,1603,1522,81
S01003383,913,787,126
S01003384,965,837,128
S01003385,834,789,45
S01003386,689,596,93
S01003387,793,705,88
S01003388,1038,878,160
S01003389,1019,934,85
S01003390,1218,1084,134
S01003391,716,625,91
S01003392,826,773,53
S01003393,883,736,147
S01003394,637,551,86
S01003395,644,607,37
S01003396,814,726,88
S01003397,1045,919,126
S01003398,793,704,89
S01003399,1873,1805,68
S01003400,744,642,102
S01003401,846,729,117
S01003402,949,829,120
S01003403,1144,1070,74
S01003404,569,460,109
S01003405,733,617,116
S01003406,691,634,57
S01003407,851,759,92
S01003408,650,599,51
S01003409,1535,1442,93
S01003410,1452,1394,58
S01003411,757,673,84
S01003412,862,761,101
S01003413,741,650,91
S01003414,442,371,71
S01003415,1269,1155,114
S01003416,845,697,148
S01003417,940,875,65
S01003418,920,761,159
S01003419,959,846,113
S01003420,464,356,108
S01003421,923,786,137
S01003422,790,686,104
S01003423,779,761,18
S01003424,974,902,72
S01003425,838,807,31
S01003426,1019,919,100
S01003427,941,803,138
S01003428,843,734,109
S01003429,1525,1505,20
S01003430,783,760,23
S01003431,696,577,119
S01003432,880,864,16
S01003433,1165,1145,20
S01003434,805,661,144
S01003435,731,640,91
S01003436,555,510,45
S01003437,816,802,14
S01003438,1411,1373,38
S01003439,1153,934,219
S01003440,480,425,55
S01003441,1339,1235,104
S01003442,1013,916,97
S01003443,970,869,101
S01003444,777,665,112
S01003445,1074,958,116
S01003446,452,431,21
S01003447,2551,2451,100
S01003448,705,620,85
S01003449,831,787,44
S01003450,976,888,88
S01003451,916,851,65
S01003452,1407,1276,131
S01003453,1317,1282,35
S01003454,664,630,34
S01003455,795,683,112
S01003456,255,205,50
S01003457,1005,875,130
S01003458,1016,884,132
S01003459,890,810,80
S01003460,1057,998,59
S01003461,764,682,82
S01003462,551,488,63
S01003463,692,637,55
S01003464,974,939,35
S01003465,2510,2432,78
S01003466,787,718,69
S01003467,714,614,100
S01003468,839,797,42
S01003469,1016,909,107
S01003470,1139,1071,68
S01003471,776,700,76
S01003472,816,744,72
S01003473,969,838,131
S01003474,690,670,20
S01003475,845,768,77
S01003476,1136,1084,52
S01003477,1076,1026,50
S01003478,814,767,47
S01003479,844,790,54
S01003480,834,743,91
S01003481,1033,961,72
S01003482,669,576,93
S01003483,533,461,72
S01003484,1127,1089,38
S01003485,890,876,14
S01003486,1033,932,101
S01003487,1075,1011,64
S01003488,695,571,124
S01003489,1397,1239,158
S01003490,625,539,86
S01003491,85,79,6
S01003492,1077,1000,77
S01003493,831,750,81
S01003494,815,731,84
S01003495,936,845,91
S01003496,999,955,44
S01003497,964,933,31
S01003498,1019,937,82
S01003499,1006,940,66
S01003500,676,613,63
S01003501,708,688,20
S01003502,1848,1776,72
S01003503,700,675,25
S01003504,936,910,26
S01003506,1040,1015,25
S01003507,522,509,13
S01003508,807,684,123
S01003509,950,935,15
S01003510,407,378,29
S01003511,1101,1079,22
S01003512,641,550,91
S01003513,730,718,12
S01003514,897,883,14
S01003515,631,536,95
S01003516,667,623,44
S01003517,752,717,35
S01003518,1032,894,138
S01003519,542,478,64
S01003520,717,692,25
S01003521,531,518,13
S01003522,830,808,22
S01003523,657,564,93
S01003524,1072,1046,26
S01003525,1090,1060,30
S01003526,1013,994,19
S01003527,889,862,27
S01003528,516,486,30
S01003529,547,521,26
S01003530,821,804,17
S01003531,778,690,88
S01003532,1088,1034,54
S01003533,340,304,36
S01003534,903,816,87
S01003535,708,647,61
S01003536,1031,1008,23
S01003537,807,727,80
S01003538,630,560,70
S01003539,993,961,32
S01003540,419,337,82
S01003541,935,837,98
S01003542,786,763,23
S01003543,706,643,63
S01003544,529,505,24
S01003545,789,769,20
S01003546,1004,868,136
S01003547,767,738,29
S01003549,800,687,113
S01003550,647,615,32
S01003551,658,575,83
S01003552,1036,1017,19
S01003553,654,553,101
S01003554,761,719,42
S01003555,725,712,13
S01003556,700,677,23
S01003557,783,700,83
S01003558,1036,1018,18
S01003559,978,948,30
S01003560,1264,1224,40
S01003561,1248,1105,143
S01003562,623,559,64
S01003563,530,457,73
S01003564,721,590,131
S01003565,858,723,135
S01003566,725,695,30
S01003567,1036,900,136
S01003568,729,708,21
S01003569,717,701,16
S01003570,736,708,28
S01003571,880,798,82
S01003572,1083,922,161
S01003573,924,796,128
S01003574,1028,999,29
S01003575,854,771,83
S01003576,845,782,63
S01003577,947,857,90
S01003578,217,196,21
S01003579,868,740,128
S01003580,1018,908,110
S01003581,2299,2214,85
S01003582,671,564,107
S01003583,566,489,77
S01003584,803,747,56
S01003585,675,598,77
S01003586,1053,941,112
S01003587,1104,1090,14
S01003588,635,600,35
S01003589,1639,1608,31
S01003590,741,691,50
S01003591,1301,1269,32
S01003592,1423,1287,136
S01003593,634,569,65
S01003594,1013,978,35
S01003595,919,784,135
S01003596,783,671,112
S01003597,714,693,21
S01003598,690,599,91
S01003599,969,864,105
S01003600,842,725,117
S01003601,817,750,67
S01003602,628,562,66
S01003603,864,767,97
S01003604,837,748,89
S01003605,666,594,72
S01003606,885,788,97
S01003607,531,475,56
S01003608,557,510,47
S01003609,1066,1015,51
S01003610,986,915,71
S01003611,850,746,104
S01003612,883,812,71
S01003613,1454,1407,47
S01003614,547,509,38
S01003615,854,783,71
S01003616,869,846,23
S01003617,828,722,106
S01003618,796,737,59
S01003619,816,717,99
S01003620,1025,986,39
S01003621,939,780,159
S01003622,813,722,91
S01003623,915,885,30
S01003624,1555,1325,230
S01003625,350,299,51
S01003626,808,753,55
S01003627,621,537,84
S01003628,739,640,99
S01003629,759,635,124
S01003630,771,677,94
S01003631,1265,1194,71
S01003632,949,911,38
S01003633,1267,1204,63
S01003634,1027,905,122
S01003635,559,512,47
S01003636,923,756,167
S01003637,1048,960,88
S01003638,758,722,36
S01003639,779,673,106
S01003640,962,860,102
S01003641,736,717,19
S01003642,851,726,125
S01003643,682,639,43
S01003644,966,826,140
S01003645,539,479,60
S01003646,899,806,93
S01003647,724,647,77
S01003648,820,787,33
S01003649,967,901,66
S01003650,742,661,81
S01003651,732,636,96
S01003652,733,632,101
S01003653,715,619,96
S01003654,1123,983,140
S01003655,660,580,80
S01003656,878,826,52
S01003657,831,708,123
S01003658,859,780,79
S01003659,756,710,46
S01003660,976,950,26
S01003661,947,906,41
S01003662,642,575,67
S01003663,585,512,73
S01003664,506,445,61
S01003665,645,549,96
S01003666,663,585,78
S01003667,838,753,85
S01003668,783,696,87
S01003669,927,829,98
S01003670,950,842,108
S01003671,666,594,72
S01003672,751,660,91
S01003673,316,255,61
S01003674,783,687,96
S01003675,879,847,32
S01003676,1198,1150,48
S01003677,692,601,91
S01003678,685,615,70
S01003679,1028,890,138
S01003680,623,520,103
S01003681,565,495,70
S01003682,1043,977,66
S01003683,623,543,80
S01003684,794,709,85
S01003685,550,502,48
S01003686,948,871,77
S01003687,657,565,92
S01003688,883,785,98
S01003689,667,604,63
S01003690,942,800,142
S01003691,1028,958,70
S01003692,1022,932,90
S01003693,550,503,47
S01003694,986,914,72
S01003695,1125,1050,75
S01003696,1036,936,100
S01003697,930,892,38
S01003698,1010,930,80
S01003699,938,902,36
S01003700,980,886,94
S01003701,991,842,149
S01003702,822,732,90
S01003703,1052,939,113
S01003704,655,568,87
S01003705,906,818,88
S01003706,749,673,76
S01003707,1078,967,111
S01003708,964,857,107
S01003709,856,728,128
S01003710,1179,1045,134
S01003711,944,843,101
S01003712,928,804,124
S01003713,512,463,49
S01003714,628,576,52
S01003715,803,738,65
S01003716,575,486,89
S01003717,839,733,106
S01003718,749,673,76
S01003719,660,635,25
S01003720,989,937,52
S01003721,814,768,46
S01003722,896,842,54
S01003723,519,501,18
S01003724,769,735,34
S01003725,614,586,28
S01003726,656,640,16
S01003727,748,717,31
S01003728,558,543,15
S01003729,868,825,43
S01003730,644,619,25
S01003731,617,583,34
