dz_2011,total,pensioner,student,other
S01010797,329,61,0,268
S01010798,293,67,0,226
S01010799,586,182,2,402
S01010800,396,93,0,303
S01010801,399,123,0,276
S01010802,291,68,1,222
S01010803,280,60,1,219
S01010804,383,117,2,264
S01010805,579,134,0,445
S01010806,458,84,0,374
S01010807,244,61,1,182
S01010808,230,45,0,185
S01010809,428,78,0,350
S01010810,249,81,0,168
S01010811,446,118,0,328
S01010812,238,65,0,173
S01010813,428,104,0,324
S01010814,354,88,0,266
S01010815,270,63,0,207
S01010816,375,144,0,231
S01010817,492,94,0,398
S01010818,742,261,0,481
S01010819,468,127,0,341
S01010820,518,79,0,439
S01010821,345,101,0,244
S01010822,280,21,0,259
S01010823,254,27,0,227
S01010824,424,49,0,375
S01010825,567,63,0,504
S01010826,315,65,0,250
S01010827,268,37,0,231
S01010828,441,47,0,394
S01010829,555,133,0,422
S01010830,231,51,0,180
S01010831,197,12,0,185
S01010832,284,34,0,250
S01010833,482,119,0,363
S01010834,702,201,0,501
S01010835,318,101,0,217
S01010836,454,114,0,340
S01010837,360,96,0,264
S01010838,478,89,0,389
S01010839,417,109,0,308
S01010840,332,105,0,227
S01010841,638,173,1,464
S01010842,660,229,2,429
S01010843,494,210,0,284
S01010844,365,99,0,266
S01010845,259,66,0,193
S01010846,356,48,0,308
S01010847,317,38,0,279
S01010848,364,51,0,313
S01010849,364,55,0,309
S01010850,421,59,0,362
S01010851,407,56,0,351
S01010852,347,67,0,280
S01010853,409,80,0,329
S01010854,384,49,0,335
S01010855,223,53,0,170
S01010856,455,121,0,334
S01010857,378,44,0,334
S01010858,534,139,0,395
S01010859,323,54,0,269
S01010860,390,80,0,310
S01010861,387,85,0,302
S01010862,314,45,0,269
S01010863,360,94,2,264
S01010864,272,75,0,197
S01010865,345,139,8,198
S01010866,370,151,1,218
S01010867,334,120,2,212
S01010868,306,91,0,215
S01010869,463,114,0,349
S01010870,513,172,0,341
S01010871,408,112,2,294
S01010872,479,108,3,368
S01010873,524,210,1,313
S01010874,363,59,0,304
S01010875,336,61,3,272
S01010876,393,64,4,325
S01010877,705,122,2,581
S01010878,586,188,0,398
S01010879,514,94,0,420
S01010880,321,68,0,253
S01010881,368,131,0,237
S01010882,350,35,0,315
S01010883,418,65,0,353
S01010884,662,148,0,514
S01010885,746,123,2,621
S01010886,325,43,1,281
S01010887,417,133,1,283
S01010888,675,141,1,533
S01010889,538,91,2,445
S01010890,573,249,0,324
S01010891,473,131,5,337
S01010892,576,185,0,391
S01010893,535,112,1,422
S01010894,398,98,2,298
S01010895,307,65,0,242
S01010896,546,145,0,401
S01010897,429,69,0,360
S01010898,500,56,0,444
S01010899,271,44,0,227
S01010900,409,63,3,343
S01010901,205,33,0,172
S01010902,453,120,2,331
S01010903,479,129,0,350
S01010904,271,29,0,242
S01010905,428,38,0,390
S01010906,383,33,0,350
S01010907,232,12,0,220
S01010908,473,73,0,400
S01010909,431,56,4,371
S01010910,434,50,5,379
S01010911,590,235,1,354
S01010912,445,137,9,299
S01010913,293,44,1,248
S01010914,402,34,0,368
S01010915,366,50,1,315
S01010916,425,72,8,345
S01010917,452,93,2,357
S01010918,589,201,1,387
S01010919,378,71,0,307
S01010920,303,31,0,272
S01010921,305,52,0,253
S01010922,395,86,0,309
S01010923,536,146,0,390
S01010924,290,66,0,224
S01010925,386,89,0,297
S01010926,441,94,0,347
S01010927,405,63,0,342
S01010928,340,59,0,281
S01010929,383,60,0,323
S01010930,357,53,0,304
S01010931,203,43,0,160
S01010932,626,100,0,526
S01010933,327,40,0,287
S01010934,479,87,1,391
S01010935,401,141,0,260
S01010936,404,129,0,275
S01010937,323,65,1,257
S01010938,441,96,1,344
S01010939,308,70,0,238
S01010940,268,84,0,184
S01010941,483,109,0,374
S01010942,268,77,0,191
S01010943,343,56,0,287
S01010944,384,91,0,293
S01010945,222,39,0,183
S01010946,437,120,0,317
S01010947,354,84,0,270
S01010948,288,60,1,227
S01010949,511,66,0,445
S01010950,380,104,0,276
S01010951,297,64,1,232
S01010952,304,39,0,265
S01010953,300,59,0,241
S01010954,413,43,0,370
S01010955,402,41,0,361
S01010956,419,63,0,356
S01010957,231,52,0,179
S01010958,282,92,0,190
S01010959,403,81,0,322
S01010960,588,100,0,488
S01010961,590,121,0,469
S01010962,385,123,0,262
S01010963,429,98,0,331
S01010964,216,59,0,157
S01010965,460,96,0,364
S01010966,453,108,0,345
S01010967,399,82,0,317
S01010968,397,104,0,293
S01010969,318,101,0,217
S01010970,633,173,0,460
S01010971,646,128,0,518
S01010972,374,61,0,313
S01010973,261,67,0,194
S01010974,485,115,0,370
S01010975,261,58,0,203
S01010976,815,59,1,755
S01010977,312,87,0,225
S01010978,446,125,0,321
S01010979,354,69,0,285
S01010980,386,96,0,290
S01010981,330,86,0,244
S01010982,496,103,0,393
S01010983,561,188,0,373
S01010984,484,162,0,322
S01010985,355,82,0,273
S01010986,241,22,0,219
S01010987,157,24,0,133
S01010988,205,15,0,190
S01010989,568,29,1,538
S01010990,319,71,0,248
S01010991,720,47,1,672
S01010992,678,32,1,645
S01010993,296,57,0,239
S01010994,1032,106,1,925
S01010995,346,61,0,285
S01010996,350,74,0,276
S01010997,466,158,0,308
S01010998,868,70,1,797
S01010999,412,151,0,261
S01011000,421,78,0,343
S01011001,273,70,0,203
S01011002,314,81,1,232
S01011003,334,88,0,246
S01011004,333,66,0,267
S01011005,385,79,0,306
S01011006,422,70,0,352
S01011007,372,86,0,286
S01011008,375,94,0,281
S01011009,269,41,0,228
S01011010,509,117,0,392
S01011011,435,108,0,327
S01011012,522,80,0,442
S01011013,416,121,0,295
S01011014,364,48,0,316
S01011015,264,64,0,200
S01011016,456,29,1,426
S01011017,663,83,1,579
S01011018,617,149,0,468
S01011019,499,89,0,410
S01011020,202,32,0,170
S01011021,351,85,0,266
S01011022,292,49,0,243
S01011023,428,73,1,354
S01011024,490,77,0,413
S01011025,276,28,0,248
S01011026,235,22,0,213
S01011027,510,100,0,410
S01011028,493,101,1,391
S01011029,307,50,0,257
S01011030,369,50,0,319
S01011031,483,94,0,389
S01011032,403,92,0,311
S01011033,348,61,0,287
S01011034,409,120,0,289
S01011035,252,29,0,223
S01011036,441,70,0,371
S01011037,465,67,0,398
S01011038,412,74,0,338
S01011039,442,108,0,334
S01011040,522,64,0,458
S01011041,327,60,0,267
S01011042,333,48,0,285
S01011043,521,94,0,427
S01011044,470,53,1,416
S01011045,426,107,0,319
S01011046,362,66,0,296
S01011047,431,95,0,336
S01011048,561,155,0,406
S01011049,379,105,0,274
S01011050,406,87,0,319
S01011051,484,123,0,361
S01011052,515,165,0,350
S01011053,326,71,0,255
S01011054,305,81,0,224
S01011055,228,42,0,186
S01011056,271,59,0,212
S01011057,294,60,0,234
S01011058,251,47,0,204
S01011059,309,49,0,260
S01011060,534,176,0,358
S01011061,491,114,0,377
S01011062,655,184,0,471
S01011063,515,152,0,363
S01011064,594,166,0,428
S01011065,370,86,0,284
S01011066,277,83,0,194
S01011067,521,160,0,361
S01011068,349,91,0,258
S01011069,323,92,0,231
S01011070,386,99,0,287
S01011071,413,114,0,299
S01011072,445,84,0,361
S01011073,286,67,0,219
S01011074,280,63,0,217
S01011075,389,101,0,288
S01011076,538,167,0,371
S01011077,436,110,0,326
S01011078,555,151,0,404
S01011079,598,138,0,460
S01011080,525,140,0,385
S01011081,352,83,0,269
S01011082,360,134,0,226
S01011083,507,134,0,373
S01011084,373,92,0,281
S01011085,383,94,0,289
S01011086,273,86,0,187
S01011087,384,107,0,277
S01011088,545,157,0,388
S01011089,430,124,0,306
S01011090,304,71,0,233
S01011091,293,53,0,240
S01011092,891,33,1,857
S01011093,1167,89,1,1077
S01011094,297,57,0,240
S01011095,431,81,0,350
S01011096,358,51,0,307
S01011097,284,44,0,240
S01011098,508,124,0,384
S01011099,358,44,0,314
S01011100,257,91,0,166
S01011101,319,66,0,253
S01011102,379,70,0,309
S01011103,440,135,0,305
S01011104,294,96,0,198
S01011105,405,93,0,312
S01011106,352,20,0,332
S01011107,895,48,2,845
S01011108,272,56,1,215
S01011109,389,102,0,287
S01011110,421,58,0,363
S01011111,512,100,0,412
S01011112,73,28,0,45
S01011113,487,161,0,326
S01011114,462,86,0,376
S01011115,411,82,0,329
S01011116,361,73,0,288
S01011117,407,124,1,282
S01011118,455,143,1,311
S01011119,422,134,0,288
S01011120,495,154,0,341
S01011121,365,96,0,269
S01011122,360,77,0,283
S01011123,490,131,0,359
S01011124,277,51,0,226
S01011125,214,28,0,186
S01011126,301,66,2,233
S01011127,153,2,0,151
S01011128,458,91,0,367
S01011129,330,62,0,268
S01011130,374,103,0,271
S01011131,361,77,2,282
S01011132,374,97,0,277
S01011133,241,63,0,178
S01011134,442,114,0,328
S01011135,466,122,0,344
S01011136,284,64,0,220
S01011137,346,49,0,297
S01011138,254,31,0,223
S01011139,281,28,1,252
S01011140,232,35,0,197
S01011141,435,61,0,374
S01011142,363,61,0,302
S01011143,487,131,0,356
S01011144,372,86,0,286
S01011145,439,95,0,344
S01011146,419,80,0,339
S01011147,529,120,0,409
S01011148,329,66,0,263
S01011149,201,12,0,189
S01011150,254,2,0,252
S01011151,290,33,0,257
S01011152,445,125,0,320
S01011153,518,147,0,371
S01011154,389,124,0,265
S01011155,420,138,0,282
S01011156,343,83,0,260
S01011157,284,83,0,201
S01011158,275,98,0,177
S01011159,344,123,0,221
S01011160,393,78,0,315
S01011161,269,57,0,212
S01011162,347,55,0,292
S01011163,428,81,0,347
S01011164,320,48,0,272
S01011165,412,99,0,313
S01011166,271,82,0,189
S01011167,406,96,0,310
S01011168,355,81,0,274
S01011169,461,32,0,429
S01011170,400,83,0,317
S01011171,456,141,0,315
S01011172,339,106,0,233
S01011173,365,144,0,221
S01011174,361,135,0,226
S01011175,391,161,0,230
S01011176,330,143,0,187
S01011177,485,174,0,311
S01011178,241,43,0,198
S01011179,316,60,0,256
S01011180,378,85,0,293
S01011181,558,60,0,498
S01011182,208,29,0,179
S01011183,289,52,0,237
S01011184,307,58,0,249
S01011185,354,122,0,232
S01011186,561,184,0,377
S01011187,353,79,0,274
S01011188,515,128,0,387
S01011189,468,94,0,374
S01011190,458,92,0,366
S01011191,326,68,0,258
S01011192,360,51,0,309
S01011193,384,29,0,355
S01011194,302,33,0,269
S01011195,395,54,0,341
S01011196,470,89,0,381
S01011197,348,40,0,308
S01011198,274,42,0,232
S01011199,342,51,0,291
S01011200,405,74,0,331
S01011201,267,71,0,196
S01011202,453,87,1,365
S01011203,564,124,0,440
S01011204,235,57,0,178
S01011205,80,16,0,64
S01011206,264,23,0,241
S01011207,694,75,0,619
S01011208,345,43,1,301
S01011209,298,49,0,249
S01011210,321,58,0,263
S01011211,619,47,0,572
S01011212,285,45,0,240
S01011213,459,65,0,394
S01011214,430,85,0,345
S01011215,399,76,0,323
S01011216,511,96,0,415
S01011217,550,104,0,446
S01011218,392,73,0,319
S01011219,450,73,0,377
S01011220,477,92,0,385
S01011221,504,110,0,394
S01011222,312,87,0,225
S01011223,427,116,0,311
S01011224,350,103,0,247
S01011225,480,104,0,376
S01011226,512,186,0,326
S01011227,422,87,0,335
S01011228,742,203,0,539
S01011229,408,105,0,303
S01011230,642,144,0,498
S01011231,613,160,0,453
S01011232,513,83,0,430
S01011233,565,61,0,504
S01011234,527,79,0,448
S01011235,253,45,0,208
S01011236,284,71,0,213
S01011237,464,64,0,400
S01011238,430,68,0,362
S01011239,532,151,0,381
S01011240,745,192,0,553
S01011241,540,148,0,392
S01011242,484,133,1,350
S01011243,734,163,0,571
S01011244,409,61,0,348
S01011245,446,97,0,349
S01011246,488,95,0,393
S01011247,422,125,0,297
S01011248,409,90,0,319
S01011249,423,83,0,340
S01011250,507,53,0,454
S01011251,385,71,0,314
S01011252,344,45,0,299
S01011253,445,85,0,360
S01011254,466,71,0,395
S01011255,157,12,0,145
S01011256,169,14,0,155
S01011257,214,78,0,136
S01011258,292,76,0,216
S01011259,452,136,0,316
S01011260,336,109,0,227
S01011261,360,69,0,291
S01011262,309,68,0,241
S01011263,317,50,0,267
S01011264,259,33,0,226
S01011265,475,86,0,389
S01011266,383,101,0,282
S01011267,430,95,0,335
S01011268,296,103,1,192
S01011269,331,112,1,218
S01011270,456,102,0,354
S01011271,428,107,0,321
S01011272,380,80,0,300
S01011273,490,64,0,426
S01011274,505,81,0,424
S01011275,557,52,0,505
S01011276,462,81,0,381
S01011277,284,45,0,239
S01011278,288,36,0,252
S01011279,323,80,0,243
S01011280,276,59,0,217
S01011281,299,35,0,264
S01011282,341,41,0,300
S01011283,277,19,0,258
S01011284,408,28,0,380
S01011285,514,111,0,403
S01011286,298,47,0,251
S01011287,432,84,0,348
S01011288,435,83,0,352
S01011289,431,94,0,337
S01011290,610,124,0,486
S01011291,491,107,0,384
S01011292,332,72,0,260
S01011293,442,102,0,340
S01011294,541,183,0,358
S01011295,493,148,0,345
S01011296,365,107,0,258
S01011297,352,52,0,300
S01011298,434,88,0,346
S01011299,197,43,0,154
S01011300,449,88,0,361
S01011301,309,72,0,237
S01011302,570,191,0,379
S01011303,491,94,0,397
S01011304,381,60,0,321
S01011305,342,43,0,299
S01011306,282,72,0,210
S01011307,904,99,0,805
S01011308,271,65,0,206
S01011309,395,129,0,266
S01011310,341,107,0,234
S01011311,508,169,1,338
S01011312,549,175,0,374
S01011313,529,144,0,385
S01011314,487,106,1,380
S01011315,176,41,0,135
S01011316,382,76,0,306
S01011317,454,206,0,248
S01011318,520,245,0,275
S01011319,525,242,0,283
S01011320,389,147,0,242
S01011321,276,50,0,226
S01011322,251,43,0,208
S01011323,478,83,0,395
S01011324,235,51,0,184
S01011325,597,170,1,426
S01011326,762,272,0,490
S01011327,438,174,0,264
S01011328,460,172,0,288
S01011329,562,236,0,326
S01011330,324,109,0,215
S01011331,369,148,0,221
S01011332,558,213,0,345
S01011333,386,193,0,193
S01011334,587,132,0,455
S01011335,517,182,0,335
S01011336,302,77,0,225
S01011337,287,73,0,214
S01011338,360,71,0,289
S01011339,272,61,0,211
S01011340,542,120,0,422
S01011341,428,82,0,346
S01011342,412,103,0,309
S01011343,461,97,0,364
S01011344,401,94,0,307
S01011345,478,84,0,394
S01011346,393,93,0,300
S01011347,605,151,0,454
S01011348,535,121,0,414
S01011349,451,54,0,397
S01011350,377,92,0,285
S01011351,393,82,0,311
S01011352,363,109,0,254
S01011353,274,54,0,220
S01011354,374,92,0,282
S01011355,487,138,0,349
S01011356,392,72,0,320
S01011357,553,116,0,437
S01011358,186,10,0,176
S01011359,368,109,0,259
S01011360,415,26,0,389
S01011361,343,45,0,298
S01011362,256,28,0,228
S01011363,741,158,0,583
S01011364,272,64,0,208
S01011365,310,49,0,261
S01011366,238,73,0,165
S01011367,400,98,0,302
S01011368,503,24,0,479
S01011369,341,82,0,259
S01011370,598,44,0,554
S01011371,805,145,0,660
S01011372,583,116,1,466
S01011373,431,74,0,357
S01011374,201,19,0,182
S01011375,323,54,0,269
S01011376,369,115,0,254
S01011377,262,64,0,198
S01011378,470,172,0,298
S01011379,435,80,0,355
S01011380,403,106,0,297
S01011381,397,90,0,307
S01011382,286,34,1,251
S01011383,630,120,0,510
S01011384,375,34,0,341
S01011385,441,89,0,352
S01011386,404,45,0,359
S01011387,414,67,0,347
S01011388,623,91,3,529
S01011389,697,109,12,576
S01011390,476,118,0,358
S01011391,254,44,0,210
S01011392,413,52,0,361
S01011393,374,104,0,270
S01011394,406,74,0,332
S01011395,471,110,0,361
S01011396,488,143,0,345
S01011397,371,91,0,280
S01011398,322,70,0,252
S01011399,240,42,0,198
S01011400,470,86,0,384
S01011401,461,123,0,338
S01011402,492,210,0,282
S01011403,426,83,0,343
S01011404,573,168,0,405
S01011405,341,106,0,235
S01011406,312,97,0,215
S01011407,626,160,0,466
S01011408,420,96,0,324
S01011409,362,58,0,304
S01011410,413,121,0,292
S01011411,405,97,0,308
S01011412,405,131,0,274
S01011413,218,19,0,199
S01011414,512,128,0,384
S01011415,444,84,0,360
S01011416,345,57,0,288
S01011417,374,121,1,252
S01011418,370,88,0,282
S01011419,314,71,0,243
S01011420,250,45,0,205
S01011421,187,6,0,181
S01011422,193,32,0,161
S01011423,267,45,0,222
S01011424,237,54,0,183
S01011425,303,64,0,239
S01011426,682,84,0,598
S01011427,585,93,0,492
S01011428,311,71,0,240
S01011429,301,31,0,270
S01011430,410,66,0,344
S01011431,619,171,0,448
S01011432,608,120,0,488
S01011433,434,61,0,373
S01011434,421,86,0,335
S01011435,619,133,0,486
S01011436,609,108,0,501
S01011437,393,78,0,315
S01011438,383,61,0,322
S01011439,499,100,0,399
S01011440,499,81,0,418
S01011441,384,58,0,326
S01011442,327,80,0,247
S01011443,369,94,0,275
S01011444,531,108,0,423
S01011445,298,66,0,232
S01011446,920,79,0,841
S01011447,445,72,0,373
S01011448,527,103,0,424
S01011449,374,90,0,284
S01011450,299,43,0,256
S01011451,718,48,1,669
S01011452,412,57,0,355
S01011453,340,78,0,262
S01011454,476,122,0,354
S01011455,465,111,0,354
S01011456,458,92,0,366
S01011457,382,49,0,333
S01011458,289,30,0,259
S01011459,504,44,0,460
S01011460,392,57,0,335
S01011461,374,46,0,328
S01011462,455,111,0,344
S01011463,307,72,0,235
S01011464,612,27,0,585
S01011465,306,31,0,275
S01011466,823,95,0,728
S01011467,231,33,0,198
S01011468,40,0,0,40
S01011469,318,27,0,291
S01011470,451,113,0,338
S01011471,501,162,0,339
S01011472,724,173,0,551
S01011473,604,212,0,392
S01011474,629,191,1,437
S01011475,426,159,1,266
S01011476,356,73,0,283
S01011477,335,74,0,261
S01011478,442,100,0,342
S01011479,430,119,0,311
S01011480,500,139,0,361
S01011481,524,129,0,395
S01011482,539,151,0,388
S01011483,359,58,0,301
S01011484,483,100,0,383
S01011485,371,73,0,298
S01011486,235,60,0,175
S01011487,525,68,0,457
S01011488,284,54,0,230
S01011489,377,35,0,342
S01011490,522,97,0,425
S01011491,271,42,0,229
S01011492,434,56,1,377
S01011493,398,46,0,352
S01011494,407,158,0,249
S01011495,470,109,0,361
S01011496,308,34,0,274
S01011497,354,24,0,330
S01011498,230,12,0,218
S01011499,402,66,0,336
S01011500,474,96,0,378
S01011501,325,60,0,265
S01011502,305,64,0,241
S01011503,424,71,0,353
S01011504,284,73,0,211
S01011505,322,38,0,284
S01011506,292,97,0,195
S01011507,378,96,0,282
S01011508,468,40,0,428
S01011509,247,41,0,206
S01011510,435,74,0,361
S01011511,313,59,0,254
S01011512,606,98,0,508
S01011513,440,67,0,373
S01011514,384,61,0,323
S01011515,357,31,0,326
S01011516,358,23,0,335
S01011517,267,66,0,201
S01011518,302,90,0,212
S01011519,310,59,0,251
S01011520,547,116,0,431
S01011521,676,120,0,556
S01011522,500,111,0,389
S01011523,583,88,0,495
S01011524,396,62,0,334
S01011525,392,46,0,346
S01011526,422,75,0,347
S01011527,414,100,0,314
S01011528,495,122,0,373
S01011529,552,123,0,429
S01011530,627,175,0,452
S01011531,791,196,0,595
S01011532,463,21,0,442
S01011533,315,60,0,255
S01011534,341,63,0,278
S01011535,467,112,0,355
S01011536,269,35,0,234
S01011537,395,73,0,322
S01011538,302,62,1,239
S01011539,442,100,0,342
S01011540,787,102,0,685
S01011541,419,51,0,368
S01011542,434,71,0,363
S01011543,370,41,0,329
S01011544,335,66,0,269
S01011545,359,83,0,276
S01011546,236,8,0,228
S01011547,181,7,0,174
S01011548,359,106,0,253
S01011549,366,77,0,289
S01011550,380,91,0,289
S01011551,373,81,0,292
S01011552,393,71,0,322
S01011553,418,27,0,391
S01011554,746,108,0,638
S01011555,320,49,0,271
S01011556,318,50,0,268
S01011557,396,63,0,333
S01011558,369,59,0,310
S01011559,290,44,0,246
S01011560,432,81,0,351
S01011561,302,52,0,250
S01011562,418,44,0,374
S01011563,484,99,0,385
S01011564,410,82,0,328
S01011565,425,60,0,365
S01011566,374,35,0,339
S01011567,371,93,0,278
S01011568,320,55,0,265
S01011569,371,87,0,284
S01011570,421,82,0,339
S01011571,510,109,0,401
S01011572,511,145,0,366
S01011573,474,87,0,387
S01011574,406,54,0,352
S01011575,340,48,0,292
S01011576,420,74,0,346
S01011577,281,20,0,261
S01011578,853,74,0,779
S01011579,355,91,0,264
S01011580,618,99,0,519
S01011581,476,138,0,338
S01011582,930,128,0,802
S01011583,485,124,0,361
S01011584,385,78,0,307
S01011585,553,109,0,444
S01011586,297,56,0,241
S01011587,297,47,0,250
S01011588,363,65,0,298
S01011589,413,99,0,314
S01011590,776,85,0,691
S01011591,393,60,0,333
S01011592,727,75,0,652
S01011593,325,86,0,239
S01011594,303,85,0,218
S01011595,427,69,0,358
S01011596,615,113,0,502
S01011597,354,55,0,299
S01011598,638,81,0,557
S01011599,434,103,0,331
S01011600,392,111,0,281
S01011601,316,24,0,292
S01011602,318,70,0,248
S01011603,528,167,0,361
S01011604,293,71,0,222
S01011605,376,114,0,262
S01011606,342,9,0,333
S01011607,477,24,0,453
S01011608,441,32,0,409
S01011609,479,61,0,418
S01011610,412,64,0,348
S01011611,428,36,0,392
S01011612,99,2,0,97
S01011613,374,75,0,299
S01011614,230,42,0,188
S01011615,507,47,0,460
S01011616,247,56,0,191
S01011617,453,93,0,360
S01011618,337,66,0,271
S01011619,355,30,0,325
S01011620,344,21,0,323
S01011621,336,44,0,292
S01011622,65,17,0,48
S01011623,743,112,0,631
S01011624,400,66,0,334
S01011625,240,39,0,201
S01011626,385,47,0,338
S01011627,260,13,0,247
S01011628,479,82,0,397
S01011629,313,48,0,265
S01011630,298,63,0,235
S01011631,330,30,0,300
S01011632,413,53,0,360
S01011633,474,100,0,374
S01011634,330,49,0,281
S01011635,348,58,0,290
S01011636,341,52,0,289
S01011637,324,56,0,268
S01011638,390,106,0,284
S01011639,299,63,1,235
S01011640,416,59,0,357
S01011641,375,74,0,301
S01011642,382,82,0,300
S01011643,413,132,0,281
S01011644,405,143,0,262
S01011645,289,97,0,192
S01011646,330,70,0,260
S01011647,390,38,0,352
S01011648,188,29,0,159
S01011649,374,49,0,325
S01011650,673,107,0,566
S01011651,446,113,0,333
S01011652,311,44,0,267
S01011653,434,78,0,356
S01011654,564,146,0,418
S01011655,471,108,0,363
S01011656,327,32,0,295
S01011657,330,42,0,288
S01011658,399,92,0,307
S01011659,430,99,0,331
S01011660,469,105,0,364
S01011661,502,91,0,411
S01011662,455,42,0,413
S01011663,492,41,0,451
S01011664,408,74,0,334
S01011665,557,118,0,439
S01011666,532,142,0,390
S01011667,484,103,0,381
S01011668,678,103,0,575
S01011669,392,114,0,278
S01011670,362,72,0,290
S01011671,353,105,0,248
S01011672,350,91,0,259
S01011673,391,68,0,323
S01011674,672,114,0,558
S01011675,599,87,0,512
S01011676,350,77,0,273
S01011677,62,10,0,52
S01011678,222,47,0,175
S01011679,543,62,0,481
S01011680,531,118,0,413
S01011681,345,63,0,282
S01011682,633,54,0,579
S01011683,500,56,0,444
S01011684,335,75,0,260
S01011685,320,32,0,288
S01011686,385,66,0,319
S01011687,418,81,0,337
S01011688,440,58,0,382
S01011689,351,39,0,312
S01011690,633,85,0,548
S01011691,175,28,0,147
S01011692,525,109,0,416
S01011693,702,94,0,608
S01011694,263,17,0,246
S01011695,1226,77,0,1149
S01011696,292,23,1,268
S01011697,421,58,1,362
S01011698,271,55,0,216
S01011699,387,81,0,306
S01011700,400,102,0,298
S01011701,532,96,0,436
S01011702,427,102,0,325
S01011703,373,78,0,295
S01011704,571,40,1,530
S01011705,661,61,0,600
S01011706,450,123,0,327
S01011707,283,68,0,215
S01011708,519,122,1,396
S01011709,443,87,0,356
S01011710,295,39,0,256
S01011711,532,119,0,413
S01011712,294,53,0,241
S01011713,516,121,0,395
S01011714,469,18,0,451
S01011715,506,104,0,402
S01011716,389,41,0,348
S01011717,315,68,0,247
S01011718,360,17,0,343
S01011719,658,24,0,634
S01011720,256,43,0,213
S01011721,333,75,0,258
S01011722,572,152,0,420
S01011723,782,93,0,689
S01011724,261,5,0,256
S01011725,219,15,0,204
S01011726,208,13,0,195
S01011727,496,23,0,473
S01011728,393,60,0,333
S01011729,505,111,0,394
S01011730,431,114,0,317
S01011731,443,105,0,338
S01011732,360,79,0,281
S01011733,352,86,0,266
S01011734,393,106,0,287
S01011735,288,75,0,213
S01011736,467,84,0,383
S01011737,369,82,0,287
S01011738,495,62,0,433
S01011739,296,64,0,232
S01011740,327,57,0,270
S01011741,477,86,0,391
S01011742,382,94,0,288
S01011743,379,94,0,285
S01011744,462,135,0,327
S01011745,542,208,0,334
S01011746,386,115,0,271
S01011747,453,69,0,384
S01011748,464,56,0,408
S01011749,423,27,0,396
S01011750,398,99,0,299
S01011751,614,70,0,544
S01011752,544,83,0,461
S01011753,366,87,0,279
S01011754,419,121,0,298
S01011755,456,56,0,400
S01011756,513,69,0,444
S01011757,434,93,0,341
S01011758,252,37,0,215
S01011759,371,84,0,287
S01011760,411,85,0,326
S01011761,326,44,0,282
S01011762,441,91,0,350
S01011763,350,75,0,275
S01011764,136,17,0,119
S01011765,452,47,0,405
S01011766,287,42,0,245
S01011767,574,132,0,442
S01011768,433,56,0,377
S01011769,424,111,2,311
S01011770,451,113,0,338
S01011771,238,23,0,215
S01011772,390,68,0,322
S01011773,200,12,0,188
S01011774,354,27,0,327
S01011775,296,16,0,280
S01011776,362,14,0,348
S01011777,264,33,0,231
S01011778,261,45,0,216
S01011779,324,77,0,247
S01011780,315,36,0,279
S01011781,356,56,0,300
S01011782,334,55,0,279
S01011783,213,30,0,183
S01011784,349,62,0,287
S01011785,459,117,0,342
S01011786,65,1,0,64
S01011787,531,111,0,420
S01011788,382,29,0,353
S01011789,1067,108,0,959
S01011790,521,75,0,446
S01011791,391,88,0,303
S01011792,515,205,0,310
S01011793,368,100,0,268
S01011794,472,97,0,375
S01011795,462,76,0,386
S01011796,435,108,0,327
S01011797,418,83,0,335
S01011798,242,48,0,194
S01011799,379,76,0,303
S01011800,281,70,0,211
S01011801,287,33,0,254
S01011802,361,104,0,257
S01011803,348,60,0,288
S01011804,505,123,0,382
S01011805,461,131,2,328
S01011806,578,157,0,421
S01011807,444,100,0,344
S01011808,432,104,0,328
S01011809,302,61,0,241
S01011810,545,108,0,437
S01011811,478,116,0,362
S01011812,486,115,0,371
S01011813,382,80,0,302
S01011814,297,77,0,220
S01011815,313,56,0,257
S01011816,285,65,0,220
S01011817,294,64,0,230
S01011818,699,154,0,545
S01011819,622,158,0,464
S01011820,434,116,0,318
S01011821,321,61,0,260
S01011822,510,122,0,388
S01011823,290,66,0,224
S01011824,436,76,0,360
S01011825,275,68,0,207
S01011826,356,75,0,281
S01011827,329,105,0,224
S01011828,411,103,0,308
S01011829,250,48,0,202
S01011830,392,101,0,291
S01011831,510,164,0,346
S01011832,405,124,0,281
S01011833,360,82,0,278
S01011834,307,58,0,249
S01011835,278,48,0,230
S01011836,479,118,0,361
S01011837,362,72,0,290
S01011838,487,111,1,375
S01011839,487,133,0,354
S01011840,513,102,0,411
S01011841,721,196,0,525
S01011842,615,176,0,439
S01011843,495,116,0,379
S01011844,421,110,0,311
S01011845,382,105,0,277
S01011846,385,93,0,292
S01011847,178,37,0,141
S01011848,352,85,1,266
S01011849,352,66,0,286
S01011850,483,114,0,369
S01011851,368,80,0,288
S01011852,460,143,0,317
S01011853,405,79,0,326
S01011854,473,150,0,323
S01011855,527,143,0,384
S01011856,304,124,0,180
S01011857,583,150,0,433
S01011858,503,195,0,308
S01011859,559,234,0,325
S01011860,319,89,0,230
S01011861,389,102,0,287
S01011862,454,168,1,285
S01011863,412,133,0,279
S01011864,344,112,0,232
S01011865,314,111,1,202
S01011866,538,149,0,389
S01011867,599,186,0,413
S01011868,475,128,0,347
S01011869,542,143,0,399
S01011870,380,74,0,306
S01011871,474,76,0,398
