"dz_2011","total","active","inactive"
"S01008857",655,546,109
"S01008858",467,363,104
"S01008859",993,825,168
"S01008860",756,595,161
"S01008861",583,426,157
"S01008862",794,662,132
"S01008863",592,483,109
"S01008864",771,432,339
"S01008865",673,526,147
"S01008866",670,573,97
"S01008867",640,501,139
"S01008868",716,557,159
"S01008869",860,648,212
"S01008870",638,496,142
"S01008871",1059,766,293
"S01008872",617,458,159
"S01008873",533,416,117
"S01008874",702,531,171
"S01008875",662,529,133
"S01008876",392,293,99
"S01008877",402,304,98
"S01008878",531,363,168
"S01008879",719,527,192
"S01008880",445,344,101
"S01008881",320,220,100
"S01008882",764,503,261
"S01008883",589,388,201
"S01008884",462,284,178
"S01008885",596,421,175
"S01008886",637,440,197
"S01008887",546,395,151
"S01008888",435,342,93
"S01008889",493,387,106
"S01008890",497,355,142
"S01008891",532,371,161
"S01008892",684,490,194
"S01008893",623,451,172
"S01008894",628,400,228
"S01008895",395,268,127
"S01008896",335,232,103
"S01008897",462,320,142
"S01008898",598,408,190
"S01008899",590,389,201
"S01008900",713,511,202
"S01008901",601,404,197
"S01008902",753,514,239
"S01008903",697,465,232
"S01008904",780,522,258
"S01008905",815,504,311
"S01008906",652,429,223
"S01008907",483,275,208
"S01008908",681,437,244
"S01008909",610,438,172
"S01008910",1180,992,188
"S01008911",99,75,24
"S01008912",592,446,146
"S01008913",292,214,78
"S01008914",630,456,174
"S01008915",411,293,118
"S01008916",778,461,317
"S01008917",532,331,201
"S01008918",415,262,153
"S01008919",393,248,145
"S01008920",843,711,132
"S01008921",543,331,212
"S01008922",587,384,203
"S01008923",544,378,166
"S01008924",558,372,186
"S01008925",496,387,109
"S01008926",166,127,39
"S01008927",947,756,191
"S01008928",638,459,179
"S01008929",611,344,267
"S01008930",634,396,238
"S01008931",547,354,193
"S01008932",662,523,139
"S01008933",344,264,80
"S01008934",714,483,231
"S01008935",613,431,182
"S01008936",269,191,78
"S01008937",599,421,178
"S01008938",405,292,113
"S01008939",621,426,195
"S01008940",417,273,144
"S01008941",564,380,184
"S01008942",623,454,169
"S01008943",477,280,197
"S01008944",686,422,264
"S01008945",558,401,157
"S01008946",636,401,235
"S01008947",681,471,210
"S01008948",524,386,138
"S01008949",653,467,186
"S01008950",651,468,183
"S01008951",623,426,197
"S01008952",609,432,177
"S01008953",624,442,182
"S01008954",577,394,183
"S01008955",476,356,120
"S01008956",692,549,143
"S01008957",738,503,235
"S01008958",516,354,162
"S01008959",652,474,178
"S01008960",661,542,119
"S01008961",570,400,170
"S01008962",481,349,132
"S01008963",571,403,168
"S01008964",353,255,98
"S01008965",516,328,188
"S01008966",411,303,108
"S01008967",711,488,223
"S01008968",707,513,194
"S01008969",766,556,210
"S01008970",752,560,192
"S01008971",396,298,98
"S01008972",530,380,150
"S01008973",905,623,282
"S01008974",546,373,173
"S01008975",539,343,196
"S01008976",297,205,92
"S01008977",446,323,123
"S01008978",439,329,110
"S01008979",551,437,114
"S01008980",592,454,138
"S01008981",479,332,147
"S01008982",596,446,150
"S01008983",522,434,88
"S01008984",366,278,88
"S01008985",458,367,91
"S01008986",601,464,137
"S01008987",611,439,172
"S01008988",725,506,219
"S01008989",540,459,81
"S01008990",625,535,90
"S01008991",736,614,122
"S01008992",431,301,130
"S01008993",835,627,208
"S01008994",577,409,168
"S01008995",509,385,124
"S01008996",536,385,151
"S01008997",734,574,160
"S01008998",454,309,145
"S01008999",610,392,218
"S01009000",691,483,208
"S01009001",604,421,183
"S01009002",593,448,145
"S01009003",705,535,170
"S01009004",508,387,121
"S01009005",554,402,152
"S01009006",546,356,190
"S01009007",491,347,144
"S01009008",681,468,213
"S01009009",327,221,106
"S01009010",798,628,170
"S01009011",675,571,104
"S01009012",581,455,126
"S01009013",700,546,154
"S01009014",383,283,100
"S01009015",345,233,112
"S01009016",367,248,119
"S01009017",283,186,97
"S01009018",645,467,178
"S01009019",391,295,96
"S01009020",598,485,113
"S01009021",560,393,167
"S01009022",632,437,195
"S01009023",638,414,224
"S01009024",710,464,246
"S01009025",669,485,184
"S01009026",679,464,215
"S01009027",657,418,239
"S01009028",282,193,89
"S01009029",457,314,143
"S01009030",540,384,156
"S01009031",566,385,181
"S01009032",484,302,182
"S01009033",565,370,195
"S01009034",496,323,173
"S01009035",669,488,181
"S01009036",752,559,193
"S01009037",660,496,164
"S01009038",793,581,212
"S01009039",500,373,127
"S01009040",467,346,121
"S01009041",577,416,161
"S01009042",594,449,145
"S01009043",454,332,122
"S01009044",563,382,181
"S01009045",601,427,174
"S01009046",641,458,183
"S01009047",586,432,154
"S01009048",618,440,178
"S01009049",452,307,145
"S01009050",876,653,223
"S01009051",432,320,112
"S01009052",437,295,142
"S01009053",402,249,153
"S01009054",444,304,140
"S01009055",643,480,163
"S01009056",415,258,157
"S01009057",403,283,120
"S01009058",671,435,236
"S01009059",580,456,124
"S01009060",600,465,135
"S01009061",632,470,162
"S01009062",485,319,166
"S01009063",569,404,165
"S01009064",433,298,135
"S01009065",476,324,152
"S01009066",539,365,174
"S01009067",780,636,144
"S01009068",670,497,173
"S01009069",510,391,119
"S01009070",422,322,100
"S01009071",1161,923,238
"S01009072",220,146,74
"S01009073",447,290,157
"S01009074",538,378,160
"S01009075",418,270,148
"S01009076",752,580,172
"S01009077",348,239,109
"S01009079",808,575,233
"S01009080",688,454,234
"S01009081",501,349,152
"S01009082",611,438,173
"S01009083",502,341,161
"S01009084",1535,1285,250
"S01009086",305,207,98
"S01009087",455,298,157
"S01009088",626,432,194
"S01009089",67,50,17
"S01009090",455,378,77
"S01009091",1348,1119,229
"S01009092",739,509,230
"S01009093",570,417,153
"S01009094",489,302,187
"S01009095",593,414,179
"S01009096",757,602,155
"S01009097",579,458,121
"S01009098",386,261,125
"S01009099",605,409,196
"S01009100",539,336,203
"S01009101",706,506,200
"S01009102",572,405,167
"S01009103",522,347,175
"S01009104",603,407,196
"S01009105",592,439,153
"S01009106",403,298,105
"S01009107",393,286,107
"S01009108",498,352,146
"S01009109",546,393,153
"S01009110",453,300,153
"S01009111",668,536,132
"S01009112",331,216,115
"S01009113",681,481,200
"S01009114",597,481,116
"S01009115",433,349,84
"S01009116",387,281,106
"S01009117",639,486,153
"S01009118",459,387,72
"S01009119",560,373,187
"S01009120",408,287,121
"S01009121",627,448,179
"S01009122",1054,785,269
"S01009123",322,252,70
"S01009124",161,106,55
"S01009125",490,325,165
"S01009126",428,290,138
"S01009127",444,303,141
"S01009128",587,373,214
"S01009129",367,246,121
"S01009130",474,355,119
"S01009131",370,262,108
"S01009132",615,493,122
"S01009133",496,335,161
"S01009134",643,473,170
"S01009135",441,372,69
"S01009136",174,138,36
"S01009137",620,531,89
"S01009138",679,515,164
"S01009139",336,253,83
"S01009140",615,430,185
"S01009141",640,431,209
"S01009142",441,305,136
"S01009143",435,275,160
"S01009144",711,587,124
"S01009145",701,426,275
"S01009146",700,506,194
"S01009147",578,378,200
"S01009148",517,347,170
"S01009149",554,401,153
"S01009150",455,100,355
"S01009151",587,369,218
"S01009152",505,320,185
"S01009153",373,297,76
"S01009154",684,479,205
"S01009155",400,277,123
"S01009156",388,275,113
"S01009157",607,430,177
"S01009158",395,287,108
"S01009159",379,229,150
"S01009160",510,344,166
"S01009161",327,222,105
"S01009162",579,375,204
"S01009163",365,248,117
"S01009164",557,391,166
"S01009165",543,363,180
"S01009166",627,406,221
"S01009167",389,273,116
"S01009168",508,332,176
"S01009169",528,278,250
"S01009170",518,362,156
"S01009171",517,386,131
"S01009172",504,364,140
"S01009173",388,291,97
"S01009174",248,220,28
"S01009175",592,475,117
"S01009176",1007,779,228
"S01009177",629,449,180
"S01009178",549,389,160
"S01009179",522,372,150
"S01009180",742,510,232
"S01009181",1317,996,321
"S01009182",754,579,175
"S01009183",253,219,34
"S01009184",758,505,253
"S01009185",522,357,165
"S01009186",542,391,151
"S01009187",1043,789,254
"S01009188",661,469,192
"S01009189",551,379,172
"S01009190",230,169,61
"S01009191",495,428,67
"S01009192",1033,468,565
"S01009193",43,30,13
"S01009194",619,437,182
"S01009195",299,255,44
"S01009196",528,360,168
"S01009197",745,574,171
"S01009198",557,410,147
"S01009199",326,253,73
"S01009200",895,638,257
"S01009201",413,293,120
"S01009202",373,296,77
"S01009203",442,254,188
"S01009204",579,422,157
"S01009205",587,474,113
"S01009206",771,587,184
"S01009207",869,591,278
"S01009208",478,294,184
"S01009209",350,233,117
"S01009210",707,505,202
"S01009211",412,296,116
"S01009212",618,389,229
"S01009213",594,421,173
"S01009214",741,552,189
"S01009215",629,436,193
"S01009216",692,484,208
"S01009217",460,300,160
"S01009218",597,398,199
"S01009219",475,329,146
"S01009220",239,150,89
"S01009221",399,286,113
"S01009222",377,263,114
"S01009223",410,278,132
"S01009224",478,324,154
"S01009225",390,278,112
"S01009226",690,445,245
"S01009227",425,280,145
"S01009228",437,283,154
"S01009229",430,298,132
"S01009230",469,362,107
"S01009231",675,498,177
"S01009232",430,288,142
"S01009233",361,239,122
"S01009234",735,489,246
"S01009235",617,451,166
"S01009236",351,230,121
"S01009237",687,487,200
"S01009238",581,352,229
"S01009239",643,474,169
"S01009240",495,349,146
"S01009241",663,434,229
"S01009242",570,406,164
"S01009243",742,540,202
"S01009244",641,434,207
"S01009245",670,466,204
"S01009246",606,421,185
"S01009247",685,533,152
"S01009248",532,354,178
"S01009249",674,452,222
"S01009250",484,326,158
"S01009251",435,293,142
"S01009252",348,293,55
"S01009253",345,186,159
"S01009254",595,372,223
"S01009255",454,357,97
"S01009256",354,230,124
"S01009257",593,417,176
"S01009258",1058,833,225
"S01009259",693,520,173
"S01009260",622,461,161
"S01009261",553,347,206
"S01009262",397,260,137
"S01009263",268,228,40
"S01009264",493,325,168
"S01009265",593,426,167
"S01009266",698,453,245
"S01009267",463,326,137
"S01009268",723,503,220
"S01009269",624,431,193
"S01009270",430,278,152
"S01009271",718,532,186
"S01009272",526,374,152
"S01009273",373,248,125
"S01009274",471,303,168
"S01009275",504,324,180
"S01009276",607,391,216
"S01009277",724,504,220
"S01009278",161,112,49
"S01009279",838,584,254
"S01009280",629,359,270
"S01009281",485,260,225
"S01009282",360,234,126
"S01009283",549,423,126
"S01009284",614,474,140
"S01009285",675,511,164
"S01009286",590,409,181
"S01009287",543,340,203
"S01009288",753,495,258
"S01009289",673,450,223
"S01009290",471,293,178
"S01009291",766,547,219
"S01009292",164,114,50
"S01009293",391,289,102
"S01009294",519,385,134
"S01009295",511,373,138
"S01009296",414,317,97
"S01009297",652,505,147
"S01009298",740,495,245
"S01009299",713,547,166
"S01009300",413,310,103
"S01009301",730,523,207
"S01009302",650,451,199
"S01009303",564,386,178
"S01009304",667,470,197
"S01009305",573,415,158
"S01009306",828,638,190
"S01009307",817,613,204
"S01009308",385,308,77
"S01009309",580,468,112
"S01009310",720,493,227
"S01009311",531,339,192
"S01009312",535,430,105
"S01009313",340,216,124
"S01009314",629,437,192
"S01009315",477,313,164
"S01009316",570,428,142
"S01009317",650,464,186
"S01009318",467,355,112
"S01009319",636,403,233
"S01009320",485,329,156
"S01009321",359,241,118
"S01009322",530,343,187
"S01009323",821,573,248
"S01009324",407,296,111
"S01009325",484,355,129
"S01009326",420,329,91
"S01009327",414,259,155
"S01009331",869,768,101
"S01009332",678,473,205
"S01009333",487,365,122
"S01009334",473,300,173
"S01009335",592,392,200
"S01009336",485,313,172
"S01009337",526,339,187
"S01009338",547,347,200
"S01009339",590,402,188
"S01009340",434,296,138
"S01009341",447,306,141
"S01009342",547,394,153
"S01009343",433,322,111
"S01009344",539,361,178
"S01009345",628,475,153
"S01009346",4289,3699,590
"S01009353",325,278,47
"S01009355",694,479,215
"S01009356",760,531,229
"S01009357",509,394,115
"S01009358",246,186,60
"S01009359",902,740,162
"S01009360",646,458,188
"S01009361",592,417,175
"S01009362",802,573,229
"S01009363",633,445,188
"S01009364",672,526,146
"S01009365",342,236,106
"S01009366",549,369,180
"S01009367",362,239,123
"S01009368",428,317,111
"S01009369",431,322,109
"S01009370",668,452,216
"S01009371",508,366,142
"S01009372",407,293,114
"S01009373",534,366,168
"S01009374",653,439,214
"S01009375",606,404,202
"S01009376",446,285,161
"S01009377",978,868,110
"S01009378",717,553,164
"S01009379",678,546,132
"S01009380",467,340,127
"S01009381",415,329,86
"S01009382",530,351,179
"S01009383",797,577,220
"S01009384",291,199,92
"S01009385",292,207,85
"S01009386",497,328,169
"S01009387",391,255,136
"S01009388",763,516,247
"S01009389",657,442,215
"S01009390",543,450,93
"S01009391",509,425,84
"S01009392",370,307,63
"S01009393",528,398,130
"S01009394",695,496,199
"S01009395",498,300,198
"S01009396",562,344,218
"S01009397",534,384,150
"S01009398",533,398,135
"S01009399",534,390,144
"S01009400",390,277,113
"S01009401",504,306,198
"S01009402",693,452,241
"S01009403",400,304,96
"S01009404",410,270,140
"S01009405",492,361,131
"S01009406",537,377,160
"S01009407",335,225,110
"S01009408",639,481,158
"S01009409",492,324,168
"S01009410",667,463,204
"S01009411",589,403,186
"S01009412",644,441,203
"S01009413",774,546,228
"S01009414",503,325,178
"S01009415",492,322,170
"S01009416",290,196,94
"S01009417",1475,1186,289
"S01009418",703,455,248
"S01009419",428,277,151
"S01009420",459,273,186
"S01009421",456,280,176
"S01009422",526,360,166
"S01009424",441,294,147
"S01009425",413,263,150
"S01009426",566,355,211
"S01009427",433,271,162
"S01009428",373,221,152
"S01009429",475,283,192
"S01009430",547,344,203
"S01009431",371,238,133
"S01009432",584,367,217
"S01009433",590,361,229
"S01009434",398,243,155
"S01009435",544,341,203
"S01009436",508,343,165
"S01009437",439,280,159
"S01009438",460,286,174
"S01009439",690,418,272
"S01009440",464,299,165
"S01009441",582,399,183
"S01009442",992,729,263
"S01009443",2125,1698,427
"S01009444",637,477,160
"S01009445",591,396,195
"S01009446",526,325,201
"S01009447",391,261,130
"S01009448",441,302,139
"S01009449",375,228,147
"S01009450",444,281,163
"S01009451",551,357,194
"S01009452",375,238,137
"S01009453",738,495,243
"S01009454",475,331,144
"S01009455",615,420,195
"S01009456",859,581,278
"S01009457",628,428,200
"S01009458",481,322,159
"S01009459",558,375,183
"S01009460",697,467,230
"S01009462",907,642,265
"S01009463",483,315,168
"S01009464",625,457,168
"S01009465",440,296,144
"S01009466",428,290,138
"S01009467",570,375,195
"S01009468",565,361,204
"S01009469",619,417,202
"S01009470",348,228,120
"S01009471",420,233,187
"S01009472",673,450,223
"S01009473",794,528,266
"S01009474",588,439,149
"S01009476",776,597,179
"S01009477",513,359,154
"S01009478",691,527,164
"S01009479",683,478,205
"S01009480",522,369,153
"S01009481",693,541,152
"S01009482",477,361,116
"S01009483",576,464,112
"S01009484",579,352,227
"S01009485",565,357,208
"S01009486",445,297,148
"S01009487",561,380,181
"S01009488",486,355,131
"S01009489",586,355,231
"S01009490",560,350,210
"S01009491",491,278,213
"S01009492",635,424,211
"S01009493",597,367,230
"S01009494",714,567,147
"S01009495",696,519,177
"S01009496",585,395,190
"S01009497",668,471,197
"S01009498",507,323,184
"S01009499",597,384,213
"S01009500",552,362,190
"S01009501",474,316,158
"S01009502",615,434,181
"S01009503",537,399,138
"S01009504",498,323,175
"S01009505",555,364,191
"S01009506",527,342,185
"S01009507",546,409,137
"S01009508",632,415,217
"S01009509",715,503,212
"S01009510",538,355,183
"S01009511",440,295,145
"S01009512",583,411,172
"S01009513",443,290,153
"S01009514",553,418,135
"S01009515",515,331,184
"S01009516",691,430,261
"S01009519",458,324,134
"S01009520",639,454,185
"S01009521",515,319,196
"S01009522",713,483,230
"S01009523",434,261,173
"S01009524",436,279,157
"S01009525",454,284,170
"S01009526",541,430,111
"S01009527",506,359,147
"S01009528",349,194,155
"S01009529",412,290,122
"S01009530",429,305,124
"S01009531",607,361,246
"S01009532",591,307,284
"S01009533",588,399,189
"S01009534",587,368,219
"S01009535",457,306,151
"S01009536",378,252,126
"S01009537",399,250,149
"S01009538",579,386,193
"S01009539",650,441,209
"S01009540",636,435,201
"S01009541",1290,919,371
"S01009542",452,327,125
"S01009543",402,253,149
"S01009544",574,383,191
"S01009545",903,665,238
"S01009546",431,292,139
"S01009547",659,422,237
"S01009548",458,308,150
"S01009549",547,392,155
"S01009550",374,270,104
"S01009551",391,264,127
"S01009552",669,461,208
"S01009553",626,413,213
"S01009554",589,402,187
"S01009555",486,357,129
"S01009556",574,405,169
"S01009557",493,324,169
"S01009558",486,307,179
"S01009559",654,428,226
"S01009560",557,345,212
"S01009561",383,246,137
"S01009562",547,366,181
"S01009563",551,341,210
"S01009564",465,294,171
"S01009565",426,262,164
"S01009566",780,565,215
"S01009567",663,452,211
"S01009568",522,333,189
"S01009569",601,388,213
"S01009570",400,259,141
"S01009571",511,330,181
"S01009572",761,494,267
"S01009573",537,337,200
"S01009574",1006,723,283
"S01009575",381,267,114
"S01009576",749,559,190
"S01009577",556,390,166
"S01009578",574,417,157
"S01009579",454,299,155
"S01009580",401,308,93
"S01009581",439,286,153
"S01009582",380,281,99
"S01009583",582,393,189
"S01009584",372,253,119
"S01009585",730,514,216
"S01009586",494,284,210
"S01009587",497,305,192
"S01009588",725,490,235
"S01009589",677,486,191
"S01009590",290,187,103
"S01009591",533,392,141
"S01009592",694,461,233
"S01009593",454,343,111
"S01009594",525,392,133
"S01009595",165,129,36
"S01009596",607,430,177
"S01009597",619,420,199
"S01009598",483,310,173
"S01009599",687,463,224
"S01009600",453,283,170
"S01009601",445,303,142
"S01009602",592,471,121
"S01009603",442,309,133
"S01009604",489,323,166
"S01009605",580,346,234
"S01009606",572,459,113
"S01009607",404,278,126
"S01009608",427,315,112
"S01009609",518,371,147
"S01009610",732,499,233
"S01009611",425,309,116
"S01009612",345,251,94
"S01009613",355,276,79
"S01009614",589,434,155
"S01009615",303,181,122
"S01009616",485,344,141
"S01009617",471,339,132
"S01009618",528,354,174
"S01009619",464,286,178
"S01009620",570,348,222
"S01009621",591,369,222
"S01009622",485,311,174
"S01009623",355,213,142
"S01009624",602,369,233
"S01009625",602,422,180
"S01009626",424,236,188
"S01009627",587,377,210
"S01009628",354,172,182
"S01009629",769,511,258
"S01009630",582,367,215
"S01009631",544,322,222
"S01009632",394,228,166
"S01009633",512,318,194
"S01009634",362,194,168
"S01009635",654,432,222
"S01009636",693,427,266
"S01009637",548,375,173
"S01009638",615,362,253
"S01009639",452,304,148
"S01009640",420,240,180
"S01009641",563,352,211
"S01009642",706,503,203
"S01009643",79,61,18
"S01009644",922,673,249
"S01009645",474,304,170
"S01009646",430,277,153
"S01009647",424,262,162
"S01009648",564,372,192
"S01009649",793,504,289
"S01009650",407,253,154
"S01009651",1053,678,375
"S01009652",433,269,164
"S01009653",389,279,110
"S01009654",408,259,149
"S01009655",641,408,233
"S01009656",529,276,253
"S01009657",599,418,181
"S01009658",535,378,157
"S01009659",384,266,118
"S01009660",652,414,238
"S01009661",846,610,236
"S01009662",672,486,186
"S01009663",372,248,124
"S01009664",688,497,191
"S01009665",475,332,143
"S01009666",561,379,182
"S01009667",384,270,114
"S01009668",421,325,96
"S01009669",432,285,147
"S01009670",677,490,187
"S01009671",394,291,103
"S01009672",521,375,146
"S01009673",440,305,135
"S01009674",793,560,233
"S01009675",750,514,236
"S01009676",585,428,157
"S01009677",446,320,126
"S01009678",442,305,137
"S01009679",770,532,238
"S01009680",512,369,143
"S01009681",530,337,193
"S01009682",458,318,140
"S01009683",556,358,198
"S01009684",845,618,227
"S01009685",458,306,152
"S01009686",816,571,245
"S01009687",523,380,143
"S01009688",636,418,218
"S01009689",452,331,121
"S01009690",531,388,143
"S01009691",475,331,144
"S01009692",750,484,266
"S01009693",312,230,82
"S01009694",792,499,293
"S01009695",463,310,153
"S01009696",698,484,214
"S01009697",525,365,160
"S01009698",458,319,139
"S01009699",303,165,138
"S01009700",488,324,164
"S01009701",259,142,117
"S01009702",472,331,141
"S01009703",328,212,116
"S01009704",706,466,240
"S01009705",549,393,156
"S01009706",440,308,132
"S01009707",359,271,88
"S01009708",442,279,163
"S01009709",704,451,253
"S01009710",406,302,104
"S01009711",549,375,174
"S01009712",456,287,169
"S01009713",653,391,262
"S01009714",662,412,250
"S01009715",578,377,201
"S01009716",532,298,234
"S01009717",780,318,462
"S01009718",563,353,210
"S01009719",571,374,197
"S01009720",524,309,215
"S01009721",551,176,375
"S01009722",1012,303,709
"S01009723",703,230,473
"S01009724",813,404,409
"S01009725",714,288,426
"S01009726",988,291,697
"S01009727",894,580,314
"S01009728",486,321,165
"S01009729",516,305,211
"S01009730",240,140,100
"S01009731",348,164,184
"S01009732",540,236,304
"S01009733",314,204,110
"S01009734",1242,632,610
"S01009735",590,293,297
"S01009736",2500,490,2010
"S01009737",424,315,109
"S01009738",261,195,66
"S01009739",566,454,112
"S01009740",402,265,137
"S01009741",847,732,115
"S01009742",447,304,143
"S01009743",757,528,229
"S01009744",536,357,179
"S01009745",885,630,255
"S01009746",552,371,181
"S01009747",506,360,146
"S01009748",494,324,170
"S01009749",721,506,215
"S01009750",488,354,134
"S01009751",627,454,173
"S01009752",251,179,72
"S01009753",461,311,150
"S01009754",603,401,202
"S01009755",495,353,142
"S01009756",566,382,184
"S01009757",422,275,147
"S01009758",447,353,94
"S01009759",661,406,255
"S01009760",615,379,236
"S01009761",699,503,196
"S01009762",711,434,277
"S01009763",332,260,72
"S01009764",483,336,147
"S01009765",668,488,180
"S01009766",319,251,68
"S01009767",1421,989,432
"S01009768",247,163,84
"S01009769",877,694,183
"S01009770",545,375,170
"S01009771",652,475,177
"S01009772",488,383,105
"S01009775",631,328,303
"S01009776",398,224,174
"S01009777",366,246,120
"S01009778",623,286,337
"S01009779",396,243,153
"S01009780",283,184,99
"S01009781",392,228,164
"S01009782",432,294,138
"S01009783",656,440,216
"S01009784",559,309,250
"S01009785",588,341,247
"S01009786",684,398,286
"S01009787",642,385,257
"S01009788",600,368,232
"S01009789",648,384,264
"S01009790",468,314,154
"S01009791",478,284,194
"S01009792",258,202,56
"S01009793",1781,1282,499
"S01009794",361,306,55
"S01009795",658,562,96
"S01009796",343,233,110
"S01009797",590,459,131
"S01009798",538,440,98
"S01009799",588,358,230
"S01009800",807,531,276
"S01009801",717,436,281
"S01009802",735,499,236
"S01009803",367,215,152
"S01009805",905,537,368
"S01009806",684,434,250
"S01009807",800,547,253
"S01009808",637,402,235
"S01009809",436,311,125
"S01009810",596,365,231
"S01009811",793,458,335
"S01009812",538,336,202
"S01009813",494,282,212
"S01009814",614,400,214
"S01009815",547,392,155
"S01009816",545,415,130
"S01009817",486,317,169
"S01009818",716,441,275
"S01009819",456,267,189
"S01009820",686,456,230
"S01009821",490,353,137
"S01009822",334,239,95
"S01009823",426,250,176
"S01009824",669,467,202
"S01009825",723,487,236
"S01009826",402,259,143
"S01009827",624,381,243
"S01009828",551,303,248
"S01009829",751,542,209
"S01009830",576,411,165
"S01009831",521,413,108
"S01009832",717,514,203
"S01009833",256,191,65
"S01009834",606,444,162
"S01009835",376,242,134
"S01009836",723,497,226
"S01009837",481,301,180
"S01009838",563,383,180
"S01009839",795,509,286
"S01009840",731,442,289
"S01009841",651,411,240
"S01009842",511,327,184
"S01009843",467,244,223
"S01009844",426,255,171
"S01009845",550,381,169
"S01009846",691,439,252
"S01009847",505,343,162
"S01009848",666,407,259
"S01009849",518,324,194
"S01009850",570,360,210
"S01009851",679,445,234
"S01009852",289,178,111
"S01009853",592,378,214
"S01009854",592,396,196
"S01009855",426,308,118
"S01009856",460,269,191
"S01009857",677,445,232
"S01009858",550,372,178
"S01009859",806,433,373
"S01009860",715,374,341
"S01009861",802,466,336
"S01009862",1177,812,365
"S01009863",662,437,225
"S01009864",494,342,152
"S01009865",375,255,120
"S01009866",723,514,209
"S01009867",653,480,173
"S01009868",558,416,142
"S01009869",455,339,116
"S01009870",394,276,118
"S01009871",685,392,293
"S01009872",580,409,171
"S01009873",684,431,253
"S01009874",782,496,286
"S01009875",438,268,170
"S01009876",540,296,244
"S01009877",684,437,247
"S01009878",517,311,206
"S01009879",661,463,198
"S01009880",568,338,230
"S01009881",655,433,222
"S01009882",727,605,122
"S01009883",590,374,216
"S01009884",615,427,188
"S01009885",621,387,234
"S01009886",571,333,238
"S01009887",749,463,286
"S01009888",506,311,195
"S01009889",601,371,230
"S01009890",419,254,165
"S01009891",577,382,195
"S01009892",675,401,274
"S01009893",650,458,192
"S01009894",531,290,241
"S01009895",687,400,287
"S01009896",727,395,332
"S01009897",715,462,253
"S01009898",432,234,198
"S01009899",632,489,143
"S01009900",715,634,81
"S01009901",717,617,100
"S01009902",680,389,291
"S01009903",639,457,182
"S01009904",614,493,121
"S01009905",477,335,142
"S01009906",543,410,133
"S01009907",711,500,211
"S01009908",827,665,162
"S01009909",788,622,166
"S01009910",572,472,100
"S01009911",747,532,215
"S01009912",660,443,217
"S01009913",568,375,193
"S01009914",733,511,222
"S01009915",686,502,184
"S01009916",703,424,279
"S01009917",536,404,132
"S01009918",546,370,176
"S01009919",851,595,256
"S01009920",741,620,121
"S01009921",576,493,83
"S01009922",893,739,154
"S01009923",728,550,178
"S01009924",805,614,191
"S01009925",584,499,85
"S01009926",606,456,150
"S01009927",319,231,88
"S01009928",781,620,161
"S01009929",378,287,91
"S01009930",726,603,123
"S01009931",671,585,86
"S01009932",539,453,86
"S01009933",617,398,219
"S01009934",673,524,149
"S01009935",399,200,199
"S01009936",518,331,187
"S01009937",336,184,152
"S01009938",681,357,324
"S01009939",664,341,323
"S01009940",562,288,274
"S01009941",739,523,216
"S01009942",763,448,315
"S01009943",628,315,313
"S01009944",590,379,211
"S01009945",683,430,253
"S01009946",619,386,233
"S01009947",416,260,156
"S01009948",489,266,223
"S01009949",717,486,231
"S01009950",664,473,191
"S01009951",459,308,151
"S01009952",525,368,157
"S01009953",775,529,246
"S01009954",493,324,169
"S01009955",716,484,232
"S01009956",539,355,184
"S01009957",558,398,160
"S01009958",694,539,155
"S01009959",558,365,193
"S01009960",611,415,196
"S01009961",418,273,145
"S01009962",810,610,200
"S01009963",701,514,187
"S01009964",605,442,163
"S01009965",546,400,146
"S01009966",597,435,162
"S01009967",626,448,178
"S01009968",468,343,125
"S01009969",626,405,221
"S01009970",655,376,279
"S01009971",834,525,309
"S01009972",666,445,221
"S01009973",553,391,162
"S01009974",434,244,190
"S01009975",580,267,313
"S01009976",372,213,159
"S01009977",738,325,413
"S01009978",747,441,306
"S01009979",408,209,199
"S01009980",481,230,251
"S01009981",496,299,197
"S01009982",748,497,251
"S01009983",418,228,190
"S01009984",567,388,179
"S01009985",456,266,190
"S01009986",409,208,201
"S01009987",530,320,210
"S01009988",388,195,193
"S01009989",612,434,178
"S01009990",524,400,124
"S01009991",601,458,143
"S01009992",512,279,233
"S01009993",626,490,136
"S01009994",512,381,131
"S01009995",517,397,120
"S01009996",542,394,148
"S01009997",441,340,101
"S01009998",507,331,176
"S01009999",628,436,192
"S01010000",476,362,114
"S01010001",479,336,143
"S01010002",608,438,170
"S01010003",546,393,153
"S01010004",546,391,155
"S01010005",620,479,141
"S01010006",727,558,169
"S01010007",719,553,166
"S01010008",537,413,124
"S01010009",505,420,85
"S01010010",724,533,191
"S01010011",601,411,190
"S01010012",624,428,196
"S01010013",725,556,169
"S01010014",764,572,192
"S01010015",696,555,141
"S01010016",513,325,188
"S01010017",555,347,208
"S01010018",695,417,278
"S01010019",522,293,229
"S01010020",547,348,199
"S01010021",597,305,292
"S01010022",788,431,357
"S01010023",448,214,234
"S01010024",477,309,168
"S01010025",438,230,208
"S01010026",834,531,303
"S01010027",669,465,204
"S01010028",471,283,188
"S01010029",439,197,242
"S01010030",726,515,211
"S01010031",855,649,206
"S01010032",1299,845,454
"S01010033",728,463,265
"S01010034",799,429,370
"S01010035",545,301,244
"S01010036",140,104,36
"S01010037",527,263,264
"S01010038",675,389,286
