"output_area","total","scotland","ruk","elsewhere"
"S00089944",58,48,8,2
"S00089945",170,113,12,45
"S00089946",113,83,2,28
"S00089947",101,79,5,17
"S00089948",145,90,10,45
"S00089949",115,101,5,9
"S00089950",108,96,5,7
"S00089951",97,83,7,7
"S00089952",125,112,4,9
"S00089953",64,59,0,5
"S00089954",132,119,10,3
"S00089955",173,157,9,7
"S00089956",55,52,3,0
"S00089957",107,88,11,8
"S00089958",102,95,2,5
"S00089959",114,102,8,4
"S00089960",86,77,5,4
"S00089961",84,81,1,2
"S00089962",73,62,10,1
"S00089963",91,86,4,1
"S00089964",87,84,2,1
"S00089965",162,130,9,23
"S00089966",165,130,9,26
"S00089967",115,105,4,6
"S00089968",92,77,5,10
"S00089969",97,77,7,13
"S00089970",93,83,1,9
"S00089971",171,139,8,24
"S00089972",110,102,5,3
"S00089973",108,93,5,10
"S00089974",100,87,2,11
"S00089975",121,110,3,8
"S00089976",107,97,5,5
"S00089977",103,85,5,13
"S00089978",131,116,14,1
"S00089979",104,94,7,3
"S00089980",104,102,1,1
"S00089981",56,55,0,1
"S00089982",94,81,5,8
"S00089983",79,69,5,5
"S00089984",104,89,4,11
"S00089985",114,104,3,7
"S00089986",80,72,3,5
"S00089987",88,79,1,8
"S00089988",113,102,1,10
"S00089989",106,96,2,8
"S00089990",91,79,1,11
"S00089991",105,96,3,6
"S00089992",135,116,10,9
"S00089993",107,83,12,12
"S00089994",107,67,15,25
"S00089995",98,57,19,22
"S00089996",58,39,11,8
"S00089997",136,104,12,20
"S00089998",155,112,14,29
"S00089999",110,85,21,4
"S00090000",105,87,9,9
"S00090001",85,69,3,13
"S00090002",161,146,4,11
"S00090003",130,114,7,9
"S00090004",83,68,4,11
"S00090005",56,42,5,9
"S00090006",99,93,4,2
"S00090007",204,180,12,12
"S00090008",79,75,3,1
"S00090009",108,93,4,11
"S00090010",103,95,1,7
"S00090011",115,110,1,4
"S00090012",138,125,12,1
"S00090013",106,102,4,0
"S00090014",136,106,11,19
"S00090015",106,88,8,10
"S00090016",100,85,4,11
"S00090017",128,111,0,17
"S00090018",136,119,6,11
"S00090019",54,44,0,10
"S00090020",53,50,1,2
"S00090021",117,109,3,5
"S00090022",114,104,5,5
"S00090023",73,67,2,4
"S00090024",137,132,4,1
"S00090025",158,120,14,24
"S00090026",69,66,1,2
"S00090027",145,123,5,17
"S00090028",141,112,7,22
"S00090029",117,101,8,8
"S00090030",102,89,8,5
"S00090031",184,161,7,16
"S00090032",122,101,0,21
"S00090033",161,142,7,12
"S00090034",128,120,5,3
"S00090035",93,80,7,6
"S00090036",156,130,8,18
"S00090037",126,119,2,5
"S00090038",105,87,5,13
"S00090039",141,115,6,20
"S00090040",171,148,13,10
"S00090041",69,55,2,12
"S00090042",118,102,6,10
"S00090043",143,112,5,26
"S00090044",155,115,4,36
"S00090045",201,156,8,37
"S00090046",54,45,0,9
"S00090047",102,52,4,46
"S00090048",130,82,5,43
"S00090049",157,88,11,58
"S00090050",110,63,2,45
"S00090051",151,134,3,14
"S00090052",131,109,3,19
"S00090053",121,94,5,22
"S00090054",188,155,15,18
"S00090055",175,162,7,6
"S00090056",99,51,1,47
"S00090057",104,94,0,10
"S00090058",56,55,1,0
"S00090059",149,132,7,10
"S00090060",119,96,5,18
"S00090061",125,106,6,13
"S00090062",84,72,2,10
"S00090063",106,85,4,17
"S00090064",171,131,11,29
"S00090065",62,42,1,19
"S00090066",81,58,4,19
"S00090067",101,82,12,7
"S00090068",108,87,8,13
"S00090069",154,120,4,30
"S00090070",214,196,8,10
"S00090071",117,102,7,8
"S00090072",130,110,9,11
"S00090073",130,115,7,8
"S00090074",121,107,11,3
"S00090075",133,124,7,2
"S00090076",142,129,5,8
"S00090077",114,107,0,7
"S00090078",155,148,5,2
"S00090079",142,125,12,5
"S00090080",100,89,7,4
"S00090081",118,103,7,8
"S00090082",80,70,3,7
"S00090083",111,108,3,0
"S00090084",148,124,7,17
"S00090085",132,115,9,8
"S00090086",140,120,17,3
"S00090087",107,94,8,5
"S00090088",99,85,6,8
"S00090089",109,91,7,11
"S00090090",63,57,2,4
"S00090091",163,144,6,13
"S00090092",69,55,8,6
"S00090093",55,50,3,2
"S00090094",142,131,5,6
"S00090095",142,131,7,4
"S00090096",103,77,9,17
"S00090097",73,66,2,5
"S00090098",89,79,6,4
"S00090099",189,168,11,10
"S00090100",131,123,5,3
"S00090101",131,118,5,8
"S00090102",113,102,6,5
"S00090103",148,128,15,5
"S00090104",125,97,10,18
"S00090105",93,80,7,6
"S00090106",173,147,15,11
"S00090107",156,136,14,6
"S00090108",125,113,7,5
"S00090109",115,102,6,7
"S00090110",138,111,16,11
"S00090111",76,68,5,3
"S00090112",170,155,14,1
"S00090113",107,97,5,5
"S00090114",129,103,9,17
"S00090115",105,90,7,8
"S00090116",150,128,11,11
"S00090117",140,125,9,6
"S00090118",151,137,10,4
"S00090119",216,192,11,13
"S00090120",141,124,9,8
"S00090121",241,191,24,26
"S00090122",117,107,4,6
"S00090123",99,90,6,3
"S00090124",105,104,1,0
"S00090125",75,67,3,5
"S00090126",134,117,8,9
"S00090127",136,109,17,10
"S00090128",107,100,4,3
"S00090129",135,127,5,3
"S00090130",125,111,7,7
"S00090131",140,123,7,10
"S00090132",150,136,9,5
"S00090133",184,151,17,16
"S00090134",143,118,16,9
"S00090135",143,121,4,18
"S00090136",134,110,14,10
"S00090137",119,100,17,2
"S00090138",111,98,9,4
"S00090139",124,113,5,6
"S00090140",106,91,3,12
"S00090141",94,92,1,1
"S00090142",119,107,3,9
"S00090143",84,79,1,4
"S00090144",87,78,3,6
"S00090145",110,96,7,7
"S00090146",84,81,3,0
"S00090147",85,79,2,4
"S00090148",85,75,7,3
"S00090149",162,148,7,7
"S00090150",82,75,4,3
"S00090151",88,79,4,5
"S00090152",93,84,6,3
"S00090153",119,110,2,7
"S00090154",121,112,5,4
"S00090155",109,99,6,4
"S00090156",140,131,8,1
"S00090157",165,153,8,4
"S00090158",104,91,10,3
"S00090159",135,118,9,8
"S00090160",128,115,2,11
"S00090161",112,95,12,5
"S00090162",138,115,18,5
"S00090163",97,85,5,7
"S00090164",133,120,3,10
"S00090165",128,114,5,9
"S00090166",122,106,6,10
"S00090167",91,72,6,13
"S00090168",97,85,6,6
"S00090169",91,84,6,1
"S00090170",113,107,4,2
"S00090171",58,44,5,9
"S00090172",120,108,6,6
"S00090173",131,121,8,2
"S00090174",144,127,13,4
"S00090175",134,126,6,2
"S00090176",70,59,3,8
"S00090177",118,110,2,6
"S00090178",134,121,10,3
"S00090179",155,141,4,10
"S00090180",132,121,5,6
"S00090181",145,124,5,16
"S00090182",127,117,8,2
"S00090183",158,125,13,20
"S00090184",83,69,9,5
"S00090185",83,72,8,3
"S00090186",114,97,9,8
"S00090187",112,104,2,6
"S00090188",105,101,2,2
"S00090189",68,62,3,3
"S00090190",160,150,6,4
"S00090191",132,110,9,13
"S00090192",99,93,3,3
"S00090193",122,103,6,13
"S00090194",98,93,4,1
"S00090195",109,94,8,7
"S00090196",101,86,8,7
"S00090197",98,93,2,3
"S00090198",104,81,14,9
"S00090199",77,50,14,13
"S00090200",104,82,12,10
"S00090201",123,87,17,19
"S00090202",105,84,6,15
"S00090203",109,82,12,15
"S00090204",128,114,5,9
"S00090205",117,95,6,16
"S00090206",93,77,9,7
"S00090207",96,82,6,8
"S00090208",97,87,7,3
"S00090209",99,82,11,6
"S00090210",84,71,7,6
"S00090211",60,51,4,5
"S00090212",64,60,1,3
"S00090213",71,64,6,1
"S00090214",99,91,2,6
"S00090215",144,128,7,9
"S00090216",110,99,9,2
"S00090217",97,77,11,9
"S00090218",112,91,8,13
"S00090219",119,97,13,9
"S00090220",96,73,13,10
"S00090221",143,130,7,6
"S00090222",211,172,15,24
"S00090223",159,145,11,3
"S00090224",146,127,15,4
"S00090225",78,65,6,7
"S00090226",160,134,15,11
"S00090227",217,189,16,12
"S00090228",164,138,9,17
"S00090229",175,146,13,16
"S00090230",93,81,7,5
"S00090231",112,95,8,9
"S00090232",86,80,3,3
"S00090233",87,67,13,7
"S00090234",106,84,11,11
"S00090235",130,120,7,3
"S00090236",100,98,1,1
"S00090237",97,82,6,9
"S00090238",71,56,9,6
"S00090239",120,101,15,4
"S00090240",146,121,14,11
"S00090241",148,129,11,8
"S00090242",129,121,7,1
"S00090243",90,76,6,8
"S00090244",90,83,5,2
"S00090245",168,158,5,5
"S00090246",59,52,1,6
"S00090247",118,105,7,6
"S00090248",53,51,2,0
"S00090249",172,144,21,7
"S00090250",139,117,8,14
"S00090251",143,125,7,11
"S00090252",175,147,11,17
"S00090253",176,157,17,2
"S00090254",126,107,13,6
"S00090255",150,127,9,14
"S00090256",161,140,11,10
"S00090257",143,132,7,4
"S00090258",154,108,29,17
"S00090259",95,59,11,25
"S00090260",131,115,5,11
"S00090261",93,84,5,4
"S00090262",70,65,2,3
"S00090263",151,127,16,8
"S00090264",136,126,6,4
"S00090265",125,112,8,5
"S00090266",108,95,10,3
"S00090267",80,69,6,5
"S00090268",98,90,7,1
"S00090269",139,122,12,5
"S00090270",127,109,5,13
"S00090271",175,156,9,10
"S00090272",100,92,5,3
"S00090273",62,57,2,3
"S00090274",87,68,9,10
"S00090275",55,46,2,7
"S00090276",105,87,8,10
"S00090277",125,110,9,6
"S00090278",135,126,7,2
"S00090279",152,135,3,14
"S00090280",91,87,2,2
"S00090281",128,99,11,18
"S00090282",107,89,5,13
"S00090283",92,74,4,14
"S00090284",92,81,8,3
"S00090285",83,75,3,5
"S00090286",92,69,17,6
"S00090287",110,76,18,16
"S00090288",152,139,5,8
"S00090289",68,54,10,4
"S00090290",82,67,7,8
"S00090291",100,80,9,11
"S00090292",124,99,19,6
"S00090293",110,100,4,6
"S00090294",113,100,8,5
"S00090295",137,117,14,6
"S00090296",104,88,7,9
"S00090297",151,139,5,7
"S00090298",87,80,4,3
"S00090299",124,81,20,23
"S00090300",115,90,16,9
"S00090301",82,64,16,2
"S00090302",101,92,2,7
"S00090303",221,123,35,63
"S00090304",150,109,28,13
"S00090305",196,110,35,51
"S00090306",185,152,19,14
"S00090307",170,99,33,38
"S00090308",127,86,28,13
"S00090309",154,117,17,20
"S00090310",132,98,13,21
"S00090311",178,123,35,20
"S00090312",85,70,9,6
"S00090313",183,130,32,21
"S00090314",253,211,26,16
"S00090315",91,65,13,13
"S00090316",175,140,12,23
"S00090317",184,121,28,35
"S00090318",172,94,33,45
"S00090319",80,47,15,18
"S00090320",68,30,8,30
"S00090321",103,43,12,48
"S00090322",99,53,18,28
"S00090323",92,79,4,9
"S00090324",75,63,2,10
"S00090325",95,75,15,5
"S00090326",84,62,11,11
"S00090327",72,36,12,24
"S00090328",55,44,7,4
"S00090329",73,47,3,23
"S00090330",55,27,6,22
"S00090331",171,131,24,16
"S00090332",108,78,8,22
"S00090333",126,104,10,12
"S00090334",50,35,11,4
"S00090335",70,52,6,12
"S00090336",133,102,17,14
"S00090337",138,115,13,10
"S00090338",59,52,2,5
"S00090339",52,40,2,10
"S00090340",96,83,12,1
"S00090341",69,67,2,0
"S00090342",73,70,2,1
"S00090343",96,87,4,5
"S00090344",59,55,4,0
"S00090345",120,76,23,21
"S00090346",97,66,8,23
"S00090347",157,77,16,64
"S00090348",178,106,20,52
"S00090349",108,71,5,32
"S00090350",107,88,2,17
"S00090351",69,66,2,1
"S00090352",89,86,3,0
"S00090353",64,56,5,3
"S00090354",194,183,8,3
"S00090355",65,57,4,4
"S00090356",94,86,7,1
"S00090357",224,186,14,24
"S00090358",158,137,12,9
"S00090359",119,80,16,23
"S00090360",92,79,3,10
"S00090361",80,69,8,3
"S00090362",138,48,25,65
"S00090363",55,45,5,5
"S00090364",71,59,4,8
"S00090365",112,101,5,6
"S00090366",78,72,3,3
"S00090367",54,46,6,2
"S00090368",52,50,1,1
"S00090369",149,130,12,7
"S00090370",125,105,13,7
"S00090371",117,103,9,5
"S00090372",98,76,3,19
"S00090373",60,51,3,6
"S00090374",120,110,6,4
"S00090375",63,50,11,2
"S00090376",129,107,10,12
"S00090377",96,70,20,6
"S00090378",78,62,8,8
"S00090379",82,71,5,6
"S00090380",117,86,25,6
"S00090381",117,82,26,9
"S00090382",55,32,10,13
"S00090383",88,57,8,23
"S00090384",69,55,8,6
"S00090385",158,137,6,15
"S00090386",77,61,9,7
"S00090387",76,44,18,14
"S00090388",122,58,14,50
"S00090389",130,87,21,22
"S00090390",93,74,10,9
"S00090391",96,71,11,14
"S00090392",98,83,6,9
"S00090393",129,121,2,6
"S00090394",90,65,14,11
"S00090395",107,75,22,10
"S00090396",80,58,8,14
"S00090397",74,43,19,12
"S00090398",60,33,10,17
"S00090399",215,129,19,67
"S00090400",128,91,16,21
"S00090401",100,63,20,17
"S00090402",113,93,18,2
"S00090403",166,151,9,6
"S00090404",190,143,15,32
"S00090405",170,122,12,36
"S00090406",131,94,8,29
"S00090407",212,168,11,33
"S00090408",67,47,8,12
"S00090409",112,102,4,6
"S00090410",112,100,8,4
"S00090411",78,46,7,25
"S00090412",59,43,8,8
"S00090413",93,71,4,18
"S00090414",114,87,12,15
"S00090415",169,135,25,9
"S00090416",115,94,10,11
"S00090417",68,60,4,4
"S00090418",50,45,4,1
"S00090419",95,78,3,14
"S00090420",94,74,10,10
"S00090421",149,130,11,8
"S00090422",75,58,8,9
"S00090423",250,212,21,17
"S00090424",69,57,7,5
"S00090425",108,98,7,3
"S00090426",102,66,8,28
"S00090427",83,54,21,8
"S00090428",240,135,32,73
"S00090429",96,58,25,13
"S00090430",98,64,30,4
"S00090431",118,66,41,11
"S00090432",63,36,16,11
"S00090433",107,71,18,18
"S00090434",113,49,20,44
"S00090435",58,45,10,3
"S00090436",139,94,20,25
"S00090437",109,65,12,32
"S00090438",59,31,17,11
"S00090439",69,37,14,18
"S00090440",135,96,27,12
"S00090441",162,114,15,33
"S00090442",97,62,8,27
"S00090443",61,43,7,11
"S00090444",224,82,50,92
"S00090445",111,46,16,49
"S00090446",75,37,15,23
"S00090447",135,91,6,38
"S00090448",62,50,3,9
"S00090449",76,51,17,8
"S00090450",73,55,11,7
"S00090451",62,36,8,18
"S00090452",73,44,7,22
"S00090453",61,47,5,9
"S00090454",148,95,16,37
"S00090455",80,37,3,40
"S00090456",55,25,9,21
"S00090457",59,23,2,34
"S00090458",117,59,2,56
"S00090459",87,50,5,32
"S00090460",128,108,4,16
"S00090461",69,18,5,46
"S00090462",114,66,14,34
"S00090463",86,48,6,32
"S00090464",74,49,5,20
"S00090465",134,112,5,17
"S00090466",78,60,3,15
"S00090467",102,74,4,24
"S00090468",111,61,9,41
"S00090469",89,52,10,27
"S00090470",74,46,5,23
"S00090471",88,56,6,26
"S00090472",102,64,4,34
"S00090473",89,51,9,29
"S00090474",110,74,6,30
"S00090475",93,43,5,45
"S00090476",94,66,5,23
"S00090477",92,67,4,21
"S00090478",127,94,9,24
"S00090479",115,107,3,5
"S00090480",67,62,5,0
"S00090481",69,52,10,7
"S00090482",64,50,4,10
"S00090483",86,68,4,14
"S00090484",85,36,9,40
"S00090485",75,44,10,21
"S00090486",77,68,1,8
"S00090487",64,49,7,8
"S00090488",115,86,8,21
"S00090489",73,58,8,7
"S00090490",118,98,4,16
"S00090491",58,49,1,8
"S00090492",62,58,3,1
"S00090493",75,65,4,6
"S00090494",78,65,2,11
"S00090495",90,85,1,4
"S00090496",241,204,25,12
"S00090497",93,77,10,6
"S00090498",87,70,9,8
"S00090499",181,154,11,16
"S00090500",113,89,8,16
"S00090501",107,87,8,12
"S00090502",88,84,3,1
"S00090503",67,62,4,1
"S00090504",162,155,6,1
"S00090505",132,115,7,10
"S00090506",100,89,6,5
"S00090507",159,80,19,60
"S00090508",84,62,10,12
"S00090509",156,113,34,9
"S00090510",139,103,24,12
"S00090511",64,37,15,12
"S00090512",70,34,20,16
"S00090513",101,83,6,12
"S00090514",90,56,7,27
"S00090515",100,55,15,30
"S00090516",95,51,9,35
"S00090517",109,90,8,11
"S00090518",93,58,12,23
"S00090519",78,69,4,5
"S00090520",115,91,11,13
"S00090521",63,34,8,21
"S00090522",70,48,12,10
"S00090523",836,462,100,274
"S00090524",112,70,4,38
"S00090525",76,45,10,21
"S00090526",89,49,7,33
"S00090527",125,58,10,57
"S00090528",132,104,6,22
"S00090529",102,64,4,34
"S00090530",86,57,13,16
"S00090531",122,90,5,27
"S00090532",85,60,6,19
"S00090533",52,40,7,5
"S00090534",93,71,7,15
"S00090535",85,65,7,13
"S00090536",76,58,5,13
"S00090537",106,81,2,23
"S00090538",127,69,17,41
"S00090539",129,90,9,30
"S00090540",93,62,12,19
"S00090541",117,70,15,32
"S00090542",74,59,8,7
"S00090543",146,114,20,12
"S00090544",90,58,14,18
"S00090545",75,44,18,13
"S00090546",97,85,8,4
"S00090547",104,64,15,25
"S00090548",86,70,5,11
"S00090549",66,47,7,12
"S00090550",89,55,15,19
"S00090551",95,42,9,44
"S00090552",82,55,10,17
"S00090553",195,105,19,71
"S00090554",96,64,14,18
"S00090555",51,34,13,4
"S00090556",148,89,33,26
"S00090557",73,37,9,27
"S00090558",92,45,15,32
"S00090559",102,81,7,14
"S00090560",107,73,11,23
"S00090561",133,81,14,38
"S00090562",137,88,19,30
"S00090563",84,59,12,13
"S00090564",111,66,16,29
"S00090565",84,50,10,24
"S00090566",68,37,9,22
"S00090567",109,70,16,23
"S00090568",107,58,15,34
"S00090569",100,65,15,20
"S00090570",97,55,14,28
"S00090571",88,55,6,27
"S00090572",120,70,15,35
"S00090573",90,62,6,22
"S00090574",70,46,8,16
"S00090575",173,116,22,35
"S00090576",90,51,18,21
"S00090577",116,69,10,37
"S00090578",60,39,10,11
"S00090579",92,51,12,29
"S00090580",140,39,4,97
"S00090581",85,58,3,24
"S00090582",140,68,18,54
"S00090583",52,17,7,28
"S00090584",84,36,9,39
"S00090585",95,50,10,35
"S00090586",116,59,12,45
"S00090587",72,33,10,29
"S00090588",67,21,5,41
"S00090589",84,51,6,27
"S00090590",131,92,5,34
"S00090591",87,58,6,23
"S00090592",84,80,3,1
"S00090593",77,63,2,12
"S00090594",141,123,10,8
"S00090595",82,66,5,11
"S00090596",184,150,7,27
"S00090597",111,81,5,25
"S00090598",91,72,9,10
"S00090599",130,109,8,13
"S00090600",77,68,4,5
"S00090601",113,104,7,2
"S00090602",80,74,4,2
"S00090603",92,87,0,5
"S00090604",100,91,4,5
"S00090605",94,83,3,8
"S00090606",88,84,2,2
"S00090607",156,140,7,9
"S00090608",62,55,1,6
"S00090609",146,131,13,2
"S00090610",67,59,2,6
"S00090611",105,93,3,9
"S00090612",97,84,7,6
"S00090613",87,79,2,6
"S00090614",119,107,5,7
"S00090615",156,103,18,35
"S00090616",88,46,18,24
"S00090617",55,35,6,14
"S00090618",77,47,11,19
"S00090619",75,48,9,18
"S00090620",120,71,12,37
"S00090621",92,61,12,19
"S00090622",109,68,15,26
"S00090623",62,40,6,16
"S00090624",77,47,13,17
"S00090625",63,42,9,12
"S00090626",117,72,19,26
"S00090627",64,46,6,12
"S00090628",83,50,15,18
"S00090629",111,74,16,21
"S00090630",63,35,11,17
"S00090631",79,43,14,22
"S00090632",114,82,8,24
"S00090633",115,90,10,15
"S00090634",95,68,8,19
"S00090635",125,115,4,6
"S00090636",87,58,9,20
"S00090637",63,50,2,11
"S00090638",122,81,16,25
"S00090639",56,39,5,12
"S00090640",53,36,7,10
"S00090641",129,106,11,12
"S00090642",176,118,14,44
"S00090643",94,91,1,2
"S00090644",109,96,1,12
"S00090645",95,71,3,21
"S00090646",76,67,2,7
"S00090647",82,75,5,2
"S00090648",92,44,4,44
"S00090649",101,75,2,24
"S00090650",140,115,8,17
"S00090651",113,88,10,15
"S00090652",114,75,10,29
"S00090653",92,71,5,16
"S00090654",143,106,15,22
"S00090655",119,99,12,8
"S00090656",85,45,23,17
"S00090657",108,83,11,14
"S00090658",151,116,16,19
"S00090659",91,62,13,16
"S00090660",54,40,5,9
"S00090661",92,67,11,14
"S00090662",64,32,12,20
"S00090663",167,102,18,47
"S00090664",182,119,22,41
"S00090665",125,76,35,14
"S00090666",179,112,20,47
"S00090667",184,103,44,37
"S00090668",192,116,26,50
"S00090669",95,62,19,14
"S00090670",129,91,16,22
"S00090671",106,73,2,31
"S00090672",104,84,5,15
"S00090673",114,54,13,47
"S00090674",95,59,9,27
"S00090675",95,41,10,44
"S00090676",105,42,16,47
"S00090677",93,34,17,42
"S00090678",125,64,18,43
"S00090679",153,109,12,32
"S00090680",56,27,7,22
"S00090681",117,89,7,21
"S00090682",89,74,6,9
"S00090683",91,56,14,21
"S00090684",132,86,19,27
"S00090685",83,56,13,14
"S00090686",52,31,9,12
"S00090687",73,55,7,11
"S00090688",96,41,21,34
"S00090689",172,91,20,61
"S00090690",488,255,113,120
"S00090691",56,49,3,4
"S00090692",136,104,15,17
"S00090693",146,98,16,32
"S00090694",150,79,22,49
"S00090695",178,62,20,96
"S00090696",115,79,13,23
"S00090697",80,57,4,19
"S00090698",96,73,2,21
"S00090699",103,51,5,47
"S00090700",72,39,4,29
"S00090701",2081,749,390,942
"S00090702",102,71,16,15
"S00090703",68,62,6,0
"S00090704",103,67,10,26
"S00090705",128,87,14,27
"S00090706",61,47,1,13
"S00090707",100,77,10,13
"S00090708",95,85,2,8
"S00090709",135,122,10,3
"S00090710",120,76,10,34
"S00090711",90,66,11,13
"S00090712",150,99,15,36
"S00090713",95,63,15,17
"S00090714",71,42,17,12
"S00090715",75,42,5,28
"S00090716",181,100,22,59
"S00090717",370,169,84,117
"S00090718",99,45,22,32
"S00090719",109,65,6,38
"S00090720",50,37,3,10
"S00090721",127,75,21,31
"S00090722",75,37,13,25
"S00090723",82,41,9,32
"S00090724",65,41,8,16
"S00090725",94,64,8,22
"S00090726",69,45,11,13
"S00090727",52,34,7,11
"S00090728",98,60,8,30
"S00090729",107,84,12,11
"S00090730",116,95,4,17
"S00090731",102,64,15,23
"S00090732",112,80,12,20
"S00090733",76,43,7,26
"S00090734",95,64,10,21
"S00090735",66,48,2,16
"S00090736",75,47,8,20
"S00090737",95,42,11,42
"S00090738",91,47,12,32
"S00090739",109,73,14,22
"S00090740",85,58,6,21
"S00090741",63,44,13,6
"S00090742",116,66,21,29
"S00090743",87,56,13,18
"S00090744",93,79,9,5
"S00090745",90,70,3,17
"S00090746",150,130,7,13
"S00090747",97,80,10,7
"S00090748",100,81,9,10
"S00090749",93,60,10,23
"S00090750",82,52,15,15
"S00090751",156,110,22,24
"S00090752",65,40,10,15
"S00090753",125,92,15,18
"S00090754",135,82,16,37
"S00090755",94,69,15,10
"S00090756",61,24,5,32
"S00090757",108,66,6,36
"S00090758",85,48,10,27
"S00090759",57,37,5,15
"S00090760",128,70,13,45
"S00090761",97,74,10,13
"S00090762",66,26,13,27
"S00090763",62,41,5,16
"S00090764",64,30,13,21
"S00090765",63,34,8,21
"S00090766",84,58,7,19
"S00090767",92,50,7,35
"S00090768",78,29,7,42
"S00090769",123,79,10,34
"S00090770",59,58,0,1
"S00090771",67,64,1,2
"S00090772",97,89,4,4
"S00090773",75,58,3,14
"S00090774",115,97,8,10
"S00090775",89,76,3,10
"S00090776",96,77,6,13
"S00090777",78,67,4,7
"S00090778",84,70,4,10
"S00090779",105,66,3,36
"S00090780",93,82,8,3
"S00090781",118,95,10,13
"S00090782",194,163,8,23
"S00090783",140,118,11,11
"S00090784",128,111,10,7
"S00090785",63,52,6,5
"S00090786",86,78,0,8
"S00090787",115,101,10,4
"S00090788",73,63,2,8
"S00090789",111,104,2,5
"S00090790",89,83,3,3
"S00090791",93,74,2,17
"S00090792",167,147,15,5
"S00090793",117,99,11,7
"S00090794",170,143,9,18
"S00090795",54,48,5,1
"S00090796",74,60,6,8
"S00090797",141,127,5,9
"S00090798",59,56,2,1
"S00090799",100,89,9,2
"S00090800",94,89,3,2
"S00090801",121,86,7,28
"S00090802",173,122,19,32
"S00090803",230,192,19,19
"S00090804",131,115,5,11
"S00090805",105,83,8,14
"S00090806",110,77,16,17
"S00090807",228,208,9,11
"S00090808",134,118,6,10
"S00090809",57,49,3,5
"S00090810",116,108,6,2
"S00090811",147,139,7,1
"S00090812",172,156,14,2
"S00090813",55,49,3,3
"S00090814",91,78,7,6
"S00090815",60,56,1,3
"S00090816",229,188,21,20
"S00090817",95,86,7,2
"S00090818",134,114,9,11
"S00090819",77,60,7,10
"S00090820",176,154,14,8
"S00090821",154,138,8,8
"S00090822",122,108,9,5
"S00090823",153,134,13,6
"S00090824",133,113,16,4
"S00090825",244,207,21,16
"S00090826",90,85,4,1
"S00090827",118,98,11,9
"S00090828",81,67,9,5
"S00090829",210,179,20,11
"S00090830",81,66,6,9
"S00090831",122,115,5,2
"S00090832",53,50,0,3
"S00090833",67,49,6,12
"S00090834",75,63,6,6
"S00090835",107,72,12,23
"S00090836",70,55,7,8
"S00090837",155,114,15,26
"S00090838",101,75,16,10
