output_area,total,non_catholic_christian,catholic_christian,jewish,muslim,none,other
S00089683,78,25,6,0,0,43,4
S00089684,77,22,8,0,2,44,1
S00089685,120,31,13,0,11,56,9
S00089686,63,21,3,0,0,32,7
S00089687,80,19,11,0,2,36,12
S00089688,99,26,10,0,1,53,9
S00089689,58,23,8,0,0,25,2
S00089690,151,72,7,0,4,56,12
S00089691,135,40,4,0,2,68,21
S00089692,59,23,7,0,0,23,6
S00089693,65,25,8,0,2,28,2
S00089694,116,32,19,0,9,42,14
S00089695,118,45,8,0,7,49,9
S00089696,138,45,13,0,0,64,16
S00089697,86,25,0,0,10,35,16
S00089698,103,30,6,0,3,50,14
S00089699,74,23,10,0,3,27,11
S00089700,120,35,15,0,2,52,16
S00089701,85,15,8,0,0,55,7
S00089702,73,13,18,0,5,31,6
S00089703,145,58,16,0,0,56,15
S00089704,115,49,15,0,2,43,6
S00089705,112,52,2,0,0,45,13
S00089706,136,58,9,0,5,47,17
S00089707,97,44,6,0,0,39,8
S00089708,57,16,8,0,1,30,2
S00089709,93,53,3,3,0,27,7
S00089710,132,54,14,0,9,42,13
S00089711,139,50,7,0,3,64,15
S00089712,113,46,2,0,4,54,7
S00089713,105,56,9,0,0,32,8
S00089714,154,61,19,0,5,53,16
S00089715,103,42,5,0,0,43,13
S00089716,128,87,0,0,0,29,12
S00089717,128,56,3,0,8,52,9
S00089718,168,57,19,0,0,69,23
S00089719,189,67,20,0,8,81,13
S00089720,167,64,20,0,7,69,7
S00089721,179,42,8,0,27,62,40
S00089722,95,33,9,0,0,47,6
S00089723,58,18,2,0,1,32,5
S00089724,86,29,4,0,7,42,4
S00089725,96,36,8,0,0,39,13
S00089726,121,33,9,0,3,50,26
S00089727,100,22,4,0,2,61,11
S00089728,92,34,5,0,0,41,12
S00089729,148,53,15,0,3,62,15
S00089730,78,20,10,0,1,44,3
S00089731,113,42,9,0,5,44,13
S00089732,158,51,17,0,0,81,9
S00089733,100,28,13,0,0,34,25
S00089734,94,41,4,0,0,44,5
S00089735,75,9,6,0,2,53,5
S00089736,84,24,6,0,1,49,4
S00089737,86,32,6,0,6,29,13
S00089738,71,33,2,0,3,29,4
S00089739,91,46,10,0,0,27,8
S00089740,124,49,15,1,1,49,9
S00089741,109,39,23,0,3,33,11
S00089742,172,65,23,0,0,71,13
S00089743,164,71,20,0,0,49,24
S00089744,81,33,5,0,0,38,5
S00089745,130,47,9,0,0,68,6
S00089746,121,46,6,0,13,46,10
S00089747,100,41,11,1,5,36,6
S00089748,115,47,5,0,0,58,5
S00089749,62,22,1,0,0,33,6
S00089750,103,29,12,0,2,49,11
S00089751,110,30,12,0,2,45,21
S00089752,108,40,17,1,0,40,10
S00089753,136,48,24,0,0,45,19
S00089754,124,54,14,0,0,42,14
S00089755,65,21,4,0,0,30,10
S00089756,77,27,7,0,0,43,0
S00089757,122,39,8,0,2,48,25
S00089758,112,55,10,0,0,31,16
S00089759,172,67,7,0,11,64,23
S00089760,80,28,3,0,5,37,7
S00089761,59,22,7,0,0,26,4
S00089762,119,42,9,0,1,55,12
S00089763,108,44,11,0,0,44,9
S00089764,131,45,8,0,0,71,7
S00089765,141,43,23,0,1,54,20
S00089766,104,37,8,0,7,38,14
S00089767,64,14,4,0,6,38,2
S00089768,62,13,3,0,0,39,7
S00089769,57,25,3,0,1,24,4
S00089770,102,34,9,2,0,47,10
S00089771,94,15,11,0,2,57,9
S00089772,93,25,4,0,3,45,16
S00089773,108,26,5,1,5,55,16
S00089774,82,17,15,0,7,33,10
S00089775,73,23,9,0,0,32,9
S00089776,94,31,7,0,1,42,13
S00089777,91,22,14,0,4,45,6
S00089778,139,25,17,0,6,82,9
S00089779,92,17,9,0,0,51,15
S00089780,70,20,8,0,3,34,5
S00089781,89,28,3,0,1,45,12
S00089782,71,23,6,0,5,36,1
S00089783,79,51,3,0,0,20,5
S00089784,59,10,6,1,0,36,6
S00089785,153,31,21,0,30,52,19
S00089786,102,13,6,0,21,56,6
S00089787,81,22,8,1,2,45,3
S00089788,68,15,13,1,0,33,6
S00089789,115,21,6,0,10,64,14
S00089790,282,79,57,0,4,112,30
S00089791,66,18,14,0,6,23,5
S00089792,73,23,6,0,0,40,4
S00089793,77,16,5,0,6,48,2
S00089794,71,17,7,0,0,33,14
S00089795,152,29,9,0,9,81,24
S00089796,121,29,10,0,11,62,9
S00089797,90,19,8,0,2,55,6
S00089798,97,25,5,0,2,56,9
S00089799,141,40,18,0,0,67,16
S00089800,107,25,15,0,7,56,4
S00089801,83,34,6,0,1,33,9
S00089802,182,50,16,0,3,103,10
S00089803,83,20,2,0,0,55,6
S00089804,124,30,6,0,0,83,5
S00089805,73,21,4,0,0,44,4
S00089806,113,24,3,0,0,74,12
S00089807,81,19,4,0,0,53,5
S00089808,82,18,1,0,0,62,1
S00089809,92,11,11,0,0,62,8
S00089810,66,13,12,0,0,35,6
S00089811,77,23,0,0,0,44,10
S00089812,98,23,1,0,0,70,4
S00089813,168,46,7,0,0,95,20
S00089814,69,34,10,0,0,23,2
S00089815,94,29,4,0,0,53,8
S00089816,124,24,17,0,0,62,21
S00089817,124,43,3,0,0,67,11
S00089818,93,30,10,0,0,50,3
S00089819,174,47,11,0,10,93,13
S00089820,124,21,13,0,0,76,14
S00089821,114,22,4,0,0,81,7
S00089822,105,26,17,0,0,49,13
S00089823,104,35,7,0,0,54,8
S00089824,166,55,14,0,0,92,5
S00089825,147,43,16,0,0,82,6
S00089826,114,18,11,0,0,70,15
S00089827,126,36,4,0,2,71,13
S00089828,73,35,2,0,1,22,13
S00089829,93,32,0,0,6,44,11
S00089830,124,25,11,0,0,80,8
S00089831,114,32,3,0,0,70,9
S00089832,87,28,2,0,0,55,2
S00089833,145,48,7,0,1,80,9
S00089834,92,26,1,0,1,58,6
S00089835,90,24,10,0,0,49,7
S00089836,166,46,10,0,0,91,19
S00089837,154,36,10,0,0,100,8
S00089838,142,29,5,0,0,101,7
S00089839,87,22,5,0,0,53,7
S00089840,85,26,2,0,0,48,9
S00089841,131,45,17,0,1,53,15
S00089842,82,20,2,0,0,51,9
S00089843,141,19,10,0,3,100,9
S00089844,113,24,12,0,0,72,5
S00089845,137,40,6,0,0,87,4
S00089846,86,23,0,0,2,51,10
S00089847,82,17,7,0,0,50,8
S00089848,123,33,8,0,1,71,10
S00089849,134,33,7,0,0,71,23
S00089850,149,22,8,0,0,113,6
S00089851,82,14,2,0,0,58,8
S00089852,97,63,5,0,0,22,7
S00089853,130,26,16,0,0,78,10
S00089854,95,66,4,0,0,18,7
S00089855,132,38,6,0,5,66,17
S00089856,152,45,4,0,0,91,12
S00089857,116,40,7,0,2,58,9
S00089858,87,37,12,0,0,32,6
S00089859,116,18,9,0,6,78,5
S00089860,102,13,10,0,10,52,17
S00089861,85,18,9,0,3,46,9
S00089862,121,40,13,0,2,51,15
S00089863,158,77,14,0,4,40,23
S00089864,170,47,20,0,1,88,14
S00089865,137,42,21,0,1,59,14
S00089866,81,18,2,0,1,56,4
S00089867,116,23,1,0,3,67,22
S00089868,60,16,4,0,0,32,8
S00089869,159,39,17,0,7,69,27
S00089870,127,23,11,0,0,86,7
S00089871,126,55,12,0,0,52,7
S00089872,147,49,12,0,0,71,15
S00089873,180,43,18,0,19,70,30
S00089874,130,27,9,0,3,76,15
S00089875,133,50,3,0,14,52,14
S00089876,109,33,4,0,0,65,7
S00089877,106,24,5,0,0,65,12
S00089878,93,35,1,0,0,50,7
S00089879,131,34,17,0,0,55,25
S00089880,151,77,10,0,0,57,7
S00089881,170,47,25,0,2,59,37
S00089882,113,64,12,0,4,31,2
S00089883,91,53,5,0,1,28,4
S00089884,111,38,11,0,16,34,12
S00089885,120,37,8,0,0,68,7
S00089886,98,54,7,0,0,20,17
S00089887,100,24,22,0,3,42,9
S00089888,75,17,12,0,0,35,11
S00089889,58,18,3,0,0,26,11
S00089890,111,22,19,0,10,45,15
S00089891,236,71,31,0,2,99,33
S00089892,130,37,22,0,10,43,18
S00089893,128,25,6,0,2,86,9
S00089894,148,30,17,0,11,79,11
S00089895,82,18,15,0,3,38,8
S00089896,81,28,9,0,0,35,9
S00089897,109,34,4,0,2,56,13
S00089898,129,36,4,1,4,62,22
S00089899,116,59,2,0,0,42,13
S00089900,101,51,2,0,4,43,1
S00089901,93,36,1,0,0,46,10
S00089902,157,60,10,0,0,75,12
S00089903,136,68,7,0,0,53,8
S00089904,99,20,16,0,3,51,9
S00089905,104,33,7,0,0,60,4
S00089906,93,43,9,0,0,35,6
S00089907,109,54,15,0,0,35,5
S00089908,116,59,3,0,0,29,25
S00089909,57,20,5,0,0,31,1
S00089910,116,33,11,0,2,65,5
S00089911,159,54,8,0,1,90,6
S00089912,112,21,7,0,0,72,12
S00089913,85,32,11,0,0,32,10
S00089914,83,25,2,1,5,46,4
S00089915,96,52,0,0,0,25,19
S00089916,113,24,10,0,3,65,11
S00089917,110,15,17,0,0,66,12
S00089918,98,31,5,0,12,47,3
S00089919,100,47,8,0,2,31,12
S00089920,126,27,9,0,0,86,4
S00089921,94,17,8,0,0,62,7
S00089922,87,26,2,0,3,49,7
S00089923,99,26,15,0,0,51,7
S00089924,85,9,14,0,0,59,3
S00089925,93,31,8,0,4,48,2
S00089926,120,30,3,0,0,80,7
S00089927,98,19,8,7,0,60,4
S00089928,142,50,13,0,0,66,13
S00089929,132,34,8,0,10,69,11
S00089930,81,12,13,0,0,48,8
S00089931,101,26,13,1,5,46,10
S00089932,114,38,14,0,4,57,1
S00089933,86,24,2,0,0,56,4
S00089934,93,4,4,0,0,79,6
S00089935,128,10,4,0,1,104,9
S00089936,69,21,4,0,0,36,8
S00089937,82,27,12,0,0,39,4
S00089938,114,31,18,0,0,48,17
S00089939,136,42,11,0,0,78,5
S00089940,104,23,4,0,0,64,13
S00089941,116,30,7,0,4,68,7
S00089942,65,17,9,0,0,35,4
S00089943,97,20,10,0,0,59,8
S00089944,58,29,6,0,0,19,4
S00089945,170,49,12,0,6,86,17
S00089946,113,34,16,0,1,45,17
S00089947,101,34,10,0,0,42,15
S00089948,145,46,16,0,5,61,17
S00089949,115,35,10,0,0,57,13
S00089950,108,28,3,0,0,68,9
S00089951,97,56,5,0,0,29,7
S00089952,125,34,8,0,0,73,10
S00089953,64,17,3,0,4,34,6
S00089954,132,50,2,0,0,70,10
S00089955,173,41,4,0,0,112,16
S00089956,55,24,2,0,0,23,6
S00089957,107,35,10,0,0,53,9
S00089958,102,41,2,0,0,56,3
S00089959,114,46,5,0,1,60,2
S00089960,86,29,3,0,0,52,2
S00089961,84,28,9,0,0,42,5
S00089962,73,26,3,0,0,42,2
S00089963,91,15,0,0,0,63,13
S00089964,87,49,6,0,0,26,6
S00089965,162,52,19,0,4,79,8
S00089966,165,41,18,0,0,86,20
S00089967,115,32,6,0,0,72,5
S00089968,92,18,6,0,6,55,7
S00089969,97,38,4,0,2,44,9
S00089970,93,29,5,0,0,44,15
S00089971,171,47,17,0,0,97,10
S00089972,110,25,14,0,0,70,1
S00089973,108,17,4,0,0,79,8
S00089974,100,29,10,0,4,51,6
S00089975,121,24,9,0,0,71,17
S00089976,107,45,6,0,0,45,11
S00089977,103,15,10,0,1,66,11
S00089978,131,56,4,0,0,58,13
S00089979,104,32,7,0,0,59,6
S00089980,104,28,3,0,0,66,7
S00089981,56,30,3,0,0,16,7
S00089982,94,16,6,0,0,66,6
S00089983,79,19,10,0,0,49,1
S00089984,104,19,2,0,3,64,16
S00089985,114,32,10,0,0,67,5
S00089986,80,11,9,0,0,58,2
S00089987,88,36,6,0,0,36,10
S00089988,113,21,10,0,0,70,12
S00089989,106,39,7,0,0,55,5
S00089990,91,18,18,0,0,50,5
S00089991,105,46,5,0,0,46,8
S00089992,135,44,8,0,5,65,13
S00089993,107,59,6,0,1,33,8
S00089994,107,35,11,0,3,44,14
S00089995,98,33,17,0,1,41,6
S00089996,58,25,12,0,0,19,2
S00089997,136,92,6,0,0,34,4
S00089998,155,65,12,0,1,63,14
S00089999,110,50,11,0,6,37,6
S00090000,105,60,5,0,2,30,8
S00090001,85,35,3,0,1,42,4
S00090002,161,43,2,0,0,97,19
S00090003,130,27,8,0,0,82,13
S00090004,83,24,10,0,0,41,8
S00090005,56,15,5,0,0,31,5
S00090006,99,22,3,0,3,64,7
S00090007,204,55,10,0,0,131,8
S00090008,79,28,3,0,0,42,6
S00090009,108,36,6,0,9,55,2
S00090010,103,10,0,0,0,82,11
S00090011,115,27,3,0,6,67,12
S00090012,138,34,6,0,0,87,11
S00090013,106,21,2,0,0,72,11
S00090014,136,34,12,0,0,79,11
S00090015,106,20,3,0,3,69,11
S00090016,100,34,10,0,0,51,5
S00090017,128,41,4,0,5,64,14
S00090018,136,29,4,0,3,79,21
S00090019,54,5,5,0,0,32,12
S00090020,53,14,4,0,0,30,5
S00090021,117,33,6,0,1,69,8
S00090022,114,20,10,0,0,76,8
S00090023,73,8,8,0,0,52,5
S00090024,137,20,6,0,0,91,20
S00090025,158,34,13,0,0,91,20
S00090026,69,27,2,0,1,34,5
S00090027,145,27,13,0,0,93,12
S00090028,141,20,19,0,0,85,17
S00090029,117,27,2,0,0,80,8
S00090030,102,17,0,0,1,77,7
S00090031,184,19,8,0,0,144,13
S00090032,122,29,7,2,4,67,13
S00090033,161,20,4,0,10,113,14
S00090034,128,16,4,1,0,100,7
S00090035,93,16,4,0,4,64,5
S00090036,156,14,22,0,0,112,8
S00090037,126,33,3,0,6,76,8
S00090038,105,27,7,0,5,54,12
S00090039,141,23,16,0,3,83,16
S00090040,171,29,9,0,5,122,6
S00090041,69,17,6,0,0,33,13
S00090042,118,22,7,0,0,83,6
S00090043,143,26,16,5,0,68,28
S00090044,155,36,28,0,0,87,4
S00090045,201,26,15,0,0,124,36
S00090046,54,17,8,0,0,22,7
S00090047,102,10,41,0,0,38,13
S00090048,130,10,23,0,0,85,12
S00090049,157,25,40,0,0,64,28
S00090050,110,22,23,0,0,53,12
S00090051,151,22,3,0,0,106,20
S00090052,131,30,13,0,0,84,4
S00090053,121,11,18,0,6,74,12
S00090054,188,19,16,0,5,125,23
S00090055,175,37,7,0,0,81,50
S00090056,99,10,47,0,2,32,8
S00090057,104,14,7,0,0,70,13
S00090058,56,30,0,0,0,22,4
S00090059,149,30,15,0,0,91,13
S00090060,119,31,12,0,0,63,13
S00090061,125,21,10,0,1,72,21
S00090062,84,23,7,0,0,43,11
S00090063,106,30,16,0,0,54,6
S00090064,171,60,24,0,1,81,5
S00090065,62,7,24,0,0,30,1
S00090066,81,10,18,0,0,47,6
S00090067,101,31,9,0,4,47,10
S00090068,108,33,12,0,1,50,12
S00090069,154,54,15,0,0,74,11
S00090070,214,63,20,0,0,128,3
S00090071,117,31,4,0,0,77,5
S00090072,130,36,7,0,0,76,11
S00090073,130,39,6,0,0,76,9
S00090074,121,53,9,0,0,51,8
S00090075,133,62,3,0,0,55,13
S00090076,142,47,5,0,0,74,16
S00090077,114,27,11,0,0,69,7
S00090078,155,72,7,0,0,63,13
S00090079,142,54,3,0,0,69,16
S00090080,100,35,14,0,0,43,8
S00090081,118,40,12,0,0,57,9
S00090082,80,30,1,0,3,40,6
S00090083,111,50,2,0,0,56,3
S00090084,148,52,12,0,0,75,9
S00090085,132,29,4,0,0,91,8
S00090086,140,46,7,0,0,71,16
S00090087,107,48,3,0,0,48,8
S00090088,99,33,5,0,0,52,9
S00090089,109,34,10,0,0,42,23
S00090090,63,22,0,0,4,29,8
S00090091,163,46,0,0,4,84,29
S00090092,69,28,1,0,3,32,5
S00090093,55,29,5,0,0,18,3
S00090094,142,67,4,0,4,58,9
S00090095,142,44,8,0,1,74,15
S00090096,103,37,20,0,0,38,8
S00090097,73,27,6,0,1,33,6
S00090098,89,42,1,0,2,34,10
S00090099,189,57,12,0,3,95,22
S00090100,131,49,6,0,0,60,16
S00090101,131,58,9,0,0,52,12
S00090102,113,51,11,0,0,47,4
S00090103,148,57,10,0,1,64,16
S00090104,125,32,3,0,15,74,1
S00090105,93,36,7,0,6,31,13
S00090106,173,65,3,0,0,88,17
S00090107,156,39,11,0,0,96,10
S00090108,125,58,10,0,0,44,13
S00090109,115,40,7,0,0,58,10
S00090110,138,45,8,0,0,74,11
S00090111,76,31,0,0,3,37,5
S00090112,170,72,2,0,0,82,14
S00090113,107,39,9,0,3,45,11
S00090114,129,44,6,0,14,53,12
S00090115,105,58,3,0,0,36,8
S00090116,150,64,3,0,0,79,4
S00090117,140,50,2,0,4,72,12
S00090118,151,61,3,0,5,78,4
S00090119,216,95,10,0,0,105,6
S00090120,141,56,3,0,0,66,16
S00090121,241,91,10,1,1,109,29
S00090122,117,39,3,0,1,67,7
S00090123,99,43,1,0,0,53,2
S00090124,105,74,1,0,0,23,7
S00090125,75,43,7,0,0,19,6
S00090126,134,50,4,0,0,64,16
S00090127,136,72,3,0,7,37,17
S00090128,107,41,8,0,0,54,4
S00090129,135,70,0,0,0,50,15
S00090130,125,60,1,0,8,43,13
S00090131,140,37,16,0,0,76,11
S00090132,150,83,3,0,0,52,12
S00090133,184,70,6,0,6,92,10
S00090134,143,47,7,0,0,82,7
S00090135,143,48,8,0,3,75,9
S00090136,134,45,10,0,0,71,8
S00090137,119,28,3,0,0,77,11
S00090138,111,47,0,0,0,57,7
S00090139,124,52,4,0,0,58,10
S00090140,106,44,3,0,0,53,6
S00090141,94,32,4,0,0,52,6
S00090142,119,40,4,0,3,61,11
S00090143,84,24,5,0,1,44,10
S00090144,87,42,0,0,0,35,10
S00090145,110,55,8,0,0,33,14
S00090146,84,42,0,0,0,39,3
S00090147,85,36,0,0,0,44,5
S00090148,85,29,0,0,0,52,4
S00090149,162,53,9,0,0,85,15
S00090150,82,48,1,0,0,29,4
S00090151,88,36,3,0,0,38,11
S00090152,93,40,5,0,0,40,8
S00090153,119,41,1,0,6,62,9
S00090154,121,52,0,0,0,64,5
S00090155,109,48,5,0,3,43,10
S00090156,140,66,8,0,0,61,5
S00090157,165,48,4,0,2,101,10
S00090158,104,36,3,0,0,56,9
S00090159,135,55,9,0,0,55,16
S00090160,128,70,5,0,2,42,9
S00090161,112,46,7,0,0,48,11
S00090162,138,41,6,0,0,79,12
S00090163,97,27,13,0,0,48,9
S00090164,133,48,9,0,0,67,9
S00090165,128,34,7,0,1,73,13
S00090166,122,34,10,0,2,73,3
S00090167,91,27,6,0,1,52,5
S00090168,97,45,1,0,0,46,5
S00090169,91,34,4,0,0,43,10
S00090170,113,47,2,0,0,50,14
S00090171,58,29,3,0,0,22,4
S00090172,120,58,4,0,0,52,6
S00090173,131,66,12,0,0,46,7
S00090174,144,74,5,0,0,46,19
S00090175,134,74,8,0,0,42,10
S00090176,70,21,6,0,0,39,4
S00090177,118,41,6,0,0,64,7
S00090178,134,78,8,0,0,38,10
S00090179,155,41,5,0,0,102,7
S00090180,132,40,7,0,0,80,5
S00090181,145,38,23,0,0,74,10
S00090182,127,48,0,0,0,76,3
S00090183,158,37,10,0,0,100,11
S00090184,83,19,3,0,0,58,3
S00090185,83,24,3,0,0,52,4
S00090186,114,52,1,0,0,55,6
S00090187,112,36,5,0,0,67,4
S00090188,105,58,2,0,0,42,3
S00090189,68,13,1,0,0,46,8
S00090190,160,64,5,0,2,77,12
S00090191,132,38,11,0,0,71,12
S00090192,99,25,2,0,0,64,8
S00090193,122,53,4,0,0,62,3
S00090194,98,23,3,0,0,59,13
S00090195,109,42,2,0,0,58,7
S00090196,101,51,6,0,0,43,1
S00090197,98,46,3,0,0,44,5
S00090198,104,41,4,0,0,38,21
S00090199,77,22,8,0,4,35,8
S00090200,104,49,2,0,1,38,14
S00090201,123,48,13,0,12,38,12
S00090202,105,30,14,0,0,54,7
S00090203,109,36,15,0,0,47,11
S00090204,128,81,1,0,0,37,9
S00090205,117,19,15,0,0,73,10
S00090206,93,44,2,0,0,40,7
S00090207,96,47,11,0,0,28,10
S00090208,97,40,2,0,0,40,15
S00090209,99,41,11,0,1,43,3
S00090210,84,34,3,0,0,39,8
S00090211,60,9,2,0,0,43,6
S00090212,64,30,1,0,0,27,6
S00090213,71,33,1,0,0,34,3
S00090214,99,47,3,0,0,40,9
S00090215,144,66,11,0,0,62,5
S00090216,110,58,2,0,0,44,6
S00090217,97,29,9,0,0,46,13
S00090218,112,28,15,0,0,62,7
S00090219,119,49,7,0,0,54,9
S00090220,96,40,5,0,4,33,14
S00090221,143,49,10,0,0,70,14
S00090222,211,79,4,0,10,101,17
S00090223,159,76,1,0,0,70,12
S00090224,146,56,3,0,3,67,17
S00090225,78,42,1,0,0,29,6
S00090226,160,54,7,0,0,83,16
S00090227,217,96,10,0,0,103,8
S00090228,164,54,8,0,15,77,10
S00090229,175,75,5,0,3,73,19
S00090230,93,18,3,0,0,67,5
S00090231,112,30,7,0,0,66,9
S00090232,86,45,6,0,0,26,9
S00090233,87,35,3,0,0,40,9
S00090234,106,37,7,0,0,53,9
S00090235,130,40,6,0,0,75,9
S00090236,100,35,4,0,0,51,10
S00090237,97,37,3,0,0,45,12
S00090238,71,13,6,0,0,49,3
S00090239,120,48,0,0,0,62,10
S00090240,146,60,10,0,0,71,5
S00090241,148,49,8,1,0,78,12
S00090242,129,31,6,0,0,80,12
S00090243,90,39,7,0,0,40,4
S00090244,90,10,2,0,0,72,6
S00090245,168,63,1,0,0,89,15
S00090246,59,19,3,0,0,35,2
S00090247,118,42,8,0,0,59,9
S00090248,53,17,1,0,0,32,3
S00090249,172,37,1,0,0,118,16
S00090250,139,59,6,0,5,65,4
S00090251,143,23,11,0,0,91,18
S00090252,175,46,14,0,0,98,17
S00090253,176,97,3,0,0,61,15
S00090254,126,57,7,0,1,56,5
S00090255,150,63,10,0,2,72,3
S00090256,161,91,11,0,1,36,22
S00090257,143,73,3,0,0,58,9
S00090258,154,52,2,0,3,89,8
S00090259,95,34,4,0,4,41,12
S00090260,131,78,7,0,0,38,8
S00090261,93,36,5,0,0,45,7
S00090262,70,39,2,0,1,25,3
S00090263,151,84,8,0,0,47,12
S00090264,136,80,2,3,0,42,9
S00090265,125,55,0,0,3,52,15
S00090266,108,50,5,0,0,42,11
S00090267,80,18,7,0,0,49,6
S00090268,98,43,4,0,0,50,1
S00090269,139,38,8,0,0,82,11
S00090270,127,47,7,0,4,58,11
S00090271,175,83,6,0,0,78,8
S00090272,100,37,3,0,0,45,15
S00090273,62,37,6,0,0,18,1
S00090274,87,28,6,0,3,39,11
S00090275,55,22,1,0,0,24,8
S00090276,105,53,1,0,10,36,5
S00090277,125,56,6,0,0,52,11
S00090278,135,47,6,0,0,74,8
S00090279,152,55,13,0,0,78,6
S00090280,91,55,4,0,0,31,1
S00090281,128,40,10,0,3,56,19
S00090282,107,43,7,0,8,38,11
S00090283,92,59,4,0,1,20,8
S00090284,92,35,5,0,0,46,6
S00090285,83,33,6,0,0,42,2
S00090286,92,37,4,0,0,44,7
S00090287,110,39,5,0,0,54,12
S00090288,152,51,8,0,1,85,7
S00090289,68,22,2,0,0,38,6
S00090290,82,31,4,0,2,41,4
S00090291,100,41,7,0,0,39,13
S00090292,124,56,6,0,0,51,11
S00090293,110,47,4,0,0,47,12
S00090294,113,51,4,0,0,46,12
S00090295,137,60,2,0,0,70,5
S00090296,104,55,5,0,0,31,13
S00090297,151,76,2,1,1,66,5
S00090298,87,37,2,0,0,40,8
S00090299,124,47,14,0,0,47,16
S00090300,115,55,6,0,3,43,8
S00090301,82,42,4,0,0,27,9
S00090302,101,48,1,0,5,37,10
S00090303,221,80,22,2,0,43,74
S00090304,150,59,6,2,0,70,13
S00090305,196,72,23,0,0,74,27
S00090306,185,73,23,0,0,81,8
S00090307,170,66,27,0,8,49,20
S00090308,127,51,7,1,6,52,10
S00090309,154,61,16,0,0,64,13
S00090310,132,56,17,0,5,42,12
S00090311,178,56,18,0,6,78,20
S00090312,85,45,6,0,0,28,6
S00090313,183,76,9,0,11,72,15
S00090314,253,110,5,1,1,45,91
S00090315,91,35,9,0,0,39,8
S00090316,175,106,14,0,0,41,14
S00090317,184,99,19,0,5,41,20
S00090318,172,52,11,0,9,79,21
S00090319,80,8,6,0,18,37,11
S00090320,68,13,13,1,5,28,8
S00090321,103,32,7,0,17,31,16
S00090322,99,16,14,0,7,56,6
S00090323,92,30,9,0,6,44,3
S00090324,75,26,2,0,1,44,2
S00090325,95,42,4,0,1,40,8
S00090326,84,40,1,0,0,36,7
S00090327,72,8,10,0,6,38,10
S00090328,55,39,0,0,0,10,6
S00090329,73,17,13,0,0,36,7
S00090330,55,12,8,0,2,19,14
S00090331,171,71,11,0,0,71,18
S00090332,108,25,10,0,1,65,7
S00090333,126,51,12,0,0,55,8
S00090334,50,24,0,0,0,19,7
S00090335,70,30,6,0,1,20,13
S00090336,133,62,8,0,0,43,20
S00090337,138,36,8,0,0,80,14
S00090338,59,11,2,0,0,41,5
S00090339,52,12,1,0,1,27,11
S00090340,96,28,1,0,2,58,7
S00090341,69,31,4,0,0,29,5
S00090342,73,17,11,0,0,43,2
S00090343,96,41,1,0,0,47,7
S00090344,59,22,1,0,0,33,3
S00090345,120,51,14,0,7,33,15
S00090346,97,36,8,0,6,32,15
S00090347,157,28,51,0,0,60,18
S00090348,178,15,58,0,4,87,14
S00090349,108,12,29,0,3,54,10
S00090350,107,27,17,0,0,59,4
S00090351,69,16,2,0,0,45,6
S00090352,89,33,2,0,0,52,2
S00090353,64,30,0,0,0,30,4
S00090354,194,72,6,0,5,102,9
S00090355,65,15,5,0,0,33,12
S00090356,94,29,1,0,0,52,12
S00090357,224,92,7,0,11,101,13
S00090358,158,69,9,0,0,65,15
S00090359,119,30,13,0,1,62,13
S00090360,92,27,4,0,0,49,12
S00090361,80,41,4,0,0,33,2
S00090362,138,27,17,1,0,40,53
S00090363,55,29,4,0,0,18,4
S00090364,71,20,3,0,0,42,6
S00090365,112,55,6,0,0,45,6
S00090366,78,16,5,0,0,49,8
S00090367,54,15,5,0,0,31,3
S00090368,52,19,1,0,0,28,4
S00090369,149,57,10,0,0,77,5
S00090370,125,16,3,0,0,101,5
S00090371,117,51,4,0,0,55,7
S00090372,98,22,2,0,14,53,7
S00090373,60,11,11,0,0,34,4
S00090374,120,70,1,0,0,43,6
S00090375,63,33,2,0,0,22,6
S00090376,129,45,10,0,0,61,13
S00090377,96,30,7,0,0,58,1
S00090378,78,32,2,0,1,36,7
S00090379,82,48,2,0,0,29,3
S00090380,117,50,4,0,2,29,32
S00090381,117,64,3,0,0,40,10
S00090382,55,28,0,0,10,12,5
S00090383,88,26,5,0,6,40,11
S00090384,69,28,3,0,0,32,6
S00090385,158,71,9,0,0,64,14
S00090386,77,28,5,0,0,38,6
S00090387,76,17,11,0,0,43,5
S00090388,122,21,33,0,1,56,11
S00090389,130,56,13,1,0,53,7
S00090390,93,41,2,0,0,45,5
S00090391,96,45,7,0,1,39,4
S00090392,98,51,5,0,0,42,0
S00090393,129,52,7,0,0,61,9
S00090394,90,36,10,0,0,35,9
S00090395,107,35,18,0,0,41,13
S00090396,80,20,16,0,0,36,8
S00090397,74,23,1,0,0,38,12
S00090398,60,14,4,0,4,32,6
S00090399,215,92,22,0,1,71,29
S00090400,128,63,11,1,3,33,17
S00090401,100,51,5,0,4,21,19
S00090402,113,63,5,0,0,43,2
S00090403,166,50,4,0,3,100,9
S00090404,190,60,18,0,1,94,17
S00090405,170,62,13,0,3,85,7
S00090406,131,34,15,0,0,62,20
S00090407,212,59,18,0,0,130,5
S00090408,67,15,4,0,0,47,1
S00090409,112,25,7,0,0,65,15
S00090410,112,12,5,0,0,81,14
S00090411,78,15,15,0,1,37,10
S00090412,59,16,5,0,5,27,6
S00090413,93,10,19,0,2,58,4
S00090414,114,49,8,0,5,48,4
S00090415,169,70,5,0,0,79,15
S00090416,115,44,7,0,5,53,6
S00090417,68,23,10,0,0,29,6
