dz_2001,total,house,nonhouse
S01002532,774,703,71
S01002533,864,768,96
S01002534,978,950,28
S01002535,486,369,117
S01002536,510,321,189
S01002537,604,523,81
S01002538,912,846,66
S01002539,811,520,291
S01002540,557,143,414
S01002541,989,783,206
S01002542,586,401,185
S01002543,602,246,356
S01002544,790,576,214
S01002545,635,473,162
S01002546,683,603,80
S01002547,655,606,49
S01002548,991,809,182
S01002549,570,570,0
S01002550,544,499,45
S01002551,595,504,91
S01002552,593,576,17
S01002553,803,564,239
S01002554,661,660,1
S01002555,726,626,100
S01002556,778,748,30
S01002557,839,650,189
S01002558,530,448,82
S01002559,687,554,133
S01002560,570,510,60
S01002561,685,593,92
S01002562,654,616,38
S01002563,874,836,38
S01002564,620,611,9
S01002565,911,856,55
S01002566,779,770,9
S01002567,571,567,4
S01002568,716,578,138
S01002569,975,790,185
S01002570,619,604,15
S01002571,566,459,107
S01002572,579,511,68
S01002573,523,400,123
S01002574,781,468,313
S01002575,782,552,230
S01002576,741,667,74
S01002577,953,241,712
S01002578,779,744,35
S01002579,753,510,243
S01002580,799,554,245
S01002581,783,730,53
S01002582,720,628,92
S01002583,790,701,89
S01002584,780,682,98
S01002585,877,605,272
S01002586,556,539,17
S01002587,718,686,32
S01002588,787,782,5
S01002589,789,694,95
S01002590,757,751,6
S01002591,576,473,103
S01002592,808,667,141
S01002593,777,733,44
S01002594,680,670,10
S01002595,621,401,220
S01002596,752,750,2
S01002597,517,509,8
S01002598,916,822,94
S01002599,551,537,14
S01002600,882,879,3
S01002601,668,611,57
S01002602,528,524,4
S01002603,744,527,217
S01002604,993,991,2
S01002605,632,586,46
S01002606,601,577,24
S01002607,872,735,137
S01002608,600,595,5
S01002609,791,614,177
S01002610,915,658,257
S01002611,854,818,36
S01002612,762,710,52
S01002613,902,719,183
S01002614,913,716,197
S01002615,467,447,20
S01002616,633,633,0
S01002617,940,672,268
S01002618,793,258,535
S01002619,789,760,29
S01002620,785,397,388
S01002621,630,630,0
S01002622,903,868,35
S01002623,684,659,25
S01002624,723,718,5
S01002625,856,850,6
S01002626,759,740,19
S01002627,1064,1060,4
S01002628,805,786,19
S01002629,816,749,67
S01002630,623,350,273
S01002631,741,672,69
S01002632,596,584,12
S01002633,1000,986,14
S01002634,766,654,112
S01002635,592,486,106
S01002636,562,481,81
S01002637,800,749,51
S01002638,790,424,366
S01002639,927,826,101
S01002640,765,558,207
S01002641,961,847,114
S01002642,573,453,120
S01002643,521,311,210
S01002644,761,591,170
S01002645,652,530,122
S01002646,659,304,355
S01002647,939,855,84
S01002648,756,639,117
S01002649,755,615,140
S01002650,673,670,3
S01002651,665,659,6
S01002652,733,600,133
S01002653,759,428,331
S01002654,725,312,413
S01002655,702,506,196
S01002656,676,400,276
S01002657,779,606,173
S01002658,998,373,625
S01002659,929,876,53
S01002660,865,762,103
S01002661,743,575,168
S01002662,805,732,73
S01002663,702,587,115
S01002664,940,927,13
S01002665,787,731,56
S01002666,816,645,171
S01002667,647,452,195
S01002668,521,391,130
S01002669,886,398,488
S01002670,655,637,18
S01002671,932,343,589
S01002672,616,282,334
S01002673,528,219,309
S01002674,755,539,216
S01002675,931,881,50
S01002676,773,623,150
S01002677,955,236,719
S01002678,913,891,22
S01002679,943,464,479
S01002680,930,366,564
S01002681,756,702,54
S01002682,588,249,339
S01002683,627,618,9
S01002684,725,380,345
S01002685,909,164,745
S01002686,863,645,218
S01002687,832,540,292
S01002688,718,713,5
S01002689,697,616,81
S01002690,565,534,31
S01002691,974,967,7
S01002692,926,882,44
S01002693,446,421,25
S01002694,764,735,29
S01002695,595,570,25
S01002696,778,572,206
S01002697,916,884,32
S01002698,703,599,104
S01002699,531,416,115
S01002700,909,749,160
S01002701,916,912,4
S01002702,618,380,238
S01002703,848,536,312
S01002704,669,464,205
S01002705,679,537,142
S01002706,781,412,369
S01002707,906,765,141
S01002708,724,450,274
S01002709,615,137,478
S01002710,580,540,40
S01002711,894,848,46
S01002712,790,671,119
S01002713,797,135,662
S01002714,905,463,442
S01002715,922,709,213
S01002716,575,556,19
S01002717,766,485,281
S01002718,891,367,524
S01002719,788,745,43
S01002720,747,737,10
S01002721,773,466,307
S01002722,656,319,337
S01002723,624,573,51
S01002724,774,340,434
S01002725,912,847,65
S01002726,742,381,361
S01002727,978,933,45
S01002728,832,565,267
S01002729,941,916,25
S01002730,758,338,420
S01002731,790,476,314
S01002732,610,177,433
S01002733,602,417,185
S01002734,939,654,285
S01002735,853,223,630
S01002736,715,704,11
S01002737,743,296,447
S01002738,720,710,10
S01002739,805,778,27
S01002740,570,570,0
S01002741,865,404,461
S01002742,837,539,298
S01002743,574,207,367
S01002744,567,555,12
S01002745,609,398,211
S01002746,834,726,108
S01002747,595,218,377
S01002748,589,143,446
S01002749,779,546,233
S01002750,899,536,363
S01002751,962,703,259
S01002752,555,493,62
S01002753,662,662,0
S01002754,573,492,81
S01002755,792,477,315
S01002756,746,223,523
S01002757,576,469,107
S01002758,707,592,115
S01002759,750,611,139
S01002760,515,363,152
S01002761,764,250,514
S01002762,633,363,270
S01002763,917,778,139
S01002764,658,266,392
S01002765,751,290,461
S01002766,893,331,562
S01002767,938,872,66
S01002768,849,750,99
S01002769,787,765,22
S01002770,544,256,288
S01002771,778,547,231
S01002772,999,813,186
S01002773,973,745,228
S01002774,787,557,230
S01002775,770,647,123
S01002776,698,614,84
S01002777,1000,671,329
S01002778,733,337,396
S01002779,634,165,469
S01002780,916,676,240
S01002781,897,872,25
S01002782,848,566,282
S01002783,792,436,356
S01002784,553,237,316
S01002785,709,408,301
S01002786,742,737,5
S01002787,773,626,147
S01002788,816,736,80
S01002789,774,774,0
S01002790,812,349,463
S01002791,676,478,198
S01002792,916,698,218
S01002793,801,491,310
S01002794,873,795,78
S01002795,673,672,1
S01002796,529,441,88
S01002797,840,840,0
S01002798,595,515,80
S01002799,616,254,362
S01002800,811,805,6
S01002801,986,930,56
S01002802,652,652,0
S01002803,836,708,128
S01002804,539,429,110
S01002805,856,708,148
S01002806,572,527,45
S01002807,685,587,98
S01002808,848,758,90
S01002809,683,511,172
S01002810,966,767,199
S01002811,930,793,137
S01002812,630,533,97
S01002813,728,586,142
S01002814,721,516,205
S01002815,786,592,194
S01002816,568,504,64
S01002817,575,543,32
S01002818,577,432,145
S01002819,828,751,77
S01002820,924,849,75
S01002821,975,568,407
S01002822,908,830,78
S01002823,825,300,525
S01002824,777,618,159
S01002825,957,592,365
S01002826,546,363,183
S01002827,647,499,148
S01002828,633,513,120
S01002829,809,447,362
S01002830,624,414,210
S01002831,800,701,99
S01002832,816,793,23
S01002833,1081,1071,10
S01002834,911,822,89
S01002835,751,473,278
S01002836,567,562,5
S01002837,598,343,255
S01002838,568,532,36
S01002839,541,380,161
S01002840,662,632,30
S01002841,626,561,65
S01002842,608,192,416
S01002843,794,368,426
S01002844,605,582,23
S01002845,782,406,376
S01002846,905,758,147
S01002847,926,881,45
S01002848,853,818,35
S01002849,1051,1039,12
S01002850,903,695,208
S01002851,477,411,66
S01002852,1000,830,170
S01002853,443,170,273
S01002854,839,634,205
S01002855,629,542,87
S01002856,776,229,547
S01002857,505,460,45
S01002858,480,470,10
S01002859,851,724,127
S01002860,919,846,73
S01002861,965,857,108
S01002862,637,598,39
S01002863,793,762,31
S01002864,612,378,234
S01002865,919,898,21
S01002866,1066,760,306
S01002867,578,573,5
S01002868,754,621,133
S01002869,542,526,16
S01002870,887,832,55
S01002871,606,440,166
S01002872,599,455,144
S01002873,784,772,12
S01002874,909,655,254
S01002875,678,446,232
S01002876,697,505,192
S01002877,782,609,173
S01002878,567,565,2
S01002879,861,850,11
S01002880,513,453,60
S01002881,878,438,440
S01002882,748,354,394
S01002883,1040,946,94
S01002884,804,697,107
S01002885,740,669,71
S01002886,678,620,58
S01002887,635,547,88
S01002888,603,540,63
S01002889,846,797,49
S01002890,752,695,57
S01002891,756,749,7
S01002892,664,457,207
S01002893,729,606,123
S01002894,728,623,105
S01002895,641,283,358
S01002896,719,669,50
S01002897,521,264,257
S01002898,993,699,294
S01002899,506,502,4
S01002900,744,714,30
S01002901,835,757,78
S01002902,785,534,251
S01002903,869,550,319
S01002904,640,491,149
S01002905,745,550,195
S01002906,845,765,80
S01002907,610,362,248
S01002908,787,775,12
S01002909,714,645,69
S01002910,780,477,303
S01002911,915,896,19
S01002912,953,930,23
S01002913,768,723,45
S01002914,714,611,103
S01002915,1005,970,35
S01002916,779,583,196
S01002917,671,590,81
S01002918,712,525,187
S01002919,945,921,24
S01002920,639,486,153
S01002921,679,552,127
S01002922,560,429,131
S01002923,700,532,168
S01002924,699,613,86
S01002925,979,940,39
S01002926,819,777,42
S01002927,790,715,75
S01002928,561,543,18
S01002929,801,784,17
S01002930,663,643,20
S01002931,793,774,19
S01002932,771,758,13
S01002933,860,691,169
S01002934,953,854,99
S01002935,828,610,218
S01002936,713,712,1
S01002937,642,513,129
S01002938,777,453,324
S01002939,546,531,15
S01002940,505,439,66
S01002941,968,895,73
S01002942,538,492,46
S01002943,530,424,106
S01002944,952,850,102
S01002945,588,577,11
S01002946,630,618,12
S01002947,492,465,27
S01002948,855,753,102
S01002949,507,494,13
S01002950,747,704,43
S01002951,889,809,80
S01002952,620,555,65
S01002953,902,718,184
S01002954,869,737,132
S01002955,988,875,113
S01002956,767,561,206
S01002957,960,914,46
S01002958,562,556,6
S01002959,968,953,15
S01002960,697,668,29
S01002961,752,583,169
S01002962,591,543,48
S01002963,778,695,83
S01002964,819,763,56
S01002965,814,726,88
S01002966,626,610,16
S01002967,832,790,42
S01002968,712,673,39
S01002969,903,860,43
S01002970,522,445,77
S01002971,1082,1034,48
S01002972,905,554,351
S01002973,864,744,120
S01002974,560,535,25
S01002975,550,269,281
S01002976,939,347,592
S01002977,711,568,143
S01002978,1039,977,62
S01002979,692,674,18
S01002980,790,692,98
S01002981,827,814,13
S01002982,680,673,7
S01002983,777,710,67
S01002984,743,732,11
S01002985,564,558,6
S01002986,756,501,255
S01002987,638,334,304
S01002988,698,680,18
S01002989,962,276,686
S01002990,580,374,206
S01002991,765,714,51
S01002992,688,479,209
S01002993,617,567,50
S01002994,777,380,397
S01002995,501,70,431
S01002996,618,237,381
S01002997,626,269,357
S01002998,788,618,170
S01002999,537,197,340
S01003000,657,583,74
S01003001,604,539,65
S01003002,764,451,313
S01003003,555,547,8
S01003004,524,266,258
S01003005,561,552,9
S01003006,737,731,6
S01003007,781,732,49
S01003008,609,591,18
S01003009,534,453,81
S01003010,601,591,10
S01003011,470,458,12
S01003012,989,970,19
S01003013,581,569,12
S01003014,683,634,49
S01003015,772,703,69
S01003016,460,361,99
S01003017,646,352,294
S01003018,748,455,293
S01003019,799,489,310
S01003020,662,411,251
S01003021,656,455,201
S01003022,980,831,149
S01003023,792,757,35
S01003024,629,398,231
S01003025,751,708,43
S01003026,602,351,251
S01003027,1088,892,196
S01003028,768,343,425
S01003029,770,251,519
S01003030,850,308,542
S01003032,454,100,354
S01003033,509,72,437
S01003034,902,748,154
S01003035,766,447,319
S01003036,773,172,601
S01003037,750,661,89
S01003038,896,882,14
S01003039,883,277,606
S01003040,850,309,541
S01003041,729,718,11
S01003042,652,239,413
S01003043,577,124,453
S01003044,910,386,524
S01003045,838,84,754
S01003046,748,452,296
S01003047,1008,60,948
S01003048,489,47,442
S01003049,584,131,453
S01003050,798,796,2
S01003051,938,683,255
S01003052,759,304,455
S01003053,929,782,147
S01003054,890,304,586
S01003055,865,304,561
S01003056,890,75,815
S01003057,709,200,509
S01003058,766,201,565
S01003059,838,748,90
S01003060,658,206,452
S01003061,849,831,18
S01003062,845,709,136
S01003063,799,186,613
S01003064,926,321,605
S01003065,919,291,628
S01003066,943,856,87
S01003067,661,634,27
S01003068,859,555,304
S01003069,606,370,236
S01003070,790,338,452
S01003071,635,499,136
S01003072,993,352,641
S01003073,763,148,615
S01003074,788,760,28
S01003075,735,191,544
S01003076,912,25,887
S01003077,1016,102,914
S01003078,722,551,171
S01003079,914,687,227
S01003080,859,206,653
S01003081,936,925,11
S01003082,742,614,128
S01003083,1072,638,434
S01003084,873,695,178
S01003085,1010,800,210
S01003086,715,637,78
S01003087,679,146,533
S01003088,969,340,629
S01003089,619,611,8
S01003090,768,175,593
S01003091,634,191,443
S01003092,798,424,374
S01003093,1018,356,662
S01003094,946,582,364
S01003095,837,788,49
S01003096,714,630,84
S01003097,253,134,119
S01003098,1037,14,1023
S01003099,590,414,176
S01003100,860,235,625
S01003101,603,427,176
S01003102,799,557,242
S01003103,789,782,7
S01003104,999,189,810
S01003105,798,284,514
S01003106,737,623,114
S01003107,843,562,281
S01003108,735,6,729
S01003109,991,804,187
S01003110,827,678,149
S01003111,898,569,329
S01003112,952,696,256
S01003113,756,498,258
S01003114,947,572,375
S01003115,546,410,136
S01003116,872,19,853
S01003117,788,15,773
S01003118,493,79,414
S01003119,722,199,523
S01003120,1073,1012,61
S01003121,964,575,389
S01003122,777,502,275
S01003123,846,700,146
S01003124,819,17,802
S01003125,796,27,769
S01003126,153,8,145
S01003127,850,173,677
S01003128,720,10,710
S01003129,1080,287,793
S01003130,786,316,470
S01003131,846,111,735
S01003132,594,18,576
S01003133,1090,305,785
S01003134,754,78,676
S01003135,759,350,409
S01003136,769,90,679
S01003137,668,27,641
S01003138,998,162,836
S01003139,979,101,878
S01003140,915,361,554
S01003141,725,98,627
S01003142,727,30,697
S01003143,877,127,750
S01003144,910,548,362
S01003145,741,699,42
S01003146,672,4,668
S01003147,923,601,322
S01003148,775,761,14
S01003149,907,90,817
S01003150,781,43,738
S01003151,790,604,186
S01003152,914,255,659
S01003153,766,667,99
S01003154,891,35,856
S01003155,1081,1069,12
S01003156,837,99,738
S01003157,982,64,918
S01003158,541,34,507
S01003159,242,139,103
S01003160,716,383,333
S01003161,609,476,133
S01003162,688,492,196
S01003163,655,369,286
S01003164,898,293,605
S01003165,985,339,646
S01003166,660,9,651
S01003167,800,634,166
S01003168,842,22,820
S01003169,889,789,100
S01003170,931,865,66
S01003171,632,581,51
S01003172,718,13,705
S01003173,485,28,457
S01003174,793,44,749
S01003175,797,31,766
S01003176,770,18,752
S01003177,987,609,378
S01003178,695,258,437
S01003179,716,14,702
S01003180,752,731,21
S01003181,927,766,161
S01003182,696,347,349
S01003183,701,11,690
S01003184,875,451,424
S01003185,530,92,438
S01003186,905,125,780
S01003187,904,209,695
S01003188,828,20,808
S01003189,841,32,809
S01003190,758,219,539
S01003191,529,8,521
S01003192,737,12,725
S01003193,611,465,146
S01003194,789,346,443
S01003195,729,675,54
S01003196,942,634,308
S01003197,663,457,206
S01003198,928,235,693
S01003199,876,724,152
S01003200,696,23,673
S01003201,231,120,111
S01003202,298,7,291
S01003203,862,552,310
S01003204,1021,737,284
S01003205,719,216,503
S01003206,745,25,720
S01003207,814,13,801
S01003208,898,149,749
S01003209,596,539,57
S01003210,841,268,573
S01003211,871,48,823
S01003212,779,732,47
S01003213,592,239,353
S01003214,799,646,153
S01003215,1011,553,458
S01003216,741,535,206
S01003217,691,196,495
S01003218,744,176,568
S01003219,760,557,203
S01003220,798,44,754
S01003221,842,241,601
S01003222,775,30,745
S01003223,914,41,873
S01003224,749,735,14
S01003225,794,58,736
S01003226,792,508,284
S01003227,925,28,897
S01003228,866,413,453
S01003229,975,558,417
S01003230,826,694,132
S01003231,984,738,246
S01003232,779,39,740
S01003233,998,913,85
S01003234,827,376,451
S01003235,798,588,210
S01003236,832,45,787
S01003237,1025,818,207
S01003238,749,205,544
S01003239,999,261,738
S01003240,775,345,430
S01003241,828,715,113
S01003242,1006,569,437
S01003243,884,514,370
S01003244,976,565,411
S01003245,849,86,763
S01003246,1007,279,728
S01003247,757,563,194
S01003248,773,270,503
S01003249,689,145,544
S01003250,582,469,113
S01003251,834,149,685
S01003252,697,690,7
S01003253,822,35,787
S01003254,613,107,506
S01003255,802,240,562
S01003256,924,34,890
S01003257,812,560,252
S01003258,919,905,14
S01003259,1053,864,189
S01003260,778,722,56
S01003261,925,884,41
S01003262,778,163,615
S01003263,629,225,404
S01003264,584,293,291
S01003265,687,426,261
S01003266,749,481,268
S01003267,970,151,819
S01003268,793,124,669
S01003269,891,271,620
S01003270,792,94,698
S01003271,819,96,723
S01003272,923,96,827
S01003273,694,114,580
S01003274,538,84,454
S01003275,967,336,631
S01003276,784,750,34
S01003277,678,408,270
S01003278,854,548,306
S01003279,459,9,450
S01003280,922,435,487
S01003281,554,230,324
S01003282,833,602,231
S01003283,776,746,30
S01003284,908,349,559
S01003285,367,5,362
S01003286,1030,198,832
S01003287,603,27,576
S01003288,778,759,19
S01003289,302,70,232
S01003290,767,391,376
S01003291,756,312,444
S01003292,784,756,28
S01003293,942,95,847
S01003294,790,83,707
S01003295,991,922,69
S01003296,617,39,578
S01003297,527,46,481
S01003298,1015,379,636
S01003299,420,51,369
S01003300,839,607,232
S01003301,781,217,564
S01003302,585,30,555
S01003303,767,9,758
S01003304,781,16,765
S01003305,750,294,456
S01003306,943,356,587
S01003307,1060,605,455
S01003308,900,674,226
S01003309,786,73,713
S01003310,796,358,438
S01003311,794,771,23
S01003312,649,425,224
S01003313,778,329,449
S01003314,579,13,566
S01003315,540,138,402
S01003316,726,52,674
S01003317,718,29,689
S01003318,822,790,32
S01003320,646,15,631
S01003321,790,752,38
S01003322,799,36,763
S01003323,668,651,17
S01003324,561,97,464
S01003325,852,239,613
S01003326,799,282,517
S01003327,691,33,658
S01003328,539,32,507
S01003329,818,658,160
S01003330,986,966,20
S01003331,636,278,358
S01003332,439,66,373
S01003333,799,269,530
S01003334,865,485,380
S01003335,543,27,516
S01003336,905,398,507
S01003337,842,272,570
S01003338,900,430,470
S01003339,827,365,462
S01003340,1066,445,621
S01003341,795,768,27
S01003342,653,75,578
S01003343,611,106,505
S01003344,596,279,317
S01003345,1019,255,764
S01003346,902,705,197
S01003347,822,92,730
S01003348,729,203,526
S01003349,881,248,633
S01003350,731,349,382
S01003351,987,80,907
S01003352,831,400,431
S01003353,635,34,601
S01003354,829,367,462
S01003355,879,112,767
S01003356,919,26,893
S01003357,386,0,386
S01003358,745,27,718
S01003359,977,940,37
S01003360,796,605,191
S01003361,759,406,353
S01003362,763,536,227
S01003363,793,527,266
S01003364,658,238,420
S01003365,735,138,597
S01003366,548,3,545
S01003367,1058,237,821
S01003368,939,44,895
S01003369,734,416,318
S01003370,776,28,748
S01003371,754,20,734
S01003372,741,575,166
S01003373,667,20,647
S01003374,529,72,457
S01003375,756,559,197
S01003376,530,109,421
S01003377,784,610,174
S01003378,813,33,780
S01003379,650,231,419
S01003380,786,170,616
S01003381,705,641,64
S01003382,596,12,584
S01003383,950,526,424
S01003384,1025,641,384
S01003385,851,4,847
S01003386,660,335,325
S01003387,794,99,695
S01003388,1011,184,827
S01003389,980,25,955
S01003390,956,284,672
S01003391,774,58,716
S01003392,793,25,768
S01003393,968,537,431
S01003394,636,31,605
S01003395,744,24,720
S01003396,766,66,700
S01003397,878,254,624
S01003398,884,118,766
S01003399,663,11,652
S01003400,688,385,303
S01003401,792,39,753
S01003402,695,229,466
S01003403,755,10,745
S01003404,482,305,177
S01003405,838,658,180
S01003406,721,13,708
S01003407,734,360,374
S01003408,662,20,642
S01003409,716,158,558
S01003410,770,21,749
S01003411,777,298,479
S01003412,915,549,366
S01003413,806,488,318
S01003414,547,248,299
S01003415,807,21,786
S01003416,882,25,857
S01003417,803,13,790
S01003418,948,173,775
S01003419,970,284,686
S01003420,519,38,481
S01003421,559,255,304
S01003422,794,29,765
S01003423,552,12,540
S01003424,987,14,973
S01003425,931,20,911
S01003426,999,58,941
S01003427,914,413,501
S01003428,666,83,583
S01003429,769,47,722
S01003430,759,19,740
S01003431,660,19,641
S01003432,931,34,897
S01003433,774,28,746
S01003434,910,244,666
S01003435,672,317,355
S01003436,541,369,172
S01003437,598,9,589
S01003438,902,13,889
S01003439,848,15,833
S01003440,500,205,295
S01003441,1014,48,966
S01003442,731,65,666
S01003443,959,119,840
S01003444,654,117,537
S01003445,870,265,605
S01003446,520,5,515
S01003447,936,32,904
S01003448,743,409,334
S01003449,792,37,755
S01003450,787,16,771
S01003451,763,104,659
S01003452,578,426,152
S01003453,664,66,598
S01003454,723,18,705
S01003455,591,159,432
S01003456,387,67,320
S01003457,945,53,892
S01003458,904,322,582
S01003459,915,332,583
S01003460,744,63,681
S01003461,791,741,50
S01003462,611,40,571
S01003463,799,15,784
S01003464,924,44,880
S01003465,790,15,775
S01003466,737,53,684
S01003467,757,669,88
S01003468,732,18,714
S01003469,858,184,674
S01003470,798,11,787
S01003471,720,255,465
S01003472,811,8,803
S01003473,931,94,837
S01003474,746,3,743
S01003475,685,27,658
S01003476,819,524,295
S01003477,972,11,961
S01003478,763,15,748
S01003479,791,24,767
S01003480,611,119,492
S01003481,1001,13,988
S01003482,657,40,617
S01003483,634,333,301
S01003484,906,33,873
S01003485,990,26,964
S01003486,833,456,377
S01003487,998,19,979
S01003488,635,151,484
S01003489,983,556,427
S01003490,640,29,611
S01003491,126,3,123
S01003492,797,28,769
S01003493,728,27,701
S01003494,737,71,666
S01003495,723,168,555
S01003496,815,167,648
S01003497,957,16,941
S01003498,997,112,885
S01003499,991,17,974
S01003500,645,9,636
S01003501,631,36,595
S01003502,669,129,540
S01003503,670,29,641
S01003504,709,66,643
S01003506,979,88,891
S01003507,528,3,525
S01003508,810,39,771
S01003509,831,92,739
S01003510,365,28,337
S01003511,979,229,750
S01003512,642,260,382
S01003513,715,13,702
S01003514,799,14,785
S01003515,750,506,244
S01003516,707,558,149
S01003517,681,91,590
S01003518,979,60,919
S01003519,542,56,486
S01003520,673,61,612
S01003521,523,10,513
S01003522,739,45,694
S01003523,577,280,297
S01003524,1040,269,771
S01003525,924,181,743
S01003526,906,155,751
S01003527,900,689,211
S01003528,604,540,64
S01003529,543,491,52
S01003530,791,28,763
S01003531,795,109,686
S01003532,1043,824,219
S01003533,353,7,346
S01003534,943,58,885
S01003535,709,281,428
S01003536,1031,109,922
S01003537,796,165,631
S01003538,670,397,273
S01003539,975,478,497
S01003540,490,106,384
S01003541,734,118,616
S01003542,795,146,649
S01003543,615,156,459
S01003544,553,21,532
S01003545,814,141,673
S01003546,823,164,659
S01003547,790,146,644
S01003549,770,320,450
S01003550,713,680,33
S01003551,745,368,377
S01003552,882,56,826
S01003553,691,37,654
S01003554,776,32,744
S01003555,735,106,629
S01003556,723,668,55
S01003557,785,50,735
S01003558,911,42,869
S01003559,897,782,115
S01003560,1029,698,331
S01003561,876,177,699
S01003562,697,39,658
S01003563,608,327,281
S01003564,708,210,498
S01003565,856,175,681
S01003566,750,78,672
S01003567,870,274,596
S01003568,665,179,486
S01003569,725,613,112
S01003570,765,529,236
S01003571,897,128,769
S01003572,882,133,749
S01003573,919,377,542
S01003574,886,41,845
S01003575,887,75,812
S01003576,679,201,478
S01003577,742,581,161
S01003578,279,157,122
S01003579,632,148,484
S01003580,881,50,831
S01003581,808,138,670
S01003582,584,77,507
S01003583,527,230,297
S01003584,767,25,742
S01003585,557,10,547
S01003586,921,393,528
S01003587,1060,1006,54
S01003588,721,561,160
S01003589,1052,431,621
S01003590,688,52,636
S01003591,982,857,125
S01003592,841,122,719
S01003593,694,470,224
S01003594,907,489,418
S01003595,769,139,630
S01003596,775,61,714
S01003597,609,344,265
S01003598,725,578,147
S01003599,606,334,272
S01003600,840,101,739
S01003601,844,72,772
S01003602,728,637,91
S01003603,820,359,461
S01003604,640,32,608
S01003605,668,149,519
S01003606,879,477,402
S01003607,557,498,59
S01003608,540,274,266
S01003609,1049,641,408
S01003610,748,33,715
S01003611,756,41,715
S01003612,792,159,633
S01003613,813,736,77
S01003614,568,300,268
S01003615,542,161,381
S01003616,701,679,22
S01003617,953,31,922
S01003618,770,607,163
S01003619,886,38,848
S01003620,960,596,364
S01003621,969,511,458
S01003622,783,458,325
S01003623,947,922,25
S01003624,961,468,493
S01003625,398,105,293
S01003626,796,754,42
S01003627,588,62,526
S01003628,691,431,260
S01003629,808,512,296
S01003630,754,323,431
S01003631,748,432,316
S01003632,785,317,468
S01003633,921,312,609
S01003634,1054,639,415
S01003635,572,22,550
S01003636,995,373,622
S01003637,713,206,507
S01003638,763,224,539
S01003639,794,378,416
S01003640,916,366,550
S01003641,752,731,21
S01003642,796,525,271
S01003643,608,317,291
S01003644,821,398,423
S01003645,572,384,188
S01003646,756,6,750
S01003647,712,462,250
S01003648,804,41,763
S01003649,1072,1021,51
S01003650,719,207,512
S01003651,754,352,402
S01003652,633,238,395
S01003653,781,659,122
S01003654,926,570,356
S01003655,844,555,289
S01003656,575,265,310
S01003657,835,671,164
S01003658,895,677,218
S01003659,822,378,444
S01003660,874,868,6
S01003661,839,676,163
S01003662,610,327,283
S01003663,582,178,404
S01003664,548,189,359
S01003665,657,5,652
S01003666,743,429,314
S01003667,915,883,32
S01003668,702,523,179
S01003669,569,533,36
S01003670,889,238,651
S01003671,699,398,301
S01003672,884,411,473
S01003673,311,91,220
S01003674,843,442,401
S01003675,696,460,236
S01003676,426,158,268
S01003677,774,518,256
S01003678,699,642,57
S01003679,1064,535,529
S01003680,840,657,183
S01003681,590,335,255
S01003682,1044,723,321
S01003683,604,456,148
S01003684,749,624,125
S01003685,548,535,13
S01003686,1028,517,511
S01003687,702,93,609
S01003688,950,312,638
S01003689,623,226,397
S01003690,961,100,861
S01003691,1094,766,328
S01003692,1023,382,641
S01003693,619,446,173
S01003694,893,858,35
S01003695,771,45,726
S01003696,1095,680,415
S01003697,988,964,24
S01003698,942,919,23
S01003699,1044,942,102
S01003700,1049,182,867
S01003701,962,309,653
S01003702,838,96,742
S01003703,903,218,685
S01003704,713,65,648
S01003705,875,109,766
S01003706,779,134,645
S01003707,778,135,643
S01003708,658,98,560
S01003709,855,187,668
S01003710,894,374,520
S01003711,843,269,574
S01003712,756,385,371
S01003713,550,124,426
S01003714,797,358,439
S01003715,861,634,227
S01003716,589,157,432
S01003717,827,101,726
S01003718,568,341,227
S01003719,541,516,25
S01003720,927,872,55
S01003721,724,654,70
S01003722,897,736,161
S01003723,548,516,32
S01003724,786,561,225
S01003725,587,446,141
S01003726,684,301,383
S01003727,750,740,10
S01003728,500,476,24
S01003729,637,473,164
S01003730,646,548,98
S01003731,545,303,242
S01003732,820,731,89
S01003733,826,803,23
S01003734,713,703,10
S01003735,701,671,30
S01003736,832,806,26
S01003737,633,600,33
S01003738,660,627,33
S01003739,528,496,32
S01003740,576,536,40
S01003741,841,807,34
S01003742,518,492,26
S01003743,580,563,17
S01003744,572,556,16
S01003745,720,626,94
S01003746,792,747,45
S01003747,952,908,44
S01003748,524,432,92
S01003749,819,768,51
S01003750,557,532,25
S01003751,836,758,78
S01003752,749,724,25
S01003753,901,845,56
S01003754,891,815,76
S01003755,708,608,100
S01003756,689,669,20
S01003757,581,558,23
S01003758,749,698,51
S01003759,615,570,45
S01003760,758,716,42
S01003761,802,760,42
S01003762,742,734,8
S01003763,862,731,131
S01003764,859,854,5
S01003765,730,643,87
S01003766,599,500,99
S01003767,615,488,127
S01003768,565,554,11
S01003769,671,655,16
S01003770,631,618,13
S01003771,664,660,4
S01003772,524,509,15
S01003773,699,637,62
S01003774,619,595,24
S01003775,765,745,20
S01003776,576,564,12
S01003777,927,913,14
S01003778,512,508,4
S01003779,482,465,17
S01003780,887,875,12
S01003781,648,573,75
S01003782,560,556,4
S01003783,902,784,118
S01003784,580,541,39
S01003785,830,756,74
S01003786,928,908,20
S01003787,613,582,31
S01003788,689,631,58
S01003789,522,501,21
S01003790,618,477,141
S01003791,633,425,208
S01003792,680,491,189
S01003793,544,508,36
S01003794,675,516,159
S01003795,580,564,16
S01003796,659,290,369
S01003797,957,790,167
S01003798,802,766,36
S01003799,841,841,0
S01003800,642,613,29
